tick,entry_stream,area,count
0,birth_slot,0,289985
0,birth_slot,1,291321
0,birth_slot,2,290276
0,birth_slot,3,291959
0,overseas_slot,0,123602
0,overseas_slot,1,123375
0,overseas_slot,2,122499
0,overseas_slot,3,123794
0,internal_slot,0,73403
0,internal_slot,1,73579
0,internal_slot,2,73191
0,internal_slot,3,73091
1,birth_slot,0,300353
1,birth_slot,1,301444
1,birth_slot,2,300479
1,birth_slot,3,301974
1,overseas_slot,0,121920
1,overseas_slot,1,121623
1,overseas_slot,2,120817
1,overseas_slot,3,122118
1,internal_slot,0,71817
1,internal_slot,1,71973
1,internal_slot,2,71591
1,internal_slot,3,71445
2,birth_slot,0,310078
2,birth_slot,1,310954
2,birth_slot,2,310231
2,birth_slot,3,311702
2,overseas_slot,0,120324
2,overseas_slot,1,120000
2,overseas_slot,2,119180
2,overseas_slot,3,120408
2,internal_slot,0,70246
2,internal_slot,1,70356
2,internal_slot,2,70019
2,internal_slot,3,69805
3,birth_slot,0,319200
3,birth_slot,1,320261
3,birth_slot,2,319598
3,birth_slot,3,321157
3,overseas_slot,0,118712
3,overseas_slot,1,118341
3,overseas_slot,2,117612
3,overseas_slot,3,118818
3,internal_slot,0,68740
3,internal_slot,1,68838
3,internal_slot,2,68517
3,internal_slot,3,68334
4,birth_slot,0,328367
4,birth_slot,1,328955
4,birth_slot,2,328446
4,birth_slot,3,330107
4,overseas_slot,0,117120
4,overseas_slot,1,116739
4,overseas_slot,2,115994
4,overseas_slot,3,117280
4,internal_slot,0,67246
4,internal_slot,1,67348
4,internal_slot,2,67032
4,internal_slot,3,66793
5,birth_slot,0,336542
5,birth_slot,1,337308
5,birth_slot,2,336830
5,birth_slot,3,338384
5,overseas_slot,0,115589
5,overseas_slot,1,115119
5,overseas_slot,2,114521
5,overseas_slot,3,115770
5,internal_slot,0,65817
5,internal_slot,1,65882
5,internal_slot,2,65522
5,internal_slot,3,65373
6,birth_slot,0,344577
6,birth_slot,1,345408
6,birth_slot,2,344704
6,birth_slot,3,346190
6,overseas_slot,0,114121
6,overseas_slot,1,113634
6,overseas_slot,2,113047
6,overseas_slot,3,114269
6,internal_slot,0,64433
6,internal_slot,1,64439
6,internal_slot,2,64127
6,internal_slot,3,63954
7,birth_slot,0,352194
7,birth_slot,1,353241
7,birth_slot,2,352934
7,birth_slot,3,353179
7,overseas_slot,0,112606
7,overseas_slot,1,112195
7,overseas_slot,2,111598
7,overseas_slot,3,112800
7,internal_slot,0,63045
7,internal_slot,1,63140
7,internal_slot,2,62781
7,internal_slot,3,62542
8,birth_slot,0,359146
8,birth_slot,1,360428
8,birth_slot,2,360206
8,birth_slot,3,360388
8,overseas_slot,0,111157
8,overseas_slot,1,110755
8,overseas_slot,2,110173
8,overseas_slot,3,111348
8,internal_slot,0,61744
8,internal_slot,1,61805
8,internal_slot,2,61384
8,internal_slot,3,61310
9,birth_slot,0,365832
9,birth_slot,1,367204
9,birth_slot,2,366912
9,birth_slot,3,367694
9,overseas_slot,0,109645
9,overseas_slot,1,109336
