# params={"birth_rate":0.03244377828164235,"mortality_young":0.0010183436736018482,"mortality_adult":0.003453157034620374,"mortality_old":0.008590051513979652,"overseas_arrival_rate":0.0211106032196112,"emigration_rate":0.0022830944762008624,"internal_departure_rate":0.002132060718227225,"internal_arrival_rate":0.017268388952639182}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,7983706,0,3992308,3991398,472317,442427,439946,446066,38458,34895,10532,18363,5044,17070,54034,1161542,489468,294956,1,8000000,0,38458,10532,5044,1857,13932,19106,18363,17070,220
1,7967981,0,3984174,3983807,500426,440314,435760,447408,37368,33883,10082,17632,5041,16701,52491,1194502,479386,289915,1,7983706,124362,37368,10082,5041,1783,13626,18474,17632,16701,213
2,7952804,0,3976483,3976321,529121,438142,431519,448747,38179,33896,10088,18005,5024,16567,53291,1224539,469298,284891,2,7967981,120707,38179,10088,5024,1799,13551,18546,18005,16567,190
3,7937719,0,3969240,3968479,558308,436067,427469,450037,38803,33895,9770,17900,4909,16772,53482,1254088,459599,280027,2,7952804,121759,38803,9770,4909,1820,13509,18566,17900,16772,189
4,7923890,0,3962236,3961654,589147,434172,423361,450981,40431,33621,9683,18201,4748,16869,54862,1281986,450072,275361,2,7937719,122049,40431,9683,4748,1800,13372,18449,18201,16869,206
5,7911295,0,3955690,3955605,620533,431921,419246,452060,41177,33224,9376,17956,4565,16533,55118,1309129,440946,270917,2,7923890,123553,41177,9376,4565,1875,13298,18051,17956,16533,175
6,7899131,0,3949629,3949502,652260,429788,415365,452926,41736,33096,9085,17965,4676,16600,55497,1334610,432202,266396,2,7911295,122831,41736,9085,4676,1989,13341,17766,17965,16600,186
7,7887887,0,3944061,3943826,684601,427470,411259,453708,42729,32902,8932,17855,4602,16750,56263,1358954,423663,261989,3,7899131,123158,42729,8932,4602,1892,13325,17685,17855,16750,172
8,7877527,0,3938775,3938752,717893,425436,407686,454631,43448,32791,8875,17755,4362,16499,56685,1382274,415288,257866,3,7887887,123770,43448,8875,4362,1927,13281,17583,17755,16499,213
9,7868294,0,3934097,3934197,751492,423569,403864,455242,44188,32456,8890,17902,4514,16467,57592,1404251,406991,253639,3,7877527,123730,44188,8890,4514,2056,12998,17402,17902,16467,198
10,7859759,0,3929704,3930055,785734,421714,400096,455930,44930,32183,8586,17734,4331,16465,57847,1425206,399033,249620,3,7868294,124417,44930,8586,4331,2052,13020,17111,17734,16465,210
11,7851748,0,3925930,3925818,820738,419756,396234,456267,45622,32380,8477,17451,4216,16495,58315,1444935,391248,245743,3,7859759,124229,45622,8477,4216,2022,13059,17299,17451,16495,168
12,7844391,0,3922217,3922174,856301,417429,392471,456535,46487,32421,8297,17515,4270,16475,59054,1463661,383710,241827,3,7851748,124641,46487,8297,4270,2086,13187,17148,17515,16475,178
13,7836456,0,3918209,3918247,891785,415188,388886,456977,46512,32282,8006,17796,4018,16393,58536,1482290,376546,238237,3,7844391,125465,46512,8006,4018,2160,13046,17076,17796,16393,181
14,7829477,0,3914688,3914789,927642,413029,385283,457205,47262,31893,7901,17797,4046,16498,59209,1500187,369538,234610,3,7836456,125007,47262,7901,4046,2114,12944,16835,17797,16498,177
15,7823087,0,3911413,3911674,964058,411257,381823,457187,47775,31556,7683,17830,4023,16485,59481,1517153,362819,231070,3,7829477,125397,47775,7683,4023,2120,12623,16813,17830,16485,180
16,7817834,0,3908749,3909085,1000841,409285,378476,457220,48295,31251,7616,17363,3955,16505,59866,1533172,356211,227664,3,7823087,125352,48295,7616,3955,2191,12566,16494,17363,16505,191
17,7813023,0,3906398,3906625,1038298,407335,375208,457328,49184,30809,7327,17798,3921,16636,60432,1547587,349890,224257,3,7817834,124985,49184,7327,3921,2211,12303,16295,17798,16636,179
18,7808613,0,3904281,3904332,1075848,405565,371821,457278,49423,30887,7241,17759,3900,16328,60564,1561786,343710,220917,3,7813023,125675,49423,7241,3900,2296,12556,16035,17759,16328,169
19,7804867,0,3902438,3902429,1113453,403722,368681,457306,49846,30814,7289,17527,3847,16387,60982,1575153,337615,217637,3,7808613,125538,49846,7289,3847,2358,12524,15932,17527,16387,177
20,7800679,0,3900154,3900525,1151230,401640,365498,456798,50021,30644,6983,17696,3718,16570,60722,1588075,331762,214574,3,7804867,125710,50021,6983,3718,2308,12475,15861,17696,16570,156
21,7797736,0,3898722,3899014,1189822,399789,362315,456345,51030,30506,7016,17544,3667,16606,61713,1600039,326068,211501,3,7800679,125632,51030,7016,3667,2475,12120,15911,17544,16606,193
22,7794858,0,3897301,3897557,1228388,398194,359223,456050,51091,30238,6749,17711,3646,16415,61486,1611561,320664,208553,3,7797736,126369,51091,6749,3646,2433,12199,15606,17711,16415,160
23,7792734,0,3896130,3896604,1267188,396480,356269,455646,51585,30045,6697,17457,3591,16495,61873,1622278,315329,205662,3,7794858,125850,51585,6697,3591,2380,12150,15515,17457,16495,175
