# params={"birth_rate":0.02022904647964734,"mortality_young":0.0008427157714453399,"mortality_adult":0.0036883650315834332,"mortality_old":0.012353541546035136,"overseas_arrival_rate":0.024941481907329643,"emigration_rate":0.0019160094422208149,"internal_departure_rate":0.0021016012342562626,"internal_arrival_rate":0.011631086146919881}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,796549,0,398803,397746,45724,44310,43907,44499,2448,4296,1262,1565,349,1649,4059,117552,48738,29651,1,800000,0,2448,1262,349,144,1451,2701,1565,1649,14
1,793144,0,397094,396050,47223,44058,43260,44583,2427,4217,1207,1542,339,1619,3973,122635,47531,29312,1,796549,11569,2427,1207,339,128,1452,2637,1542,1619,25
2,789531,0,395188,394343,48731,43832,42745,44474,2415,4265,1133,1527,354,1723,3902,127598,46398,28958,2,793144,11351,2415,1133,354,137,1424,2704,1527,1723,19
3,786504,0,393661,392843,50431,43669,42225,44464,2595,4103,1198,1497,333,1553,4126,132502,45211,28630,2,789531,11417,2595,1198,333,121,1400,2582,1497,1553,14
4,783337,0,392133,391204,52215,43423,41746,44440,2692,4198,1070,1420,332,1643,4094,136937,44160,28305,2,786504,11279,2692,1070,332,166,1517,2515,1420,1643,16
5,780276,0,390540,389736,54031,43192,41267,44372,2789,4155,1059,1495,335,1594,4183,141376,43127,27977,2,783337,11355,2789,1059,335,152,1436,2567,1495,1594,15
6,777374,0,389073,388301,55961,43041,40824,44322,2844,4001,1103,1516,305,1637,4252,145734,42060,27678,2,780276,11427,2844,1103,305,157,1417,2427,1516,1637,17
7,774508,0,387691,386817,57928,42860,40329,44296,2928,4153,1045,1422,329,1593,4302,149901,41063,27360,2,777374,11406,2928,1045,329,167,1436,2550,1422,1593,18
8,771565,0,386264,385301,59916,42752,39785,44156,2971,4146,1026,1431,324,1687,4321,154033,40089,27049,2,774508,11470,2971,1026,324,138,1458,2550,1431,1687,22
9,768948,0,385013,383935,61985,42612,39277,44035,3113,3986,1017,1453,326,1634,4456,158103,39134,26742,2,771565,11585,3113,1017,326,159,1396,2431,1453,1634,25
10,766322,0,383648,382674,64127,42457,38823,43891,3118,4002,930,1421,312,1563,4360,161972,38268,26452,2,768948,11529,3118,930,312,141,1412,2449,1421,1563,18
11,763844,0,382453,381391,66340,42289,38284,43834,3239,3889,950,1424,297,1651,4486,165614,37398,26180,2,766322,11346,3239,950,297,179,1388,2322,1424,1651,15
12,761330,0,381195,380135,68636,42135,37846,43750,3276,3869,903,1507,272,1589,4451,169189,36585,25931,3,763844,11450,3276,903,272,148,1345,2376,1507,1589,20
13,758980,0,379976,379004,71032,41902,37397,43602,3396,3927,887,1449,301,1558,4584,172636,35792,25658,3,761330,11416,3396,887,301,150,1358,2419,1449,1558,21
14,756725,0,378916,377809,73417,41615,36915,43472,3425,3773,874,1450,290,1621,4589,176012,35019,25400,3,758980,11518,3425,874,290,167,1332,2274,1450,1621,15
15,754346,0,377754,376592,75724,41484,36506,43354,3332,3769,853,1517,285,1563,4470,179391,34271,25143,3,756725,11433,3332,853,285,181,1334,2254,1517,1563,23
16,752338,0,376705,375633,78279,41229,36157,43225,3565,3695,827,1431,277,1551,4669,182528,33562,24895,3,754346,11319,3565,827,277,193,1322,2180,1431,1551,19
17,750264,0,375723,374541,80898,40967,35766,43127,3664,3801,835,1466,280,1586,4779,185389,32846,24648,3,752338,11346,3664,835,280,197,1351,2253,1466,1586,14
18,748515,0,374896,373619,83604,40820,35368,43043,3727,3657,819,1400,285,1523,4831,188331,32171,24403,3,750264,11632,3727,819,285,163,1330,2164,1400,1523,17
19,746647,0,373960,372687,86276,40631,34970,42918,3760,3727,812,1386,251,1578,4823,190978,31494,24190,3,748515,11411,3760,812,251,183,1342,2202,1386,1578,11
20,744917,0,373106,371811,89068,40411,34576,42746,3824,3718,771,1429,291,1469,4886,193653,30877,23937,3,746647,11514,3824,771,291,154,1343,2221,1429,1469,23
21,743300,0,372320,370980,91958,40264,34246,42566,3902,3582,749,1494,272,1464,4923,196154,30294,23712,3,744917,11502,3902,749,272,161,1369,2052,1494,1464,20
22,741855,0,371556,370299,94852,40077,33949,42462,3964,3590,788,1419,305,1493,5057,198516,29674,23453,3,743300,11463,3964,788,305,189,1335,2066,1419,1493,15
23,740194,0,370699,369495,97588,39856,33671,42315,3830,3522,780,1454,273,1568,4883,200996,29036,23230,3,741855,11559,3830,780,273,215,1285,2022,1454,1568,18
