name,value
final_population,7652209
maximum_invalid_age_count,0
births_total,1063132
deaths_total,922774
overseas_arrivals_total,139989
overseas_departures_total,396263
internal_arrivals_total,127232
internal_departures_total,359107
minimum_vacant_birth_slots,1163892
final_max_generation,3
locked_out_total,1330353
