name,value
final_population,7358435
maximum_invalid_age_count,0
births_total,1285285
deaths_total,1248670
overseas_arrivals_total,231610
overseas_departures_total,375239
internal_arrivals_total,86340
internal_departures_total,620891
minimum_vacant_birth_slots,1161313
final_max_generation,4
locked_out_total,1603235
