name,value
final_population,7835941
maximum_invalid_age_count,0
births_total,1048858
deaths_total,670125
overseas_arrivals_total,157325
overseas_departures_total,369556
internal_arrivals_total,92464
internal_departures_total,423025
minimum_vacant_birth_slots,1161507
final_max_generation,4
locked_out_total,1298647
