name,value
final_population,7653323
maximum_invalid_age_count,0
births_total,1169253
deaths_total,1053027
overseas_arrivals_total,213157
overseas_departures_total,243622
internal_arrivals_total,118223
internal_departures_total,550661
minimum_vacant_birth_slots,1160855
final_max_generation,4
locked_out_total,1500633
