# params={"birth_rate":0.018705342938632238,"mortality_young":0.0011206999094652745,"mortality_adult":0.002897727094687267,"mortality_old":0.020536203880262532,"overseas_arrival_rate":0.019927105685100692,"emigration_rate":0.0015464473950316093,"internal_departure_rate":0.002405180453277857,"internal_arrival_rate":0.02294508919891022}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,7948836,0,3975144,3973692,456548,443052,435313,441189,22287,58617,9822,12312,6725,19069,38834,1177713,490178,293275,1,8000000,0,22287,9822,6725,1997,11529,45091,12312,19069,276
1,7898701,0,3950012,3948689,469220,441519,426168,437490,21796,57571,9628,12017,6728,18699,38152,1245915,480550,286547,1,7948836,128832,21796,9628,6728,1985,11372,44214,12017,18699,258
2,7849969,0,3925925,3924044,483049,439719,417584,433723,23016,56686,9252,12058,6414,18670,38682,1311186,471298,280133,2,7898701,126439,23016,9252,6414,1975,11537,43174,12058,18670,264
3,7804003,0,3903422,3900581,498589,438191,409470,429989,24692,55892,9415,12054,6386,18513,40493,1373752,461968,273818,2,7849969,126096,24692,9415,6386,2057,11354,42481,12054,18513,225
4,7759102,0,3881168,3877934,514722,436768,401409,425958,25423,55125,9166,11892,6223,18696,40812,1434508,452954,267723,2,7804003,126952,25423,9166,6223,2003,11311,41811,11892,18696,249
5,7715961,0,3859412,3856549,532104,435154,393753,421840,26708,54370,9025,12090,6168,18582,41901,1493045,444189,261763,2,7759102,126525,26708,9025,6168,2035,11229,41106,12090,18582,251
6,7674701,0,3838427,3836274,550287,433367,386273,417998,27573,53272,8751,11801,5885,18396,42209,1549971,435746,256113,2,7715961,126943,27573,8751,5885,1943,11168,40161,11801,18396,248
7,7635382,0,3818725,3816657,569374,431549,378944,413849,28671,52363,8724,11715,5830,18466,43225,1604119,427392,250563,3,7674701,125678,28671,8724,5830,2139,11276,38948,11715,18466,242
8,7597641,0,3799818,3797823,589638,429919,372210,409796,29663,51501,8376,11552,5592,18319,43631,1656140,419512,245335,3,7635382,125769,29663,8376,5592,2030,11169,38302,11552,18319,248
9,7561645,0,3782133,3779512,610666,428407,365225,405815,30556,50846,8255,11748,5639,17852,44450,1706071,411749,240089,3,7597641,125003,30556,8255,5639,1998,11374,37474,11748,17852,221
10,7526905,0,3764733,3762172,632486,426783,358671,401690,31620,50295,8116,11599,5388,17970,45124,1753847,404252,235132,3,7561645,124896,31620,8116,5388,2140,11130,37025,11599,17970,251
11,7494102,0,3748299,3745803,655288,425208,352305,397354,32552,49431,8101,11549,5504,17980,46157,1799964,396844,230130,3,7526905,124988,32552,8101,5504,2176,10911,36344,11549,17980,213
12,7463634,0,3733125,3730509,679174,423289,346242,393232,33685,48042,7951,11506,5158,17714,46794,1843970,389640,225494,3,7494102,125117,33685,7951,5158,2103,10897,35042,11506,17714,210
13,7433980,0,3717934,3716046,703887,421595,340521,389071,34505,47916,7788,11408,5182,17805,47475,1885307,382638,220946,3,7463634,124056,34505,7788,5182,2123,11079,34714,11408,17805,209
14,7404912,0,3703311,3701601,728539,419709,334850,384900,34899,47373,7485,11445,4962,17596,47346,1925985,375986,216703,3,7433980,124604,34899,7485,4962,2185,10967,34221,11445,17596,234
15,7377112,0,3689737,3687375,754216,418068,329519,380565,35828,46484,7359,11453,4898,17948,48085,1965028,369496,212479,3,7404912,123760,35828,7359,4898,2200,10908,33376,11453,17948,199
16,7351072,0,3676641,3674431,780409,416373,324538,376353,36477,45635,7144,11440,4862,17448,48483,2002700,363364,208341,3,7377112,123970,36477,7144,4862,2172,10910,32553,11440,17448,195
17,7326469,0,3664151,3662318,807607,414714,319339,372121,37417,45254,7208,11223,4697,17448,49322,2037977,357202,204427,3,7351072,123006,37417,7208,4697,2276,10709,32269,11223,17448,206
18,7302674,0,3652468,3650206,835082,413102,314596,367808,37959,44467,6946,11260,4593,17566,49498,2071982,351378,200673,4,7326469,123247,37959,6946,4593,2218,10718,31531,11260,17566,213
19,7280092,0,3641350,3638742,862863,411681,309824,363641,38279,43902,6836,11109,4601,17287,49716,2104922,345737,196951,4,7302674,122791,38279,6836,4601,2231,10654,31017,11109,17287,185
20,7258362,0,3630301,3628061,891504,409813,305420,359231,39280,43382,6731,11320,4575,17614,50586,2135923,340176,193223,4,7280092,122014,39280,6731,4575,2259,10461,30662,11320,17614,200
21,7238253,0,3620283,3617970,920263,408406,301026,354961,39482,42378,6870,11253,4400,17230,50752,2166526,334544,189816,4,7258362,122902,39482,6870,4400,2314,10426,29638,11253,17230,210
22,7219279,0,3610668,3608611,949715,406977,296942,350736,40165,42236,6644,10928,4314,16933,51123,2194945,329191,186488,4,7238253,121613,40165,6644,4314,2355,10558,29323,10928,16933,201
23,7200657,0,3601640,3599017,979442,405385,292748,346585,40799,41888,6516,11176,4254,17127,51569,2221905,324019,183228,4,7219279,121220,40799,6516,4254,2413,10555,28920,11176,17127,210
