tick,population_p05,population_p25,population_p50,population_p75,population_p95,invalid_age_p05,invalid_age_p25,invalid_age_p50,invalid_age_p75,invalid_age_p95,males_p05,males_p25,males_p50,males_p75,males_p95,females_p05,females_p25,females_p50,females_p75,females_p95,age_00_04_p05,age_00_04_p25,age_00_04_p50,age_00_04_p75,age_00_04_p95,age_20_24_p05,age_20_24_p25,age_20_24_p50,age_20_24_p75,age_20_24_p95,age_65_69_p05,age_65_69_p25,age_65_69_p50,age_65_69_p75,age_65_69_p95,age_85_plus_p05,age_85_plus_p25,age_85_plus_p50,age_85_plus_p75,age_85_plus_p95,births_this_tick_p05,births_this_tick_p25,births_this_tick_p50,births_this_tick_p75,births_this_tick_p95,deaths_this_tick_p05,deaths_this_tick_p25,deaths_this_tick_p50,deaths_this_tick_p75,deaths_this_tick_p95,overseas_arrivals_this_tick_p05,overseas_arrivals_this_tick_p25,overseas_arrivals_this_tick_p50,overseas_arrivals_this_tick_p75,overseas_arrivals_this_tick_p95,overseas_departures_this_tick_p05,overseas_departures_this_tick_p25,overseas_departures_this_tick_p50,overseas_departures_this_tick_p75,overseas_departures_this_tick_p95,internal_arrivals_this_tick_p05,internal_arrivals_this_tick_p25,internal_arrivals_this_tick_p50,internal_arrivals_this_tick_p75,internal_arrivals_this_tick_p95,internal_departures_this_tick_p05,internal_departures_this_tick_p25,internal_departures_this_tick_p50,internal_departures_this_tick_p75,internal_departures_this_tick_p95,locked_out_p05,locked_out_p25,locked_out_p50,locked_out_p75,locked_out_p95,vacant_birth_slots_p05,vacant_birth_slots_p25,vacant_birth_slots_p50,vacant_birth_slots_p75,vacant_birth_slots_p95,vacant_overseas_slots_p05,vacant_overseas_slots_p25,vacant_overseas_slots_p50,vacant_overseas_slots_p75,vacant_overseas_slots_p95,vacant_internal_slots_p05,vacant_internal_slots_p25,vacant_internal_slots_p50,vacant_internal_slots_p75,vacant_internal_slots_p95,max_generation_p05,max_generation_p25,max_generation_p50,max_generation_p75,max_generation_p95,fired_age_monthly_p05,fired_age_monthly_p25,fired_age_monthly_p50,fired_age_monthly_p75,fired_age_monthly_p95,fired_clear_event_p05,fired_clear_event_p25,fired_clear_event_p50,fired_clear_event_p75,fired_clear_event_p95,fired_birth_activate_p05,fired_birth_activate_p25,fired_birth_activate_p50,fired_birth_activate_p75,fired_birth_activate_p95,fired_overseas_arrive_p05,fired_overseas_arrive_p25,fired_overseas_arrive_p50,fired_overseas_arrive_p75,fired_overseas_arrive_p95,fired_internal_arrive_p05,fired_internal_arrive_p25,fired_internal_arrive_p50,fired_internal_arrive_p75,fired_internal_arrive_p95,fired_die_young_p05,fired_die_young_p25,fired_die_young_p50,fired_die_young_p75,fired_die_young_p95,fired_die_adult_p05,fired_die_adult_p25,fired_die_adult_p50,fired_die_adult_p75,fired_die_adult_p95,fired_die_old_p05,fired_die_old_p25,fired_die_old_p50,fired_die_old_p75,fired_die_old_p95,fired_emigrate_p05,fired_emigrate_p25,fired_emigrate_p50,fired_emigrate_p75,fired_emigrate_p95,fired_internal_depart_p05,fired_internal_depart_p25,fired_internal_depart_p50,fired_internal_depart_p75,fired_internal_depart_p95,deferred_total_p05,deferred_total_p25,deferred_total_p50,deferred_total_p75,deferred_total_p95
10,7564111,7658262,7767557,7853308,7880819,0,0,0,0,0,3783031,3830392,3883947,3927262,3940808,3781080,3827870,3883610,3926046,3940077,614763,641750,694264,773022,808999,419224,421714,423626,426783,431855,358671,387108,394687,398229,403618,401690,436529,446556,453030,463627,28737,31620,35986,44118,48710,28168,31164,35130,39121,50295,6679,7785,8586,9456,10095,10417,13176,15218,16519,17734,3272,3917,4431,5035,5388,13759,15092,17877,20810,25821,41327,44794,50464,55465,62864,1388451,1451389,1525555,1616968,1699946,375641,387013,401185,408170,422823,235132,241195,249620,254691,262697,3,3,3,3,3,7591238,7683825,7782824,7863766,7889362,104287,108433,121252,125102,139499,28737,31620,35986,44118,48710,6679,7785,8586,9456,10095,3272,3917,4431,5035,5388,1452,1604,1981,2126,2329,8848,9960,11432,13020,15431,16765,19628,20949,25074,37025,10417,13176,15218,16519,17734,13759,15092,17877,20810,25821,125,170,179,213,251
11,7539211,7633688,7753406,7843371,7874416,0,0,0,0,0,3770286,3818191,3876875,3922165,3937524,3768925,3815497,3876531,3921206,3936892,634264,664417,720400,806820,847768,416916,419756,421950,425208,430653,352305,382662,390599,394381,400263,397354,435237,446255,453154,464788,29815,32527,37298,44529,49338,27769,30886,35014,38557,49431,6599,7494,8477,9144,9959,10583,13264,15150,16387,17451,3238,3892,4405,4859,5504,13353,15015,17868,20843,25746,41891,45161,50764,55978,63022,1405605,1473270,1551968,1652482,1737936,366380,378670,393583,401096,416727,230130,236729,245743,251071,259683,3,3,3,3,3,7564111,7658262,7767557,7853308,7880819,105129,109266,121321,125255,139921,29815,32527,37298,44529,49338,6599,7494,8477,9144,9959,3238,3892,4405,4859,5504,1503,1681,1980,2176,2316,8750,9853,11308,13059,15396,16458,19257,20694,24415,36029,10583,13264,15150,16387,17451,13353,15015,17868,20843,25746,136,168,173,212,246
12,7516031,7610008,7740330,7834041,7868654,0,0,0,0,0,3758677,3806653,3870245,3917433,3934411,3757354,3803355,3870085,3916608,3934243,654573,688026,747021,841705,887355,414500,417429,419859,423289,429278,346242,378254,386468,390697,396776,393232,433769,445817,453241,465822,30488,33353,37911,45392,50504,28025,30896,34538,38116,48042,6380,7440,8297,9031,9583,10437,13029,15272,16395,17618,3176,3803,4292,4759,5158,13736,14851,17714,20714,25458,42469,45653,50899,56580,63941,1421690,1493522,1576930,1686694,1773174,357614,370597,386182,394195,410833,225494,232470,241827,247532,256746,3,3,3,3,3,7539211,7633688,7753406,7843371,7874416,105286,109001,121461,125139,139924,30488,33353,37911,45392,50504,6380,7440,8297,9031,9583,3176,3803,4292,4759,5158,1567,1704,2001,2189,2386,8522,9647,11259,13187,15431,16505,19316,20477,24295,35042,10437,13029,15272,16395,17618,13736,14851,17714,20714,25458,142,165,180,203,267
13,7493805,7587354,7727559,7824393,7863267,0,0,0,0,0,3747517,3795429,3863627,3912703,3931591,3746288,3791925,3863932,3911690,3931676,676202,712308,773982,877063,927459,412281,415188,417822,421595,427911,340521,374035,382733,387101,393365,389071,432433,445402,453173,466910,31362,33907,39056,45831,50973,27688,30686,34370,37921,47916,6411,7208,8006,8815,9346,10522,13191,15164,16369,17796,3201,3712,4167,4629,5210,13657,14978,17805,21029,25532,42754,46146,51623,57238,64155,1436725,1513610,1600764,1718464,1806829,349088,362808,378942,387732,405049,220946,228345,238237,244188,253807,3,3,3,3,3,7516031,7610008,7740330,7834041,7868654,105979,108851,121484,125648,140271,31362,33907,39056,45831,50973,6411,7208,8006,8815,9346,3201,3712,4167,4629,5210,1555,1768,2072,2189,2483,8815,9624,11258,13046,15473,16357,19091,20250,23448,34700,10522,13191,15164,16369,17796,13657,14978,17805,21029,25532,138,161,181,202,238
14,7473746,7565200,7716836,7815672,7858178,0,0,0,0,0,3737299,3784190,3858525,3908150,3929174,3736447,3781010,3858311,3907636,3929004,697831,736514,801330,912353,967976,409722,413029,415777,419709,426522,334850,370117,379031,383587,390197,384900,431081,444889,453047,467967,31657,34315,39489,46723,51766,27302,30425,34223,37211,47373,6185,7248,7901,8669,9028,10348,13025,15255,16101,17797,3105,3657,4093,4655,5057,13560,15065,17596,20793,25499,43716,46120,51815,57654,64709,1452289,1533827,1625027,1749070,1838576,340950,355245,372080,381239,399443,216703,224227,234610,240952,250984,3,3,3,3,3,7493805,7587354,7727559,7824393,7863267,105555,110104,122869,125822,140405,31657,34315,39489,46723,51766,6185,7248,7901,8669,9028,3105,3657,4093,4655,5057,1538,1777,2078,2185,2455,8858,9523,11013,12944,15151,15973,18881,19961,23460,33696,10348,13025,15255,16101,17797,13560,15065,17596,20793,25499,140,160,179,200,239
15,7454795,7544346,7706919,7809588,7854095,0,0,0,0,0,3727963,3773530,3853370,3905152,3927238,3726832,3770816,3853094,3904436,3926857,720435,762117,829234,948016,1008928,407580,411257,414113,418068,425280,329519,366049,375341,380253,387228,380565,429427,444090,452840,468754,32457,34756,40594,47385,52180,27463,29989,33746,37002,46484,6109,7100,7683,8563,8947,10563,12887,15133,16232,17830,3026,3611,4100,4589,4898,13405,14690,17772,20671,25283,43793,47142,52753,57989,65067,1466270,1553007,1650397,1778138,1868237,332975,347847,365210,375049,394003,212479,220283,231070,237716,248253,3,3,3,3,3,7473746,7565200,7716836,7815672,7858178,105275,108981,121807,125397,140031,32457,34756,40594,47385,52180,6109,7100,7683,8563,8947,3026,3611,4100,4589,4898,1533,1777,2052,2195,2400,8723,9603,10962,12623,14971,16215,18513,19570,23318,33207,10563,12887,15133,16232,17830,13405,14690,17772,20671,25283,135,156,178,199,223
16,7437449,7524183,7696592,7803560,7850740,0,0,0,0,0,3719237,3763667,3848818,3902216,3925604,3718212,3760516,3848190,3901344,3925136,743322,787805,857554,984599,1050520,405337,409285,412323,416373,424019,324538,362042,371688,376816,384054,376353,427705,443362,452708,469404,33173,35861,40984,47650,52992,27296,29861,33483,36743,45635,6092,7033,7616,8242,8859,10286,12798,15090,16266,17363,3089,3570,4041,4491,4862,13562,14885,17536,20807,25451,44276,47268,52727,58536,65589,1479382,1571301,1673851,1805904,1899366,325091,340916,358470,368838,388648,208341,216449,227664,234546,245496,3,3,3,3,3,7454795,7544346,7706919,7809588,7854095,105506,109400,122061,125895,140231,33173,35861,40984,47650,52992,6092,7033,7616,8242,8859,3089,3570,4041,4491,4862,1631,1833,2119,2226,2481,8503,9593,10925,12566,14814,15911,18350,19734,22813,32553,10286,12798,15090,16266,17363,13562,14885,17536,20807,25451,145,155,180,193,244
17,7422374,7504215,7686183,7798071,7847505,0,0,0,0,0,3711575,3753531,3844065,3899596,3924018,3710799,3750909,3844174,3898475,3923487,767204,813909,886209,1021139,1092514,402920,407335,410307,414714,422605,319339,358176,368251,373584,380965,372121,426091,442637,452511,470169,33957,36372,41904,48233,53712,27149,29537,33428,36583,45254,5997,6958,7327,8129,8662,10352,12813,15077,16175,17798,2987,3407,3974,4389,4697,13685,14774,17448,20521,25405,44743,47320,53593,58542,65978,1491661,1588335,1696639,1833168,1932929,317524,334021,352034,362800,383385,204427,212753,224257,231610,242844,3,3,3,3,4,7437449,7524183,7696592,7803560,7850740,105991,109375,121951,126082,140504,33957,36372,41904,48233,53712,5997,6958,7327,8129,8662,2987,3407,3974,4389,4697,1632,1847,2211,2303,2584,8654,9470,10873,12303,14923,15889,18060,19440,22738,31854,10352,12813,15077,16175,17798,13685,14774,17448,20521,25405,127,155,178,184,243
18,7402951,7485410,7678741,7790419,7844411,0,0,0,0,0,3702202,3743984,3838708,3895983,3922341,3700749,3741794,3840092,3894436,3922070,791631,840702,915110,1058190,1135015,400953,405565,408583,413102,421275,314596,354277,364927,370397,377939,367808,424253,441798,452275,470912,34635,37038,42356,49010,54430,26996,29464,33223,36264,44467,5899,6696,7241,8046,8357,10324,12818,15181,16147,17759,3049,3545,3900,4270,4593,13636,14764,17566,20623,25245,45036,47967,53760,59045,66422,1503069,1605412,1717728,1859471,1965560,310295,327332,345703,356992,378233,200673,209285,220917,228507,240145,3,3,3,3,4,7422374,7504215,7686183,7798071,7847505,106012,109933,121957,125972,140468,34635,37038,42356,49010,54430,5899,6696,7241,8046,8357,3049,3545,3900,4270,4593,1613,1902,2179,2294,2561,8752,9508,10827,12556,14661,15587,17947,19288,22268,31119,10324,12818,15181,16147,17759,13636,14764,17566,20623,25245,131,162,174,205,239
19,7381312,7467439,7672652,7783354,7841977,0,0,0,0,0,3691190,3735091,3835145,3892526,3921002,3690122,3733156,3836742,3890828,3920975,816049,867661,944515,1095470,1178230,398889,403722,406964,411681,420077,309824,350610,361459,367059,374958,363641,422566,441091,451952,471715,34840,37518,42411,49415,55335,26896,29517,32500,35954,43902,5884,6618,7289,7858,8177,10589,12895,15253,15916,17527,2938,3373,3860,4194,4601,13525,14627,17455,20328,25293,45303,48514,53685,59176,67123,1514263,1621077,1738626,1883631,1997286,303325,320846,339488,351412,373172,196951,205904,217637,225651,237598,3,3,3,3,4,7402951,7485410,7678741,7790419,7844411,105406,109266,122620,126101,140286,34840,37518,42411,49415,55335,5884,6618,7289,7858,8177,2938,3373,3860,4194,4601,1671,1950,2184,2358,2645,8624,9451,10959,12524,14559,15491,17971,19241,22222,30529,10589,12895,15253,15916,17527,13525,14627,17455,20328,25293,121,154,173,185,228
20,7360165,7450612,7666343,7776551,7839605,0,0,0,0,0,3680528,3726648,3832382,3889129,3919808,3679637,3724806,3833343,3887422,3919797,841163,895211,974314,1132714,1221545,396519,401640,404855,409813,418746,305420,346809,358051,363911,372187,359231,420617,439874,451488,472186,35436,37946,43428,49581,55676,26872,29029,32378,35482,43382,5838,6613,6983,7711,7984,10291,12886,15130,16296,17696,2952,3363,3714,4143,4575,13499,14830,17471,20396,25134,45612,48711,54502,59768,67372,1524982,1636596,1759342,1907516,2027548,296636,314602,333562,345950,368202,193223,202491,214574,222795,235050,3,3,3,4,4,7381312,7467439,7672652,7783354,7841977,105935,109429,122014,125710,140335,35436,37946,43428,49581,55676,5838,6613,6983,7711,7984,2952,3363,3714,4143,4575,1544,2008,2230,2390,2591,8555,9494,10694,12475,14481,15424,17622,19047,21614,29758,10291,12886,15130,16296,17696,13499,14830,17471,20396,25134,136,163,176,189,216
21,7339461,7434876,7660835,7770575,7837335,0,0,0,0,0,3670016,3718578,3829787,3886307,3918411,3669445,3716828,3830368,3884665,3918846,866649,923209,1004691,1170417,1265113,394382,399789,403168,408356,417608,301026,343325,354534,360656,369089,354961,418585,438840,450980,472456,35782,38475,44646,50130,55903,26717,29064,32543,35379,42378,5618,6393,7016,7402,7740,10512,12699,15157,16047,17544,2961,3386,3768,4013,4457,13548,14657,17548,20344,25105,45650,49001,55357,60173,67385,1535292,1650684,1778776,1930077,2057007,290122,308729,327931,340713,363554,189816,199144,211501,219931,232515,3,3,3,4,4,7360165,7450612,7666343,7776551,7839605,105877,109610,122746,125747,140556,35782,38475,44646,50130,55903,5618,6393,7016,7402,7740,2961,3386,3768,4013,4457,1701,1961,2219,2475,2658,8379,9425,10658,12120,14355,15500,17546,18689,21329,29077,10512,12699,15157,16047,17544,13548,14657,17548,20344,25105,128,156,179,194,226
22,7320242,7419741,7655349,7764343,7835370,0,0,0,0,0,3660416,3710477,3827597,3882715,3917557,3659826,3709433,3827630,3881991,3917534,893069,951202,1035008,1208235,1309097,392410,398194,401553,406838,416440,296942,339807,351207,357529,366168,350736,416396,437687,450277,472703,36518,38670,44767,50428,56455,26999,28810,31859,35358,42236,5647,6472,6755,7385,7642,10538,12857,15054,16193,17711,2906,3379,3662,4004,4314,13435,14685,17367,20213,25009,46564,48862,55256,60104,67602,1545194,1664924,1797629,1952180,2085245,283766,302988,322239,335496,358860,186488,196051,208553,217017,230055,3,3,3,4,4,7339461,7434876,7660835,7770575,7837335,106172,109881,121613,126369,139890,36518,38670,44767,50428,56455,5647,6472,6755,7385,7642,2906,3379,3662,4004,4314,1656,2023,2267,2433,2681,8439,9318,10635,12199,14242,15274,17423,18523,20991,28326,10538,12857,15054,16193,17711,13435,14685,17367,20213,25009,127,159,178,192,213
