tick,population_p05,population_p25,population_p50,population_p75,population_p95,invalid_age_p05,invalid_age_p25,invalid_age_p50,invalid_age_p75,invalid_age_p95,males_p05,males_p25,males_p50,males_p75,males_p95,females_p05,females_p25,females_p50,females_p75,females_p95,age_00_04_p05,age_00_04_p25,age_00_04_p50,age_00_04_p75,age_00_04_p95,age_20_24_p05,age_20_24_p25,age_20_24_p50,age_20_24_p75,age_20_24_p95,age_65_69_p05,age_65_69_p25,age_65_69_p50,age_65_69_p75,age_65_69_p95,age_85_plus_p05,age_85_plus_p25,age_85_plus_p50,age_85_plus_p75,age_85_plus_p95,births_this_tick_p05,births_this_tick_p25,births_this_tick_p50,births_this_tick_p75,births_this_tick_p95,deaths_this_tick_p05,deaths_this_tick_p25,deaths_this_tick_p50,deaths_this_tick_p75,deaths_this_tick_p95,overseas_arrivals_this_tick_p05,overseas_arrivals_this_tick_p25,overseas_arrivals_this_tick_p50,overseas_arrivals_this_tick_p75,overseas_arrivals_this_tick_p95,overseas_departures_this_tick_p05,overseas_departures_this_tick_p25,overseas_departures_this_tick_p50,overseas_departures_this_tick_p75,overseas_departures_this_tick_p95,internal_arrivals_this_tick_p05,internal_arrivals_this_tick_p25,internal_arrivals_this_tick_p50,internal_arrivals_this_tick_p75,internal_arrivals_this_tick_p95,internal_departures_this_tick_p05,internal_departures_this_tick_p25,internal_departures_this_tick_p50,internal_departures_this_tick_p75,internal_departures_this_tick_p95,locked_out_p05,locked_out_p25,locked_out_p50,locked_out_p75,locked_out_p95,vacant_birth_slots_p05,vacant_birth_slots_p25,vacant_birth_slots_p50,vacant_birth_slots_p75,vacant_birth_slots_p95,vacant_overseas_slots_p05,vacant_overseas_slots_p25,vacant_overseas_slots_p50,vacant_overseas_slots_p75,vacant_overseas_slots_p95,vacant_internal_slots_p05,vacant_internal_slots_p25,vacant_internal_slots_p50,vacant_internal_slots_p75,vacant_internal_slots_p95,max_generation_p05,max_generation_p25,max_generation_p50,max_generation_p75,max_generation_p95,fired_age_monthly_p05,fired_age_monthly_p25,fired_age_monthly_p50,fired_age_monthly_p75,fired_age_monthly_p95,fired_clear_event_p05,fired_clear_event_p25,fired_clear_event_p50,fired_clear_event_p75,fired_clear_event_p95,fired_birth_activate_p05,fired_birth_activate_p25,fired_birth_activate_p50,fired_birth_activate_p75,fired_birth_activate_p95,fired_overseas_arrive_p05,fired_overseas_arrive_p25,fired_overseas_arrive_p50,fired_overseas_arrive_p75,fired_overseas_arrive_p95,fired_internal_arrive_p05,fired_internal_arrive_p25,fired_internal_arrive_p50,fired_internal_arrive_p75,fired_internal_arrive_p95,fired_die_young_p05,fired_die_young_p25,fired_die_young_p50,fired_die_young_p75,fired_die_young_p95,fired_die_adult_p05,fired_die_adult_p25,fired_die_adult_p50,fired_die_adult_p75,fired_die_adult_p95,fired_die_old_p05,fired_die_old_p25,fired_die_old_p50,fired_die_old_p75,fired_die_old_p95,fired_emigrate_p05,fired_emigrate_p25,fired_emigrate_p50,fired_emigrate_p75,fired_emigrate_p95,fired_internal_depart_p05,fired_internal_depart_p25,fired_internal_depart_p50,fired_internal_depart_p75,fired_internal_depart_p95,deferred_total_p05,deferred_total_p25,deferred_total_p50,deferred_total_p75,deferred_total_p95
0,7948953,7964086,7974215,7983706,7987441,0,0,0,0,0,3975144,3982497,3987847,3992308,3994322,3974271,3981601,3986368,3991398,3993119,456155,458044,463391,470862,473280,442300,442476,442758,442994,443620,435313,438620,439418,439823,440400,441189,444403,445462,446017,446885,22230,23993,29974,36958,39145,29695,33058,37899,43250,58617,7616,9420,10532,12190,13414,10733,13839,15426,16814,18363,3686,4457,5332,6098,6736,13959,15411,18148,21974,27577,36993,39684,47074,51265,55631,1160855,1163042,1171949,1176007,1177770,486586,487810,489964,490580,492384,293264,293902,294956,295543,296314,1,1,1,1,1,8000000,8000000,8000000,8000000,8000000,0,0,0,0,0,22230,23993,29974,36958,39145,7616,9420,10532,12190,13414,3686,4457,5332,6098,6736,1362,1523,1842,1971,2305,9158,10688,11849,13932,16339,17834,21528,22886,28278,45091,10733,13839,15426,16814,18363,13959,15411,18148,21974,27577,146,174,200,222,276
1,7898701,7928440,7947528,7967981,7973426,0,0,0,0,0,3950012,3964984,3974171,3984174,3987467,3948689,3963456,3973357,3983807,3985959,468668,472364,482598,497029,501299,440042,440314,440853,441404,442458,426168,432763,434488,435204,436337,437490,443943,445978,447037,448813,21796,23519,28882,35483,37436,29708,32946,37688,42446,57571,7728,9120,10082,11699,12898,10551,13727,15460,16796,17812,3614,4494,5130,5945,6728,13766,15483,18150,21648,27098,36287,39051,45394,49796,53181,1188015,1202980,1213279,1225341,1235140,473688,476082,480099,481460,484656,286547,287957,289915,291049,292700,1,1,1,1,1,7948953,7964086,7974215,7983706,7987441,104892,108910,120472,125497,139995,21796,23519,28882,35483,37436,7728,9120,10082,11699,12898,3614,4494,5130,5945,6728,1427,1559,1743,1894,2206,9085,10407,11680,13626,15988,17607,21217,22855,27956,44214,10551,13727,15460,16796,17812,13766,15483,18150,21648,27098,152,164,194,214,277
2,7849969,7893544,7922391,7952804,7961011,0,0,0,0,0,3925925,3947617,3961463,3976483,3981137,3924044,3945927,3960928,3976321,3979874,481953,487614,503217,524643,531053,437563,438142,438944,439719,441206,417584,427212,429686,430827,432469,433723,443676,446557,448196,451020,22733,24624,29984,37116,39307,29174,32786,36978,41916,56686,7552,9008,10088,11352,12407,10651,13618,15513,16778,18005,3656,4474,5024,5866,6414,13704,15612,18075,21558,26783,37168,39596,46047,50747,55367,1214733,1234643,1251367,1275108,1295795,461281,464730,470449,472296,477104,280133,282008,284891,286575,289044,2,2,2,2,2,7898701,7928440,7947528,7967981,7973426,103543,107082,117880,123149,136106,22733,24624,29984,37116,39307,7552,9008,10088,11352,12407,3656,4474,5024,5866,6414,1393,1543,1799,1971,2258,9127,10315,11650,13551,16493,17651,21165,22512,27088,43174,10651,13618,15513,16778,18005,13704,15612,18075,21558,26783,134,172,190,227,283
3,7804003,7860665,7897677,7937719,7949276,0,0,0,0,0,3903422,3930862,3948856,3969240,3975412,3901600,3929803,3948821,3968479,3973860,496081,504019,524868,553043,561677,435222,436067,437069,438191,440002,409470,422070,425159,426556,428979,429989,443152,446965,449250,453018,23419,25675,30715,38044,40184,28955,32412,36628,41958,55892,7442,8779,9770,10985,12019,10539,13611,15560,16893,18009,3575,4463,4909,5685,6386,13684,15165,17904,21760,26815,37748,40493,46309,51281,56112,1240516,1265229,1291645,1324667,1357539,449361,453858,461121,463575,469713,273818,276367,280027,282143,285498,2,2,2,2,2,7849969,7893544,7922391,7952804,7961011,103299,107476,118555,123837,137589,23419,25675,30715,38044,40184,7442,8779,9770,10985,12019,3575,4463,4909,5685,6386,1452,1549,1812,1945,2201,9148,10306,11472,13509,15957,17498,21009,22147,27205,42481,10539,13611,15560,16893,18009,13684,15165,17904,21760,26815,133,148,197,212,275
4,7762280,7827980,7875462,7923890,7937662,0,0,0,0,0,3881797,3914824,3937511,3962236,3969658,3880483,3913156,3937951,3961654,3968004,511080,520961,547588,581950,594288,433083,434172,435348,436768,439013,401409,416877,420678,422318,425402,425958,442467,447176,450025,454649,24408,26242,31389,38740,41665,28661,32438,36631,41169,55125,7273,8775,9683,10976,11964,10745,13472,15507,16667,18201,3586,4251,4940,5527,6223,13805,15272,17911,21402,26623,38698,40812,46939,52008,57423,1265106,1294438,1330625,1371991,1415616,437572,443102,451853,454931,462560,267723,270958,275361,277962,281960,2,2,2,2,2,7804003,7860665,7897677,7937719,7949276,103336,107446,119049,124138,137066,24408,26242,31389,38740,41665,7273,8775,9683,10976,11964,3586,4251,4940,5527,6223,1390,1593,1803,2001,2198,8889,10140,11408,13372,15596,17555,20891,22284,26905,41811,10745,13472,15507,16667,18201,13805,15272,17911,21402,26623,143,169,187,211,269
5,7723865,7796583,7854696,7911295,7927017,0,0,0,0,0,3862682,3899421,3927169,3955690,3964367,3861183,3897162,3927527,3955294,3962650,526958,539126,571096,611667,627552,430826,431921,433346,435119,437894,393753,411677,416329,418190,421590,421840,441779,447471,450865,456466,25358,27533,32229,39605,42768,28809,32295,36139,40806,54370,7166,8490,9376,10528,11490,10573,13423,15280,16616,17956,3502,4202,4836,5333,6168,13714,15091,18041,21657,26141,38800,41901,47221,52972,58345,1288611,1324545,1368567,1417013,1470045,426353,432902,442822,446617,455582,261763,265674,270917,273868,278523,2,2,2,2,2,7762280,7827980,7875462,7923890,7937662,103778,108627,119777,124226,138641,25358,27533,32229,39605,42768,7166,8490,9376,10528,11490,3502,4202,4836,5333,6168,1437,1560,1871,2040,2270,9006,10277,11551,13298,15928,17347,20603,21916,26420,40859,10573,13423,15280,16616,17956,13714,15091,18041,21657,26141,148,170,190,229,251
6,7687147,7766936,7834956,7898615,7917651,0,0,0,0,0,3844329,3884755,3917339,3949629,3959102,3842818,3882181,3917617,3948723,3958088,543377,557986,594566,642517,661270,428333,429788,431242,433367,436722,386273,406505,411890,414070,417980,417998,440961,447630,451600,458170,25892,28340,32996,40908,44324,28743,31945,36245,40224,53272,7083,8340,9085,10286,11214,10751,13384,15340,16728,17965,3429,4167,4800,5284,5885,13774,15189,18023,21353,26100,39585,42251,47639,53573,59649,1310878,1352560,1404017,1460775,1521035,415488,423014,434100,438551,448699,256113,260437,266396,269813,275196,2,2,2,3,3,7723865,7796583,7854696,7911295,7927017,104109,108130,120104,124528,138772,25892,28340,32996,40908,44324,7083,8340,9085,10286,11214,3429,4167,4800,5284,5885,1472,1580,1830,2030,2321,8991,10163,11425,13341,15991,17086,20495,21851,26079,40161,10751,13384,15340,16728,17965,13774,15189,18023,21353,26100,126,166,190,226,270
7,7653650,7738329,7816216,7886640,7907502,0,0,0,0,0,3827717,3870573,3908125,3944032,3954123,3825933,3867756,3908091,3942608,3953182,560184,577660,618666,674185,696776,425907,427470,429160,431549,435312,378944,401524,407243,409975,414109,413849,439826,447588,452056,459512,26796,29193,33742,41176,45493,28347,31684,36152,39918,52363,6777,8228,8932,9979,10859,10638,13605,15235,16636,17855,3290,4050,4720,5215,5830,13516,14975,17865,21269,26123,40322,43225,47891,53712,60355,1331854,1378991,1436984,1502093,1569806,405027,413573,425580,430595,442170,250563,255431,261989,265919,272029,2,3,3,3,3,7687147,7766936,7834956,7898615,7917651,104462,108556,120276,124825,138855,26796,29193,33742,41176,45493,6777,8228,8932,9979,10859,3290,4050,4720,5215,5830,1382,1594,1889,2072,2288,8964,9905,11278,13325,15800,16879,20200,21490,25769,38948,10638,13605,15235,16636,17855,13516,14975,17865,21269,26123,140,172,187,220,260
8,7621006,7710597,7798970,7874816,7898198,0,0,0,0,0,3811726,3856611,3899472,3938232,3949519,3809280,3853986,3899498,3936584,3948679,577876,598200,643472,706564,733006,423629,425436,427244,429919,434061,372210,396767,403044,405976,410635,409796,438794,447251,452581,460946,27329,30034,34425,42301,46337,28074,31356,35654,39439,51501,7017,8077,8875,9928,10483,10591,13519,15152,16445,17755,3315,4079,4488,5153,5592,13690,14901,18100,21053,26202,40464,43567,48715,54781,60860,1352181,1403892,1468559,1542277,1615129,395016,404265,417176,422915,435468,245335,250587,257866,262030,268870,3,3,3,3,3,7653650,7738329,7816216,7886640,7907502,103955,108657,120699,124902,139166,27329,30034,34425,42301,46337,7017,8077,8875,9928,10483,3315,4079,4488,5153,5592,1443,1640,1875,2079,2375,8931,9964,11277,13281,15703,16605,19831,21125,25467,38302,10591,13519,15152,16445,17755,13690,14901,18100,21053,26202,141,156,177,221,258
9,7591238,7683825,7782824,7863766,7889362,0,0,0,0,0,3796815,3843077,3891318,3932797,3945117,3794423,3840748,3891506,3930969,3944245,596077,619618,668493,739402,770637,421449,423569,425467,428407,433107,365225,391781,398746,402071,407043,405815,437702,447053,452822,462517,28420,30960,35434,43007,47972,28089,31221,35270,39327,50846,6769,7889,8890,9352,10524,10665,13228,15133,16473,17902,3299,3969,4514,5095,5639,13701,15086,17847,21181,25960,41316,44169,50060,54977,62085,1370781,1428516,1498028,1580323,1659115,385110,395642,409003,415468,429070,240089,245851,253639,258341,265755,3,3,3,3,3,7621006,7710597,7798970,7874816,7898198,105017,108430,120208,125126,139355,28420,30960,35434,43007,47972,6769,7889,8890,9352,10524,3299,3969,4514,5095,5639,1492,1659,1950,2091,2380,8827,10014,11349,12998,15211,16602,19858,20895,25292,37474,10665,13228,15133,16473,17902,13701,15086,17847,21181,25960,121,160,192,217,256
