# params={"birth_rate":0.02778536137055208,"mortality_young":0.0010895578658054437,"mortality_adult":0.0030163612729627192,"mortality_old":0.012785620585053902,"overseas_arrival_rate":0.024864181099854582,"emigration_rate":0.0022403732868130815,"internal_departure_rate":0.0018192366192934116,"internal_arrival_rate":0.020868805765224367}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,797852,0,399415,398437,46676,44360,43899,44471,3398,4139,1258,1832,609,1442,5265,116602,48742,29391,1,800000,0,3398,1258,609,179,1165,2795,1832,1442,14
1,795607,0,398254,397353,49031,44154,43249,44545,3286,4103,1200,1812,591,1407,5077,120729,47542,28800,1,797852,12678,3286,1200,591,170,1198,2735,1812,1407,22
2,793165,0,396981,396184,51394,43965,42733,44424,3263,4136,1129,1794,601,1505,4993,124788,46413,28199,2,795607,12399,3263,1129,601,177,1159,2800,1794,1505,18
3,791308,0,396036,395272,53919,43847,42212,44400,3431,3960,1194,1749,568,1341,5193,128774,45229,27639,2,793165,12428,3431,1194,568,162,1144,2654,1749,1341,13
4,789354,0,395158,394196,56522,43647,41730,44344,3511,4005,1068,1677,564,1415,5143,132280,44179,27090,2,791308,12243,3511,1068,564,199,1218,2588,1677,1415,14
5,787451,0,394157,393294,59171,43447,41243,44246,3645,4003,1052,1771,588,1414,5285,135699,43149,26513,2,789354,12240,3645,1052,588,182,1181,2640,1771,1414,17
6,785738,0,393286,392452,61935,43336,40790,44168,3723,3871,1099,1796,552,1420,5374,139118,42082,25975,2,787451,12473,3723,1099,552,217,1156,2498,1796,1420,17
7,784098,0,392544,391554,64837,43195,40288,44111,3894,4028,1041,1674,532,1405,5467,142239,41091,25465,2,785738,12461,3894,1041,532,221,1165,2642,1674,1405,19
8,782392,0,391709,390683,67726,43117,39743,43962,3905,4013,1023,1704,531,1448,5459,145360,40119,24964,2,784098,12574,3905,1023,531,194,1199,2620,1704,1448,21
9,780856,0,390985,389871,70638,43001,39237,43820,4004,3925,1016,1727,528,1432,5548,148426,39163,24471,2,782392,12624,4004,1016,528,213,1191,2521,1727,1432,24
10,779382,0,390238,389144,73648,42876,38780,43659,4020,3865,929,1698,507,1367,5456,151384,38301,24003,2,780856,12632,4020,929,507,178,1165,2522,1698,1367,17
11,778021,0,389597,388424,76736,42732,38258,43584,4141,3797,949,1690,485,1449,5575,154058,37425,23560,2,779382,12386,4141,949,485,224,1183,2390,1690,1449,17
12,776568,0,388897,387671,79844,42613,37825,43478,4135,3783,904,1786,465,1388,5504,156729,36607,23139,3,778021,12511,4135,904,465,201,1140,2442,1786,1388,20
13,775282,0,388241,387041,83024,42418,37380,43306,4253,3818,889,1707,485,1388,5627,159302,35802,22701,3,776568,12461,4253,889,485,199,1118,2501,1707,1388,20
14,774104,0,387682,386422,86222,42156,36902,43170,4291,3667,872,1715,460,1419,5623,161785,35015,22295,3,775282,12540,4291,872,460,218,1112,2337,1715,1419,14
15,772751,0,387036,385715,89323,42034,36508,43041,4200,3712,852,1779,462,1376,5514,164251,34256,21875,3,774104,12424,4200,852,462,244,1140,2328,1779,1376,22
16,771833,0,386522,385311,92734,41803,36167,42892,4517,3645,824,1695,448,1367,5789,166430,33547,21483,3,772751,12381,4517,824,448,254,1119,2272,1695,1367,17
17,770843,0,386111,384732,96239,41570,35745,42753,4625,3734,830,1738,438,1411,5893,168334,32825,21115,3,771833,12496,4625,830,438,270,1135,2329,1738,1411,17
18,770147,0,385787,384360,99779,41448,35364,42650,4643,3570,813,1694,463,1351,5919,170368,32153,20717,3,770843,12776,4643,813,463,229,1110,2231,1694,1351,15
19,769349,0,385420,383929,103270,41272,34959,42504,4664,3625,805,1653,419,1408,5888,172125,31472,20368,3,770147,12534,4664,805,419,255,1122,2248,1653,1408,10
20,768588,0,385015,383573,106828,41075,34590,42304,4680,3595,768,1720,432,1326,5880,173925,30845,20001,3,769349,12574,4680,768,432,230,1097,2268,1720,1326,18
21,767923,0,384724,383199,110515,40940,34259,42103,4809,3506,751,1803,398,1314,5958,175530,30242,19682,3,768588,12521,4809,751,398,242,1129,2135,1803,1314,24
22,767353,0,384424,382929,114110,40752,33978,41982,4783,3477,785,1721,411,1351,5979,177135,29618,19345,3,767923,12581,4783,785,411,262,1091,2124,1721,1351,14
23,766665,0,384071,382594,117664,40545,33700,41809,4760,3444,777,1755,393,1419,5930,178719,28977,19021,3,767353,12528,4760,777,393,302,1067,2075,1755,1419,16
