# params={"birth_rate":0.02022904647964734,"mortality_young":0.0008427157714453399,"mortality_adult":0.0036883650315834332,"mortality_old":0.012353541546035136,"overseas_arrival_rate":0.024941481907329643,"emigration_rate":0.0019160094422208149,"internal_departure_rate":0.0021016012342562626,"internal_arrival_rate":0.011631086146919881}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,796467,0,398758,397709,45714,44325,43901,44565,2440,4339,1195,1529,323,1623,3958,117560,48805,29677,1,800000,0,2440,1195,323,170,1431,2738,1529,1623,20
1,793014,0,397042,395972,47184,44148,43281,44592,2390,4193,1184,1520,357,1671,3931,122661,47621,29320,1,796467,11449,2390,1184,357,156,1407,2630,1520,1671,16
2,789551,0,395317,394234,48666,43935,42758,44557,2404,4282,1211,1514,340,1622,3955,127641,46410,28980,2,793014,11315,2404,1211,340,148,1392,2742,1514,1622,24
3,786235,0,393655,392580,50276,43755,42258,44510,2513,4282,1111,1452,404,1610,4028,132533,45308,28580,2,789551,11373,2513,1111,404,147,1490,2645,1452,1610,24
4,782869,0,391925,390944,51985,43518,41739,44443,2640,4228,1079,1533,330,1654,4049,137211,44250,28255,2,786235,11372,2640,1079,330,148,1399,2681,1533,1654,11
5,779792,0,390424,389368,53756,43277,41277,44393,2734,4169,1077,1487,349,1581,4160,141843,43212,27916,2,782869,11464,2734,1077,349,159,1436,2574,1487,1581,18
6,776979,0,389062,387917,55587,43104,40776,44347,2799,3938,1060,1430,324,1628,4183,146222,42196,27607,2,779792,11397,2799,1060,324,136,1382,2420,1430,1628,19
7,774033,0,387586,386447,57546,42905,40230,44286,2931,4033,1001,1492,314,1667,4246,150230,41241,27304,2,776979,11179,2931,1001,314,164,1363,2506,1492,1667,21
8,771309,0,386129,385180,59524,42763,39751,44158,2950,4064,1035,1429,336,1552,4321,154398,40264,26984,2,774033,11438,2950,1035,336,161,1385,2518,1429,1552,23
9,768664,0,384878,383786,61579,42577,39275,44064,3084,4009,994,1470,323,1567,4401,158276,39336,26678,2,771309,11366,3084,994,323,153,1425,2431,1470,1567,16
10,765951,0,383543,382408,63801,42379,38798,43939,3156,4050,969,1473,295,1610,4420,162063,38446,26407,2,768664,11447,3156,969,295,174,1449,2427,1473,1610,24
11,763631,0,382341,381290,66034,42225,38281,43852,3220,3860,985,1424,301,1542,4506,165846,37561,26136,3,765951,11553,3220,985,301,147,1382,2331,1424,1542,23
12,761310,0,381229,380081,68454,42062,37809,43712,3372,3898,915,1434,270,1546,4557,169184,36731,25897,3,763631,11332,3372,915,270,148,1420,2330,1434,1546,23
13,759141,0,380120,379021,70844,41846,37417,43583,3403,3750,866,1448,259,1499,4528,172531,35964,25667,3,761310,11435,3403,866,259,153,1359,2238,1448,1499,15
14,756965,0,379019,377946,73349,41629,36978,43451,3481,3752,859,1451,277,1590,4617,175632,35187,25423,3,759141,11225,3481,859,277,132,1348,2272,1451,1590,16
15,754814,0,377812,377002,75920,41511,36526,43303,3558,3866,891,1452,288,1570,4737,178715,34410,25173,3,756965,11410,3558,891,288,168,1376,2322,1452,1570,15
16,752632,0,376708,375924,78457,41269,36122,43121,3567,3863,869,1474,287,1568,4723,181852,33682,24929,3,754814,11625,3567,869,287,172,1372,2319,1474,1568,26
17,750623,0,375658,374965,81100,41033,35713,42987,3658,3744,803,1402,295,1619,4756,184947,32993,24672,3,752632,11628,3658,803,295,181,1400,2163,1402,1619,14
18,748661,0,374681,373980,83761,40909,35281,42879,3672,3729,777,1432,295,1545,4744,187863,32355,24415,3,750623,11521,3672,777,295,144,1362,2223,1432,1545,21
19,746716,0,373749,372967,86416,40658,34865,42777,3738,3725,760,1392,260,1586,4758,190654,31731,24196,3,748661,11450,3738,760,260,153,1353,2219,1392,1586,25
20,745085,0,372900,372185,89122,40472,34517,42612,3781,3601,781,1352,303,1543,4865,193356,31114,23949,3,746716,11461,3781,781,303,171,1338,2092,1352,1543,15
21,743649,0,372239,371410,92029,40275,34198,42441,3950,3539,740,1329,289,1547,4979,195701,30520,23715,3,745085,11361,3950,740,289,173,1274,2092,1329,1547,9
22,742039,0,371442,370597,94837,40095,33836,42293,3870,3595,765,1426,298,1522,4933,198045,29912,23461,3,743649,11394,3870,765,298,172,1330,2093,1426,1522,19
23,740451,0,370588,369863,97662,39873,33493,42114,3962,3649,735,1407,282,1511,4979,200421,29331,23230,3,742039,11476,3962,735,282,205,1381,2063,1407,1511,21
