name,value
final_population,740501
maximum_invalid_age_count,0
births_total,88266
deaths_total,83566
overseas_arrivals_total,22461
overseas_departures_total,45362
internal_arrivals_total,8852
internal_departures_total,50150
minimum_vacant_birth_slots,117177
final_max_generation,3
locked_out_total,119579
