# params={"birth_rate":0.019539668616127805,"mortality_young":0.0011677998437286076,"mortality_adult":0.002161160717848118,"mortality_old":0.01116741886885678,"overseas_arrival_rate":0.01738677424936732,"emigration_rate":0.0015760548257173195,"internal_departure_rate":0.0029484934223289435,"internal_arrival_rate":0.0182138829067396}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,7965783,0,3983703,3982080,457106,442877,438738,445068,23283,35271,8556,12566,5368,23587,37207,1176717,491444,294632,1,8000000,0,23283,8556,5368,1971,8532,24768,12566,23587,184
1,7932011,0,3966672,3965339,470536,441113,432950,445257,22800,34725,8555,12334,5300,23368,36655,1225341,482889,289332,1,7965783,108631,22800,8555,5300,2002,8488,24235,12334,23368,198
2,7898927,0,3950008,3948919,484788,439145,427499,445416,23852,34641,8103,12485,5213,23126,37168,1271916,474786,284119,2,7932011,107082,23852,8103,5213,1971,8468,24202,12485,23126,181
3,7867344,0,3934374,3932970,499723,437396,422403,445743,24577,33985,8199,12309,5057,23122,37833,1317480,466647,279113,2,7898927,107420,24577,8199,5057,2084,8370,23531,12309,23122,171
4,7836391,0,3918882,3917509,515764,435659,417168,445561,25665,34265,8148,12452,5024,23073,38837,1361016,458617,274186,2,7867344,107249,25665,8148,5024,2093,8536,23636,12452,23073,190
5,7806471,0,3903833,3902638,532372,433922,412099,445431,26263,33638,7881,12363,4914,22977,39058,1404216,450922,269413,2,7836391,108627,26263,7881,4914,2080,8407,23151,12363,22977,193
6,7777845,0,3889577,3888268,549960,432061,407214,445212,27400,33318,7746,12129,4819,23144,39965,1445394,443415,264755,2,7806471,108036,27400,7746,4819,2108,8484,22726,12129,23144,190
7,7750670,0,3875987,3874683,568377,430089,402232,444688,28188,33025,7813,12418,4740,22473,40741,1485260,435914,260240,3,7777845,108556,28188,7813,4740,2072,8357,22596,12418,22473,187
8,7724434,0,3862612,3861822,587281,428331,397642,444119,28798,32461,7594,12135,4705,22737,41097,1523727,428692,255814,3,7750670,108657,28798,7594,4705,2079,8230,22152,12135,22737,171
9,7698633,0,3849577,3849056,606824,426896,392863,443662,29485,32797,7288,12030,4543,22290,41316,1560892,421816,251542,3,7724434,108430,29485,7288,4543,2172,8452,22173,12030,22290,166
10,7673739,0,3837111,3836628,627106,425130,388294,442861,30260,32549,7384,11898,4542,22633,42186,1596952,414936,247293,3,7698633,108433,30260,7384,4542,2110,8339,22100,11898,22633,178
11,7649746,0,3824988,3824758,647974,423330,383818,442084,30949,32063,7150,12187,4405,22247,42504,1632180,408351,243226,3,7673739,109266,30949,7150,4405,2239,8197,21627,12187,22247,178
12,7626621,0,3813177,3813444,669053,421213,379556,441200,31281,31523,6938,11964,4460,22317,42679,1666426,401972,239177,3,7649746,109001,31281,6938,4460,2261,8206,21056,11964,22317,180
13,7604271,0,3801951,3802320,691373,419396,375385,440319,32513,31920,6997,12097,4367,22210,43877,1698671,395598,235233,3,7626621,108483,32513,6997,4367,2211,8291,21418,12097,22210,179
14,7583106,0,3791328,3791778,713763,417457,371429,439341,32876,31092,6757,11912,4275,22069,43908,1730888,389540,231393,3,7604271,110104,32876,6757,4275,2246,7951,20895,11912,22069,181
15,7563038,0,3781405,3781633,737162,415787,367622,438154,33667,30934,6808,11967,4191,21833,44666,1761067,383477,227684,3,7583106,108981,33667,6808,4191,2195,8024,20715,11967,21833,143
16,7543196,0,3771513,3771683,760683,414008,363790,436975,33940,30718,6726,11638,4041,22193,44707,1790571,377547,224137,3,7563038,109400,33940,6726,4041,2226,8032,20460,11638,22193,186
17,7523835,0,3761873,3761962,784565,412163,360078,435765,34588,30662,6630,11845,4068,22140,45286,1819194,371703,220621,3,7543196,109256,34588,6630,4068,2303,7978,20381,11845,22140,172
18,7505652,0,3752489,3753163,809033,410480,356466,434688,35018,30123,6305,11822,4070,21631,45393,1847342,366286,217144,3,7523835,109933,35018,6305,4070,2247,7825,20051,11822,21631,173
19,7487882,0,3743714,3744168,833403,408836,352998,433510,35243,29976,6200,11605,3860,21492,45303,1874164,360989,213892,3,7505652,108969,35243,6200,3860,2355,7899,19722,11605,21492,154
20,7470758,0,3735165,3735593,858539,406886,349550,432082,36078,30079,6269,11571,3896,21717,46243,1899640,355643,210592,3,7487882,108376,36078,6269,3896,2390,7957,19732,11571,21717,183
21,7454371,0,3726952,3727419,884332,405207,345855,430661,36743,29603,6195,11551,3809,21980,46747,1924605,350441,207449,3,7470758,109610,36743,6195,3809,2368,7822,19413,11551,21980,179
22,7439182,0,3719373,3719809,910509,403639,342472,429043,37313,29038,6082,11461,3826,21911,47221,1948663,345409,204336,3,7454371,109881,37313,6082,3826,2322,7697,19019,11461,21911,159
23,7424003,0,3711740,3712263,937100,401962,339227,427546,37761,29196,5838,11495,3637,21724,47236,1971524,340617,201441,3,7439182,109631,37761,5838,3637,2377,7863,18956,11495,21724,196
