name,value
final_population,779765
maximum_invalid_age_count,0
births_total,76314
deaths_total,64372
overseas_arrivals_total,19571
overseas_departures_total,27165
internal_arrivals_total,10376
internal_departures_total,34959
minimum_vacant_birth_slots,117203
final_max_generation,3
locked_out_total,106261
