# params={"birth_rate":0.030458422138147638,"mortality_young":0.0009944965893110098,"mortality_adult":0.0027796998054002947,"mortality_old":0.013689229258825085,"overseas_arrival_rate":0.013611942516486333,"emigration_rate":0.002142165758014988,"internal_departure_rate":0.0019430556156887896,"internal_arrival_rate":0.0225318739789461}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,797522,0,399272,398250,46962,44324,43821,44429,3682,4232,697,1751,656,1530,5035,116318,49303,29344,1,800000,0,3682,697,656,161,1079,2992,1751,1530,14
1,794946,0,397955,396991,49606,44084,43097,44451,3569,4200,661,1736,632,1502,4862,120262,48642,28712,1,797522,12548,3569,661,632,159,1098,2943,1736,1502,24
2,792309,0,396598,395711,52283,43858,42495,44301,3578,4194,649,1716,649,1603,4876,124122,47993,28063,2,794946,12300,3578,649,649,166,1065,2963,1716,1603,18
3,790180,0,395510,394670,55124,43697,41901,44232,3741,4041,660,1671,612,1430,5013,127882,47337,27459,2,792309,12389,3741,660,612,140,1059,2842,1671,1430,14
4,788032,0,394525,393507,58023,43481,41348,44140,3799,4046,602,1598,615,1520,5016,131197,46746,26861,2,790180,12155,3799,602,615,187,1108,2751,1598,1520,15
5,785988,0,393469,392519,60962,43262,40798,44021,3935,4068,632,1687,638,1494,5205,134398,46130,26235,2,788032,12180,3935,632,638,176,1079,2813,1687,1494,22
6,784154,0,392514,391640,64073,43122,40262,43920,4063,3903,660,1719,595,1530,5318,137547,45492,25655,2,785988,12454,4063,660,595,195,1061,2647,1719,1530,17
7,782436,0,391759,390677,67316,42948,39703,43815,4230,4066,623,1603,580,1482,5433,140418,44896,25099,2,784154,12470,4230,623,580,204,1070,2792,1603,1482,20
8,780625,0,390852,389773,70525,42833,39094,43626,4240,4011,593,1639,566,1560,5399,143269,44328,24568,2,782436,12584,4240,593,566,175,1080,2756,1639,1560,24
9,778911,0,390069,388842,73713,42684,38533,43444,4282,3986,591,1636,553,1518,5426,146127,43773,24049,2,780625,12609,4282,591,553,199,1101,2686,1636,1518,25
10,777444,0,389307,388137,77049,42521,38034,43243,4354,3894,592,1601,541,1459,5487,148833,43217,23552,2,778911,12566,4354,592,541,169,1081,2644,1601,1459,18
11,776030,0,388604,387426,80456,42350,37481,43136,4475,3842,584,1609,506,1528,5565,151228,42669,23094,2,777444,12441,4475,584,506,217,1084,2541,1609,1528,15
12,774519,0,387859,386660,83846,42194,37020,42995,4435,3813,580,1714,491,1490,5506,153675,42139,22650,3,776030,12544,4435,580,491,188,1047,2578,1714,1490,18
13,773168,0,387161,386007,87329,41961,36544,42781,4560,3847,529,1627,513,1479,5602,156026,41661,22192,3,774519,12523,4560,529,513,182,1032,2633,1627,1479,22
14,771942,0,386602,385340,90789,41689,36046,42601,4582,3687,566,1651,489,1525,5637,158285,41149,21761,3,773168,12555,4582,566,489,210,1012,2465,1651,1525,14
15,770567,0,385932,384635,94179,41559,35600,42409,4497,3753,581,1699,478,1479,5556,160543,40631,21328,3,771942,12500,4497,581,478,232,1054,2467,1699,1479,21
16,769716,0,385430,384286,97908,41320,35224,42221,4841,3650,550,1607,484,1469,5875,162509,40145,20904,3,770567,12487,4841,550,484,236,1023,2391,1607,1469,18
17,768775,0,385045,383730,101686,41065,34782,42058,4920,3689,529,1662,466,1505,5915,164184,39671,20514,3,769716,12601,4920,529,466,245,1026,2418,1662,1505,15
18,768055,0,384718,383337,105449,40929,34364,41916,4897,3549,508,1613,471,1434,5876,166000,39240,20109,3,768775,12771,4897,508,471,215,1006,2328,1613,1434,16
19,767316,0,384355,382961,109194,40728,33931,41723,4940,3604,552,1582,440,1485,5932,167505,38759,19749,3,768055,12472,4940,552,440,230,1016,2358,1582,1485,11
20,766664,0,384013,382651,113019,40522,33526,41489,4989,3577,516,1642,459,1397,5964,169037,38325,19358,3,767316,12603,4989,516,459,218,998,2361,1642,1397,18
21,766021,0,383729,382292,116955,40350,33161,41248,5077,3508,504,1724,414,1406,5995,170398,37912,19031,3,766664,12580,5077,504,414,223,1034,2251,1724,1406,22
22,765589,0,383503,382086,120869,40152,32851,41102,5116,3459,536,1641,427,1411,6079,171735,37488,18677,3,766021,12633,5116,536,427,247,986,2226,1641,1411,14
23,765011,0,383195,381816,124681,39925,32556,40908,5045,3424,560,1668,408,1499,6013,173048,37008,18342,3,765589,12590,5045,560,408,278,985,2161,1668,1499,17
