name,value
final_population,762185
maximum_invalid_age_count,0
births_total,78684
deaths_total,73543
overseas_arrivals_total,21663
overseas_departures_total,39856
internal_arrivals_total,10465
internal_departures_total,35228
minimum_vacant_birth_slots,117315
final_max_generation,3
locked_out_total,110812
