# params={"birth_rate":0.03380252334445752,"mortality_young":0.0008826505064695368,"mortality_adult":0.0026866261584621645,"mortality_old":0.008487053362728009,"overseas_arrival_rate":0.017698664208947595,"emigration_rate":0.001959683614668999,"internal_departure_rate":0.002550198914924459,"internal_arrival_rate":0.016091270859710058}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,798882,0,399933,398949,47355,44303,44043,44663,4097,3006,912,1600,469,1990,5478,115903,49088,29531,1,800000,0,4097,912,469,148,1039,1819,1600,1990,13
1,797537,0,399265,398272,50326,44056,43521,44885,3913,3026,883,1590,447,1972,5243,118586,48205,29084,1,798882,12074,3913,883,447,139,1075,1812,1590,1972,23
2,796059,0,398512,397547,53322,43819,43127,44907,3916,3058,820,1567,477,2066,5213,121258,47385,28607,2,797537,11831,3916,820,477,142,1033,1883,1567,2066,15
3,794989,0,397951,397038,56472,43647,42717,45033,4070,2992,867,1537,447,1925,5384,123870,46522,28165,2,796059,11904,4070,867,447,126,1023,1843,1537,1925,15
4,793802,0,397395,396407,59624,43407,42361,45153,4089,3027,768,1456,440,2001,5297,126213,45766,27735,2,794989,11838,4089,768,440,173,1075,1779,1456,2001,16
5,792729,0,396804,395925,62782,43166,41969,45241,4192,2992,784,1551,461,1967,5437,128478,45003,27280,2,793802,11781,4192,784,461,162,1044,1786,1551,1967,17
6,791789,0,396307,395482,66078,43009,41595,45345,4280,2887,823,1580,422,1998,5525,130676,44206,26864,2,792729,11947,4280,823,422,170,1028,1689,1580,1998,13
7,791014,0,395998,395016,69487,42828,41182,45475,4427,2999,782,1478,425,1932,5634,132661,43459,26457,3,791789,11990,4427,782,425,181,1023,1795,1478,1932,17
8,790025,0,395507,394518,72849,42714,40731,45480,4425,2986,738,1506,425,2085,5588,134594,42750,26054,3,791014,12043,4425,738,425,158,1034,1794,1506,2085,16
9,789176,0,395194,393982,76169,42563,40325,45510,4446,2921,772,1526,431,2051,5649,136658,42017,25651,3,790025,12165,4446,772,431,178,1056,1687,1526,2051,21
10,788473,0,394834,393639,79644,42385,39937,45524,4531,2938,741,1484,421,1974,5693,138556,41315,25260,3,789176,12147,4531,741,421,153,1042,1743,1484,1974,13
11,787796,0,394485,393311,83147,42222,39478,45632,4618,2911,719,1485,401,2019,5738,140252,40643,24894,3,788473,12089,4618,719,401,198,1047,1666,1485,2019,13
12,786997,0,394091,392906,86625,42053,39121,45685,4564,2893,702,1582,367,1957,5633,142009,40005,24557,3,787796,12153,4564,702,367,166,1009,1718,1582,1957,18
13,786357,0,393713,392644,90242,41816,38741,45693,4729,2930,668,1542,406,1971,5803,143615,39401,24184,3,786997,12065,4729,668,406,160,1003,1767,1542,1971,18
14,785759,0,393467,392292,93787,41541,38336,45720,4712,2791,678,1543,372,2026,5762,145244,38784,23853,3,786357,12246,4712,678,372,183,974,1634,1543,2026,16
15,784986,0,393121,391865,97215,41399,37970,45746,4581,2849,674,1601,385,1963,5640,146915,38181,23505,3,785759,12122,4581,674,385,216,1024,1609,1601,1963,18
16,784658,0,392929,391729,100984,41136,37661,45771,4933,2794,672,1503,357,1993,5962,148268,37596,23188,3,784986,12053,4933,672,357,220,979,1595,1503,1993,14
17,784173,0,392747,391426,104709,40873,37298,45819,4920,2847,657,1567,359,2007,5936,149510,37020,22876,3,784658,12252,4920,657,359,218,999,1630,1567,2007,14
18,784002,0,392766,391236,108540,40741,36964,45858,5009,2760,651,1501,371,1941,6031,150768,36470,22558,3,784173,12357,5009,651,371,193,964,1603,1501,1941,17
19,783733,0,392619,391114,112261,40534,36614,45859,4961,2754,670,1479,334,2001,5965,151866,35891,22276,3,784002,12233,4961,670,334,197,979,1578,1479,2001,14
20,783595,0,392552,391043,116170,40306,36282,45829,5104,2769,601,1540,366,1900,6071,152837,35400,21959,3,783733,12199,5104,601,366,194,977,1598,1540,1900,17
21,783416,0,392509,390907,120048,40156,35959,45811,5083,2711,608,1612,336,1883,6027,153789,34905,21684,3,783595,12280,5083,608,336,200,998,1513,1612,1883,20
22,783319,0,392480,390839,123886,39956,35690,45805,5111,2732,637,1523,360,1950,6108,154703,34395,21378,3,783416,12233,5111,637,360,229,959,1544,1523,1950,11
23,783097,0,392297,390800,127635,39718,35459,45790,5032,2692,668,1574,339,1995,6039,155723,33822,21097,3,783319,12313,5032,668,339,250,939,1503,1574,1995,17
