# params={"birth_rate":0.025214193024361474,"mortality_young":0.000979289427699919,"mortality_adult":0.0023817147920684564,"mortality_old":0.009929769943273554,"overseas_arrival_rate":0.026762169509289675,"emigration_rate":0.001352076280077595,"internal_departure_rate":0.0022935086532355304,"internal_arrival_rate":0.012497050072157588}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,798665,0,399832,398833,46355,44388,44043,44626,3068,3225,1343,1091,370,1800,4781,116932,48657,29630,1,800000,0,3068,1343,370,160,915,2150,1091,1800,9
1,797244,0,399118,398126,48449,44236,43524,44824,3013,3231,1289,1083,363,1772,4665,120035,47368,29267,1,798665,10897,3013,1289,363,156,935,2140,1083,1772,20
2,795549,0,398220,397329,50520,44073,43143,44826,2970,3288,1204,1077,373,1877,4547,123151,46164,28894,2,797244,10751,2970,1204,373,161,929,2198,1077,1877,15
3,794301,0,397575,396726,52727,43996,42730,44926,3079,3139,1272,1096,359,1723,4710,126303,44899,28539,2,795549,10789,3079,1272,359,136,887,2116,1096,1723,13
4,792946,0,396977,395969,54963,43845,42380,45022,3137,3168,1130,999,357,1812,4624,129102,43785,28188,2,794301,10668,3137,1130,357,184,942,2042,999,1812,11
5,791616,0,396284,395332,57247,43668,42016,45098,3256,3223,1132,1081,357,1771,4745,131797,42676,27836,2,792946,10603,3256,1132,357,173,943,2107,1081,1771,13
6,790412,0,395651,394761,59601,43601,41679,45166,3283,3070,1170,1104,322,1805,4775,134554,41535,27520,2,791616,10820,3283,1170,322,191,920,1959,1104,1805,12
7,789267,0,395153,394114,62049,43483,41281,45269,3403,3220,1103,1024,343,1750,4849,137078,40474,27187,3,790412,10754,3403,1103,343,200,922,2098,1024,1750,13
8,788044,0,394559,393485,64472,43439,40859,45262,3419,3168,1092,1042,340,1864,4851,139603,39421,26858,3,789267,10843,3419,1092,340,165,935,2068,1042,1864,16
9,786987,0,394101,392886,66971,43348,40456,45268,3546,3139,1046,1048,349,1811,4941,142069,38419,26527,3,788044,10925,3546,1046,349,189,963,1987,1048,1811,18
10,785889,0,393543,392346,69457,43235,40075,45273,3480,3086,974,1041,333,1758,4787,144510,37503,26213,3,786987,10939,3480,974,333,161,941,1984,1041,1758,13
11,784863,0,393063,391800,72036,43126,39641,45341,3613,3114,1005,1027,316,1819,4934,146696,36561,25920,3,785889,10672,3613,1005,316,208,954,1952,1027,1819,12
12,783727,0,392511,391216,74637,43022,39289,45357,3582,3091,951,1103,296,1771,4829,148969,35693,25646,3,784863,10894,3582,951,296,178,918,1995,1103,1771,14
13,782735,0,391961,390774,77301,42853,38913,45338,3675,3115,948,1085,329,1744,4952,151151,34827,25343,3,783727,10794,3675,948,329,168,915,2032,1085,1744,17
14,781787,0,391540,390247,79919,42628,38521,45323,3672,2970,927,1060,304,1821,4903,153321,33974,25067,3,782735,10896,3672,927,304,198,879,1893,1060,1821,16
15,780700,0,391049,389651,82501,42546,38193,45323,3616,3038,905,1096,300,1774,4821,155433,33165,24794,3,781787,10754,3616,905,300,217,934,1887,1096,1774,17
16,779942,0,390633,389309,85326,42335,37909,45315,3866,2977,855,1024,293,1771,5014,157343,32418,24525,3,780700,10729,3866,855,293,222,885,1870,1024,1771,14
17,779121,0,390249,388872,88180,42113,37564,45345,3912,3026,845,1059,300,1793,5057,159075,31669,24257,3,779942,10786,3912,845,300,226,906,1894,1059,1793,8
18,778672,0,390112,388560,91184,42009,37248,45377,4037,2904,846,1026,309,1711,5192,160760,30946,23981,3,779121,10935,4037,846,309,198,869,1837,1026,1711,12
19,777996,0,389746,388250,94056,41879,36907,45354,3978,2954,842,1023,270,1789,5090,162276,30215,23747,3,778672,10833,3978,842,270,215,883,1856,1023,1789,10
20,777441,0,389437,388004,97040,41698,36561,45291,4036,2979,798,1025,313,1698,5147,163835,29558,23464,3,777996,10856,4036,798,313,197,881,1901,1025,1698,15
21,776946,0,389206,387740,100122,41595,36282,45243,4119,2890,777,1101,281,1681,5177,165243,28914,23225,3,777441,10849,4119,777,281,207,920,1763,1101,1681,19
22,776489,0,389000,387489,103094,41428,36038,45239,4078,2874,802,1064,315,1714,5195,166653,28256,22950,3,776946,10849,4078,802,315,235,872,1767,1064,1714,11
23,775911,0,388672,387239,106039,41245,35828,45229,4051,2842,796,1095,280,1768,5127,168094,27578,22712,3,776489,10847,4051,796,280,252,874,1716,1095,1768,9
