# params={"birth_rate":0.025214193024361474,"mortality_young":0.000979289427699919,"mortality_adult":0.0023817147920684564,"mortality_old":0.009929769943273554,"overseas_arrival_rate":0.026762169509289675,"emigration_rate":0.001352076280077595,"internal_departure_rate":0.0022935086532355304,"internal_arrival_rate":0.012497050072157588}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,7985238,0,3992961,3992277,464207,443620,440217,446085,29974,32985,13414,10703,3686,18148,47074,1170026,486586,296314,1,8000000,0,29974,13414,3686,1717,9462,21806,10703,18148,154
1,7968985,0,3984853,3984132,484050,442458,435753,447112,28882,32946,12898,10551,3614,18150,45394,1202980,473688,292700,1,7985238,108910,28882,12898,3614,1722,9387,21837,10551,18150,152
2,7953603,0,3977228,3976375,504713,441206,431472,448196,29984,32703,12407,10651,3656,18075,46047,1234643,461281,289044,2,7968985,107041,29984,12407,3656,1777,9400,21526,10651,18075,154
3,7939162,0,3970071,3969091,526279,439990,427378,449250,30715,32307,12019,10539,3575,17904,46309,1265229,449361,285498,2,7953603,107476,30715,12019,3575,1770,9364,21173,10539,17904,133
4,7925123,0,3963060,3962063,548281,439013,423276,450095,31389,32322,11964,10745,3586,17911,46939,1294367,437572,281960,2,7939162,107059,31389,11964,3586,1800,9305,21217,10745,17911,154
5,7911435,0,3956141,3955294,571096,437731,419302,450865,32229,32295,11490,10573,3502,18041,47221,1322780,426353,278523,2,7925123,107917,32229,11490,3502,1804,9670,20821,10573,18041,170
6,7898615,0,3949892,3948723,594566,436381,415217,451600,32996,31685,11214,10751,3429,18023,47639,1350242,415488,275196,2,7911435,108130,32996,11214,3429,1828,9279,20578,10751,18023,126
7,7886640,0,3944032,3942608,618666,434854,411115,452096,33742,31363,10859,10638,3290,17865,47891,1376438,405027,272029,3,7898615,108098,33742,10859,3290,1814,9242,20307,10638,17865,140
8,7874816,0,3938232,3936584,643472,433607,407460,452581,34425,31356,10483,10591,3315,18100,48223,1401251,395016,268870,3,7886640,107757,34425,10483,3315,1836,9254,20266,10591,18100,141
9,7863766,0,3932797,3930969,668493,432551,403546,452822,34740,31101,10524,10665,3299,17847,48563,1425756,385110,265755,3,7874816,108270,34740,10524,3299,1950,9100,20051,10665,17847,121
10,7853308,0,3927262,3926046,694264,431267,399813,453030,35633,31164,10095,10417,3272,17877,49000,1448896,375641,262697,3,7863766,108176,35633,10095,3272,1852,9179,20133,10417,17877,125
11,7843371,0,3922165,3921206,720400,430013,396137,453154,36010,30693,9959,10583,3238,17868,49207,1471422,366380,259683,3,7853308,108458,36010,9959,3238,1772,9167,19754,10583,17868,136
12,7834041,0,3917433,3916608,747021,428358,392466,453241,36588,30402,9583,10437,3176,17838,49347,1492922,357614,256746,3,7843371,108351,36588,9583,3176,1879,8996,19527,10437,17838,149
13,7824393,0,3912703,3911690,773982,426841,388987,453173,36907,30686,9346,10522,3201,17894,49454,1513610,349088,253807,3,7834041,108024,36907,9346,3201,1952,9092,19642,10522,17894,139
14,7815576,0,3908150,3907426,801330,425325,385479,453047,37713,30324,9028,10348,3105,17991,49846,1533827,340950,250984,3,7824393,108556,37713,9028,3105,1975,9078,19271,10348,17991,144
15,7807477,0,3904211,3903266,829234,424120,382238,452840,38216,29953,8947,10563,3026,17772,50189,1553007,332975,248253,3,7815576,108509,38216,8947,3026,1962,9013,18978,10563,17772,147
16,7800651,0,3900586,3900065,857554,422723,378998,452708,38687,29639,8859,10286,3089,17536,50635,1571301,325091,245496,3,7807477,108477,38687,8859,3089,1967,9029,18643,10286,17536,145
17,7793423,0,3896734,3896689,886209,421104,375685,452511,39030,29537,8629,10352,2987,17985,50646,1588335,317524,242844,3,7800651,108096,39030,8629,2987,1968,8897,18672,10352,17985,127
18,7786828,0,3893343,3893485,915110,419893,372755,452275,39319,29388,8357,10324,3049,17608,50725,1605412,310295,240145,3,7793423,108520,39319,8357,3049,1921,8752,18715,10324,17608,131
19,7780284,0,3890184,3890100,944515,418524,369552,451952,40096,29369,8138,10589,2938,17758,51172,1621077,303325,237598,3,7786828,108045,40096,8138,2938,2066,8896,18407,10589,17758,121
20,7774834,0,3887481,3887353,974314,416908,366568,451488,40550,29029,7932,10291,2952,17564,51434,1636596,296636,235050,4,7780284,108888,40550,7932,2952,2104,8976,17949,10291,17564,138
21,7769555,0,3884890,3884665,1004691,415623,363299,450980,41144,29064,7740,10512,2961,17548,51845,1650684,290122,232515,4,7774834,108318,41144,7740,2961,2131,8926,18007,10512,17548,131
22,7764343,0,3882352,3881991,1035008,414441,360398,450277,41152,28810,7642,10538,2906,17564,51700,1664924,283766,230055,4,7769555,108969,41152,7642,2906,2163,8765,17882,10538,17564,131
23,7760225,0,3880364,3879861,1065549,413247,357566,449670,41551,28357,7533,10240,2794,17399,51878,1678444,277597,227738,4,7764343,108612,41551,7533,2794,2064,8567,17726,10240,17399,120
