name,value
final_population,7421939
maximum_invalid_age_count,0
births_total,738252
deaths_total,768780
overseas_arrivals_total,171945
overseas_departures_total,288051
internal_arrivals_total,107518
internal_departures_total,538945
minimum_vacant_birth_slots,1176763
final_max_generation,3
locked_out_total,1017715
