# params={"birth_rate":0.02778536137055208,"mortality_young":0.0010895578658054437,"mortality_adult":0.0030163612729627192,"mortality_old":0.012785620585053902,"overseas_arrival_rate":0.024864181099854582,"emigration_rate":0.0022403732868130815,"internal_departure_rate":0.0018192366192934116,"internal_arrival_rate":0.020868805765224367}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,7976920,0,3989185,3987735,467062,443144,438589,444466,32951,41942,12367,18094,6192,14554,51510,1167049,487633,293808,1,8000000,0,32951,12367,6192,1914,12153,27875,18094,14554,206
1,7953018,0,3977128,3975890,489496,441633,432824,443983,31620,41646,12094,17716,6172,14426,49886,1210019,475539,287636,1,7976920,126100,31620,12094,6172,1916,12001,27729,17716,14426,200
2,7930445,0,3965984,3964461,513318,439923,427181,443613,33209,41226,11639,17837,5909,14267,50757,1250598,463900,281727,2,7953018,123674,33209,11639,5909,1914,11868,27444,17837,14267,206
3,7909272,0,3955444,3953828,538155,438466,422028,443148,34171,41057,11578,17344,5878,14399,51627,1289619,452407,275902,2,7930445,124087,34171,11578,5878,1978,11815,27264,17344,14399,186
4,7889822,0,3945983,3943839,564319,437062,416916,442397,35606,40335,11218,17506,5763,14196,52587,1326497,441407,270237,2,7909272,124427,35606,11218,5763,1974,11866,26495,17506,14196,181
5,7870440,0,3936309,3934131,590888,435446,411825,441653,36198,40395,10879,17466,5684,14282,52761,1361932,430802,264683,2,7889822,124624,36198,10879,5684,2041,11756,26598,17466,14282,210
6,7852158,0,3927234,3924924,618660,433735,406679,440842,37461,40099,10684,17601,5376,14103,53521,1396059,420470,259510,2,7870440,124904,37461,10684,5376,2028,11937,26134,17601,14103,208
7,7834930,0,3918600,3916330,646639,431958,401766,439872,37822,39510,10445,17238,5428,14175,53695,1429356,410444,254347,3,7852158,125324,37822,10445,5428,2041,11763,25706,17238,14175,200
8,7818402,0,3910238,3908164,675816,430318,397044,438797,39073,39497,10038,17281,5329,14190,54440,1460366,400940,249324,3,7834930,124618,39073,10038,5329,2040,11763,25694,17281,14190,204
9,7802697,0,3902512,3900185,705680,428890,392347,437751,39888,38953,9754,17311,5136,14219,54778,1490519,391786,244515,3,7818402,125408,39888,9754,5136,2131,11533,25289,17311,14219,207
10,7788321,0,3895401,3892920,736363,427311,387853,436612,40896,38697,9663,17281,4989,13946,55548,1519054,382815,239886,3,7802697,125261,40896,9663,4989,2073,11663,24961,17281,13946,169
11,7774762,0,3888710,3886052,767480,425687,383092,435547,41373,38183,9269,17108,5086,13996,55728,1546379,374346,235226,3,7788321,125472,41373,9269,5086,2186,11539,24458,17108,13996,186
12,7762236,0,3882610,3879626,799371,423807,378641,434213,42292,37643,9021,17214,4942,13924,56255,1572096,366153,230734,3,7774762,125015,42292,9021,4942,2148,11296,24199,17214,13924,169
13,7750102,0,3876623,3873479,832058,421842,374307,432844,43060,37578,9103,17328,4606,13997,56769,1596422,357912,226661,3,7762236,125036,43060,9103,4606,2127,11453,23998,17328,13997,179
14,7739036,0,3871339,3867697,864883,419984,370091,431385,43700,37014,8656,17249,4745,13904,57101,1620070,350297,222430,3,7750102,125672,43700,8656,4745,2175,11218,23621,17249,13904,165
15,7728614,0,3865987,3862627,898256,418496,366095,429777,44124,36744,8525,17094,4670,13903,57319,1642426,342846,218373,3,7739036,125268,44124,8525,4670,2212,11232,23300,17094,13903,171
16,7719078,0,3860905,3858173,932213,416798,362149,428328,44836,36326,8314,16941,4447,13866,57597,1663625,335647,214517,3,7728614,125060,44836,8314,4447,2339,11185,22802,16941,13866,168
17,7710073,0,3856569,3853504,966794,414942,358292,426710,45640,36498,8360,17022,4357,13842,58357,1683355,328437,210773,3,7719078,124730,45640,8360,4357,2347,11299,22852,17022,13842,169
18,7701819,0,3852132,3849687,1001722,413361,354533,425054,46184,36135,8094,16996,4371,13772,58649,1702659,321515,207104,3,7710073,125719,46184,8094,4371,2298,11215,22622,16996,13772,178
19,7693831,0,3848082,3845749,1037206,411778,350777,423385,46970,36324,7937,17043,4357,13885,59264,1720632,314836,203449,3,7701819,125552,46970,7937,4357,2430,11276,22618,17043,13885,176
20,7686747,0,3844502,3842245,1072838,409963,347189,421558,47267,35527,7831,17135,4181,13701,59279,1738497,308408,199985,3,7693831,126516,47267,7831,4181,2397,10920,22210,17135,13701,187
21,7679661,0,3841191,3838470,1108446,408315,343508,419608,47249,35344,7659,17186,4134,13598,59042,1755502,302092,196617,3,7686747,125642,47249,7659,4134,2424,11158,21762,17186,13598,170
22,7673777,0,3837914,3835863,1145019,406705,340219,417823,48405,34930,7366,17053,4023,13695,59794,1770985,296184,193376,3,7679661,125170,48405,7366,4023,2473,11045,21412,17053,13695,187
23,7667833,0,3835318,3832515,1181181,405184,337025,416070,48198,34622,7319,17090,4019,13768,59536,1786111,290391,190185,3,7673777,125472,48198,7319,4019,2579,10956,21087,17090,13768,170
