name,value
final_population,7653128
maximum_invalid_age_count,0
births_total,1168976
deaths_total,1051986
overseas_arrivals_total,212771
overseas_departures_total,243389
internal_arrivals_total,118309
internal_departures_total,551553
minimum_vacant_birth_slots,1161095
final_max_generation,3
locked_out_total,1500056
