# params={"birth_rate":0.025214193024361474,"mortality_young":0.000979289427699919,"mortality_adult":0.0023817147920684564,"mortality_old":0.009929769943273554,"overseas_arrival_rate":0.026762169509289675,"emigration_rate":0.001352076280077595,"internal_departure_rate":0.0022935086532355304,"internal_arrival_rate":0.012497050072157588}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,798426,0,399697,398729,46251,44395,44118,44703,2960,3312,1306,1075,383,1836,4649,117040,48694,29617,1,800000,0,2960,1306,383,186,998,2128,1075,1836,11
1,796902,0,398978,397924,48309,44281,43611,44860,2948,3344,1336,1064,387,1787,4671,120315,47358,29230,1,798426,10872,2948,1336,387,166,958,2220,1064,1787,13
2,795338,0,398176,397162,50399,44173,43230,44933,3002,3308,1233,1056,380,1815,4615,123508,46125,28850,2,796902,10866,3002,1233,380,172,927,2209,1056,1815,15
3,794057,0,397574,396483,52576,44111,42727,45055,3089,3151,1279,1034,370,1834,4738,126585,44857,28482,2,795338,10794,3089,1279,370,169,878,2104,1034,1834,13
4,792665,0,396809,395856,54803,43962,42359,45175,3127,3211,1241,1085,333,1797,4701,129454,43633,28155,2,794057,10757,3127,1241,333,166,971,2074,1085,1797,10
5,791365,0,396124,395241,57114,43818,42002,45229,3270,3219,1140,1070,356,1777,4766,132244,42515,27810,2,792665,10794,3270,1140,356,179,994,2046,1070,1777,17
6,789896,0,395395,394501,59316,43722,41597,45268,3159,3219,1165,1041,351,1884,4675,135120,41374,27466,2,791365,10832,3159,1165,351,182,941,2096,1041,1884,16
7,788662,0,394731,393931,61782,43540,41140,45312,3427,3158,1041,1039,357,1862,4825,137786,40367,27126,2,789896,10819,3427,1041,357,160,899,2099,1039,1862,16
8,787296,0,393992,393304,64137,43466,40733,45332,3344,3237,1095,1038,328,1858,4767,140436,39323,26812,2,788662,10884,3344,1095,328,192,919,2126,1038,1858,10
9,786301,0,393462,392839,66627,43342,40347,45421,3543,3085,1075,1049,300,1779,4918,142954,38305,26527,2,787296,10900,3543,1075,300,205,911,1969,1049,1779,12
10,785132,0,392827,392305,69147,43221,40020,45429,3493,3116,983,1085,341,1785,4817,145286,37389,26207,3,786301,10831,3493,983,341,184,934,1998,1085,1785,13
11,784117,0,392376,391741,71795,43081,39622,45443,3649,3146,948,1037,328,1757,4925,147516,36516,25911,3,785132,10803,3649,948,328,175,933,2038,1037,1757,11
12,783333,0,392026,391307,74458,43023,39260,45466,3632,2964,965,983,359,1793,4956,149721,35631,25575,3,784117,10865,3632,965,359,179,844,1941,983,1793,19
13,782259,0,391573,390686,77131,42861,38877,45407,3699,3160,967,1076,317,1821,4983,151649,34751,25284,3,783333,10696,3699,967,317,189,933,2038,1076,1821,20
14,781473,0,391114,390359,79845,42709,38469,45423,3761,2978,889,1106,342,1694,4992,153817,33957,24975,3,782259,11040,3761,889,342,192,906,1880,1106,1694,12
15,780801,0,390744,390057,82723,42621,38131,45445,3872,2969,892,1031,317,1753,5081,155607,33150,24689,3,781473,10770,3872,892,317,210,880,1879,1031,1753,15
16,780217,0,390436,389781,85691,42468,37886,45462,3980,2923,899,1056,301,1785,5180,157235,32354,24430,3,780801,10834,3980,899,301,204,833,1886,1056,1785,11
17,779340,0,390004,389336,88446,42244,37505,45489,3802,2926,867,1068,305,1857,4974,159062,31584,24163,3,780217,10944,3802,867,305,198,859,1869,1068,1857,15
18,778736,0,389745,388991,91303,42142,37255,45515,3931,2863,854,1045,306,1787,5091,160823,30858,23888,3,779340,10825,3931,854,306,185,850,1828,1045,1787,17
19,778135,0,389533,388602,94275,41981,36910,45476,4084,3068,837,1050,307,1711,5228,162279,30124,23633,3,778736,10786,4084,837,307,221,917,1930,1050,1711,12
20,777553,0,389272,388281,97234,41835,36646,45403,4053,2948,801,1006,308,1790,5162,163905,29432,23366,3,778135,11057,4053,801,308,222,948,1778,1006,1790,14
21,777024,0,389045,387979,100291,41733,36345,45308,4098,2929,734,1027,289,1694,5121,165385,28827,23114,3,777553,10906,4098,734,289,216,916,1797,1027,1694,12
22,776475,0,388689,387786,103375,41591,36042,45262,4157,2905,750,1104,284,1731,5191,166690,28216,22879,3,777024,10771,4157,750,284,194,883,1828,1104,1731,17
23,776052,0,388536,387516,106475,41377,35746,45162,4257,2823,744,1051,284,1834,5285,167974,27628,22638,3,776475,10931,4257,744,284,232,834,1757,1051,1834,8
