name,value
final_population,7790833
maximum_invalid_age_count,0
births_total,1084506
deaths_total,772474
overseas_arrivals_total,201052
overseas_departures_total,426825
internal_arrivals_total,102936
internal_departures_total,398362
minimum_vacant_birth_slots,1161574
final_max_generation,3
locked_out_total,1388494
