# params={"birth_rate":0.022018930685764826,"mortality_young":0.0008755979460083167,"mortality_adult":0.0025313759079216356,"mortality_old":0.009772220764912852,"overseas_arrival_rate":0.02320484330626593,"emigration_rate":0.002141630913031736,"internal_departure_rate":0.0019123073005108539,"internal_arrival_rate":0.01785641000022168}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,7977344,0,3989410,3987934,460334,443249,439780,445783,26181,33056,11510,17352,5334,15273,43025,1173819,488490,294666,1,8000000,0,26181,11510,5334,1550,10184,21322,17352,15273,170
1,7954213,0,3977793,3976420,476468,441796,435082,446673,25254,32846,11325,16954,5285,15195,41864,1214246,477165,289381,1,7977344,108706,25254,11325,5285,1492,10049,21305,16954,15195,166
2,7931885,0,3966646,3965239,493606,440185,430591,447614,26463,32679,10896,17100,5133,15041,42492,1252778,466269,284248,2,7954213,106859,26463,10896,5133,1547,10033,21099,17100,15041,176
3,7910667,0,3956086,3954581,511612,438832,426482,448421,27205,32590,10871,16636,5095,15163,43171,1290283,455468,279193,2,7931885,107312,27205,10871,5095,1581,9861,21148,16636,15163,160
4,7890865,0,3946368,3944497,530756,437508,422321,449060,28454,32014,10537,16793,4966,14952,43957,1325969,445106,274301,2,7910667,107560,28454,10537,4966,1567,9900,20547,16793,14952,149
5,7870609,0,3936253,3934356,549943,435969,418125,449641,28643,32256,10246,16738,4905,15056,43794,1360741,435098,269502,2,7890865,107716,28643,10246,4905,1646,9931,20679,16738,15056,166
6,7851451,0,3926608,3924843,570215,434331,413869,450200,29720,31907,10060,16881,4744,14894,44524,1394602,425343,264922,2,7870609,107844,29720,10060,4744,1616,9998,20293,16881,14894,178
7,7833109,0,3917420,3915689,590687,432637,409769,450561,30025,31417,9823,16551,4720,14942,44568,1427685,415877,260419,2,7851451,108206,30025,9823,4720,1615,9774,20028,16551,14942,168
8,7815175,0,3908504,3906671,612157,431092,405930,450768,31055,31687,9528,16519,4647,14958,45230,1458822,406816,256023,2,7833109,107478,31055,9528,4647,1582,9889,20216,16519,14958,179
9,7797731,0,3899974,3897757,634018,429730,401960,451039,31525,31261,9248,16546,4534,14944,45307,1489690,398080,251748,2,7815175,108394,31525,9248,4534,1667,9751,19843,16546,14944,172
10,7781563,0,3891896,3889667,656650,428252,398251,451144,32439,31070,9190,16497,4458,14688,46087,1519129,389485,247568,3,7797731,108058,32439,9190,4458,1589,9838,19643,16497,14688,142
11,7765637,0,3884009,3881628,679647,426719,394229,451371,32826,30858,8760,16414,4460,14700,46046,1547546,381401,243444,3,7781563,108342,32826,8760,4460,1724,9767,19367,16414,14700,147
12,7750872,0,3876743,3874129,703472,424915,390417,451361,33702,30389,8644,16501,4388,14609,46734,1574757,373477,239395,3,7765637,108018,33702,8644,4388,1676,9548,19165,16501,14609,136
13,7736243,0,3869526,3866717,727995,423093,386736,451341,34343,30421,8633,16584,4107,14707,47083,1600735,365600,235710,3,7750872,108233,34343,8633,4107,1610,9679,19132,16584,14707,150
14,7722610,0,3862982,3859628,752570,421334,383202,451130,34809,29852,8257,16449,4221,14619,47287,1626333,358238,231899,3,7736243,108795,34809,8257,4221,1621,9387,18844,16449,14619,145
15,7709483,0,3856380,3853103,777608,419903,379774,450879,35188,29665,8178,16294,4191,14725,47557,1650678,350984,228171,3,7722610,108207,35188,8178,4191,1738,9462,18465,16294,14725,154
16,7696914,0,3849878,3847036,803295,418301,376406,450590,35902,29574,7948,16193,3974,14626,47824,1674013,344018,224662,3,7709483,108241,35902,7948,3974,1769,9381,18424,16193,14626,146
17,7684747,0,3844005,3840742,829345,416525,373118,450249,36367,29553,7989,16266,3866,14570,48222,1696569,337013,221282,3,7696914,108217,36367,7989,3866,1788,9546,18219,16266,14570,151
18,7673393,0,3837928,3835465,855771,415064,369987,449871,36892,29286,7773,16229,3967,14471,48632,1718483,330273,217865,3,7684747,108611,36892,7773,3967,1747,9428,18111,16229,14471,142
19,7662167,0,3832096,3830071,882760,413573,366641,449441,37626,29585,7624,16210,3929,14610,49179,1739204,323739,214485,3,7673393,108618,37626,7624,3929,1808,9486,18291,16210,14610,151
20,7651809,0,3826965,3824844,910017,411784,363427,448822,37986,28949,7465,16296,3773,14337,49224,1759851,317467,211291,3,7662167,109584,37986,7465,3773,1752,9220,17977,16296,14337,162
21,7641444,0,3822070,3819374,937411,410223,360229,448135,38056,28874,7364,16331,3713,14293,49133,1779609,311264,208185,3,7651809,108806,38056,7364,3713,1816,9434,17624,16331,14293,140
22,7632044,0,3817099,3814945,965636,408679,357365,447561,39041,28539,7086,16327,3686,14347,49813,1798185,305447,205111,3,7641444,108631,39041,7086,3686,1839,9265,17435,16327,14347,146
23,7622521,0,3812678,3809843,993490,407213,354636,446974,38828,28394,7058,16260,3633,14388,49519,1816583,299744,202110,3,7632044,109026,38828,7058,3633,1913,9228,17253,16260,14388,156
