# params={"birth_rate":0.02528413147336222,"mortality_young":0.0013112876087594512,"mortality_adult":0.00263557829463596,"mortality_old":0.013014188060255182,"overseas_arrival_rate":0.017440326825641596,"emigration_rate":0.0017432299939879443,"internal_departure_rate":0.0034339884813959116,"internal_arrival_rate":0.013644292055800377}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,796231,0,398621,397610,46284,44263,43806,44431,3074,4086,899,1416,405,2645,4378,116926,49101,29595,1,800000,0,3074,899,405,217,1017,2852,1416,2645,15
1,792435,0,396734,395701,48316,43990,43060,44440,3018,4031,864,1407,389,2629,4271,122055,48237,29206,1,796231,12525,3018,864,389,201,1050,2780,1407,2629,27
2,788508,0,394758,393750,50382,43717,42450,44260,3029,4072,810,1401,408,2701,4247,127093,47427,28798,2,792435,12338,3029,810,408,218,1025,2829,1401,2701,20
3,785112,0,393039,392073,52617,43503,41862,44184,3190,3900,854,1348,390,2582,4434,132067,46577,28414,2,788508,12421,3190,854,390,211,994,2695,1348,2582,17
4,781636,0,391365,390271,54931,43235,41302,44072,3284,3904,758,1306,374,2682,4416,136585,45838,28049,2,785112,12264,3284,758,374,237,1053,2614,1306,2682,26
5,778365,0,389655,388710,57294,42964,40724,43932,3429,3901,772,1351,388,2608,4589,141022,45086,27667,2,781636,12308,3429,772,388,227,1015,2659,1351,2608,24
6,775210,0,388053,387157,59809,42775,40182,43802,3546,3786,814,1386,353,2696,4713,145295,44301,27326,2,778365,12449,3546,814,353,264,1001,2521,1386,2696,20
7,772284,0,386664,385620,62429,42565,39601,43713,3681,3915,771,1286,373,2550,4825,149425,43569,26971,3,775210,12581,3681,771,373,259,999,2657,1286,2550,27
8,769276,0,385174,384102,65091,42437,38990,43485,3749,3849,729,1320,375,2692,4853,153370,42876,26617,3,772284,12576,3749,729,375,220,1012,2617,1320,2692,27
9,766517,0,383834,382683,67831,42252,38396,43273,3891,3833,757,1311,375,2638,5023,157268,42169,26264,3,769276,12714,3891,757,375,258,1044,2531,1311,2638,31
10,763857,0,382489,381368,70618,42031,37890,43061,3870,3759,732,1294,365,2574,4967,161106,41481,25929,3,766517,12805,3870,732,365,220,1014,2525,1294,2574,17
11,761342,0,381272,380070,73495,41844,37315,42943,4021,3692,711,1280,347,2622,5079,164625,40824,25615,3,763857,12594,4021,711,347,272,1028,2392,1280,2622,22
12,758756,0,380003,378753,76432,41650,36829,42781,4025,3677,701,1372,314,2577,5040,168094,40191,25333,3,761342,12673,4025,701,314,239,990,2448,1372,2577,23
13,756409,0,378805,377604,79492,41373,36331,42570,4195,3688,661,1313,358,2560,5214,171418,39596,25016,3,758756,12666,4195,661,358,231,972,2485,1313,2560,30
14,754210,0,377769,376441,82521,41077,35805,42390,4214,3510,674,1313,338,2602,5226,174649,38998,24718,3,756409,12775,4214,674,338,248,938,2324,1313,2602,17
15,751907,0,376584,375323,85524,40918,35337,42163,4163,3592,670,1364,326,2506,5159,177784,38420,24427,3,754210,12651,4163,670,326,277,991,2324,1364,2506,21
16,749973,0,375575,374398,88805,40619,34936,41971,4456,3487,660,1299,317,2581,5433,180661,37850,24149,3,751907,12621,4456,660,317,288,946,2253,1299,2581,23
17,748013,0,374630,373383,92135,40316,34485,41801,4539,3565,654,1318,324,2594,5517,183351,37282,23877,3,749973,12800,4539,654,324,299,979,2287,1318,2594,18
18,746460,0,373975,372485,95590,40157,34054,41651,4645,3402,640,1262,328,2502,5613,186018,36756,23600,3,748013,12994,4645,640,328,269,934,2199,1262,2502,20
19,744805,0,373149,371656,98949,39923,33625,41440,4620,3451,667,1265,302,2528,5589,188418,36182,23351,3,746460,12779,4620,667,302,296,926,2229,1265,2528,13
20,743195,0,372362,370833,102428,39655,33186,41201,4678,3446,596,1296,335,2477,5609,190806,35709,23071,3,744805,12833,4678,596,335,261,948,2237,1296,2477,22
21,741674,0,371640,370034,106012,39468,32805,40947,4781,3358,601,1350,292,2487,5674,193056,35237,22838,3,743195,12828,4781,601,292,276,976,2106,1350,2487,27
22,740371,0,370976,369395,109528,39253,32470,40768,4799,3343,637,1303,341,2434,5777,195254,34741,22554,3,741674,12869,4799,637,341,311,927,2105,1303,2434,19
23,739013,0,370251,368762,112998,38985,32167,40559,4775,3291,672,1300,300,2514,5747,197400,34173,22309,3,740371,12857,4775,672,300,341,915,2035,1300,2514,24
