name,value
final_population,7448113
maximum_invalid_age_count,0
births_total,701880
deaths_total,805480
overseas_arrivals_total,184914
overseas_departures_total,416725
internal_arrivals_total,97591
internal_departures_total,314067
minimum_vacant_birth_slots,1177770
final_max_generation,3
locked_out_total,984385
