# params={"birth_rate":0.032503481185216614,"mortality_young":0.0009847285193970439,"mortality_adult":0.003009386119429492,"mortality_old":0.007191058115181574,"overseas_arrival_rate":0.015546980648915838,"emigration_rate":0.0019754865124450576,"internal_departure_rate":0.00225477262385589,"internal_arrival_rate":0.015201679742482217}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,7987441,0,3994322,3993119,472512,442607,440400,446885,38493,29695,7616,15535,4457,17895,50566,1161507,492384,295543,1,8000000,0,38493,7616,4457,1748,12126,15821,15535,17895,151
1,7973426,0,3987467,3985959,500279,440531,436337,448813,37074,29708,7728,15682,4494,17921,49296,1187558,484656,291049,1,7987441,113691,37074,7728,4494,1693,12097,15918,15682,17921,152
2,7961011,0,3981137,3979874,528864,438320,432469,451102,38030,29174,7552,15513,4474,17784,50056,1212839,477104,286575,2,7973426,112607,38030,7552,4474,1780,11943,15451,15513,17784,161
3,7949276,0,3975416,3973860,558078,436373,428979,453042,38672,28955,7442,15560,4463,17797,50577,1236556,469713,282143,2,7961011,112527,38672,7442,4463,1785,11768,15402,15560,17797,146
4,7937662,0,3969658,3968004,587478,434508,425402,454649,39092,28661,7273,15754,4251,17815,50616,1259586,462560,277962,2,7949276,112889,39092,7273,4251,1803,11688,15170,15754,17815,169
5,7927017,0,3964367,3962650,617602,432399,421590,456523,40029,28809,7166,15536,4202,17697,51397,1281491,455582,273868,2,7937662,112846,40029,7166,4202,1871,11667,15271,15536,17697,155
6,7917713,0,3959625,3958088,648812,430201,417980,458170,41164,28743,7083,15340,4167,17635,52414,1302057,448699,269813,2,7927017,113439,41164,7083,4167,1830,11711,15202,15340,17635,146
7,7908358,0,3955176,3953182,679901,427974,414109,459512,41176,28347,6777,15235,4050,17776,52003,1322195,442170,265919,2,7917713,114132,41176,6777,4050,1878,11451,15018,15235,17776,147
8,7900220,0,3951079,3949141,711922,426059,410635,460946,42153,28074,7017,15411,4079,17902,53249,1340895,435468,262030,3,7908358,113361,42153,7017,4079,1773,11425,14876,15411,17902,152
9,7892693,0,3947437,3945256,744384,424184,407043,462517,42806,28089,6769,15436,3901,17478,53476,1358893,429070,258341,3,7900220,114636,42806,6769,3901,1916,11349,14824,15436,17478,134
10,7885534,0,3943736,3941798,777393,422241,403618,463627,43472,28168,6679,15536,3917,17523,54068,1375725,422823,254691,3,7892693,114479,43472,6679,3917,1981,11432,14755,15536,17523,163
11,7879304,0,3940776,3938528,810896,420213,400263,464788,43976,27769,6599,15150,3892,17778,54467,1392201,416727,251071,3,7885534,115295,43976,6599,3892,1876,11308,14585,15150,17778,173
12,7872733,0,3937462,3935271,844466,417998,396776,465822,44306,28025,6380,15334,3803,17701,54489,1407842,410833,247532,3,7879304,115164,44306,6380,3803,2041,11392,14592,15334,17701,153
13,7867219,0,3934561,3932658,878729,415910,393365,466910,45007,27688,6411,15464,3712,17492,55130,1422900,405049,244188,3,7872733,115549,45007,6411,3712,2072,11260,14356,15464,17492,174
14,7862269,0,3932023,3930246,912959,413763,390197,467967,45396,27302,6185,15323,3624,17530,55205,1437181,399443,240952,3,7867219,115774,45396,6185,3624,2077,11013,14212,15323,17530,151
15,7857805,0,3929879,3927926,948016,412048,387228,468754,46043,27463,6109,15405,3611,17359,55763,1450249,394003,237716,3,7862269,115360,46043,6109,3611,2052,11136,14275,15405,17359,135
16,7853456,0,3927373,3926083,982895,410010,384054,469404,46343,27296,6092,15319,3570,17739,56005,1462996,388648,234546,3,7857805,115990,46343,6092,3570,2130,11056,14110,15319,17739,153
17,7849614,0,3925663,3923951,1018030,407994,380965,470169,46615,27149,5997,15353,3404,17356,56016,1475533,383385,231610,4,7853456,116359,46615,5997,3404,2120,11160,13869,15353,17356,149
18,7846374,0,3923994,3922380,1053487,405985,377939,470912,47159,26996,5899,15181,3554,17675,56612,1487034,378233,228507,4,7849614,115874,47159,5899,3554,2179,10827,13990,15181,17675,162
19,7843932,0,3922627,3921305,1089480,404133,374958,471715,47928,26896,5884,15276,3373,17455,57185,1497618,373172,225651,4,7846374,116464,47928,5884,3373,2184,10984,13728,15276,17455,132
20,7841445,0,3921419,3920026,1125458,402088,372187,472186,47973,26872,5838,15318,3363,17471,57174,1507897,368202,222795,4,7843932,116812,47973,5838,3363,2230,11093,13549,15318,17471,166
21,7839278,0,3920432,3918846,1161897,400217,369089,472456,48464,26717,5618,15362,3386,17556,57468,1517602,363554,219931,4,7841445,116835,48464,5618,3386,2219,10850,13648,15362,17556,128
22,7837147,0,3919613,3917534,1198259,398573,366168,472703,48464,26999,5647,15317,3441,17367,57552,1527293,358860,217017,4,7839278,117103,48464,5647,3441,2267,10939,13793,15317,17367,133
23,7835941,0,3918712,3917229,1234963,396826,363376,473052,49023,26530,5564,15216,3276,17323,57863,1536361,354283,214346,4,7837147,117235,49023,5564,3276,2300,10827,13403,15216,17323,150
