# params={"birth_rate":0.03244377828164235,"mortality_young":0.0010183436736018482,"mortality_adult":0.003453157034620374,"mortality_old":0.008590051513979652,"overseas_arrival_rate":0.0211106032196112,"emigration_rate":0.0022830944762008624,"internal_departure_rate":0.002132060718227225,"internal_arrival_rate":0.017268388952639182}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,7984095,0,3992654,3991441,472341,442548,440017,446161,38426,34475,10492,18431,5157,17074,54075,1161574,489508,294843,1,8000000,0,38426,10492,5157,1796,13905,18774,18431,17074,199
1,7967114,0,3984122,3982992,499670,440446,435557,447383,36703,34111,10329,18068,5098,16932,52130,1194851,479179,289745,1,7984095,124055,36703,10329,5098,1764,13668,18679,18068,16932,185
2,7951464,0,3976200,3975264,528254,438219,431320,448699,38184,33803,9968,18238,4967,16728,53119,1225778,469211,284778,2,7967114,121241,38184,9968,4967,1794,13484,18525,18238,16728,206
3,7936651,0,3968874,3967777,557667,436222,427351,449899,38996,33958,9946,17770,4947,16974,53889,1255432,459339,279876,2,7951464,121888,38996,9946,4947,1846,13509,18603,17770,16974,183
4,7923245,0,3962378,3960867,588213,434285,423359,450899,40240,33568,9650,17869,4836,16695,54726,1283622,449879,275122,2,7936651,122591,40240,9650,4836,1841,13581,18146,17869,16695,175
5,7909914,0,3955754,3954160,619129,432142,419310,451844,40843,33581,9455,17911,4758,16895,55056,1310548,440675,270476,2,7923245,122858,40843,9455,4758,1930,13421,18230,17911,16895,193
6,7897557,0,3949616,3947941,651088,429953,415233,452763,41904,33452,9253,18047,4590,16605,55747,1336550,431738,266051,2,7909914,123443,41904,9253,4590,1931,13523,17998,18047,16605,202
7,7886077,0,3943801,3942276,683197,427684,411200,453482,42299,33013,9073,17701,4588,16726,55960,1361757,423044,261682,3,7897557,123851,42299,9073,4588,1947,13348,17718,17701,16726,190
8,7875253,0,3938430,3936823,716348,425616,407427,454079,43446,33142,8823,17738,4506,16719,56775,1385024,414693,257431,3,7886077,123400,43446,8823,4506,1932,13282,17928,17738,16719,196
9,7865277,0,3933596,3931681,750086,423785,403533,454721,44161,32572,8516,17729,4405,16757,57082,1407661,406719,253285,3,7875253,124374,44161,8516,4405,2038,12997,17537,17729,16757,192
10,7856122,0,3929009,3927113,784277,421826,399887,455143,44836,32621,8522,17762,4340,16470,57698,1428983,398807,249235,3,7865277,124140,44836,8522,4340,1975,13172,17474,17762,16470,169
11,7847659,0,3924789,3922870,818948,419849,395914,455767,45377,32188,8187,17608,4338,16569,57902,1449376,391360,245240,3,7856122,124551,45377,8187,4338,2090,12992,17106,17608,16569,170
12,7840515,0,3921456,3919059,854496,417572,392182,456154,46380,31770,8120,17689,4266,16451,58766,1468273,383966,241336,3,7847659,124267,46380,8120,4266,2050,12822,16898,17689,16451,159
13,7833028,0,3917676,3915352,890419,415259,388586,456498,46781,31912,8045,17847,4017,16571,58843,1486185,376696,237761,3,7840515,124676,46781,8045,4017,2022,12846,17044,17847,16571,174
14,7826527,0,3914588,3911939,926423,413028,385037,456675,47353,31433,7766,17781,4106,16512,59225,1503805,369863,234079,3,7833028,125173,47353,7766,4106,2050,12678,16705,17781,16512,169
15,7820749,0,3911548,3909201,962904,411185,381623,456785,47710,31163,7675,17623,4097,16474,59482,1520363,363156,230472,3,7826527,124951,47710,7675,4097,2115,12612,16436,17623,16474,175
16,7815333,0,3908556,3906777,999852,409145,378274,456885,48347,31184,7471,17458,3905,16497,59723,1535767,356699,227062,3,7820749,124742,48347,7471,3905,2242,12571,16371,17458,16497,151
17,7810585,0,3906366,3904219,1037251,407004,375003,456941,49028,31043,7555,17572,3760,16476,60343,1550335,350165,223824,3,7815333,124862,49028,7555,3760,2229,12648,16166,17572,16476,167
18,7806580,0,3904181,3902399,1075006,405143,371809,456913,49591,30845,7349,17525,3875,16450,60815,1564207,343853,220540,3,7810585,125434,49591,7349,3875,2196,12549,16100,17525,16450,172
19,7802494,0,3902047,3900447,1113008,403258,368406,456809,50134,31113,7186,17586,3846,16553,61166,1577189,337797,217268,3,7806580,125635,50134,7186,3846,2333,12535,16245,17586,16553,169
20,7799450,0,3900571,3898879,1151353,401119,365154,456576,50637,30496,7080,17692,3717,16290,61434,1589931,331982,214159,3,7802494,126418,50637,7080,3717,2275,12183,16038,17692,16290,187
21,7795941,0,3899095,3896846,1189369,399208,361844,456206,50320,30496,7036,17803,3648,16214,61004,1602226,326175,211145,3,7799450,125912,50320,7036,3648,2336,12409,15751,17803,16214,165
22,7793216,0,3897418,3895798,1228129,397329,358954,455941,51308,30391,6787,17682,3600,16347,61695,1613456,320713,208195,3,7795941,125517,51308,6787,3600,2385,12385,15621,17682,16347,171
23,7790833,0,3896448,3894385,1266892,395561,356101,455746,51502,30144,6768,17695,3569,16383,61839,1624304,315350,205291,3,7793216,126115,51502,6768,3569,2467,12258,15419,17695,16383,182
