# params={"birth_rate":0.02360037118078904,"mortality_young":0.0009349761334743985,"mortality_adult":0.002785037192122975,"mortality_old":0.010360942447766823,"overseas_arrival_rate":0.029638117249335447,"emigration_rate":0.0018490539389192364,"internal_departure_rate":0.001745224951107291,"internal_arrival_rate":0.025425070031529644}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,7986061,0,3993693,3992368,462510,443795,440239,445740,28054,35449,14795,14998,7555,13896,50404,1171946,485205,292445,1,8000000,0,28054,14795,7555,1665,11220,22564,14998,13896,156
1,7971095,0,3986148,3984947,480682,442887,435948,446563,26972,35231,14309,14561,7437,13892,48718,1209317,470896,285008,1,7986061,114747,26972,14309,7437,1608,11071,22552,14561,13892,155
2,7956529,0,3978905,3977624,499904,441724,431764,447420,28234,35074,13681,14819,7132,13720,49047,1244767,457215,277876,2,7971095,112402,28234,13681,7132,1667,11018,22389,14819,13720,168
3,7942680,0,3972093,3970587,519938,440801,427914,448181,28948,35023,13501,14399,6996,13872,49445,1279289,443806,270931,2,7956529,112660,28948,13501,6996,1687,10946,22390,14399,13872,143
4,7930060,0,3965958,3964102,541056,439919,424039,448770,30137,34415,13062,14559,6843,13688,50042,1312133,430967,264178,2,7942680,112739,30137,13062,6843,1683,10988,21744,14559,13688,136
5,7917009,0,3959418,3957591,562292,438802,420122,449315,30440,34666,12631,14477,6786,13765,49857,1343918,418629,257536,2,7930060,112704,30440,12631,6786,1767,10941,21958,14477,13765,161
6,7904453,0,3953031,3951422,584527,437590,416117,449804,31437,34424,12308,14651,6386,13612,50131,1374798,406698,251364,2,7917009,112765,31437,12308,6386,1735,11103,21586,14651,13612,171
7,7892617,0,3947110,3945507,606950,436289,412322,450121,31775,33865,11968,14412,6371,13673,50114,1404985,395166,245282,2,7904453,112818,31775,11968,6371,1752,10879,21234,14412,13673,156
8,7880929,0,3941277,3939652,630283,435124,408677,450289,32662,34071,11489,14298,6218,13688,50369,1433365,384254,239395,2,7892617,112064,32662,11489,6218,1694,10931,21446,14298,13688,162
9,7869475,0,3935704,3933771,654100,434151,404937,450496,33316,33667,11077,14438,6027,13769,50420,1461126,373814,233711,2,7880929,112426,33316,11077,6027,1799,10809,21059,14438,13769,152
10,7858840,0,3930416,3928424,678533,433013,401412,450560,34002,33534,11009,14412,5820,13520,50831,1487876,363541,228277,3,7869475,112294,34002,11009,5820,1725,10905,20904,14412,13520,139
11,7848689,0,3925376,3923313,703412,431831,397616,450713,34477,33242,10412,14209,5918,13507,50807,1513590,353960,222803,3,7858840,112297,34477,10412,5918,1877,10785,20580,14209,13507,144
12,7839150,0,3920734,3918416,728944,430388,394044,450649,35259,32775,10168,14362,5673,13502,51100,1537974,344648,217589,3,7848689,111765,35259,10168,5673,1807,10593,20375,14362,13502,134
13,7829708,0,3916122,3913586,755187,428845,390534,450566,35914,32785,10203,14500,5288,13562,51405,1561228,335351,212866,3,7839150,111739,35914,10203,5288,1752,10774,20259,14500,13562,138
14,7821021,0,3912080,3908941,781449,427384,387102,450305,36315,32295,9721,14395,5409,13442,51445,1584150,326703,207994,3,7829708,112252,36315,9721,5409,1774,10480,20041,14395,13442,139
15,7812426,0,3907682,3904744,808045,426233,383830,449950,36565,32052,9453,14316,5334,13579,51352,1606000,318341,203286,3,7821021,111577,36565,9453,5334,1868,10538,19646,14316,13579,139
16,7804286,0,3903443,3900843,835271,424921,380613,449560,37259,31988,9153,14212,5068,13420,51480,1626934,310343,198817,3,7812426,111299,37259,9153,5068,1923,10508,19557,14212,13420,135
17,7796492,0,3899666,3896826,862848,423435,377451,449196,37725,31960,9169,14216,4920,13432,51814,1646985,302358,194557,3,7804286,111100,37725,9169,4920,1929,10623,19408,14216,13432,133
18,7789172,0,3895710,3893462,890813,422189,374352,448765,38296,31729,8866,14252,4890,13391,52052,1666363,294730,190363,3,7796492,111422,38296,8866,4890,1903,10554,19272,14252,13391,131
19,7781982,0,3891917,3890065,919440,420955,371116,448350,39101,32068,8597,14127,4822,13515,52520,1684602,287444,186262,3,7789172,111424,39101,8597,4822,1978,10617,19473,14127,13515,136
20,7775627,0,3888795,3886832,948269,419441,368041,447712,39425,31273,8574,14406,4669,13344,52668,1702717,280285,182348,3,7781982,112230,39425,8574,4669,1918,10298,19057,14406,13344,158
21,7769021,0,3885826,3883195,977111,418081,364915,446984,39375,31244,8182,14281,4619,13257,52176,1720150,273499,178548,3,7775627,111691,39375,8182,4619,1990,10536,18718,14281,13257,127
22,7763305,0,3882733,3880572,1006821,416728,362127,446319,40399,30984,7948,14233,4497,13343,52844,1736276,267029,174830,3,7769021,110958,40399,7948,4497,2041,10393,18550,14233,13343,141
23,7757463,0,3880136,3877327,1036155,415504,359497,445711,40219,30731,7833,14213,4459,13409,52511,1752247,260740,171197,3,7763305,111404,40219,7833,4459,2106,10305,18320,14213,13409,138
