name,value
final_population,7200657
maximum_invalid_age_count,0
births_total,773332
deaths_total,1184926
overseas_arrivals_total,192109
overseas_departures_total,277908
internal_arrivals_total,128978
internal_departures_total,430928
minimum_vacant_birth_slots,1177713
final_max_generation,4
locked_out_total,1094419
