# params={"birth_rate":0.023104117603386296,"mortality_young":0.0010574563681385858,"mortality_adult":0.003395902383542214,"mortality_old":0.010435146266838047,"overseas_arrival_rate":0.02425575109248637,"emigration_rate":0.002478261047345571,"internal_departure_rate":0.002763531098289396,"internal_arrival_rate":0.014501617104560716}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,7964086,0,3982485,3981601,460928,442388,439038,444985,27446,38187,12219,19776,4358,21974,44023,1172554,487781,295642,1,8000000,0,27446,12219,4358,1846,13573,22768,19776,21974,233
1,7927591,0,3964296,3963295,477916,440042,433687,445061,26638,37960,11699,19447,4223,21648,42560,1225853,476082,291419,1,7964086,123960,26638,11699,4223,1790,13315,22855,19447,21648,243
2,7892617,0,3947007,3945610,496121,437563,428369,445146,28095,37504,11352,19526,4167,21558,43614,1276813,464730,287252,2,7927591,121615,28095,11352,4167,1825,13167,22512,19526,21558,283
3,7858150,0,3929561,3928589,515191,435222,423457,445351,28920,37314,10985,19371,4073,21760,43978,1326331,453858,283216,2,7892617,122202,28920,10985,4073,1895,13272,22147,19371,21760,275
4,7826383,0,3913746,3912637,535505,433083,418634,445188,30221,36631,10976,19103,4172,21402,45369,1374253,443102,279126,2,7858150,122423,30221,10976,4172,1923,13030,21678,19103,21402,254
5,7794432,0,3897701,3896731,556524,430826,413563,445184,31179,36981,10528,19127,4107,21657,45814,1419770,432902,275131,2,7826383,122505,31179,10528,4107,1918,13189,21874,19127,21657,237
6,7763932,0,3882860,3881072,578557,428333,408701,444773,32381,36649,10286,19080,3915,21353,46582,1464578,423014,271394,3,7794432,123579,32381,10286,3915,1928,12955,21766,19080,21353,226
7,7734461,0,3868376,3866085,601676,425907,403656,444283,33359,36466,9979,18921,3847,21269,47185,1507574,413573,267736,3,7763932,123664,33359,9979,3847,1889,13110,21467,18921,21269,260
8,7706716,0,3854392,3852324,625445,423629,399264,443871,34169,35654,9928,18938,3803,21053,47900,1549209,404265,264165,3,7734461,123841,34169,9928,3803,1981,12960,20713,18938,21053,238
9,7679911,0,3840997,3838914,650288,421449,394587,443311,35434,35543,9333,18817,3969,21181,48736,1588439,395642,260467,3,7706716,123545,35434,9333,3969,2031,12721,20791,18817,21181,237
10,7654510,0,3828106,3826404,675693,419224,390327,442706,35986,35130,9456,18717,3814,20810,49256,1626870,387013,256950,3,7679911,124277,35986,9456,3814,1935,12769,20426,18717,20810,221
11,7630016,0,3815871,3814145,702411,416916,385816,441919,37298,35015,9144,18753,3675,20843,50117,1663087,378670,253616,3,7654510,123913,37298,9144,3675,1980,12574,20461,18753,20843,246
12,7606283,0,3803802,3802481,729645,414500,381308,440945,37911,34826,9031,18852,3717,20714,50659,1698459,370597,250269,3,7630016,124728,37911,9031,3717,2001,12672,20153,18852,20714,267
13,7583499,0,3792423,3791076,757664,412281,377094,440085,39056,34370,8815,18886,3630,21029,51501,1732379,362808,247029,3,7606283,125051,39056,8815,3630,2077,12451,19842,18886,21029,233
14,7561774,0,3781494,3780280,785912,409722,373156,439206,39489,34223,8669,18524,3657,20793,51815,1765648,355245,243793,3,7583499,125786,39489,8669,3657,2078,12676,19469,18524,20793,200
15,7541633,0,3771482,3770151,815337,407580,369273,437961,40594,33746,8563,18477,3596,20671,52753,1797018,347847,240608,3,7561774,125355,40594,8563,3596,2022,12469,19255,18477,20671,223
16,7521560,0,3761304,3760256,845064,405337,365160,436841,40984,33483,8242,18510,3501,20807,52727,1827156,340916,237568,3,7541633,125647,40984,8242,3501,2048,12282,19153,18510,20807,244
17,7502622,0,3751713,3750909,875426,402920,361252,435696,41904,33428,8282,18582,3407,20521,53593,1856154,334021,234672,3,7521560,125527,41904,8282,3407,2219,12285,18924,18582,20521,241
18,7484343,0,3742549,3741794,906166,400953,357685,434374,42356,33223,8046,18193,3358,20623,53760,1884467,327332,231819,3,7502622,126124,42356,8046,3358,2148,12307,18768,18193,20623,239
19,7467018,0,3733862,3733156,936624,398889,353805,433399,42411,32500,7923,18182,3351,20328,53685,1912056,320846,229070,3,7484343,125799,42411,7923,3351,2156,12075,18269,18182,20328,228
20,7450612,0,3725806,3724806,968181,396519,350183,431880,43428,32378,7711,18134,3363,20396,54502,1937577,314602,226301,3,7467018,124695,43428,7711,3363,2203,12038,18137,18134,20396,216
21,7434876,0,3718048,3716828,1000802,394382,346431,430232,44646,32543,7402,18206,3309,20344,55357,1961697,308729,223605,3,7450612,125410,44646,7402,3309,2184,11917,18442,18206,20344,208
22,7419741,0,3710308,3709433,1033357,392410,342891,428726,44767,31859,7385,18319,3104,20213,55256,1985709,302988,221171,4,7434876,126450,44767,7385,3104,2252,11736,17871,18319,20213,213
23,7405185,0,3702962,3702223,1065876,390478,339531,427352,45010,31738,7282,18023,3207,20294,55499,2008747,297391,218622,4,7419741,125647,45010,7282,3207,2324,11751,17663,18023,20294,217
