tick,sex,event_age_months,count
0,male,0,3
0,male,1,5
0,male,2,3
0,male,3,3
0,male,4,4
0,male,5,4
0,male,6,6
0,male,7,2
0,male,8,5
0,male,9,6
0,male,10,11
0,male,11,6
0,male,12,6
0,male,13,23
0,male,14,24
0,male,15,28
0,male,16,24
0,male,17,23
0,female,0,2
0,female,1,4
0,female,2,3
0,female,3,5
0,female,4,3
0,female,5,6
0,female,6,8
0,female,7,6
0,female,8,8
0,female,9,7
0,female,10,6
0,female,11,15
0,female,12,5
0,female,13,16
0,female,14,17
0,female,15,10
0,female,16,23
0,female,17,29
1,male,0,2
1,male,1,4
1,male,2,5
1,male,3,1
1,male,4,2
1,male,5,8
1,male,6,5
1,male,7,9
1,male,8,12
1,male,9,6
1,male,10,7
1,male,11,11
1,male,12,9
1,male,13,20
1,male,14,17
1,male,15,17
1,male,16,17
1,male,17,25
1,female,1,3
1,female,2,6
1,female,3,4
1,female,4,8
1,female,5,5
1,female,6,8
1,female,7,10
1,female,8,14
1,female,9,3
1,female,10,9
1,female,11,7
1,female,12,9
1,female,13,23
1,female,14,17
1,female,15,16
1,female,16,16
1,female,17,22
1,female,18,1
