name,value
final_population,7834304
maximum_invalid_age_count,0
births_total,1100334
deaths_total,692817
overseas_arrivals_total,174619
overseas_departures_total,366304
internal_arrivals_total,96510
internal_departures_total,478038
minimum_vacant_birth_slots,1159813
final_max_generation,4
locked_out_total,1371463
