# params={"birth_rate":0.022018930685764826,"mortality_young":0.0008755979460083167,"mortality_adult":0.0025313759079216356,"mortality_old":0.009772220764912852,"overseas_arrival_rate":0.02320484330626593,"emigration_rate":0.002141630913031736,"internal_departure_rate":0.0019123073005108539,"internal_arrival_rate":0.01785641000022168}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,797839,0,399403,398436,45935,44368,44029,44657,2645,3323,1178,1615,491,1537,4314,117355,48822,29509,1,800000,0,2645,1178,491,171,988,2164,1615,1537,11
1,795673,0,398344,397329,47545,44241,43546,44786,2532,3160,1123,1679,542,1524,4197,121298,47699,28967,1,797839,10789,2532,1123,542,147,999,2014,1679,1524,14
2,793483,0,397226,396257,49219,44099,43112,44843,2590,3233,1114,1700,517,1478,4221,125071,46585,28450,2,795673,10560,2590,1114,517,172,974,2087,1700,1478,15
3,791294,0,396139,395155,51019,43999,42674,44905,2677,3197,1060,1668,497,1558,4234,128794,45530,27959,2,793483,10632,2677,1060,497,143,945,2109,1668,1558,13
4,789238,0,395127,394111,52947,43824,42287,44968,2855,3217,1030,1655,494,1563,4379,132337,44517,27473,2,791294,10657,2855,1030,494,153,1035,2029,1655,1563,18
5,787441,0,394281,393160,54927,43622,41938,45033,2896,3128,1040,1687,506,1424,4442,135838,43500,26982,2,789238,10814,2896,1040,506,154,978,1996,1687,1424,17
6,785745,0,393515,392230,57052,43543,41510,45063,3081,3212,1065,1712,524,1442,4670,138958,42459,26472,2,787441,10681,3081,1065,524,163,980,2069,1712,1442,13
7,783844,0,392535,391309,59129,43379,41041,45133,3041,3213,946,1715,493,1453,4480,142215,41556,26004,2,785745,11036,3041,946,493,161,1017,2035,1715,1453,17
8,782065,0,391705,390360,61297,43291,40630,45131,3148,3166,924,1671,437,1451,4509,145378,40683,25586,2,783844,10861,3148,924,437,163,1015,1988,1671,1451,20
9,780203,0,390826,389377,63327,43184,40212,45161,3078,3143,972,1693,433,1509,4483,148510,39767,25175,3,782065,10797,3078,972,433,164,961,2018,1693,1509,19
10,778646,0,390079,388567,65529,43062,39843,45168,3210,3109,981,1636,451,1454,4642,151553,38852,24750,3,780203,10828,3210,981,451,177,958,1974,1636,1454,23
11,776995,0,389326,387669,67719,42895,39416,45224,3212,2982,839,1662,436,1494,4487,154437,38086,24344,3,778646,10841,3212,839,436,146,936,1900,1662,1494,14
12,775298,0,388551,386747,70061,42753,39008,45223,3340,3109,830,1695,465,1528,4635,157125,37332,23913,3,776995,10625,3340,830,465,153,992,1964,1695,1528,18
13,773765,0,387703,386062,72383,42506,38676,45148,3355,3054,885,1639,408,1488,4648,159986,36526,23542,3,775298,10967,3355,885,408,192,958,1904,1639,1488,17
14,772246,0,386983,385263,74857,42336,38222,45135,3502,3133,862,1659,408,1499,4772,162542,35745,23176,3,773765,10829,3502,862,408,183,974,1976,1659,1499,20
15,770852,0,386255,384597,77312,42231,37849,45137,3413,2974,817,1619,416,1447,4646,165287,35014,22807,3,772246,11063,3413,817,416,169,1003,1802,1619,1447,11
16,769801,0,385807,383994,79984,42066,37594,45107,3681,2898,826,1658,427,1429,4934,167500,34286,22428,3,770852,10686,3681,826,427,167,929,1802,1658,1429,9
17,768704,0,385147,383557,82635,41823,37211,45095,3656,2887,799,1594,424,1495,4879,169697,33582,22041,3,769801,10919,3656,799,424,173,873,1841,1594,1495,11
18,767553,0,384651,382902,85261,41644,36895,45106,3688,2881,754,1631,392,1473,4834,171811,32951,21700,3,768704,10855,3688,754,392,189,899,1793,1631,1473,16
19,766223,0,384063,382160,87745,41412,36525,45040,3597,3056,783,1580,397,1471,4777,174045,32270,21355,3,767553,10819,3597,783,397,186,969,1901,1580,1471,20
20,765257,0,383565,381692,90560,41250,36204,44939,3896,2936,751,1634,384,1427,5031,176093,31628,21025,3,766223,10884,3896,751,384,176,976,1784,1634,1427,12
21,764048,0,382940,381108,93317,41093,35906,44786,3791,2942,691,1645,403,1507,4885,178098,31063,20697,3,765257,11028,3791,691,403,178,984,1780,1645,1507,12
22,763124,0,382463,380661,96175,40883,35622,44732,3901,2865,725,1636,364,1413,4990,180098,30459,20405,3,764048,10979,3901,725,364,183,942,1740,1636,1413,17
23,762258,0,381979,380279,99045,40681,35355,44654,3973,2813,706,1665,322,1389,5001,181831,29899,20145,3,763124,10904,3973,706,322,177,883,1753,1665,1389,6
