Generating SQLite file /home/ubuntu/demographic-bench/cuda-readback-diagnostic/nsys/workers-1/trace.sqlite from /home/ubuntu/demographic-bench/cuda-readback-diagnostic/nsys/workers-1/trace.nsys-rep
Processing [/home/ubuntu/demographic-bench/cuda-readback-diagnostic/nsys/workers-1/trace.sqlite] with [/opt/nvidia/nsight-systems/2024.6.2/host-linux-x64/reports/cuda_kern_exec_sum.py]... 
PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
23796,23796,0,288,288,15261682.9,15259863.5,13927081,15828072,314735.9,2821.0,2423.0,2293,12861,1321.0,14972299.1,14970738.0,13628233,15539185,314868.9,286562.8,286544.0,285808,287280,328.8,cuLaunchKernel,sembla_count_deferred
23796,23796,0,960,960,14333994.3,14345026.0,12937572,14972648,311195.7,2712.0,2403.0,2264,12320,1159.1,14249765.1,14261022.5,12843491,14888891,311379.2,81517.2,81476.0,81252,82661,199.1,cuLaunchKernel,sembla_count_fired
23796,23796,0,96,96,13904334.0,13935511.0,12924200,14186330,207953.2,3459.6,3184.0,2453,17687,1797.3,13217630.4,13245373.0,12251052,13485011,196453.9,683244.0,686374.0,647716,699591,13059.7,cuLaunchKernel,sembla_apply_effects
23796,23796,0,384,384,13901149.7,13934197.5,12891706,14185740,208570.0,2860.4,2504.0,2283,13901,1262.6,13896945.2,13925564.0,12887887,14177338,208728.2,1344.1,1344.0,1120,1824,187.5,cuLaunchKernel,sembla_validate_outputs
23796,23796,0,96,96,13898817.0,13928669.5,12891439,14179966,209515.8,3475.4,2949.0,2464,22125,2193.6,13893678.8,13923911.0,12867778,14175494,210619.7,1662.7,1728.0,1536,1921,106.7,cuLaunchKernel,sembla_prepare_outputs
23796,23796,0,96,96,13897221.8,13927592.5,12870843,14179067,210617.4,3372.3,2924.5,2503,15935,1627.2,13892458.1,13923296.0,12853404,14174620,211334.5,1391.4,1392.5,1280,1505,95.9,cuLaunchKernel,sembla_init_control_counts
23796,23796,0,3840,3840,11827815.0,11827365.0,9675836,13489837,832193.2,2750.4,2435.0,2303,21994,1269.4,11745958.1,11764071.5,9497348,13415449,841435.8,79106.6,67427.0,46883,183210,30853.7,cuLaunchKernel,sembla_prepare_effects
23796,23796,0,96,96,10143547.0,10153652.5,9542145,10216479,73898.4,3710.1,3039.0,2494,25710,2767.4,9930768.1,9941334.5,9307367,10004758,75862.7,209068.7,209036.0,208908,209388,94.1,cuLaunchKernel,sembla_init_effect_owners
23796,23796,0,384,384,9257535.9,9254452.5,8495819,9508264,153232.3,2887.9,2474.5,2324,21524,1533.4,9132085.6,9129910.5,8351280,9383453,154043.1,122562.4,122503.0,121510,124519,709.8,cuLaunchKernel,sembla_validate_effects
23796,23796,0,960,960,8775774.8,8784806.0,8023801,9027801,138910.5,2743.3,2404.0,2284,12990,1239.7,8712772.8,8741004.5,7844305,8983973,169892.5,60258.7,41219.0,39874,203019,47131.3,cuLaunchKernel,sembla_mark_effect_active
23796,23796,0,96,96,8373017.6,8380049.0,7867031,8432244,60328.9,3140.3,2869.0,2534,11117,1323.3,7449841.2,7458287.5,6946807,7492395,56533.5,920036.1,925444.0,880306,937845,13612.4,cuLaunchKernel,sembla_resolve_conflicts
23796,23796,0,96,96,7455717.6,7463384.5,6986816,7497553,53193.8,3406.8,2889.0,2423,29456,2875.0,7039610.7,7044877.0,6534264,7087449,57025.1,412700.1,416104.0,394646,424536,10105.1,cuLaunchKernel,sembla_reduce_claim_instances
