Generating SQLite file /home/ubuntu/demographic-bench/cuda-readback-diagnostic/nsys/workers-1/trace.sqlite from /home/ubuntu/demographic-bench/cuda-readback-diagnostic/nsys/workers-1/trace.nsys-rep
Processing [/home/ubuntu/demographic-bench/cuda-readback-diagnostic/nsys/workers-1/trace.sqlite] with [/opt/nvidia/nsight-systems/2024.6.2/host-linux-x64/reports/cuda_kern_exec_sum.py]... 
PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
23796,23796,0,96,96,7045327.3,7049726.5,6576657,7093116,53393.3,3251.6,2859.5,2404,13402,1543.5,6639158.1,6640429.5,6150496,6701768,57272.3,402917.6,406135.0,385558,413976,9580.1,cuLaunchKernel,sembla_reduce_claim_entities
23796,23796,0,96,96,6644847.8,6646468.0,6176388,6707275,55217.1,3259.0,2904.5,2403,13109,1484.0,6286763.5,6286466.0,5800411,6360246,59168.5,354825.3,357060.0,342835,362868,6644.3,cuLaunchKernel,sembla_reduce_claim_rules
23796,23796,0,96,96,6292560.4,6291833.0,5829831,6364192,56886.4,3350.4,2889.5,2464,17638,1871.1,5974228.3,5971492.5,5490767,6052931,60340.6,314981.7,315954.0,308593,321426,3678.5,cuLaunchKernel,sembla_reduce_claim_keys
23796,23796,0,96,96,5980320.7,5977251.0,5527605,6057750,57734.2,3516.7,3054.0,2524,20783,2229.2,5262956.6,5255441.0,4789150,5351128,62689.4,713847.5,716680.0,699751,722505,7050.1,cuLaunchKernel,sembla_build_claim_instances
23796,23796,0,96,96,5269825.8,5262078.0,4829591,5356332,59819.1,3439.9,2894.0,2484,19270,2149.3,5035077.9,5027558.0,4579204,5121751,61237.9,231308.0,231277.0,230829,232525,304.6,cuLaunchKernel,sembla_init_conflict_winners
23796,23796,0,4032,4032,5230462.0,3557830.5,43483,14180042,4434933.8,2694.3,2414.0,2274,39031,1306.6,5226027.3,3552230.5,28623,14175890,4434912.0,1740.4,1728.0,1536,2464,167.2,cuLaunchKernel,sembla_commit_validation_status
23796,23796,0,12096,12096,5153537.0,3515166.0,24206,14181820,4404186.5,2676.5,2404.0,2244,31548,1180.8,5149289.8,3510694.0,61,14177558,4404150.6,1570.8,1537.0,1312,2400,171.6,cuLaunchKernel,sembla_advance_validation_phase
23796,23796,0,96,96,5041831.4,5034073.5,4616788,5126674,58583.6,3398.2,3059.5,2484,18068,1730.7,5037163.2,5029385.0,4597344,5122704,59750.7,1270.1,1280.5,1152,1377,97.9,cuLaunchKernel,sembla_validate_claim_compatibility
23796,23796,0,96,96,4760194.4,4753024.5,4359516,4842531,54975.3,3509.1,3035.0,2544,20442,2098.3,4588048.2,4580489.0,4170297,4670977,56364.3,168637.1,168650.0,167849,169130,223.0,cuLaunchKernel,sembla_transition_00000009
23796,23796,0,96,96,4254763.3,4248297.5,3877242,4328712,51218.7,3470.5,3210.0,2544,18629,1821.9,4082809.0,4077146.0,3690124,4156909,52450.1,168483.8,168490.0,167753,169193,263.3,cuLaunchKernel,sembla_transition_00000008
23796,23796,0,96,96,3748894.7,3746416.5,3388217,3815425,47406.8,3507.1,3231.0,2404,16315,1681.2,3569079.4,3566707.5,3195860,3636257,48424.8,176308.2,176234.0,175498,177034,352.1,cuLaunchKernel,sembla_transition_00000007
23796,23796,0,96,96,3235547.9,3234246.0,2895677,3294031,43979.8,3307.8,2970.0,2433,19710,1880.7,3055574.8,3054030.0,2699317,3114117,45321.6,176665.3,176682.0,175817,177418,297.8,cuLaunchKernel,sembla_transition_00000006
23796,23796,0,96,96,2723024.9,2722141.0,2413903,2772828,39611.6,3679.7,2980.0,2584,19791,2635.7,2542824.7,2541825.5,2217303,2592917,41117.7,176520.5,176522.0,175721,177322,309.7,cuLaunchKernel,sembla_transition_00000005
23796,23796,0,3840,3840,2712601.9,2569965.5,306276,5128778,1462124.1,2719.6,2433.0,2253,32150,1237.0,2680218.0,2537859.0,251809,5095612,1462127.4,29664.3,29634.0,29537,30146,82.4,cuLaunchKernel,sembla_validate_claims
23796,23796,0,3840,3840,2584120.9,2438914.5,196301,5018458,1462226.3,2689.5,2403.0,2263,19159,1167.1,2536014.0,2388106.0,122803,4973862,1462349.6,45417.5,42563.0,41730,55491,5379.1,cuLaunchKernel,sembla_check_candidate_errors
23796,23796,0,3840,3840,2286303.7,2140017.0,28494,4675560,1451814.9,2728.0,2434.0,2293,26001,1184.7,2266782.4,2120622.0,1259,4656376,1451890.0,16793.3,16801.0,16705,16961,29.2,cuLaunchKernel,sembla_validate_transition
23796,23796,0,96,96,2208743.8,2207590.0,1920363,2251706,35946.2,3492.1,2954.5,2434,16585,1903.2,2031982.0,2031725.5,1729624,2074966,37258.1,173269.7,173289.5,172426,174218,309.3,cuLaunchKernel,sembla_transition_00000004
23796,23796,0,96,96,1699043.3,1699067.5,1440854,1733239,31261.5,3591.2,2914.0,2454,29727,3103.2,1522227.5,1522489.0,1237806,1556754,33745.3,173224.6,173225.5,172554,173898,209.2,cuLaunchKernel,sembla_transition_00000003
23796,23796,0,96,96,1188849.1,1189486.5,954697,1214373,27395.6,3397.1,2999.0,2514,11727,1364.1,1014487.5,1015031.5,772529,1040795,28190.2,170964.6,170954.0,170217,171530,256.2,cuLaunchKernel,sembla_transition_00000002
23796,23796,0,288,288,834010.7,653309.5,45971,1867429,732210.3,3283.0,2739.5,2393,16797,1870.6,15676.1,16588.0,3507,20816,4097.7,815051.7,633139.0,32129,1849736,731937.8,cuLaunchKernel,sembla_observe_grouped_view
23796,23796,0,96,96,680783.3,681770.5,503264,700145,21089.0,3530.1,3055.0,2574,17587,1760.3,538896.5,539922.0,347782,558472,22325.5,138356.8,138328.0,137352,139144,378.8,cuLaunchKernel,sembla_transition_00000001
23796,23796,0,1824,1824,454176.4,495416.5,47835,828201,218757.0,3144.7,2454.0,2273,293344,7143.1,407227.7,467175.0,1037,770728,222355.6,43804.1,41314.5,23649,65572,15029.8,cuLaunchKernel,sembla_observe_view
23796,23796,0,192,192,340392.7,362547.0,208033,518026,99909.5,3260.6,2825.0,2453,18589,1581.3,126632.7,110483.0,3875,315552,112954.2,210499.4,197579.0,188458,314001,24667.9,cuLaunchKernel,sembla_bound_grouped_view
23796,23796,0,96,96,209779.7,209276.0,165159,219024,7524.6,3685.8,3230.0,2525,19791,2185.6,68031.5,67864.5,6160,77029,8814.9,138062.4,137959.5,136712,139464,693.3,cuLaunchKernel,sembla_transition_00000000
23796,23796,0,96,95,25417.5,26813.5,17231,31854,3999.0,9410.4,8924.0,5700,21814,2827.7,14355.7,15029.0,3752,19209,4144.6,1806.1,1872.0,1600,2080,150.9,cuLaunchKernel,sembla_init_observations
23796,23796,0,96,95,21807.5,22827.5,14421,38783,4469.6,5151.9,4161.5,2905,37308,4101.7,15239.5,15672.0,4049,19922,3976.2,1576.7,1568.5,1440,1792,109.5,cuLaunchKernel,sembla_reset_status
23796,23796,0,96,96,21485.5,22915.5,13698,28468,3838.9,4546.1,3805.5,2894,19620,2663.4,15237.0,15628.5,2659,19812,4056.5,1702.4,1760.0,1504,1984,153.8,cuLaunchKernel,sembla_init_grouped_extrema
23796,23796,0,288,288,21266.5,22496.0,13628,31261,3918.5,4407.1,3735.5,2544,16395,1972.8,15179.5,15565.5,3220,19836,4038.1,1679.9,1728.0,1504,1952,142.3,cuLaunchKernel,sembla_init_grouped_histogram
23796,23796,0,96,95,20799.0,22146.0,13593,28445,3853.3,3700.7,2979.5,2484,27383,2965.2,15619.2,16396.0,5143,20567,4013.4,1646.7,1696.0,1504,1920,109.4,cuLaunchKernel,sembla_init_validation_scratch

