# params={"birth_rate":0.032867883584077905,"mortality_young":0.0008342086965791935,"mortality_adult":0.004345626301207654,"mortality_old":0.013697168847177664,"overseas_arrival_rate":0.022657905637119273,"emigration_rate":0.0013184583748960818,"internal_departure_rate":0.0029880102580608758,"internal_arrival_rate":0.020501937891141707}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,797510,0,399269,398241,47261,44262,43849,44446,3978,4850,1151,1061,600,2308,5729,116022,48849,29400,1,800000,0,3978,1151,600,143,1714,2993,1061,2308,15
1,794884,0,397938,396946,50137,43984,43152,44452,3798,4762,1098,1057,588,2291,5484,120443,47751,28812,1,797510,13948,3798,1098,588,127,1694,2941,1057,2291,31
2,792198,0,396537,395661,53123,43742,42577,44298,3877,4754,1036,1057,591,2379,5504,124676,46715,28221,2,794884,13594,3877,1036,591,137,1658,2959,1057,2379,20
3,790007,0,395447,394560,56309,43538,42005,44221,4070,4623,1105,1056,563,2250,5738,128780,45618,27666,2,792198,13694,4070,1105,563,120,1656,2847,1056,2250,16
4,787684,0,394356,393328,59547,43259,41471,44116,4158,4704,981,967,552,2343,5691,132514,44658,27130,2,790007,13667,4158,981,552,166,1788,2750,967,2343,27
5,785550,0,393228,392322,62811,42987,40930,44001,4272,4621,955,1047,577,2270,5804,136214,43732,26566,2,787684,13705,4272,955,577,156,1651,2814,1047,2270,21
6,783645,0,392298,391347,66258,42809,40418,43887,4425,4472,1024,1062,537,2357,5986,139670,42747,26047,2,785550,13742,4425,1024,537,163,1652,2657,1062,2357,21
7,781822,0,391522,390300,69881,42598,39862,43795,4616,4665,955,986,522,2265,6093,142868,41845,25549,3,783645,13877,4616,955,522,170,1707,2788,986,2265,22
8,779900,0,390585,389315,73450,42457,39266,43579,4626,4619,941,994,523,2399,6090,146070,40956,25062,3,781822,14009,4626,941,523,150,1713,2756,994,2399,24
9,778258,0,389791,388467,77043,42289,38693,43382,4695,4461,950,1009,523,2340,6168,149286,40069,24577,3,779900,14102,4695,950,523,168,1616,2677,1009,2340,31
10,776718,0,388981,387737,80792,42075,38202,43170,4802,4425,872,1012,497,2274,6171,152190,39261,24120,3,778258,13978,4802,872,497,147,1632,2646,1012,2274,18
11,775277,0,388243,387034,84589,41892,37661,43043,4887,4379,877,988,484,2322,6248,154881,38468,23685,3,776718,13882,4887,877,484,189,1644,2546,988,2322,17
12,773847,0,387573,386274,88434,41725,37191,42896,4910,4297,846,1076,458,2271,6214,157527,37708,23274,3,775277,13937,4910,846,458,160,1564,2573,1076,2271,18
13,772555,0,386904,385651,92447,41467,36722,42672,5114,4381,817,1037,477,2282,6408,159913,36982,22850,3,773847,13858,5114,817,477,156,1589,2636,1037,2282,28
14,771402,0,386388,385014,96389,41155,36197,42499,5115,4201,823,1030,454,2314,6392,162335,36263,22455,3,772555,14108,5115,823,454,183,1560,2458,1030,2314,21
15,770197,0,385823,384374,100294,41009,35767,42282,5046,4231,809,1045,460,2244,6315,164664,35570,22049,3,771402,13937,5046,809,460,203,1559,2469,1045,2244,24
16,769361,0,385341,384020,104475,40708,35380,42099,5344,4152,793,979,443,2285,6580,166657,34905,21661,3,770197,13835,5344,793,443,216,1551,2385,979,2285,24
17,768431,0,384933,383498,108653,40436,34944,41948,5362,4178,794,1027,434,2315,6590,168516,34231,21302,3,769361,13996,5362,794,434,211,1561,2406,1027,2315,17
18,767841,0,384718,383123,112930,40269,34521,41802,5444,4062,773,983,463,2225,6680,170372,33609,20908,3,768431,14110,5444,773,463,187,1559,2316,983,2225,16
19,767150,0,384334,382816,117193,40051,34076,41580,5504,4112,761,986,411,2269,6676,171932,32981,20570,3,767841,13950,5504,761,411,191,1548,2373,986,2269,13
20,766556,0,384046,382510,121561,39813,33662,41347,5577,4106,715,1003,429,2206,6721,173502,32416,20211,3,767150,14043,5577,715,429,185,1570,2351,1003,2206,22
21,766052,0,383769,382283,125973,39648,33305,41097,5611,4002,716,1036,400,2193,6727,174932,31879,19906,3,766556,14036,5611,716,400,190,1571,2241,1036,2193,23
22,765658,0,383602,382056,130345,39421,32963,40914,5645,3997,748,1011,409,2188,6802,176266,31304,19576,3,766052,13958,5645,748,409,219,1535,2243,1011,2188,17
23,765149,0,383286,381863,134650,39191,32651,40707,5592,3903,747,1045,390,2290,6729,177638,30706,19269,3,765658,13998,5592,747,390,237,1496,2170,1045,2290,20
