# params={"birth_rate":0.03266780734505068,"mortality_young":0.0011181002301101882,"mortality_adult":0.0036410875991641552,"mortality_old":0.021016850701138443,"overseas_arrival_rate":0.02527851354183942,"emigration_rate":0.002085874477283884,"internal_departure_rate":0.0034509695732765928,"internal_arrival_rate":0.013954057109490485}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,795019,0,397976,397043,47154,44249,43495,44073,3953,6268,1273,1696,415,2658,5641,116047,48727,29585,1,800000,0,3953,1273,415,185,1432,4651,1696,2658,27
1,789973,0,395477,394496,49931,43924,42458,43689,3776,6124,1219,1692,400,2625,5395,122893,47508,29185,1,795019,16263,3776,1219,400,172,1430,4522,1692,2625,43
2,785108,0,393007,392101,52878,43629,41573,43154,3920,5988,1148,1671,422,2696,5490,129414,46360,28763,2,789973,15836,3920,1148,422,183,1401,4404,1671,2696,28
3,780917,0,390882,390035,56104,43402,40709,42714,4201,5813,1212,1613,402,2580,5815,135549,45160,28368,2,785108,15845,4201,1212,402,172,1375,4266,1613,2580,27
4,776705,0,388856,387849,59447,43095,39900,42267,4329,5788,1083,1543,384,2677,5796,141189,44103,27995,2,780917,15821,4329,1083,384,205,1487,4096,1543,2677,41
5,772767,0,386859,385908,62853,42806,39097,41788,4504,5690,1071,1610,392,2605,5967,146649,43066,27613,2,776705,15804,4504,1071,392,194,1400,4096,1610,2605,37
6,769155,0,384986,384169,66546,42586,38325,41305,4762,5555,1115,1624,363,2673,6240,151730,41998,27265,2,772767,15872,4762,1115,363,222,1390,3943,1624,2673,28
7,765840,0,383431,382409,70424,42356,37546,40836,4973,5651,1060,1541,376,2532,6409,156525,41000,26911,3,769155,16092,4973,1060,376,226,1405,4020,1541,2532,32
8,762563,0,381824,380739,74294,42216,36734,40298,5016,5505,1041,1552,381,2658,6438,161138,40027,26557,3,765840,16133,5016,1041,381,200,1432,3873,1552,2658,38
9,759547,0,380358,379189,78212,42015,35977,39796,5120,5374,1031,1549,386,2630,6537,165619,39077,26204,3,762563,16153,5120,1031,386,217,1364,3793,1549,2630,45
10,756893,0,378979,377914,82392,41795,35309,39269,5318,5233,940,1496,367,2550,6625,169729,38228,25871,3,759547,16090,5318,940,367,182,1364,3687,1496,2550,29
11,754312,0,377680,376632,86561,41583,34556,38859,5390,5150,967,1532,356,2612,6713,173475,37363,25556,3,756893,15904,5390,967,356,239,1362,3549,1532,2612,31
12,751759,0,376491,375268,90797,41378,33910,38416,5428,5053,913,1606,322,2557,6663,177185,36562,25278,3,754312,16007,5428,913,322,217,1299,3537,1606,2557,32
13,749555,0,375405,374150,95250,41100,33271,37921,5675,5083,900,1521,367,2542,6942,180562,35779,24958,3,751759,15879,5675,900,367,207,1312,3564,1521,2542,35
14,747485,0,374411,373074,99642,40754,32616,37453,5711,4883,888,1543,342,2585,6941,183822,35017,24665,3,749555,16088,5711,888,342,241,1294,3348,1543,2585,26
15,745395,0,373305,372090,103997,40572,32016,36962,5643,4853,867,1602,336,2481,6846,187002,34291,24376,3,747485,15952,5643,867,336,253,1298,3302,1602,2481,33
16,743800,0,372428,371372,108756,40260,31499,36467,6063,4743,835,1512,324,2562,7222,189670,33605,24108,3,745395,15782,6063,835,324,273,1279,3191,1512,2562,30
17,742254,0,371732,370522,113554,39953,30927,36043,6134,4710,841,1572,335,2574,7310,192133,32920,23837,3,743800,16039,6134,841,335,276,1307,3127,1572,2574,30
18,740992,0,371195,369797,118405,39774,30408,35595,6180,4620,832,1504,332,2482,7344,194581,32258,23563,3,742254,16166,6180,832,332,251,1281,3088,1504,2482,25
19,739729,0,370587,369142,123210,39522,29893,35092,6212,4592,825,1501,305,2512,7342,196757,31592,23317,3,740992,15950,6212,825,305,274,1287,3031,1501,2512,24
20,738615,0,370057,368558,128184,39249,29363,34631,6364,4586,787,1539,340,2480,7491,198747,30992,23041,3,739729,15947,6364,787,340,263,1303,3020,1539,2480,31
21,737482,0,369525,367957,133164,39046,28880,34133,6351,4450,757,1606,303,2488,7411,200718,30444,22812,3,738615,16096,6351,757,303,259,1297,2894,1606,2488,37
22,736737,0,369160,367577,138144,38808,28499,33729,6455,4405,809,1527,339,2416,7603,202515,29853,22547,3,737482,15955,6455,809,339,303,1283,2819,1527,2416,16
23,735831,0,368677,367154,143041,38528,28099,33286,6417,4326,792,1575,309,2523,7518,204196,29244,22305,3,736737,15951,6417,792,309,323,1230,2773,1575,2523,33
