"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","24227","sembla","127.0.0.1","sembla_prepare_effects","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Memory Workload Analysis","Memory Throughput","Tbyte/s","1.09",
"0","24227","sembla","127.0.0.1","sembla_prepare_effects","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Memory Workload Analysis","Mem Busy","%","32.25",
"0","24227","sembla","127.0.0.1","sembla_prepare_effects","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Memory Workload Analysis","Max Bandwidth","%","53.54",
"0","24227","sembla","127.0.0.1","sembla_prepare_effects","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Memory Workload Analysis","L1/TEX Hit Rate","%","41.72",
"0","24227","sembla","127.0.0.1","sembla_prepare_effects","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Memory Workload Analysis","L2 Compression Success Rate","%","0",
"0","24227","sembla","127.0.0.1","sembla_prepare_effects","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Memory Workload Analysis","L2 Compression Ratio","%","0",
"0","24227","sembla","127.0.0.1","sembla_prepare_effects","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Memory Workload Analysis","L2 Compression Input Sectors","sector","3162556",
"0","24227","sembla","127.0.0.1","sembla_prepare_effects","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Memory Workload Analysis","L2 Hit Rate","%","53.59",
"0","24227","sembla","127.0.0.1","sembla_prepare_effects","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Memory Workload Analysis","Mem Pipes Busy","%","31.26",
"0","24227","sembla","127.0.0.1","sembla_prepare_effects","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Scheduler Statistics","One or More Eligible","%","31.82",
"0","24227","sembla","127.0.0.1","sembla_prepare_effects","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Scheduler Statistics","Issued Warp Per Scheduler","","0.32",
"0","24227","sembla","127.0.0.1","sembla_prepare_effects","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Scheduler Statistics","No Eligible","%","68.18",
"0","24227","sembla","127.0.0.1","sembla_prepare_effects","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Scheduler Statistics","Active Warps Per Scheduler","warp","13.02",
"0","24227","sembla","127.0.0.1","sembla_prepare_effects","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Scheduler Statistics","Eligible Warps Per Scheduler","warp","0.66",
"0","24227","sembla","127.0.0.1","sembla_prepare_effects","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","SchedulerStats","","","","IssueSlotUtilization","OPT","Every scheduler is capable of issuing one instruction per cycle, but for this workload each scheduler only issues an instruction every 3.1 cycles. This might leave hardware resources underutilized and may lead to less optimal performance. Out of the maximum of 16 warps per scheduler, this workload allocates an average of 13.02 active warps per scheduler, but only an average of 0.66 warps were eligible per cycle. Eligible warps are the subset of active warps that are ready to issue their next instruction. Every cycle with no eligible warp results in no instruction being issued and the issue slot remains unused. To increase the number of eligible warps, avoid possible load imbalances due to highly different execution durations per warp. Reducing stalls indicated on the Warp State Statistics and Source Counters sections can help, too.","local","68.18"
"0","24227","sembla","127.0.0.1","sembla_prepare_effects","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Warp State Statistics","Warp Cycles Per Issued Instruction","cycle","40.92",
"0","24227","sembla","127.0.0.1","sembla_prepare_effects","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Warp State Statistics","Warp Cycles Per Executed Instruction","cycle","40.98",
"0","24227","sembla","127.0.0.1","sembla_prepare_effects","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Warp State Statistics","Avg. Active Threads Per Warp","","32.00",
"0","24227","sembla","127.0.0.1","sembla_prepare_effects","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Warp State Statistics","Avg. Not Predicated Off Threads Per Warp","","29.47",
"0","24227","sembla","127.0.0.1","sembla_prepare_effects","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","WarpStateStats","","","","CPIStall","WRN","The optional metric smsp__pcsamp_sample_count could not be found. Collecting it as an additional metric could enable the rule to provide more guidance.","",""
"0","24227","sembla","127.0.0.1","sembla_prepare_effects","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","WarpStateStats","","","","CPIStall","OPT","On average, each warp of this workload spends 29.5 cycles being stalled waiting for a scoreboard dependency on a L1TEX (local, global, surface, texture) operation. Find the instruction producing the data being waited upon to identify the culprit. To reduce the number of cycles waiting on L1TEX data accesses verify the memory access patterns are optimal for the target architecture, attempt to increase cache hit rates by increasing data locality (coalescing), or by changing the cache configuration. Consider moving frequently used data to shared memory. This stall type represents about 72.1% of the total average of 40.9 cycles between issuing two instructions.","global","68.18"
"0","24227","sembla","127.0.0.1","sembla_prepare_effects","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","WarpStateStats","","","","CPIStall","INF","Check the Warp Stall Sampling (All Samples) table for the top stall locations in your source based on sampling data. The Profiling Guide (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#metrics-reference) provides more details on each stall reason.","",""
