"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","GPU Speed Of Light Throughput","DRAM Frequency","Ghz","1.59",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","GPU Speed Of Light Throughput","SM Frequency","Ghz","1.09",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","77406",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Memory Throughput","%","19.05",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","GPU Speed Of Light Throughput","DRAM Throughput","%","13.90",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Duration","us","70.72",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","20.13",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","GPU Speed Of Light Throughput","L2 Cache Throughput","%","15.08",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","GPU Speed Of Light Throughput","SM Active Cycles","cycle","73218.92",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","54.06",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","SpeedOfLight","","","","SOLBottleneck","OPT","This workload exhibits low compute throughput and memory bandwidth utilization relative to the peak performance of this device. Achieved compute throughput and/or memory bandwidth below 60.0% of peak typically indicate latency issues. Look at Scheduler Statistics and Warp State Statistics for potential reasons.","",""
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Launch Statistics","Block Size","","1024",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Launch Statistics","Cluster Scheduling Policy","","PolicySpread",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Launch Statistics","Cluster Size","","0",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Launch Statistics","Function Cache Configuration","","CachePreferNone",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Launch Statistics","Grid Size","","9766",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Launch Statistics","Registers Per Thread","register/thread","22",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Launch Statistics","Shared Memory Configuration Size","Kbyte","8.19",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Launch Statistics","Driver Shared Memory Per Block","Kbyte/block","1.02",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Launch Statistics","Dynamic Shared Memory Per Block","byte/block","0",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Launch Statistics","Static Shared Memory Per Block","byte/block","0",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Launch Statistics","# SMs","SM","114",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Launch Statistics","Stack Size","","1024",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Launch Statistics","Threads","thread","10000384",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Launch Statistics","# TPCs","","57",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Launch Statistics","Enabled TPC IDs","","all",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Launch Statistics","Uses Green Context","","0",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Launch Statistics","Waves Per SM","","42.83",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Occupancy","Max Active Clusters","cluster","0",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Occupancy","Max Cluster Size","block","8",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Occupancy","Overall GPU Occupancy","%","0",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Occupancy","Cluster Occupancy","%","0",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Occupancy","Block Limit Barriers","block","32",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Occupancy","Block Limit SM","block","32",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Occupancy","Block Limit Registers","block","2",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Occupancy","Block Limit Shared Mem","block","8",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Occupancy","Block Limit Warps","block","2",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Occupancy","Theoretical Active Warps per SM","warp","64",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Occupancy","Theoretical Occupancy","%","100",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Occupancy","Achieved Occupancy","%","78.92",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Occupancy","Achieved Active Warps Per SM","warp","50.51",
"0","24145","sembla","127.0.0.1","sembla_check_candidate_errors","1","7","(1024, 1, 1)","(9766, 1, 1)","0","9.0","Occupancy","","","","AchievedOccupancy","OPT","The difference between calculated theoretical (100.0%) and measured achieved occupancy (78.9%) can be the result of warp scheduling overheads or workload imbalances during the kernel execution. Load imbalances can occur between warps within a block as well as across blocks of the same kernel. See the CUDA Best Practices Guide (https://docs.nvidia.com/cuda/cuda-c-best-practices-guide/index.html#occupancy) for more details on optimizing occupancy.","local","21.08"
