tick,sex,event_age_months,count
0,male,5,2
0,male,6,2
0,male,8,1
0,male,9,1
0,male,10,1
0,male,12,1
0,male,13,4
0,male,14,4
0,male,16,1
0,male,17,1
0,male,19,1
0,female,2,1
0,female,4,1
0,female,7,1
0,female,10,1
0,female,11,1
0,female,12,1
0,female,13,2
0,female,14,6
0,female,15,4
0,female,16,2
0,female,17,3
0,female,18,1
1,male,0,1
1,male,1,1
1,male,4,1
1,male,5,2
1,male,7,1
1,male,11,1
1,male,13,1
1,male,14,4
1,male,15,6
1,male,16,3
1,male,17,3
1,male,18,3
1,female,5,1
1,female,6,1
1,female,7,1
1,female,9,1
1,female,10,1
1,female,13,3
1,female,14,3
1,female,15,1
1,female,17,2
2,male,5,1
2,male,10,1
2,male,12,1
2,male,13,3
2,male,14,2
2,male,15,3
2,male,17,1
2,male,18,2
2,female,4,1
2,female,11,1
2,female,13,1
2,female,14,2
2,female,15,1
2,female,16,4
2,female,17,1
3,male,0,1
3,male,1,1
3,male,5,1
3,male,6,3
3,male,10,1
3,male,14,2
3,male,15,1
3,female,8,3
3,female,11,1
3,female,12,1
3,female,13,5
3,female,14,2
3,female,16,2
4,male,1,1
4,male,3,1
4,male,6,1
4,male,9,1
4,male,13,1
4,male,15,3
4,male,16,4
4,male,17,2
4,male,18,1
4,female,0,1
4,female,5,1
4,female,6,2
4,female,7,1
4,female,10,1
4,female,11,1
4,female,12,1
4,female,13,2
4,female,14,3
4,female,15,2
4,female,16,1
4,female,17,2
4,female,18,1
5,male,0,1
5,male,2,1
5,male,6,1
5,male,10,2
5,male,11,1
5,male,12,1
5,male,13,3
5,male,14,1
5,male,15,3
5,male,17,1
5,female,4,1
5,female,6,1
5,female,11,1
5,female,12,2
5,female,13,2
5,female,14,2
5,female,15,1
5,female,16,2
5,female,17,5
6,male,1,1
6,male,3,1
6,male,4,1
6,male,10,1
6,male,11,1
6,male,13,2
6,male,14,1
6,male,15,5
6,male,16,1
6,male,17,3
6,female,1,1
6,female,2,1
6,female,6,1
6,female,7,1
6,female,9,2
6,female,10,1
6,female,12,1
6,female,13,1
6,female,14,2
6,female,15,4
6,female,16,1
6,female,17,5
7,male,4,1
7,male,12,1
7,male,13,2
7,male,14,3
7,male,15,2
7,male,16,1
7,male,17,1
7,female,8,1
7,female,9,2
7,female,12,1
7,female,14,2
7,female,15,2
7,female,17,2
8,male,0,1
8,male,2,3
8,male,6,1
8,male,9,1
8,male,14,1
8,male,16,1
8,male,17,2
8,female,3,1
8,female,8,1
8,female,10,1
8,female,11,1
8,female,12,1
8,female,13,2
8,female,15,1
8,female,16,2
8,female,17,2
9,male,0,1
9,male,7,1
9,male,11,1
9,male,13,2
9,male,14,1
9,male,15,2
9,female,1,1
9,female,5,2
9,female,13,3
9,female,14,1
9,female,15,2
9,female,16,1
9,female,17,1
10,male,0,1
10,male,5,1
10,male,6,2
10,male,7,1
10,male,8,2
10,male,9,1
10,male,10,2
10,male,13,4
10,male,14,1
10,male,16,2
10,male,17,1
10,female,0,1
10,female,5,1
10,female,10,2
10,female,11,1
10,female,14,1
10,female,15,2
10,female,16,2
10,female,17,2
11,male,0,2
11,male,4,1
11,male,10,1
11,male,13,2
11,male,15,2
11,male,16,2
11,male,17,4
11,female,1,2
11,female,2,1
11,female,4,3
11,female,8,2
11,female,10,1
11,female,12,1
11,female,13,2
11,female,14,1
11,female,15,3
11,female,17,3
11,female,18,1
