# params={"birth_rate":0.019539668616127805,"mortality_young":0.0011677998437286076,"mortality_adult":0.002161160717848118,"mortality_old":0.01116741886885678,"overseas_arrival_rate":0.01738677424936732,"emigration_rate":0.0015760548257173195,"internal_departure_rate":0.0029484934223289435,"internal_arrival_rate":0.0182138829067396}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,796577,0,398933,397644,45619,44315,43943,44548,2390,3541,794,1247,502,2321,3686,117610,49206,29498,1,800000,0,2390,794,502,206,849,2486,1247,2321,25
1,793207,0,397264,395943,47037,44155,43291,44522,2328,3504,812,1241,518,2283,3658,122391,48394,28980,1,796577,10795,2328,812,518,165,845,2494,1241,2283,24
2,789785,0,395523,394262,48389,43936,42806,44472,2298,3477,859,1287,557,2372,3714,127121,47535,28423,2,793207,10686,2298,859,557,198,859,2420,1287,2372,17
3,786687,0,394059,392628,49975,43780,42284,44447,2528,3447,837,1254,515,2277,3880,131718,46704,27913,2,789785,10850,2528,837,515,232,842,2373,1254,2277,15
4,783674,0,392499,391175,51608,43539,41845,44428,2578,3358,788,1249,503,2275,3869,136102,45924,27418,2,786687,10858,2578,788,503,204,816,2338,1249,2275,19
5,780711,0,390909,389802,53318,43327,41388,44425,2662,3405,813,1240,505,2298,3980,140285,45136,26925,2,783674,10751,2662,813,505,186,864,2355,1240,2298,16
6,777908,0,389576,388332,54958,43186,40891,44401,2666,3366,858,1193,507,2275,4031,144526,44304,26428,2,780711,10923,2666,858,507,227,848,2291,1193,2275,12
7,775007,0,388141,386866,56753,43019,40393,44316,2810,3337,753,1288,466,2305,4029,148501,43577,25985,2,777908,10865,2810,753,466,217,807,2313,1288,2305,18
8,772385,0,386838,385547,58671,42899,39927,44196,2923,3304,768,1243,475,2241,4166,152451,42844,25532,2,775007,10959,2923,768,475,207,876,2221,1243,2241,10
9,769971,0,385688,384283,60650,42762,39433,44159,3021,3242,753,1183,448,2211,4222,156144,42136,25113,2,772385,10954,3021,753,448,211,827,2204,1183,2211,14
10,767272,0,384281,382991,62601,42549,39037,44071,2913,3243,727,1165,404,2335,4044,159786,41455,24744,2,769971,10858,2913,727,404,202,886,2155,1165,2335,24
11,765050,0,383159,381891,64733,42406,38561,44020,3175,3179,734,1143,467,2276,4376,163285,40766,24301,2,767272,10787,3175,734,467,213,807,2159,1143,2276,17
12,762662,0,381941,380721,66843,42245,38154,43903,3138,3183,670,1221,430,2222,4238,166654,40160,23898,3,765050,10974,3138,670,430,218,825,2140,1221,2222,27
13,760324,0,380710,379614,69032,42047,37735,43809,3226,3259,679,1175,409,2218,4314,169941,39546,23537,3,762662,10864,3226,679,409,212,853,2194,1175,2218,26
14,758157,0,379651,378506,71245,41827,37257,43723,3238,3076,647,1119,414,2271,4299,173231,38976,23170,3,760324,10966,3238,647,414,204,788,2084,1119,2271,18
15,756250,0,378738,377512,73637,41720,36880,43644,3393,3139,659,1126,414,2108,4466,176157,38405,22815,3,758157,10765,3393,659,414,220,809,2110,1126,2108,13
16,754222,0,377733,376489,75974,41507,36506,43540,3372,3100,687,1158,399,2228,4458,179039,37798,22455,3,756250,10839,3372,687,399,212,783,2105,1158,2228,27
17,752269,0,376821,375448,78343,41257,36062,43433,3429,3017,631,1170,416,2242,4476,181952,37252,22098,3,754222,10944,3429,631,416,212,821,1984,1170,2242,16
18,750478,0,375840,374638,80813,41132,35669,43378,3519,3058,631,1126,385,2142,4535,184697,36726,21773,3,752269,10905,3519,631,385,216,814,2028,1126,2142,15
19,748512,0,374948,373564,83178,40949,35330,43157,3487,3045,631,1211,346,2174,4464,187374,36190,21494,3,750478,10861,3487,631,346,229,785,2031,1211,2174,15
20,746728,0,374124,372604,85603,40759,34972,43008,3508,3062,621,1208,427,2070,4556,190125,35667,21140,3,748512,10894,3508,621,427,257,817,1988,1208,2070,20
21,745048,0,373263,371785,88093,40587,34618,42815,3586,2943,618,1138,387,2190,4591,192727,35137,20817,3,746728,10896,3586,618,387,222,752,1969,1138,2190,13
22,743379,0,372494,370885,90634,40417,34323,42640,3671,2977,601,1128,366,2202,4638,195170,34635,20509,3,745048,10862,3671,601,366,244,768,1965,1128,2202,19
23,741955,0,371835,370120,93216,40254,33977,42497,3701,2830,591,1128,380,2138,4672,197596,34139,20214,3,743379,10945,3701,591,380,243,786,1801,1128,2138,18
