# params={"birth_rate":0.019332769045104285,"mortality_young":0.0012531578224408066,"mortality_adult":0.003621381021217677,"mortality_old":0.00954162610282416,"overseas_arrival_rate":0.018980801878903546,"emigration_rate":0.0019327609377041716,"internal_departure_rate":0.0020491118888102894,"internal_arrival_rate":0.01640326179967746}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,7967491,0,3984033,3983458,456894,442542,439652,446017,23029,37899,9420,15370,4649,16338,37098,1176971,490580,295351,1,8000000,0,23029,9420,4649,2305,14435,21159,15370,16338,199
1,7934431,0,3967411,3967020,470033,440511,434834,447037,22376,37688,9120,15337,4791,16322,36287,1224202,481460,290560,1,7967491,106705,22376,9120,4791,2209,14455,21024,15337,16322,180
2,7903391,0,3951694,3951697,483841,438344,430322,448224,23269,36978,9374,15274,4720,16151,37363,1270280,472086,285840,2,7934431,105634,23269,9374,4720,2209,14100,20669,15274,16151,181
3,7873455,0,3936785,3936670,498818,436405,426244,449276,24257,36628,8872,14968,4619,16088,37748,1314299,463296,281266,2,7903391,105766,24257,8872,4619,2185,14177,20266,14968,16088,193
4,7844348,0,3922125,3922223,514686,434499,421851,450025,25362,36679,8874,15348,4546,15862,38782,1356414,454566,276783,2,7873455,105432,25362,8874,4546,2170,14246,20263,15348,15862,161
5,7816444,0,3908067,3908377,531208,432355,417490,450943,26030,36139,8490,14889,4481,15877,39001,1397916,446311,272424,2,7844348,106671,26030,8490,4481,2270,14014,19855,14889,15877,182
6,7789108,0,3894464,3894644,548740,430234,413272,451645,27187,36245,8470,15239,4424,15933,40081,1437187,438133,268155,3,7816444,105906,27187,8470,4424,2321,13945,19979,15239,15933,177
7,7762293,0,3881389,3880904,566747,427975,408775,452056,27712,36152,8228,14975,4382,16010,40322,1476319,430282,263969,3,7789108,107498,27712,8228,4382,2288,13952,19912,14975,16010,182
8,7736715,0,3868581,3868134,585067,426031,404916,452604,27994,35685,8227,14826,4243,15531,40464,1514834,422467,259942,3,7762293,107459,27994,8227,4243,2375,13880,19430,14826,15531,170
9,7712498,0,3856205,3856293,604469,424215,400858,452991,29105,35270,7889,14689,4332,15584,41326,1551044,415063,255852,3,7736715,106506,29105,7889,4332,2380,13685,19205,14689,15584,188
10,7687964,0,3844323,3843641,624126,422146,396944,453106,29428,35348,7785,14732,4114,15781,41327,1586302,407849,252024,3,7712498,106869,29428,7785,4114,2266,13708,19374,14732,15781,179
11,7664790,0,3832976,3831814,644531,420178,392878,453320,30234,35014,7494,14660,4163,15391,41891,1620996,400987,248162,3,7687964,107188,30234,7494,4163,2285,13781,18948,14660,15391,185
12,7642669,0,3821714,3820955,665764,417869,389107,453502,31023,34538,7440,14559,4006,15493,42469,1654050,394195,244496,3,7664790,106956,31023,7440,4006,2327,13544,18667,14559,15493,165
13,7620915,0,3810769,3810146,687427,415801,385279,453595,31578,34623,7208,14558,3968,15327,42754,1685951,387732,240894,3,7642669,107059,31578,7208,3968,2377,13499,18747,14558,15327,171
14,7600256,0,3800539,3799717,709627,413834,381559,453477,32337,34360,7329,14717,4050,15298,43716,1716897,381239,237233,3,7620915,107262,32337,7329,4050,2455,13624,18281,14717,15298,174
15,7580318,0,3790683,3789635,732293,411990,378033,453353,32831,33866,7100,14370,3862,15495,43793,1747052,375049,233850,3,7600256,108091,32831,7100,3862,2400,13070,18396,14370,15495,164
16,7560634,0,3780865,3779769,755431,410048,374493,453244,33328,34039,7052,14402,3896,15519,44276,1776141,368838,230427,3,7580318,107524,33328,7052,3896,2481,13390,18168,14402,15519,153
17,7542009,0,3771582,3770427,779203,407959,371016,452823,34025,33592,6958,14330,3760,15446,44743,1804629,362800,227194,3,7560634,108236,34025,6958,3760,2505,13115,17972,14330,15446,175
18,7523891,0,3762412,3761479,803585,406138,367646,452602,34727,33368,6751,14394,3558,15392,45036,1831812,356992,224151,3,7542009,108111,34727,6751,3558,2512,13132,17724,14394,15392,175
19,7506076,0,3753484,3752592,828322,404305,364193,452370,35440,33106,6618,14619,3499,15647,45557,1857886,351412,221254,3,7523891,108190,35440,6618,3499,2540,12931,17635,14619,15647,155
20,7489198,0,3744928,3744270,853142,402089,360982,451644,35436,33044,6613,14401,3563,15045,45612,1884043,345950,218319,3,7506076,108929,35436,6613,3563,2493,12975,17576,14401,15045,176
21,7472725,0,3736924,3735801,878178,400251,357535,451278,35782,32682,6393,14193,3475,15248,45650,1908964,340713,215475,3,7489198,108102,35782,6393,3475,2610,12820,17252,14193,15248,174
22,7456790,0,3728813,3727977,904094,398569,354310,450774,36584,32739,6472,14284,3508,15476,46564,1932589,335496,212626,3,7472725,107773,36584,6472,3508,2532,13100,17107,14284,15476,172
23,7441643,0,3721429,3720214,930232,396804,351213,450215,37085,32290,6118,14155,3383,15288,46586,1955988,330679,209957,3,7456790,109063,37085,6118,3383,2657,12719,16914,14155,15288,142
