# params={"birth_rate":0.03266780734505068,"mortality_young":0.0011181002301101882,"mortality_adult":0.0036410875991641552,"mortality_old":0.021016850701138443,"overseas_arrival_rate":0.02527851354183942,"emigration_rate":0.002085874477283884,"internal_departure_rate":0.0034509695732765928,"internal_arrival_rate":0.013954057109490485}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,7948953,0,3974682,3974271,472204,442150,434416,440307,38893,62479,12627,16622,4111,27577,55631,1161107,487373,295889,1,8000000,0,38893,12627,4111,1998,14587,45894,16622,27577,423
1,7897136,0,3948894,3948242,499665,439690,424554,435650,37436,61212,11729,16688,4016,27098,53181,1230349,475644,291873,1,7948953,162309,37436,11729,4016,1894,14206,45112,16688,27098,434
2,7848622,0,3924977,3923645,529075,437193,415304,430987,39552,60646,11829,16452,3986,26783,55367,1295795,463815,287887,2,7897136,158179,39552,11829,3986,2016,14388,44242,16452,26783,373
3,7803922,0,3902322,3901600,560886,434771,406452,426437,41956,59229,11504,16123,4007,26815,57467,1357539,452430,283942,2,7848622,159248,41956,11504,4007,1904,14450,42875,16123,26815,372
4,7762280,0,3881797,3880483,594288,432380,397826,421585,43734,58082,11297,15833,3930,26688,58961,1415616,441395,280106,2,7803922,159634,43734,11297,3930,2001,13967,42114,15833,26688,388
5,7723865,0,3862682,3861183,629338,429979,389428,416973,45660,56749,11096,16169,3888,26141,60644,1470045,430678,276353,2,7762280,159564,45660,11096,3888,2088,13802,40859,16169,26141,404
6,7687147,0,3844329,3842818,665971,427392,381260,412058,47361,56563,10744,15921,3761,26100,61866,1521035,420450,272784,3,7723865,159703,47361,10744,3761,2041,13961,40561,15921,26100,363
7,7653650,0,3827717,3825933,703955,424773,373267,407283,48987,55067,10559,15550,3697,26123,63243,1569806,410509,269295,3,7687147,160450,48987,10559,3697,2111,13907,39049,15550,26123,346
8,7621006,0,3811726,3809280,743278,422181,365819,402409,50416,54978,10035,15707,3858,26268,64309,1615129,401214,265698,3,7653650,159983,50416,10035,3858,2104,13977,38897,15707,26268,351
9,7591238,0,3796815,3794423,783727,419896,358280,397451,51801,53873,10222,15522,3745,26141,65768,1659115,391821,262290,3,7621006,161262,51801,10222,3745,2280,13695,37898,15522,26141,350
10,7564111,0,3783031,3781080,825637,417473,351337,392715,53462,52930,9917,15427,3672,25821,67051,1699946,382788,258977,3,7591238,161304,53462,9917,3672,2235,13637,37058,15427,25821,359
11,7539211,0,3770286,3768925,868720,415082,344598,387810,54743,51908,9634,15353,3730,25746,68107,1737936,374194,255652,3,7564111,161229,54743,9634,3730,2287,13592,36029,15353,25746,345
12,7516031,0,3758677,3757354,912982,412348,337947,382939,56267,51173,9299,15592,3477,25458,69043,1773174,365983,252589,3,7539211,161114,56267,9299,3477,2269,13485,35419,15592,25458,348
13,7493805,0,3747517,3746288,957456,409884,331545,378118,56806,50338,9079,15740,3499,25532,69384,1806829,358191,249565,3,7516031,161266,56806,9079,3499,2407,13231,34700,15740,25532,313
14,7473746,0,3737299,3736447,1002698,407256,325532,373247,58020,49482,8875,15498,3525,25499,70420,1838576,350655,246544,3,7493805,160994,58020,8875,3525,2400,13386,33696,15498,25499,292
15,7454795,0,3727963,3726832,1048847,404762,319635,368392,58815,48965,8664,15424,3415,25456,70894,1868237,343441,243682,3,7473746,160899,58815,8664,3415,2361,13397,33207,15424,25456,289
16,7437449,0,3719237,3718212,1095600,402333,313860,363353,59788,48273,8592,15447,3445,25451,71825,1896189,336365,240826,3,7454795,160739,59788,8592,3445,2475,13232,32566,15447,25451,345
17,7422374,0,3711575,3710799,1143164,399849,308589,358436,60929,47493,8662,15120,3352,25405,72943,1922179,329320,238109,3,7437449,160996,60929,8662,3352,2584,13055,31854,15120,25405,338
18,7408547,0,3704326,3704221,1191509,397771,303386,353555,61756,46477,8210,15376,3305,25245,73271,1946109,322755,235491,3,7422374,160961,61756,8210,3305,2561,12797,31119,15376,25245,320
19,7395302,0,3697903,3697399,1239488,395490,298471,348704,62008,46128,8177,15253,3359,25408,73544,1968887,316243,232779,3,7408547,160369,62008,8177,3359,2645,12954,30529,15253,25408,316
20,7384544,0,3692958,3691586,1288824,392975,293729,343708,63358,45095,7984,15130,3259,25134,74601,1989839,310060,230198,3,7395302,160333,63358,7984,3259,2591,12746,29758,15130,25134,290
21,7374907,0,3688318,3686589,1338564,390523,288859,338949,64079,44426,7740,15157,3232,25105,75051,2008608,304107,227690,3,7384544,159960,64079,7740,3232,2658,12691,29077,15157,25105,313
22,7365959,0,3683502,3682457,1388131,388358,284327,334164,64132,43739,7612,15054,3110,25009,74854,2026542,298347,225350,4,7374907,159739,64132,7612,3110,2681,12732,28326,15054,25009,307
23,7358239,0,3679874,3678365,1438140,386089,279967,329654,65032,43244,7580,15132,3165,25121,75777,2042576,292742,222946,4,7365959,158656,65032,7580,3165,2845,12555,27844,15132,25121,294
