k,beta,gamma,peak_I,peak_tick
1119,1.4458891222352273,0.11725618371687221,3119,23
1120,0.5166535136855125,0.0858984416559734,1799,49
1121,1.2314608296191216,0.10644713311956895,3122,27
1122,0.5653344119437181,0.12395515790739063,1628,48
1123,0.7320942482807425,0.08850368840476563,2483,46
1124,0.7766787357108933,0.08544774861119708,2495,44
1125,1.925581874824242,0.10166601258615808,3277,22
1126,0.7719420794306053,0.08238328564198913,2807,43
1127,0.7108919305739031,0.10273508737375853,2079,48
1128,0.8998239498333731,0.09831448156666227,2569,36
1129,0.955756319589832,0.056377579883227044,3228,37
1130,1.2477176751845416,0.11397426749889059,2764,29
1131,1.305972490194407,0.0797191237993139,3266,29
1132,0.7067052685754431,0.09952407721377864,2244,47
1133,0.7552052919602608,0.11636661787646593,2044,49
1134,0.874922332894325,0.09771097061510277,2506,40
1135,0.6631630506485411,0.11162445047472705,1953,46
1136,0.7802144544261546,0.06416325743162248,2768,47
1137,0.6679099946231203,0.06934099300044008,2543,49
1138,0.8777205066943106,0.0805506749945919,3004,41
1139,1.1605114935631042,0.09963825522538514,2632,32
1140,0.7411771841269887,0.12537034928507013,1980,48
1141,0.9280513189437521,0.12942960945539336,2234,36
1142,0.7900895961432073,0.07783246256399547,2794,43
1143,0.55898683739788,0.1037231893205916,1789,49
1144,0.842639760220256,0.10055919885211843,2099,39
1145,1.2972605047284993,0.14268926280137337,2697,24
1146,0.8514852802400232,0.11271090124114679,2101,40
1147,0.9259416218117907,0.07600841810489639,2958,39
1148,1.595970185576801,0.13196226310012726,3060,22
1149,0.9747938613946134,0.09719061657509279,2710,36
1150,0.9241116406583267,0.07785486364058009,2854,38
1151,0.5101871213366881,0.09870886648172941,1625,49
1152,0.6614709062139165,0.09196348906160492,2169,49
1153,0.746827070421963,0.11710130916031086,1770,49
1154,0.9881118564145681,0.08640460981450533,3065,33
1155,0.8169217319610307,0.07160593905807307,2897,38
1156,0.469122484597682,0.11651957298888954,1282,49
1157,0.6830945380671993,0.07414453720468954,2605,49
1158,0.7758440942018405,0.07311077773753183,2772,46
1159,0.5795118741460313,0.14247139379428989,1301,49
1160,1.0353081809847213,0.1125490458704461,2663,33
1161,1.1206439779687178,0.1006736821770721,3021,29
1162,0.8740763798804451,0.1509336459862456,1720,34
1163,1.3458706122453061,0.09473614212280884,2994,30
1164,0.7897159331445848,0.08315938637534381,2593,43
1165,1.1430941196309852,0.11442072885744678,2765,29
1166,0.7859771652711931,0.11399604980145006,2202,44
1167,0.69190027622546,0.09421886104469973,2240,47
1168,0.4471432210734148,0.07064357791089322,1546,49
1169,1.0579885751123677,0.10349255356078801,2835,31
1170,0.6762644412435123,0.1141392499347783,1985,46
1171,0.7768688760994755,0.0890600759725507,2413,46
1172,0.6954965659036325,0.18329657071053196,1235,44
1173,0.6423861223741223,0.08458329755763284,2492,49
1174,0.697943079453082,0.11070182818348409,1873,48
1175,0.8467031061845997,0.11026801674617757,2265,43
1176,0.6852138368393776,0.11167673983874608,2056,48
1177,0.6045996455202948,0.09665854258558679,1891,48
1178,0.6533455547138547,0.14847487644647164,1566,48
1179,0.9612853804216264,0.06971290157459331,3073,39
1180,0.9829013112986325,0.10221627229023905,2506,37
1181,0.6498027859990788,0.1262660826393553,1624,49
1182,0.6436658821869718,0.08807764941182797,2221,49
1183,0.8568495262279637,0.08601898610747456,2676,41
1184,0.569047472382224,0.08144927229524948,1848,49
1185,0.8308346803884369,0.07388950001754095,2807,45
1186,1.0113532888924581,0.12952074376326178,2615,28
1187,0.7893634199349963,0.0945743922319724,2520,41
1188,0.5766361525802518,0.0862244773656575,1969,48
1189,0.7735922579284906,0.12168413987961389,2118,44
1190,0.6013220607055587,0.08986029022930414,2235,49
1191,0.5026225999363325,0.09526705084432602,1505,49
1192,0.6121145784421603,0.09882565354231164,1990,49
1193,1.0922129564364673,0.105668773993574,2856,31
1194,0.8755360880657059,0.07327753833355488,2994,39
1195,0.5506525564130819,0.10583572502930785,1791,49
1196,0.6307372499393946,0.07409830567365633,2414,49
1197,0.9392543281993444,0.1261830854722192,2500,32
1198,0.6880200496879507,0.08625293450720359,2614,47
1199,0.9967038513426411,0.10939088075558623,2571,32
1200,1.0985594432284695,0.07455527923474332,3081,33
1201,0.8385514214789888,0.11031580886746442,2323,40
1202,0.6937893569356834,0.11580175929252422,1958,49
1203,0.892616901083073,0.1152972177500333,2436,38
1204,0.6873056155570233,0.16670683570163808,1411,47
1205,1.1851151173447818,0.11977135310985576,2669,31
1206,0.7333673274390349,0.07966120623811082,2444,49
1207,0.7215525984302322,0.09031010851172672,2411,46
1208,0.8774930205236238,0.13201754218031245,2094,37
1209,0.8079685383522872,0.11481378453292988,2281,40
1210,0.824827047527772,0.08071658459853784,2571,37
1211,0.5091965781150942,0.09681413073819335,1477,49
1212,0.45583266881527956,0.07165500850021408,1607,49
1213,0.7526484481248001,0.08084488725184118,2733,46
1214,0.6800552721696336,0.10842281279301698,2180,44
1215,0.8446182463075339,0.10940331025593207,2247,43
1216,1.0165934871597697,0.08454327922203576,3047,30
1217,0.8555141914736933,0.08994664561906665,2766,39
1218,0.6705176700643961,0.116546606958798,2018,47
1219,0.5044446193682973,0.075641613155601,2111,49
1220,0.3922810629687235,0.16889196650036073,422,44
1221,0.7284018291201398,0.09917008348766623,2348,48
1222,1.024633221426133,0.07895410737530487,3127,32
1223,1.0424891413738842,0.0715466008220414,3168,32
1224,1.4846264882146225,0.08381955218099668,3395,25
1225,0.9754482456925175,0.09186473820345245,2910,36
1226,0.8802847524682029,0.14397550205399576,1939,33
1227,0.9107962584382501,0.10167265041379389,2651,36
1228,0.45629878055739376,0.08886262863312414,1507,49
1229,0.6975311330557605,0.08727745572455209,2495,46
1230,0.9314939854125892,0.06937655168538512,3174,37
1231,0.8218468515777858,0.1451484772248005,2043,40
1232,0.9204615569089403,0.11235837485405918,2511,37
1233,0.8506318247827036,0.10416427952689948,2355,44
1234,0.7669764754375132,0.07638913373657727,2771,43
1235,0.7203520089071508,0.07913669326851133,2684,46
1236,0.8258773513231187,0.11625974835309447,2219,37
1237,0.8858500561753155,0.09027341318159712,2531,42
1238,1.263584515738101,0.10856988342292612,2891,28
1239,0.8280840634812043,0.0972670171371452,2669,38
1240,0.7787206255190179,0.1003242061845169,2428,42
1241,0.7974213400662159,0.10464507789852244,2320,41
1242,0.9462511931020594,0.15624211236764318,2115,35
1243,0.6383524440926687,0.07887406150546145,2472,49
1244,1.1527100885119852,0.10297335952964343,2812,29
1245,0.7166536253672875,0.0855257315125271,2538,44
1246,0.8742308764159858,0.06855609616689165,3116,39
1247,0.7327071180813938,0.11072053489096143,2242,41
1248,0.6701305040687102,0.05925116671079782,2983,48
1249,1.0352336480125215,0.09021004520711498,2722,36
1250,0.5519354072126137,0.0830025619371371,1882,49
1251,0.8411859590002775,0.1012941542729237,2302,42
1252,0.5126018883368096,0.11406639229268405,1302,49
1253,0.521203733717045,0.1446464935608627,1012,48
1254,0.8655273878646974,0.14866434215177993,1997,38
1255,0.9887477020115933,0.12614631821199182,2393,33
1256,0.9887067325676528,0.08704332191938458,2954,34
1257,0.6181083008577617,0.09340630509405085,2063,49
1258,1.260614738128723,0.12322187580828148,2663,27
1259,0.8061523606476878,0.08375749450609632,2471,43
1260,0.6880422904861843,0.13980209810144947,1890,45
1261,0.8666616197645866,0.11650905838912277,2200,38
1262,0.8190052424730548,0.10220440863149417,2503,38
1263,0.6302924424174647,0.11138804695769806,1870,49
1264,0.9606007358219066,0.11584553760720254,2175,36
1265,0.7505150821473738,0.10372846301393035,2298,45
1266,0.6449190767046251,0.10464751225466537,1936,47
1267,0.5196818155483124,0.14274171300298685,1057,49
1268,1.0262661258483141,0.11715656467672564,2703,31
1269,0.7585777683209303,0.09550421289731265,2295,46
1270,0.6251600346591574,0.038866824871469786,2967,49
1271,0.776731040993691,0.12316772596921287,2232,41
1272,0.733705016311835,0.06294272345542555,2998,47
1273,1.2444172294392564,0.06554956399530684,3279,30
1274,0.9388034063543028,0.11330864437186547,2539,36
1275,0.7409460669871581,0.17627136889127476,1362,41
1276,0.5146029053289848,0.09025240415275682,1660,49
1277,0.6993485395104527,0.0871626346824387,2528,49
1278,0.7836827878328384,0.1130767348823257,2305,42
1279,0.781324355902985,0.07839780807266551,2616,46
1280,0.847053636411224,0.07319278666936857,2839,39
1281,0.7027662722222501,0.08274068036712684,2707,42
1282,0.8193656040293424,0.09686229655053155,2340,41
1283,0.7674949881258232,0.1072379034094958,1996,41
1284,0.5714256486248971,0.04598884181250623,2748,49
1285,0.4821207595931435,0.11157018931366804,1176,49
1286,0.8413199350835331,0.09452549176054362,2404,40
1287,0.779518452565623,0.0861340646929822,2747,41
1288,0.6636839381400154,0.09778058005959184,2105,49
1289,0.8127725577670072,0.10812497839481935,2502,38
1290,0.7583483763325467,0.11328239991809644,1928,47
1291,0.5821927252351932,0.16426846180025745,1277,49
1292,0.7729549117380876,0.0931837719882257,2356,48
1293,0.7046251457687491,0.0763199271682734,2655,47
1294,0.6123527273617062,0.0946401892583115,2199,49
1295,0.6457337090237204,0.0834783383302193,2441,48
1296,1.0542244185291816,0.08676137767464794,2953,33
1297,0.8517673420176662,0.0794351285402611,2756,39
1298,0.8983446269074559,0.12653631549381997,2465,35
1299,0.8435857830249022,0.10954426230233859,2373,40
1300,0.8474720277162531,0.11594594247479999,2250,42
1301,0.5501796824082865,0.11951138875717915,1531,48
1302,0.7900927086730224,0.08573621253802566,2400,44
1303,0.9688861698961897,0.13405243447042586,2376,33
1304,1.1418654838079547,0.09911812647064674,2836,32
1305,0.7961150263473867,0.09411364301988029,2538,42
1306,0.7467683963046465,0.14278695555625642,1550,44
1307,1.3272522737270473,0.08626951782470478,3090,28
1308,0.7876430331959328,0.10232843937768318,2467,42
1309,0.537526874962233,0.12157730735767033,1623,49
1310,0.7827365682424567,0.07219305558976927,2907,41
1311,0.9875046578794283,0.1100075539146276,2635,32
1312,0.41220828163219664,0.130443922128517,775,49
1313,0.6743373690543464,0.11620614893141122,1721,46
1314,1.0272540399065062,0.11349654109473692,2508,36
1315,1.1434097511433015,0.12576171066198133,2456,30
1316,0.6206832615624753,0.11053008808200807,1929,48
1317,0.7977832351299212,0.09158711947298509,2481,42
1318,0.6557428204387018,0.10776675470174005,1951,49
1319,0.6926949331927555,0.07815248185774445,2139,49
1320,0.5354102204630822,0.1157601754229961,1524,49
1321,0.6430161375432242,0.13899878152919615,1716,47
1322,0.824959684764895,0.10205125417106746,2502,39
1323,0.5528496069304211,0.12223673766898753,1472,48
1324,0.6403180433244782,0.09957951429132389,2049,49
1325,1.0307664844517292,0.16845237725399925,2136,31
1326,1.5078670813251822,0.1288331890213347,2978,22
1327,0.7892770783836015,0.07992075936784114,2798,41
1328,0.5948088612325503,0.12577135733149497,1789,49
1329,1.0181165911082466,0.15053364512751538,2372,31
1330,0.9912454688802556,0.11291831134205801,2570,34
1331,0.8573302016955013,0.09021146912454774,2631,38
1332,0.8206970495827273,0.08908403470875804,2584,44
1333,0.7529448028259885,0.19903952051926005,1214,42
1334,1.202630340648991,0.12454949156333592,2822,28
1335,1.023237833436398,0.07859911044555282,3064,38
1336,0.6519977038374665,0.0994799561344495,2131,49
1337,0.6832710649926252,0.10145791849585512,2251,46
1338,0.873163108181441,0.06143955674262858,3202,37
1339,0.7955199424109309,0.11841398279628215,2203,40
1340,0.735845844884119,0.11354791902433027,2057,45
1341,0.5993860013117154,0.10346039162007427,2111,48
1342,0.6648811435676015,0.11337027098152055,2088,44
1343,0.6733964057324932,0.11102795552727268,2096,41
1344,0.9682274680301349,0.10635457289713114,2589,35
1345,0.6683701118219385,0.08427079635872722,2368,49
1346,0.7292762987856274,0.0902884687055312,2536,45
1347,0.7234600352516571,0.09841069045731793,2096,49
1348,1.0216455744988813,0.07841875655201413,3217,35
1349,0.7127426976407154,0.050314680861768296,3224,49
1350,0.7148838886094333,0.10638288654125133,2227,46
1351,0.6690751645594544,0.09895108515104675,2243,49
1352,0.7315112822557983,0.0778436690028638,2659,48
1353,0.7526187002008844,0.09850802469091367,2315,44
1354,0.5630871429878581,0.06132535247942306,2675,49
1355,0.6290095298515459,0.0937621701972269,2083,49
1356,1.1149687825784178,0.08053749278214763,3207,31
1357,0.9373947242847724,0.18222339269593446,1409,35
1358,0.7755834467534841,0.10219715927810617,2055,42
1359,0.8469080145600882,0.11981585103664089,2292,35
1360,1.0623607838011062,0.11129732233695135,2638,32
1361,1.2045610721029845,0.14671827041232566,2440,27
1362,0.6014254546961558,0.10188949660112778,1930,49
1363,0.8113957126466729,0.1006177462459683,2465,43
1364,0.9338187387352401,0.0846979217096858,2797,38
1365,0.9392417066162173,0.10710407340111626,2593,35
1366,0.6998284748577654,0.09243785619613218,2400,46
1367,1.0576496355860154,0.0941711428818538,3020,30
1368,0.9061184885431769,0.13021326367004232,2099,36
1369,1.3495008238672903,0.11827708429425145,2682,26
1370,0.8646089431193185,0.09456092241314124,2754,39
1371,0.47177657380830107,0.11031000394685256,1256,49
1372,1.1285846598115339,0.12180433538837028,2746,28
1373,0.8827527042481614,0.11637191813003797,2273,40
1374,0.9400703130816646,0.13601554426177181,2334,31
1375,0.8488773785130289,0.09033174545646841,2631,43
1376,0.8850096849909019,0.1234759592878418,2333,35
1377,0.7533495552822951,0.12110897972620858,2150,49
1378,0.627098748112609,0.12042853790735807,1898,49
1379,0.8534162040079281,0.06560319934230302,3047,42
1380,1.3850090860445035,0.07286985136260987,3451,26
1381,0.641576365169163,0.1007897641238016,1935,49
1382,0.9306005163219726,0.08834094824167707,2721,39
1383,0.8122058835848014,0.07822725826094803,2867,43
1384,0.7822441167135539,0.09794516145752186,2589,42
1385,1.1650266069726383,0.1069572117051936,2724,28
1386,1.0909401785831463,0.07985622275143098,2814,36
1387,0.6019309988256368,0.2053766506583007,883,48
1388,1.4307663322347617,0.08407447388123436,3475,25
1389,1.1287294225194204,0.11083136812594258,2866,28
1390,0.7716011537089785,0.08178843307547315,2791,41
1391,0.841206267401833,0.06646903505191462,2958,39
1392,0.8790982454762125,0.12764797832975222,2002,44
1393,0.5622367616289968,0.1069656781185966,1503,49
1394,0.8804787368508777,0.07139250351314902,2899,40
1395,1.2185381964052486,0.14537546926890746,2651,27
1396,0.5623907947275143,0.08696139385021662,2134,49
1397,0.7618245109527773,0.14373945804181734,1837,42
1398,0.5737500983651486,0.1148555419379893,1677,49
1399,0.7556913326765493,0.1687140782716967,1338,44
1400,1.1262144371245904,0.05817928955960017,3476,32
1401,0.7201679162206054,0.08865003534287876,2398,44
1402,0.8362566448446961,0.09283469605040905,2790,38
1403,1.1940750946385417,0.08565322185274288,3163,28
1404,1.054961415081884,0.107773349399937,2592,34
1405,0.852937944853303,0.12028268049208753,2133,40
1406,1.017301992622266,0.11346424233415411,2584,34
1407,1.1045339405227317,0.07745816918293344,3038,33
1408,0.45394519411268336,0.0677049704795204,1825,49
1409,0.6883421742544857,0.07453089893647144,2538,49
1410,0.8889896971425252,0.13625711545425062,2162,35
1411,1.063009832249868,0.09464581335206769,2737,33
1412,0.9336265946850929,0.08684010737712115,2732,39
1413,1.1804307409961683,0.13652752816439914,2438,29
1414,0.5666199888047788,0.06461300850704539,2473,49
1415,0.5888739875562323,0.1466563438040216,1403,45
1416,0.866084337178283,0.13813988526270332,2140,38
1417,1.085614972374937,0.10103161794544946,2761,33
1418,0.6147856570199486,0.09498069866681137,2118,49
1419,0.8729970924853809,0.08372198191898386,2615,41
1420,0.8460922752806829,0.1298021625700631,2186,38
1421,0.9699542580096346,0.11097416539042404,2607,34
1422,0.987385996837436,0.06340620436305074,3308,37
1423,0.5966589536194509,0.14825318768300566,1175,49
1424,0.5288571393573986,0.07667719573818967,1870,49
1425,0.9758863059982443,0.13418423814260613,2032,36
1426,0.4569620609493554,0.16838051616081867,718,49
1427,0.4624748608202798,0.11859469982041919,924,49
1428,0.6157910721389273,0.09119437028176433,2082,47
1429,0.906595391970524,0.12403201355131377,2268,38
1430,1.245562068874653,0.06726600153733987,3411,29
1431,0.7692251662588092,0.12227377203023454,2151,43
1432,0.6765759321914506,0.12206238626855316,1851,49
1433,0.4408791316308769,0.1704081614438342,636,49
1434,1.1451932361089057,0.07627103737385926,3174,31
1435,0.7995350375056989,0.07558349428623136,2857,43
1436,0.7580587847457854,0.17428343181583003,1353,38
1437,1.1304926820015513,0.11756643629241961,2845,29
1438,0.5338345249977771,0.12025790167366354,1168,49
1439,0.8088795394013658,0.1057030926157809,2503,40
1440,0.7441651029179,0.11133173717803244,2043,41
1441,0.7803568831019065,0.04784170322857168,3231,45
1442,1.0950653600118585,0.06864805359182007,3098,32
1443,1.3433517982165277,0.09231242949975943,3173,25
1444,0.8252180848716815,0.12728124996918894,2284,38
1445,0.8239447540183773,0.0827781242414935,2825,37
1446,0.6731768539262175,0.10257377324226907,1894,48
1447,0.8688338282693315,0.0707497159056138,3004,42
1448,0.7706792331486869,0.10276707738304001,2013,43
1449,1.0335433618760945,0.07292866536953692,2905,33
1450,0.8721002040370578,0.11083243546460546,2256,38
1451,0.7868436253085431,0.16246286360446774,1724,39
1452,0.9502465308959289,0.08782833319783692,2762,36
1453,1.0141378881394996,0.0925072715482022,2539,36
1454,1.083518364397818,0.0841982197406484,3066,30
1455,1.0352090530398457,0.11293726985908098,2491,35
1456,0.6878833456376698,0.1365595766782604,1662,48
1457,0.8882935755273329,0.10810161403159818,2519,39
1458,0.7122551119464383,0.0704478516607236,2776,49
1459,0.6010412002815327,0.11049892665841103,1775,49
1460,0.5876759175573759,0.08981733785867241,2055,49
1461,0.8951933934358942,0.07916238815664588,2723,43
1462,0.9555889050172196,0.08744390492834939,2790,38
1463,0.7898669052375554,0.1241736753927463,1999,42
1464,0.674497202786366,0.09061681591231485,2122,49
1465,0.813332600608827,0.13702956774048103,2112,40
1466,0.9214147050548606,0.08391188141379913,2708,37
1467,1.0434896103388438,0.08897171151968783,2849,38
1468,0.7474813670386361,0.07943478202446755,2900,44
1469,0.7644463513668047,0.08255765590283244,2619,38
1470,0.9618310709110744,0.12365066324021869,2083,38
1471,0.9355821987772623,0.09290238424285177,2692,37
1472,0.6863825805744639,0.10640557608400623,2167,44
1473,0.6911971646782944,0.07732494915331416,2504,48
1474,1.0140307395572739,0.07267131758861928,2684,36
1475,0.7712027959081188,0.07293172929096571,2676,47
1476,0.9752892395431186,0.09690455406224434,2605,37
1477,0.7878664202008554,0.07626287281061025,2891,44
1478,1.1830302651582232,0.13593394642720105,2420,28
1479,0.568718681997311,0.05712192726922224,2398,49
1480,1.2176212509628326,0.09664458567734975,2956,29
1481,0.857835465658676,0.06827208601144105,3074,41
1482,0.6106823932406263,0.09452746309101409,1983,49
1483,0.9790019270449115,0.10268832676089373,2686,35
1484,0.7089231344638627,0.09267112901782688,2266,47
1485,0.769219494599426,0.0702626864181649,2758,43
1486,0.5324770485482447,0.11679965643214157,1242,49
1487,0.9033180140765518,0.08700080296099161,2747,41
1488,1.003684017504649,0.08524378567686859,3012,34
1489,0.8644590597922697,0.1097870901764833,2459,39
1490,0.4110854009402891,0.0779832972436013,1291,49
1491,0.795748885914977,0.1091436984475951,2182,42
1492,1.1045115513654946,0.12101808491723048,2589,29
1493,1.5615264802313114,0.06862259203674399,3714,24
1494,0.7887991539273653,0.08428414656866079,2432,46
1495,0.6321338460241384,0.06738138702681473,2389,49
1496,0.8407190902572826,0.11637844167159327,2109,45
1497,0.8732951191397988,0.045687021464349956,3505,43
1498,1.0174303632451354,0.15488189671277386,2304,35
1499,0.9209316208696143,0.12644827680472073,2426,36
1500,0.9161538573186658,0.1344376819894131,2028,39
1501,0.6060423294749334,0.1832333075896996,901,47
1502,0.6651939122240063,0.07679520619256129,2383,49
1503,0.9937896994805189,0.13064906891278522,2480,33
1504,0.8544115407353141,0.1009361309400736,2626,42
1505,0.886247199129699,0.05880770440719942,3219,39
1506,0.8831656638726509,0.07853632208658165,2744,41
1507,1.0131694802068951,0.08529431027357072,2944,35
1508,0.8189832641036804,0.09147898653866819,2523,43
1509,0.8960899491658549,0.08078637798574863,2854,39
1510,0.7237313286747188,0.08772466091521197,2460,43
1511,0.6437402500285886,0.13118129042074106,1689,48
1512,0.6105859931179605,0.07676572677230722,2276,49
1513,0.7877231555530136,0.0842341125541117,2632,45
1514,0.8885485322405539,0.0854958257757023,3002,36
1515,0.9972416581243364,0.06117966401024759,2964,39
1516,0.7816299755157448,0.0863505326393852,2630,42
1517,0.7457240746492992,0.10192958513859052,2463,44
1518,0.8578465272843783,0.07679976597375632,2889,38
1519,0.8615168950459705,0.09449498315299751,2676,37
1520,0.753023319010163,0.13694376279786205,1904,40
1521,0.7898744419401258,0.14935182480729164,1865,45
1522,0.5568536495860152,0.08452782586094545,2029,49
1523,0.6153739763688904,0.08588311520284975,2395,49
1524,1.1084614125343875,0.08888263887497502,2841,32
1525,0.8585941268272754,0.10124864304665654,2415,41
1526,0.9937205206463987,0.09619983592436865,2902,32
1527,0.8127327831427676,0.11088605769970941,1935,37
1528,0.5437611227965408,0.07407131266283123,2359,49
1529,0.8445082487602268,0.07119269456972645,3041,40
1530,0.6977883870791861,0.11166778749606353,1901,44
1531,0.7022057603202256,0.08963130573006592,2121,47
1532,0.5803280890615177,0.10659824901120285,1749,45
1533,0.6118027900591939,0.07506966519867643,2338,49
1534,0.8978546566588349,0.0942418325891491,2719,36
1535,0.8666424075876088,0.0835716121300618,2762,39
1536,0.5920451700710536,0.1664117148725437,1129,49
1537,0.5424955088225445,0.10034256647372465,1626,49
1538,0.956632966415105,0.08836080156963137,2700,38
1539,0.698221673898984,0.0781516417890637,2489,48
1540,0.7910350401910164,0.10579337602492747,2206,42
1541,1.2037852381219243,0.09397787799409126,3003,29
1542,0.7464838032101138,0.0766784323310345,2720,45
1543,0.9027032919423303,0.13837541973464362,2191,40
1544,0.5552504521547014,0.08458349698979828,2076,49
1545,0.7193522329879558,0.1116731614809251,2089,44
1546,0.7339506076723609,0.19461788739358593,1205,44
1547,0.8311220170093216,0.07601915542355302,2772,40
1548,0.7791212157957436,0.0726215503197404,2925,42
1549,0.6786095570678199,0.12489783019166101,1599,42
1550,0.7242430877055265,0.10725227835555165,2171,49
1551,0.5008305474469202,0.07047566068788716,1875,49
1552,1.1069405888538268,0.09741632134517147,2802,34
1553,0.892069389330808,0.07010471443035846,3027,41
1554,0.8641548552913209,0.07510085331918766,2956,35
1555,0.805736486886934,0.07233972706102254,2845,46
1556,0.9777634809719133,0.10658063765104339,2462,40
1557,1.1150310176828007,0.079739427939933,3193,30
1558,0.7838247531360656,0.15734404158011694,1915,37
1559,0.8077048260833977,0.1006704291220152,2253,49
1560,0.9279880755527687,0.10215257903558467,2774,35
1561,0.9369533841196478,0.10652670297771878,2636,35
1562,0.8292187170519872,0.09727347512955345,2730,36
1563,0.90337166164872,0.13067432477017402,2249,33
1564,0.7188409460444618,0.16750081470601347,1459,43
1565,0.44333391256532206,0.11248852784884397,953,49
1566,0.34505384212779183,0.10900585978110935,656,49
1567,0.61400295827581,0.10095711974538725,2136,47
1568,0.8630714143636927,0.07061343174271846,3018,40
1569,0.7537522104328265,0.12101031294067098,1770,47
1570,0.749223019116096,0.07426343885543958,2677,45
1571,0.509090845701101,0.10829923706659628,1454,49
1572,0.6764964191341248,0.10848392842373215,2037,44
1573,0.812141123114405,0.09013536863502014,2599,44
1574,1.0509166881082774,0.0943469926802653,2997,31
1575,0.7412400243775676,0.08866959475170483,2562,46
1576,0.8189559020452392,0.07496473421950095,2927,42
1577,0.7263120282541043,0.16874466677570366,1732,42
1578,0.8464494682617273,0.12532829771575177,2276,38
1579,1.1500646499858334,0.10578631082568517,2934,31
1580,0.7617456031038747,0.1249997451090164,2156,43
1581,0.8344972944188018,0.08027938077072919,2757,40
1582,0.721341222387168,0.08591603419262334,2550,45
1583,0.7209625876707723,0.11861882018133824,1962,45
1584,0.5996371507413689,0.1037614190908587,1804,49
1585,0.6137178292041267,0.08806411174573027,2314,49
1586,0.8662485162569061,0.12762027509857915,2055,38
1587,0.7934625578739061,0.07534204170113565,2674,45
1588,0.8307432963129839,0.05559684705306141,3103,43
1589,0.6502801760318965,0.0848323686340409,2517,48
1590,1.1244133824861575,0.10285242883272991,2879,32
1591,0.9512629133452113,0.13662865895647958,2279,34
1592,0.5978483000317109,0.11443250289179378,1614,49
1593,0.5509694639396975,0.09723737821703275,1675,49
1594,0.6298438224978847,0.08467510939953057,2188,49
1595,0.701563200783387,0.09619358684781337,2177,44
1596,0.6746757866429203,0.0795888546682076,2402,49
1597,0.7782569751447922,0.11934641875225467,1861,38
1598,0.955015910194162,0.08432197634675148,2997,36
1599,0.7147238773883228,0.10353195290228982,2016,47
1600,0.952354097835055,0.09474634767794539,2464,34
1601,0.6627786598989274,0.13401726523131488,1934,46
1602,0.6037911344941733,0.10723920198830061,1812,49
1603,0.8305315760764203,0.16767841016418084,1434,36
1604,0.8103951463204547,0.13131081745538964,1878,43
1605,0.8993263950778102,0.09344962977519153,2730,37
1606,0.5707522484898627,0.13811322007201693,1277,46
1607,0.6715156144891583,0.10593970379783241,2040,47
1608,0.9809566762736279,0.1084319368446768,2594,33
1609,1.2462936664284954,0.10677999699172583,2930,27
1610,0.6967440071739679,0.11498372237183443,2050,49
1611,0.8892010009694378,0.09763065266668805,2588,38
1612,0.8951080747876833,0.07982482401830339,2963,37
1613,0.8703222424388631,0.11428524648669099,2517,38
1614,0.8031599650972929,0.10798161506708287,2568,39
1615,0.7421032645461509,0.0902501638921196,2481,46
1616,0.705833211306546,0.12843157910644226,1945,46
1617,0.8934764120679418,0.09818631104779314,2450,41
1618,0.9248967687377242,0.11200170618341346,2657,33
1619,0.8229181080909073,0.14733017094324988,1821,43
1620,0.8819397104493046,0.09657108884404911,2611,38
1621,0.6326783104143772,0.09843007900186704,2122,48
1622,0.8574849058872337,0.1351125070947636,2132,41
1623,0.9621008268133203,0.06851237574854935,3162,37
1624,0.7919598151037086,0.09825871149135969,2488,41
1625,0.735302249694828,0.12447677829791663,1849,45
1626,1.0852543884055845,0.09380492451383897,2746,32
1627,0.6956207239081875,0.07997570932109085,2078,46
1628,0.7129255521888564,0.12232121616841089,1800,43
1629,0.5915889741001229,0.06409001614117614,2318,49
1630,0.6010390056651675,0.08597010575491949,2217,48
1631,0.928958786222196,0.13414773920750564,2239,38
1632,0.8652174202158034,0.11739198851290826,2292,35
1633,0.7782455531279535,0.08925170078683753,2575,44
1634,0.5719618582743066,0.09738427720509234,1899,49
1635,0.7579872048674787,0.11367549153777665,2387,43
1636,0.7602163554824974,0.09194403239156818,2366,47
1637,0.8064752399144235,0.11774612637263228,2152,46
1638,0.595603560415932,0.12738519817299154,1465,47
1639,1.0484967311001507,0.1458224070740767,2011,39
1640,0.8219825319524517,0.13290109503209743,1710,48
1641,0.4929322133222279,0.06868414890485999,1933,49
1642,0.6286029524985839,0.06459110982009361,2720,49
1643,0.5455396769694671,0.09635621954044184,1775,49
1644,0.6390543465378269,0.10731016451388664,1803,48
1645,0.8984512329098201,0.12048310469083298,2013,38
1646,1.115427909311867,0.08254913720415011,3157,33
1647,0.7491855552258945,0.11297342911215418,2026,44
1648,0.5752897922767819,0.09309460282856774,1860,49
1649,0.9459690678712295,0.10454132270657812,2514,38
1650,1.0715594623726454,0.06636153373667819,3315,33
1651,0.6989267114825237,0.12769637110663856,1729,45
1652,0.90169212430361,0.17168378146823388,1927,36
1653,1.1362293874196863,0.08748587726650624,3084,29
1654,0.8697249118726764,0.08750195134176866,2711,41
1655,0.6124935720000628,0.06960868816002916,2433,49
1656,1.1390568068039073,0.07714926101341679,3255,30
1657,0.3833171240650999,0.08125011454636952,1206,49
1658,0.8469193701949242,0.09852181945115326,2495,38
1659,0.8192223839091102,0.08104764847766206,2528,42
