# params={"birth_rate":0.03127326489924197,"mortality_young":0.0008075956768939257,"mortality_adult":0.0023543392822770997,"mortality_old":0.009859680434451687,"overseas_arrival_rate":0.02255531908618138,"emigration_rate":0.002016042117241798,"internal_departure_rate":0.002818298038424864,"internal_arrival_rate":0.020448792854416017}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,798437,0,399779,398658,46951,44350,43988,44623,3704,3195,1124,1581,609,2224,5437,116296,48876,29391,1,800000,0,3704,1124,609,143,935,2117,1581,2224,11
1,796603,0,398943,397660,49582,44162,43457,44654,3560,3237,1069,1582,605,2249,5234,119736,47807,28786,1,798437,12437,3560,1069,605,155,918,2164,1582,2249,22
2,794891,0,398115,396776,52326,43970,43047,44642,3696,3203,1056,1616,556,2201,5308,123108,46751,28230,2,796603,12302,3696,1056,556,140,969,2094,1616,2201,24
3,793270,0,397350,395920,55209,43827,42566,44680,3846,3258,1065,1585,508,2197,5419,126266,45695,27729,2,794891,12328,3846,1065,508,146,931,2181,1585,2197,20
4,791615,0,396565,395050,58216,43621,42150,44709,3984,3217,977,1677,581,2303,5542,129301,44733,27154,2,793270,12459,3984,977,581,157,943,2117,1677,2303,23
5,790272,0,395764,394508,61276,43415,41735,44712,4056,3193,1010,1598,533,2151,5599,132397,43750,26639,2,791615,12739,4056,1010,533,126,958,2109,1598,2151,26
6,789081,0,395148,393933,64316,43268,41307,44731,4058,3020,977,1573,553,2186,5588,135230,42811,26099,2,790272,12541,4058,977,553,155,924,1941,1573,2186,15
7,787666,0,394455,393211,67435,43043,40798,44722,4136,3161,891,1593,498,2186,5525,137813,41957,25624,2,789081,12367,4136,891,498,156,936,2069,1593,2186,23
8,786655,0,394014,392641,70624,42938,40335,44622,4256,3084,975,1503,491,2146,5722,140431,41022,25159,3,787666,12465,4256,975,491,163,870,2051,1503,2146,18
9,785577,0,393280,392297,73772,42829,39923,44615,4274,3027,907,1637,544,2139,5725,142816,40160,24644,3,786655,12455,4274,907,544,173,862,1992,1637,2139,17
10,784686,0,392834,391852,77070,42706,39537,44560,4354,3012,894,1511,544,2160,5792,145164,39328,24139,3,785577,12528,4354,894,544,153,867,1992,1511,2160,27
11,783977,0,392557,391420,80445,42595,39140,44504,4505,2976,928,1496,460,2130,5893,147235,38470,23716,3,784686,12475,4505,928,460,155,899,1922,1496,2130,20
12,783095,0,392076,391019,83921,42395,38767,44495,4539,2984,815,1514,513,2251,5867,149189,37725,23242,3,783977,12495,4539,815,513,167,915,1902,1514,2251,32
13,782302,0,391711,390591,87482,42194,38368,44452,4653,3018,854,1587,491,2186,5998,151136,36959,22812,3,783095,12616,4653,854,491,157,881,1980,1587,2186,26
14,781672,0,391426,390246,91051,42011,37950,44432,4710,2974,825,1479,485,2197,6020,153081,36220,22377,3,782302,12789,4710,825,485,176,905,1893,1479,2197,17
15,781101,0,391117,389984,94758,41896,37561,44361,4824,2860,807,1576,455,2221,6086,154757,35512,21973,3,781672,12670,4824,807,455,154,846,1860,1576,2221,27
16,780517,0,390781,389736,98356,41705,37252,44294,4751,2827,778,1552,422,2156,5951,156508,34828,21612,3,781101,12743,4751,778,422,176,826,1825,1552,2156,16
17,780179,0,390580,389599,102093,41430,36899,44262,4910,2771,809,1526,462,2222,6181,157969,34124,21209,3,780517,12486,4910,809,462,184,828,1759,1526,2222,17
18,779523,0,390237,389286,105674,41304,36574,44208,4796,2877,754,1578,441,2192,5991,159506,33486,20838,3,780179,12700,4796,754,441,175,868,1834,1578,2192,20
19,779223,0,390128,389095,109502,41069,36187,44112,5039,2814,736,1623,435,2073,6210,160943,32868,20456,3,779523,12638,5039,736,435,179,833,1802,1623,2073,8
20,778869,0,390016,388853,113251,40913,35871,43956,4998,2876,740,1546,440,2110,6178,162254,32250,20095,3,779223,12720,4998,740,440,188,873,1815,1546,2110,16
21,778635,0,389886,388749,117095,40739,35532,43822,5075,2780,720,1473,432,2208,6227,163505,31666,19733,3,778869,12710,5075,720,432,181,851,1748,1473,2208,17
22,778255,0,389650,388605,120907,40591,35185,43721,5083,2767,722,1578,389,2229,6194,164671,31084,19416,3,778635,12688,5083,722,389,193,826,1748,1578,2229,20
23,778039,0,389637,388402,124740,40432,34844,43577,5103,2773,703,1519,418,2148,6224,165931,30505,19085,3,778255,12768,5103,703,418,154,854,1765,1519,2148,20
