# params={"birth_rate":0.02528413147336222,"mortality_young":0.0013112876087594512,"mortality_adult":0.00263557829463596,"mortality_old":0.013014188060255182,"overseas_arrival_rate":0.017440326825641596,"emigration_rate":0.0017432299939879443,"internal_departure_rate":0.0034339884813959116,"internal_arrival_rate":0.013644292055800377}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,795763,0,398480,397283,46163,44273,43782,44404,3013,4237,833,1480,420,2786,4266,116987,49167,29580,1,800000,0,3013,833,420,250,1065,2922,1480,2786,19
1,791760,0,396478,395282,48000,44062,43080,44341,2874,4047,901,1397,386,2720,4161,122616,48266,29194,1,795763,12769,2874,901,386,204,1053,2790,1397,2720,30
2,787951,0,394636,393315,50174,43832,42458,44167,3147,4166,828,1325,405,2698,4380,127633,47438,28789,2,791760,12325,3147,828,405,226,1074,2866,1325,2698,21
3,784259,0,392800,391459,52376,43650,41819,44087,3170,3984,843,1403,386,2704,4399,132641,46601,28408,2,787951,12569,3170,843,386,230,1024,2730,1403,2704,29
4,780895,0,391128,389767,54695,43424,41241,44020,3316,3960,825,1386,393,2552,4534,137395,45792,28020,2,784259,12490,3316,825,393,252,1031,2677,1386,2552,30
5,777577,0,389564,388013,57129,43173,40701,43896,3455,3973,816,1346,383,2653,4654,141803,44999,27649,2,780895,12432,3455,816,383,266,1040,2667,1346,2653,23
6,774492,0,388094,386398,59664,42990,40142,43695,3559,3860,803,1285,363,2665,4725,146174,44226,27298,2,777577,12626,3559,803,363,238,994,2628,1285,2665,32
7,771375,0,386549,384826,62202,42723,39565,43530,3604,3800,783,1403,379,2680,4766,150325,43476,26941,2,774492,12535,3604,783,379,223,990,2587,1403,2680,25
8,768432,0,385099,383333,64885,42527,39017,43349,3730,3783,733,1333,352,2642,4815,154404,42784,26622,2,771375,12649,3730,733,352,241,1013,2529,1333,2642,26
9,765545,0,383690,381855,67493,42342,38476,43167,3750,3728,722,1311,368,2688,4840,158333,42114,26281,2,768432,12573,3750,722,368,256,985,2487,1311,2688,27
10,763031,0,382363,380668,70423,42156,37956,42985,4014,3767,723,1316,346,2514,5083,161965,41452,25955,2,765545,12567,4014,723,346,234,1004,2529,1316,2514,28
11,760435,0,381004,379431,73306,41975,37374,42834,4015,3672,658,1311,367,2653,5040,165475,40835,25619,3,763031,12680,4015,658,367,242,991,2439,1311,2653,23
12,758266,0,379979,378287,76314,41793,36894,42654,4097,3541,734,1322,367,2504,5198,168918,40173,25276,3,760435,12676,4097,734,367,249,930,2362,1322,2504,27
13,756009,0,378844,377165,79399,41562,36431,42448,4214,3605,721,1342,341,2586,5276,171968,39522,24968,3,758266,12565,4214,721,341,274,978,2353,1342,2586,25
14,753831,0,377713,376118,82529,41285,35958,42223,4303,3567,673,1352,360,2595,5336,175059,38937,24659,3,756009,12809,4303,673,360,259,983,2325,1352,2595,21
15,751822,0,376688,375134,85864,41133,35453,41982,4463,3573,666,1302,303,2566,5432,177986,38362,24389,3,753831,12850,4463,666,303,254,973,2346,1302,2566,23
16,749841,0,375734,374107,89058,40860,35013,41761,4381,3481,712,1328,330,2595,5423,180921,37734,24100,3,751822,12873,4381,712,330,251,986,2244,1328,2595,30
17,748021,0,374783,373238,92420,40564,34545,41559,4581,3566,649,1269,340,2555,5570,183603,37183,23803,3,749841,12827,4581,649,340,290,903,2373,1269,2555,21
18,746281,0,374000,372281,95794,40372,34113,41331,4570,3496,632,1261,343,2528,5545,186274,36644,23516,3,748021,12960,4570,632,343,289,940,2267,1261,2528,25
19,744865,0,373313,371552,99229,40139,33692,41131,4729,3323,668,1315,316,2491,5713,188674,36070,23262,3,746281,12830,4729,668,316,277,895,2151,1315,2491,20
20,743254,0,372534,370720,102565,39946,33268,40845,4612,3447,636,1243,321,2490,5569,191005,35549,23012,3,744865,12842,4612,636,321,270,1002,2175,1243,2490,16
21,741745,0,371689,370056,106172,39757,32851,40548,4830,3397,593,1300,309,2544,5732,193178,35069,22767,3,743254,12749,4830,593,309,256,911,2230,1300,2544,26
22,740272,0,370967,369305,109770,39549,32448,40286,4856,3338,563,1302,316,2568,5735,195375,34640,22505,3,741745,12973,4856,563,316,313,913,2112,1302,2568,26
23,739112,0,370373,368739,113353,39340,32093,40047,4880,3213,583,1215,283,2478,5746,197526,34173,22283,3,740272,12943,4880,583,283,280,899,2034,1215,2478,19
