# params={"birth_rate":0.02778536137055208,"mortality_young":0.0010895578658054437,"mortality_adult":0.0030163612729627192,"mortality_old":0.012785620585053902,"overseas_arrival_rate":0.024864181099854582,"emigration_rate":0.0022403732868130815,"internal_departure_rate":0.0018192366192934116,"internal_arrival_rate":0.020868805765224367}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,7977033,0,3988951,3988082,467024,442994,438620,444403,32904,42212,12190,17662,6171,14358,51265,1167096,487810,293829,1,8000000,0,32904,12190,6171,1888,12046,28278,17662,14358,213
1,7953251,0,3976794,3976457,489875,441404,432763,443943,31924,41752,11917,17574,5955,14252,49796,1209404,475893,287874,1,7977033,125497,31924,11917,5955,1858,11938,27956,17574,14252,214
2,7930908,0,3965431,3965477,513581,439810,427212,443676,33175,41069,11706,17514,5866,14507,50747,1249807,464187,282008,2,7953251,123374,33175,11706,5866,1966,12015,27088,17514,14507,194
3,7909215,0,3954376,3954839,538315,438297,422070,443152,34107,41101,11364,17517,5810,14356,51281,1288645,452915,276251,2,7930908,123837,34107,11364,5810,1945,11951,27205,17517,14356,197
4,7889005,0,3944221,3944784,563989,436835,416877,442467,35151,40705,11035,17451,5822,14062,52008,1326193,442052,270532,2,7909215,124255,35151,11035,5822,1963,11837,26905,17451,14062,171
5,7869781,0,3934282,3935499,590955,435119,411677,441779,36511,40435,10836,17310,5625,14451,52972,1361501,431477,265045,2,7889005,124226,36511,10836,5625,2040,11975,26420,17310,14451,200
6,7852007,0,3925585,3926422,618625,433443,406505,440961,37480,39765,10522,17643,5571,13939,53573,1395671,421311,259664,3,7869781,125168,37480,10522,5571,2030,11656,26079,17643,13939,188
7,7834529,0,3917047,3917482,646848,431682,401524,439826,38027,39528,10441,17441,5244,14221,53712,1428305,411297,254679,3,7852007,124920,38027,10441,5244,2007,11752,25769,17441,14221,191
8,7818632,0,3909473,3909159,676204,430084,396767,438794,39130,39205,10247,17401,5404,14072,54781,1459532,401622,249536,3,7834529,124902,39130,10247,5404,2082,11656,25467,17401,14072,203
9,7802956,0,3901693,3901263,705901,428763,391781,437702,39821,39327,10061,17260,5095,14066,54977,1489513,392125,244753,3,7818632,125459,39821,10061,5095,2091,11579,25657,17260,14066,217
10,7788191,0,3894447,3893744,736392,427176,387108,436529,40682,38869,9511,17060,5052,14081,55245,1518443,383260,240096,3,7802956,125630,40682,9511,5052,2126,11669,25074,17060,14081,178
11,7774655,0,3887976,3886679,767660,425674,382662,435237,41537,38243,9582,17226,4859,14045,55978,1545738,374460,235633,3,7788191,125255,41537,9582,4859,2165,11663,24415,17226,14045,168
12,7762016,0,3881464,3880552,799769,423793,378254,433769,42448,37993,9257,17475,4875,13751,56580,1571507,366040,231218,3,7774655,125492,42448,9257,4875,2189,11259,24545,17475,13751,183
13,7750341,0,3875379,3874962,832755,422025,374035,432433,43453,37597,9044,17388,4741,13928,57238,1595899,357890,226957,3,7762016,125799,43453,9044,4741,2189,11564,23844,17388,13928,176
14,7740065,0,3870169,3869896,865839,420235,370117,431081,43913,37074,8970,17175,4655,13565,57538,1619379,349940,222802,3,7750341,126151,43913,8970,4655,2179,11435,23460,17175,13565,180
15,7729722,0,3865102,3864620,899536,418550,366049,429427,44501,36930,8620,17210,4700,14024,57821,1641092,342344,218678,3,7740065,125352,44501,8620,4700,2176,11398,23356,17210,14024,204
16,7719766,0,3860336,3859430,933453,416768,362042,427705,44990,36621,8378,17285,4695,14113,58063,1662440,335117,214658,3,7729722,125985,44990,8378,4695,2287,11100,23234,17285,14113,182
17,7710484,0,3855879,3854605,967617,414982,358176,426091,45383,36275,8228,17331,4442,13729,58053,1683260,328067,210854,3,7719766,126082,45383,8228,4442,2307,11230,22738,17331,13729,180
18,7702331,0,3851863,3850468,1002976,413433,354478,424253,46564,36182,8046,17042,4364,13903,58974,1702155,321232,207155,3,7710484,125388,46564,8046,4364,2294,11066,22822,17042,13903,205
19,7693985,0,3847751,3846234,1038164,411812,350715,422566,46596,35954,7858,17261,4267,13852,58721,1720600,314715,203633,3,7702331,126101,46596,7858,4267,2382,11149,22423,17261,13852,190
20,7686554,0,3844346,3842208,1073873,410030,347024,420617,47267,35482,7748,17149,4143,13958,59158,1738260,308380,200217,4,7693985,125788,47267,7748,4143,2418,10948,22116,17149,13958,176
21,7679924,0,3841043,3838881,1110135,408356,343483,418585,47854,35373,7581,16903,4137,13926,59572,1754846,302203,196825,4,7686554,125747,47854,7581,4137,2530,10998,21845,16903,13926,177
22,7673078,0,3837865,3835213,1146362,406838,339933,416396,48103,35358,7456,17246,4064,13865,59623,1770648,296197,193608,4,7679924,125774,48103,7456,4064,2532,11107,21719,17246,13865,192
23,7667282,0,3835020,3832262,1182652,405311,336656,414609,48310,34564,7330,16869,3918,13921,59558,1786351,290489,190524,4,7673078,126092,48310,7330,3918,2513,10978,21073,16869,13921,168
