# params={"birth_rate":0.022018930685764826,"mortality_young":0.0008755979460083167,"mortality_adult":0.0025313759079216356,"mortality_old":0.009772220764912852,"overseas_arrival_rate":0.02320484330626593,"emigration_rate":0.002141630913031736,"internal_departure_rate":0.0019123073005108539,"internal_arrival_rate":0.01785641000022168}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,7977693,0,3989542,3988151,460395,443111,439823,445914,26227,33058,11415,16814,5334,15411,42976,1173773,488585,294666,1,8000000,0,26227,11415,5334,1476,10054,21528,16814,15411,165
1,7955083,0,3978212,3976871,476963,441748,435204,446905,25777,32844,11142,16796,5162,15051,42081,1213279,477443,289504,1,7977693,108259,25777,11142,5162,1555,10072,21217,16796,15051,161
2,7933178,0,3967234,3965944,494334,440194,430827,447932,26603,32786,10948,16877,5069,14862,42620,1251367,466495,284435,2,7955083,106772,26603,10948,5069,1543,10078,21165,16877,14862,141
3,7911848,0,3956697,3955151,512442,438817,426556,448822,27321,32412,10766,16893,4971,15083,43058,1288446,455807,279511,2,7933178,107145,27321,10766,4971,1577,9826,21009,16893,15083,142
4,7891366,0,3946372,3944994,531395,437368,422276,449322,28251,32438,10410,16667,4940,14978,43601,1324350,445560,274641,2,7911848,107446,28251,10410,4940,1537,10003,20898,16667,14978,170
5,7871800,0,3936608,3935192,550969,435799,417987,449805,28874,32227,10147,16616,4964,14708,43985,1359190,435672,269787,2,7891366,107684,28874,10147,4964,1560,10064,20603,16616,14708,167
6,7852736,0,3927440,3925296,571239,434239,413822,450317,29868,31945,10077,16930,4800,14934,44745,1392432,425890,265133,2,7871800,107536,29868,10077,4800,1587,9842,20516,16930,14934,166
7,7834299,0,3918275,3916024,592041,432511,409598,450611,30303,31684,9893,16858,4839,14930,45035,1425380,416357,260492,3,7852736,108554,30303,9893,4839,1581,9903,20200,16858,14930,161
8,7816700,0,3909599,3907101,613410,430929,405798,450940,30918,31250,9418,16445,4528,14768,44864,1457247,407384,256206,3,7834299,108507,30918,9418,4528,1555,9864,19831,16445,14768,148
9,7799362,0,3900888,3898474,635215,429684,401678,451178,31442,31221,9352,16725,4540,14726,45334,1487497,398558,251911,3,7816700,107327,31442,9352,4540,1590,9773,19858,16725,14726,147
10,7782659,0,3892820,3889839,657648,428196,397723,451277,32286,30923,9112,16605,4431,15004,45829,1517023,390041,247745,3,7799362,108006,32286,9112,4431,1604,9691,19628,16605,15004,136
11,7767329,0,3885161,3882168,681170,426743,394060,451392,33253,30886,9063,16396,4443,14807,46759,1545347,381605,243630,3,7782659,108361,33253,9063,4443,1660,9812,19414,16396,14807,171
12,7751884,0,3877351,3874533,704979,424986,390297,451328,33727,30896,8684,16489,4292,14763,46703,1572621,373634,239713,3,7767329,108848,33727,8684,4292,1696,9647,19553,16489,14763,153
13,7737186,0,3869899,3867287,728782,423405,386720,451303,33907,30483,8653,16369,4172,14578,46732,1599710,365761,235913,3,7751884,108851,33907,8653,4172,1768,9624,19091,16369,14578,161
14,7722984,0,3862755,3860229,753465,421766,383126,450997,34777,30425,8396,16414,4147,14683,47320,1625027,358244,232223,3,7737186,108162,34777,8396,4147,1729,9523,19173,16414,14683,160
15,7709123,0,3856029,3853094,778042,420316,379725,450622,34756,29989,8286,16324,4100,14690,47142,1650397,350859,228618,3,7722984,108842,34756,8286,4100,1680,9603,18706,16324,14690,156
16,7696592,0,3849883,3846709,803862,418769,376191,450312,36138,29861,8052,16310,4232,14782,48422,1673851,343772,224832,3,7709123,108145,36138,8052,4232,1716,9593,18552,16310,14782,162
17,7685115,0,3844065,3841050,830158,417078,372935,450002,36650,29389,7878,16248,4026,14394,48554,1696639,336894,221321,3,7696592,109375,36650,7878,4026,1729,9389,18271,16248,14394,128
18,7674127,0,3838708,3835419,857048,415688,369594,449622,37366,29464,7841,16147,3932,14516,49139,1717728,330114,217904,3,7685115,108585,37366,7841,3932,1748,9409,18307,16147,14516,137
19,7662734,0,3833064,3829670,883873,414215,366457,449042,37518,29517,7568,16291,3932,14603,49018,1738626,323713,214516,3,7674127,109266,37518,7568,3932,1859,9451,18207,16291,14603,156
20,7652007,0,3827913,3824094,911108,412493,363338,448376,37946,28936,7387,16296,3703,14531,49036,1759342,317522,211366,3,7662734,109429,37946,7387,3703,1820,9494,17622,16296,14531,136
21,7641940,0,3822751,3819189,939026,411069,360176,447558,38475,28866,7217,16047,3811,14657,49503,1778776,311539,208175,3,7652007,108799,38475,7217,3811,1825,9348,17693,16047,14657,143
22,7632183,0,3817923,3814260,967084,409490,357283,447013,38835,28613,7141,16193,3673,14600,49649,1797629,305687,205095,3,7641940,109073,38835,7141,3673,1803,9318,17492,16193,14600,135
23,7622597,0,3813252,3809345,994926,408122,354386,446240,38954,28378,7000,16222,3641,14581,49595,1816090,299994,202138,3,7632183,109055,38954,7000,3641,1905,8965,17508,16222,14581,131
