tick,sex,event_age_months,count
0,male,0,205
0,male,1,235
0,male,2,210
0,male,3,238
0,male,4,515
0,male,5,526
0,male,6,507
0,male,7,543
0,male,8,494
0,male,9,565
0,male,10,512
0,male,11,541
0,male,12,516
0,male,13,2174
0,male,14,2177
0,male,15,2152
0,male,16,2284
0,male,17,2116
0,female,0,186
0,female,1,208
0,female,2,220
0,female,3,215
0,female,4,535
0,female,5,507
0,female,6,499
0,female,7,531
0,female,8,516
0,female,9,517
0,female,10,551
0,female,11,542
0,female,12,545
0,female,13,2118
0,female,14,2213
0,female,15,2198
0,female,16,2203
0,female,17,2171
1,male,0,200
1,male,1,232
1,male,2,192
1,male,3,200
1,male,4,492
1,male,5,539
1,male,6,534
1,male,7,529
1,male,8,483
1,male,9,515
1,male,10,485
1,male,11,580
1,male,12,506
1,male,13,2238
1,male,14,2132
1,male,15,2154
1,male,16,2117
1,male,17,2211
1,male,18,31
1,female,0,191
1,female,1,237
1,female,2,241
1,female,3,229
1,female,4,501
1,female,5,556
1,female,6,509
1,female,7,525
1,female,8,514
1,female,9,566
1,female,10,514
1,female,11,530
1,female,12,509
1,female,13,2151
1,female,14,2207
1,female,15,2174
1,female,16,2199
1,female,17,2193
1,female,18,30
2,male,0,239
2,male,1,230
2,male,2,215
2,male,3,202
2,male,4,560
2,male,5,524
2,male,6,512
2,male,7,514
2,male,8,516
2,male,9,514
2,male,10,529
2,male,11,522
2,male,12,512
2,male,13,2120
2,male,14,2201
2,male,15,2030
2,male,16,2165
2,male,17,2158
2,male,18,79
2,female,0,228
2,female,1,220
2,female,2,215
2,female,3,228
2,female,4,485
2,female,5,516
2,female,6,526
2,female,7,527
2,female,8,559
2,female,9,502
2,female,10,539
2,female,11,520
2,female,12,523
2,female,13,2155
2,female,14,2130
2,female,15,2123
2,female,16,2176
2,female,17,2113
2,female,18,76
3,male,0,220
3,male,1,198
3,male,2,205
3,male,3,224
3,male,4,514
3,male,5,518
3,male,6,527
3,male,7,536
3,male,8,523
3,male,9,486
