# params={"birth_rate":0.019332769045104285,"mortality_young":0.0012531578224408066,"mortality_adult":0.003621381021217677,"mortality_old":0.00954162610282416,"overseas_arrival_rate":0.018980801878903546,"emigration_rate":0.0019327609377041716,"internal_departure_rate":0.0020491118888102894,"internal_arrival_rate":0.01640326179967746}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,796915,0,399013,397902,45613,44299,44028,44618,2346,3693,971,1577,479,1611,3796,117654,49029,29521,1,800000,0,2346,971,479,211,1424,2058,1577,1611,12
1,793773,0,397457,396316,46998,44041,43471,44814,2323,3695,930,1566,458,1592,3711,122212,48099,29063,1,796915,10677,2323,930,458,190,1427,2078,1566,1592,24
2,790516,0,395755,394761,48393,43806,43068,44814,2303,3714,881,1539,486,1674,3670,126762,47218,28577,2,793773,10564,2303,881,486,210,1399,2105,1539,1674,17
3,787741,0,394343,393398,49965,43635,42639,44917,2470,3618,935,1509,460,1513,3865,131209,46288,28122,2,790516,10597,2470,935,460,195,1372,2051,1509,1513,14
4,784844,0,392930,391914,51603,43372,42272,45016,2542,3679,829,1435,449,1603,3820,135283,45472,27684,2,787741,10505,2542,829,449,227,1485,1967,1435,1603,16
5,782094,0,391464,390630,53268,43137,41864,45083,2650,3629,836,1519,473,1561,3959,139319,44658,27220,2,784844,10537,2650,836,473,212,1400,2017,1519,1561,14
6,779449,0,390092,389357,55032,42974,41494,45160,2696,3515,881,1532,433,1608,4010,143297,43804,26795,2,782094,10668,2696,881,433,245,1388,1882,1532,1608,14
7,776790,0,388797,387993,56796,42780,41063,45258,2745,3664,826,1445,432,1553,4003,147156,43011,26381,2,779449,10665,2745,826,432,244,1408,2012,1445,1553,15
8,774094,0,387500,386594,58615,42658,40596,45254,2803,3636,793,1451,440,1645,4036,150958,42255,25961,2,776790,10665,2803,793,440,214,1430,1992,1451,1645,17
9,771699,0,386348,385351,60504,42505,40175,45261,2948,3516,810,1468,439,1608,4197,154662,41493,25554,2,774094,10768,2948,810,439,236,1373,1907,1468,1608,23
10,769329,0,385125,384204,62436,42332,39778,45259,2891,3507,770,1426,429,1527,4090,158290,40767,25154,2,771699,10789,2891,770,429,205,1378,1924,1426,1527,15
11,766957,0,383991,382966,64434,42162,39304,45333,3030,3516,755,1441,403,1603,4188,161631,40066,24786,2,769329,10550,3030,755,403,257,1368,1891,1441,1603,13
12,764618,0,382799,381819,66511,41995,38942,45354,3053,3437,736,1529,375,1537,4164,165039,39398,24442,3,766957,10748,3053,736,375,222,1309,1906,1529,1537,18
13,762418,0,381645,380773,68680,41751,38549,45339,3181,3485,707,1477,413,1539,4301,168260,38758,24063,3,764618,10667,3181,707,413,213,1324,1948,1477,1539,18
14,760292,0,380631,379661,70836,41456,38134,45320,3197,3355,716,1467,375,1592,4288,171450,38112,23732,3,762418,10802,3197,716,375,230,1301,1824,1467,1592,17
15,758037,0,379527,378510,72895,41315,37762,45339,3083,3360,718,1537,393,1552,4194,174667,37472,23375,3,760292,10702,3083,718,393,258,1307,1795,1537,1552,19
16,756105,0,378525,377580,75179,41057,37456,45325,3307,3352,713,1450,360,1510,4380,177675,36851,23057,3,758037,10643,3307,713,360,267,1300,1785,1450,1510,17
17,754106,0,377561,376545,77538,40786,37093,45343,3408,3419,706,1487,364,1571,4478,180444,36234,22739,3,756105,10692,3408,706,364,270,1330,1819,1487,1571,12
18,752435,0,376787,375648,80009,40644,36750,45377,3494,3314,682,1425,379,1487,4555,183260,35665,22414,3,754106,10955,3494,682,379,248,1298,1768,1425,1487,15
19,750662,0,375896,374766,82416,40429,36386,45377,3504,3350,689,1412,339,1543,4532,185826,35079,22128,3,752435,10781,3504,689,339,277,1320,1753,1412,1543,11
20,748959,0,375039,373920,84948,40196,36026,45323,3562,3357,624,1449,374,1457,4560,188399,34578,21801,3,750662,10837,3562,624,374,233,1314,1810,1449,1457,19
21,747342,0,374282,373060,87555,40032,35700,45267,3633,3269,642,1533,340,1430,4615,190835,34067,21524,3,748959,10823,3633,642,340,247,1328,1694,1533,1430,18
22,745904,0,373560,372344,90164,39830,35420,45266,3690,3262,672,1441,364,1461,4726,193177,33533,21222,3,747342,10847,3690,672,364,272,1311,1679,1441,1461,11
23,744231,0,372686,371545,92621,39602,35175,45247,3555,3228,688,1483,335,1540,4578,195619,32950,20949,3,745904,10890,3555,688,335,310,1264,1654,1483,1540,16
