year,region,sex,age,persons
2024,aus,male,47,158464
2024,aus,male,48,159808
2024,aus,male,49,160716
2024,aus,male,50,162701
2024,aus,male,51,165930
2024,aus,male,52,170728
2024,aus,male,53,171601
2024,aus,male,54,160584
2024,aus,male,55,157628
2024,aus,male,56,151237
2024,aus,male,57,147941
2024,aus,male,58,147199
2024,aus,male,59,148330
2024,aus,male,60,151915
2024,aus,male,61,152953
2024,aus,male,62,151273
2024,aus,male,63,148601
2024,aus,male,64,141939
2024,aus,male,65,138637
2024,aus,male,66,134346
2024,aus,male,67,130322
2024,aus,male,68,127398
2024,aus,male,69,121838
2024,aus,male,70,117421
2024,aus,male,71,115699
2024,aus,male,72,111602
2024,aus,male,73,109420
2024,aus,male,74,106000
2024,aus,male,75,101884
2024,aus,male,76,101183
2024,aus,male,77,101309
2024,aus,male,78,82968
2024,aus,male,79,76407
2024,aus,male,80,69758
2024,aus,male,81,60272
2024,aus,male,82,57186
2024,aus,male,83,50128
2024,aus,male,84,45742
2024,aus,male,85,40469
2024,aus,male,86,35441
2024,aus,male,87,31089
2024,aus,male,88,26169
2024,aus,male,89,21365
2024,aus,male,90,17714
2024,aus,male,91,14643
2024,aus,male,92,11780
2024,aus,male,93,9691
2024,aus,male,94,7674
2024,aus,male,95,5591
2024,aus,male,96,3818
2024,aus,male,97,2654
2024,aus,male,98,2037
2024,aus,male,99,1303
2024,aus,male,100,1633
2025,aus,female,0,145900
2025,aus,female,1,142385
2025,aus,female,2,144446
2025,aus,female,3,154842
2025,aus,female,4,150855
2025,aus,female,5,150389
2025,aus,female,6,153447
2025,aus,female,7,154791
2025,aus,female,8,158144
2025,aus,female,9,162661
2025,aus,female,10,161210
2025,aus,female,11,163281
2025,aus,female,12,164505
2025,aus,female,13,164969
2025,aus,female,14,163430
2025,aus,female,15,165449
2025,aus,female,16,163717
2025,aus,female,17,164435
2025,aus,female,18,165624
2025,aus,female,19,168173
2025,aus,female,20,168623
2025,aus,female,21,168543
2025,aus,female,22,170258
2025,aus,female,23,176894
2025,aus,female,24,186613
2025,aus,female,25,193151
2025,aus,female,26,195322
2025,aus,female,27,199746
2025,aus,female,28,203209
2025,aus,female,29,204919
2025,aus,female,30,208210
2025,aus,female,31,206895
2025,aus,female,32,206630
2025,aus,female,33,206523
2025,aus,female,34,208878
2025,aus,female,35,208327
2025,aus,female,36,204375
2025,aus,female,37,203023
2025,aus,female,38,201091
2025,aus,female,39,200913
2025,aus,female,40,199474
2025,aus,female,41,196683
2025,aus,female,42,194816
2025,aus,female,43,188409
2025,aus,female,44,183284
2025,aus,female,45,174869
2025,aus,female,46,170962
2025,aus,female,47,165748
2025,aus,female,48,163835
2025,aus,female,49,162658
2025,aus,female,50,164104
2025,aus,female,51,166590
2025,aus,female,52,170304
2025,aus,female,53,176786
2025,aus,female,54,178491
2025,aus,female,55,166082
2025,aus,female,56,163895
2025,aus,female,57,156786
2025,aus,female,58,153072
2025,aus,female,59,152452
2025,aus,female,60,154319
2025,aus,female,61,158466
2025,aus,female,62,159998
2025,aus,female,63,158329
2025,aus,female,64,157069
2025,aus,female,65,151448
2025,aus,female,66,148029
2025,aus,female,67,145036
2025,aus,female,68,140425
2025,aus,female,69,136771
2025,aus,female,70,132870
2025,aus,female,71,128151
2025,aus,female,72,125509
2025,aus,female,73,120746
2025,aus,female,74,118397
2025,aus,female,75,115007
2025,aus,female,76,110064
2025,aus,female,77,108166
2025,aus,female,78,108939
2025,aus,female,79,88695
2025,aus,female,80,82966
2025,aus,female,81,76197
2025,aus,female,82,66898
2025,aus,female,83,62990
2025,aus,female,84,56765
2025,aus,female,85,52717
2025,aus,female,86,48240
2025,aus,female,87,43256
2025,aus,female,88,38289
2025,aus,female,89,33253
2025,aus,female,90,28265
2025,aus,female,91,23434
2025,aus,female,92,20170
2025,aus,female,93,16696
2025,aus,female,94,14188
2025,aus,female,95,11386
2025,aus,female,96,8476
2025,aus,female,97,6402
2025,aus,female,98,4570
2025,aus,female,99,3480
2025,aus,female,100,5237
2025,aus,male,0,153971
2025,aus,male,1,150180
2025,aus,male,2,152801
2025,aus,male,3,162794
2025,aus,male,4,159109
2025,aus,male,5,158369
2025,aus,male,6,162845
2025,aus,male,7,163903
2025,aus,male,8,167277
2025,aus,male,9,172031
2025,aus,male,10,171314
2025,aus,male,11,172596
2025,aus,male,12,174663
2025,aus,male,13,173959
2025,aus,male,14,172693
2025,aus,male,15,174305
2025,aus,male,16,173418
2025,aus,male,17,173646
2025,aus,male,18,176677
2025,aus,male,19,178842
2025,aus,male,20,181679
2025,aus,male,21,183010
2025,aus,male,22,184666
2025,aus,male,23,191482
2025,aus,male,24,202239
2025,aus,male,25,205325
2025,aus,male,26,203459
2025,aus,male,27,205360
2025,aus,male,28,206850
2025,aus,male,29,207871
2025,aus,male,30,210055
2025,aus,male,31,206219
2025,aus,male,32,204181
2025,aus,male,33,202274
2025,aus,male,34,204973
2025,aus,male,35,204890
2025,aus,male,36,201290
2025,aus,male,37,198123
2025,aus,male,38,197998
2025,aus,male,39,198629
2025,aus,male,40,196456
2025,aus,male,41,194266
2025,aus,male,42,193257
2025,aus,male,43,186390
2025,aus,male,44,179664
2025,aus,male,45,169890
2025,aus,male,46,164941
2025,aus,male,47,159824
2025,aus,male,48,158613
2025,aus,male,49,159794
2025,aus,male,50,160631
2025,aus,male,51,162546
2025,aus,male,52,165642
2025,aus,male,53,170448
2025,aus,male,54,171136
2025,aus,male,55,160095
2025,aus,male,56,157159
2025,aus,male,57,150662
2025,aus,male,58,147256
2025,aus,male,59,146470
2025,aus,male,60,147416
2025,aus,male,61,151031
2025,aus,male,62,152157
2025,aus,male,63,150227
2025,aus,male,64,147425
2025,aus,male,65,140810
2025,aus,male,66,137521
2025,aus,male,67,133162
2025,aus,male,68,128871
2025,aus,male,69,125892
2025,aus,male,70,120291
2025,aus,male,71,115782
2025,aus,male,72,113966
2025,aus,male,73,109641
2025,aus,male,74,107354
2025,aus,male,75,103527
2025,aus,male,76,99222
2025,aus,male,77,98589
2025,aus,male,78,98705
2025,aus,male,79,80306
2025,aus,male,80,73604
2025,aus,male,81,66854
2025,aus,male,82,57342
2025,aus,male,83,54086
2025,aus,male,84,47032
2025,aus,male,85,42542
2025,aus,male,86,37213
2025,aus,male,87,32271
2025,aus,male,88,28035
2025,aus,male,89,23188
2025,aus,male,90,18500
2025,aus,male,91,14957
2025,aus,male,92,12070
2025,aus,male,93,9457
2025,aus,male,94,7736
2025,aus,male,95,6027
2025,aus,male,96,4307
2025,aus,male,97,2791
2025,aus,male,98,1941
2025,aus,male,99,1559
2025,aus,male,100,2108
