year,state,sex,age,persons
2014,qld,male,90,2248
2014,qld,male,91,1734
2014,qld,male,92,1401
2014,qld,male,93,1117
2014,qld,male,94,779
2014,qld,male,95,463
2014,qld,male,96,318
2014,qld,male,97,242
2014,qld,male,98,148
2014,qld,male,99,85
2014,qld,male,100,137
2014,sa,female,0,9848
2014,sa,female,1,10002
2014,sa,female,2,9958
2014,sa,female,3,9873
2014,sa,female,4,9916
2014,sa,female,5,9995
2014,sa,female,6,10008
2014,sa,female,7,10006
2014,sa,female,8,9622
2014,sa,female,9,9444
2014,sa,female,10,9326
2014,sa,female,11,9350
2014,sa,female,12,9351
2014,sa,female,13,9574
2014,sa,female,14,9677
2014,sa,female,15,9904
2014,sa,female,16,9956
2014,sa,female,17,10155
2014,sa,female,18,10372
2014,sa,female,19,10802
2014,sa,female,20,10882
2014,sa,female,21,11193
2014,sa,female,22,11250
2014,sa,female,23,11272
2014,sa,female,24,11566
2014,sa,female,25,11257
2014,sa,female,26,11315
2014,sa,female,27,11313
2014,sa,female,28,11521
2014,sa,female,29,11457
2014,sa,female,30,11611
2014,sa,female,31,11346
2014,sa,female,32,11081
2014,sa,female,33,10806
2014,sa,female,34,10433
2014,sa,female,35,10254
2014,sa,female,36,10132
2014,sa,female,37,10309
2014,sa,female,38,10211
2014,sa,female,39,10266
2014,sa,female,40,10609
2014,sa,female,41,11158
2014,sa,female,42,11756
2014,sa,female,43,12140
2014,sa,female,44,11716
2014,sa,female,45,11600
2014,sa,female,46,11398
2014,sa,female,47,11077
2014,sa,female,48,11257
2014,sa,female,49,11366
2014,sa,female,50,11628
2014,sa,female,51,11727
2014,sa,female,52,11820
2014,sa,female,53,11937
2014,sa,female,54,11687
2014,sa,female,55,11567
2014,sa,female,56,11129
2014,sa,female,57,11161
2014,sa,female,58,10881
2014,sa,female,59,10462
2014,sa,female,60,10499
2014,sa,female,61,10400
2014,sa,female,62,10151
2014,sa,female,63,10179
2014,sa,female,64,9838
2014,sa,female,65,9606
2014,sa,female,66,9606
2014,sa,female,67,10116
2014,sa,female,68,8513
2014,sa,female,69,8190
2014,sa,female,70,7642
2014,sa,female,71,7075
2014,sa,female,72,6774
2014,sa,female,73,6319
2014,sa,female,74,6154
2014,sa,female,75,6069
2014,sa,female,76,5689
2014,sa,female,77,5403
2014,sa,female,78,5164
2014,sa,female,79,4813
2014,sa,female,80,4612
2014,sa,female,81,4439
2014,sa,female,82,4310
2014,sa,female,83,4381
2014,sa,female,84,4091
2014,sa,female,85,3835
2014,sa,female,86,3608
2014,sa,female,87,3379
2014,sa,female,88,3089
2014,sa,female,89,2737
2014,sa,female,90,2280
2014,sa,female,91,1979
2014,sa,female,92,1696
2014,sa,female,93,1322
2014,sa,female,94,927
2014,sa,female,95,640
2014,sa,female,96,513
2014,sa,female,97,375
2014,sa,female,98,223
2014,sa,female,99,184
2014,sa,female,100,271
2014,sa,male,0,10355
2014,sa,male,1,10593
2014,sa,male,2,10595
2014,sa,male,3,10338
2014,sa,male,4,10601
2014,sa,male,5,10506
2014,sa,male,6,10425
2014,sa,male,7,10284
2014,sa,male,8,10169
2014,sa,male,9,9898
2014,sa,male,10,9995
2014,sa,male,11,9713
2014,sa,male,12,9883
2014,sa,male,13,9926
2014,sa,male,14,10254
2014,sa,male,15,10333
2014,sa,male,16,10335
2014,sa,male,17,10552
2014,sa,male,18,11054
2014,sa,male,19,11649
2014,sa,male,20,11441
2014,sa,male,21,11672
2014,sa,male,22,11781
2014,sa,male,23,12046
2014,sa,male,24,12183
2014,sa,male,25,11846
2014,sa,male,26,11519
2014,sa,male,27,11466
2014,sa,male,28,11624
2014,sa,male,29,11593
2014,sa,male,30,11723
2014,sa,male,31,11468
2014,sa,male,32,11056
2014,sa,male,33,10889
2014,sa,male,34,10502
2014,sa,male,35,10424
2014,sa,male,36,10182
2014,sa,male,37,10344
2014,sa,male,38,10447
2014,sa,male,39,10507
2014,sa,male,40,10679
2014,sa,male,41,11020
2014,sa,male,42,11640
2014,sa,male,43,11955
2014,sa,male,44,11586
2014,sa,male,45,11443
2014,sa,male,46,11257
2014,sa,male,47,10886
2014,sa,male,48,11059
2014,sa,male,49,11179
2014,sa,male,50,11482
2014,sa,male,51,11585
2014,sa,male,52,11434
2014,sa,male,53,11742
2014,sa,male,54,11286
2014,sa,male,55,11081
2014,sa,male,56,10891
2014,sa,male,57,10546
2014,sa,male,58,10430
2014,sa,male,59,10277
2014,sa,male,60,9912
2014,sa,male,61,9874
2014,sa,male,62,9589
2014,sa,male,63,9567
2014,sa,male,64,9563
2014,sa,male,65,9370
2014,sa,male,66,9221
2014,sa,male,67,9754
2014,sa,male,68,8067
2014,sa,male,69,7649
2014,sa,male,70,7173
2014,sa,male,71,6653
2014,sa,male,72,6336
2014,sa,male,73,5759
2014,sa,male,74,5503
2014,sa,male,75,5410
2014,sa,male,76,5012
2014,sa,male,77,4793
2014,sa,male,78,4365
2014,sa,male,79,3983
2014,sa,male,80,3884
2014,sa,male,81,3610
2014,sa,male,82,3305
2014,sa,male,83,3144
2014,sa,male,84,3038
2014,sa,male,85,2681
2014,sa,male,86,2446
2014,sa,male,87,2055
2014,sa,male,88,1880
2014,sa,male,89,1446
2014,sa,male,90,1168
2014,sa,male,91,909
2014,sa,male,92,744
2014,sa,male,93,526
2014,sa,male,94,404
2014,sa,male,95,250
2014,sa,male,96,186
2014,sa,male,97,120
2014,sa,male,98,73
2014,sa,male,99,50
2014,sa,male,100,63
2014,tas,female,0,2921
2014,tas,female,1,2962
2014,tas,female,2,3034
2014,tas,female,3,2965
2014,tas,female,4,2998
2014,tas,female,5,3170
2014,tas,female,6,3153
2014,tas,female,7,3145
2014,tas,female,8,3104
2014,tas,female,9,2969
2014,tas,female,10,2865
2014,tas,female,11,2916
2014,tas,female,12,3028
2014,tas,female,13,3048
2014,tas,female,14,3101
2014,tas,female,15,3211
2014,tas,female,16,3075
2014,tas,female,17,3194
2014,tas,female,18,3193
2014,tas,female,19,3174
2014,tas,female,20,2987
2014,tas,female,21,3006
2014,tas,female,22,2964
2014,tas,female,23,3085
2014,tas,female,24,2949
2014,tas,female,25,2998
2014,tas,female,26,2994
2014,tas,female,27,2993
2014,tas,female,28,3005
2014,tas,female,29,3141
2014,tas,female,30,3083
2014,tas,female,31,2981
2014,tas,female,32,3035
2014,tas,female,33,3088
2014,tas,female,34,2923
2014,tas,female,35,2888
2014,tas,female,36,2916
2014,tas,female,37,2802
2014,tas,female,38,2929
2014,tas,female,39,3108
2014,tas,female,40,3192
2014,tas,female,41,3403
2014,tas,female,42,3627
2014,tas,female,43,3726
2014,tas,female,44,3493
2014,tas,female,45,3590
2014,tas,female,46,3460
2014,tas,female,47,3428
2014,tas,female,48,3365
2014,tas,female,49,3478
2014,tas,female,50,3764
2014,tas,female,51,3732
2014,tas,female,52,3807
2014,tas,female,53,3996
2014,tas,female,54,3870
2014,tas,female,55,3803
2014,tas,female,56,3677
2014,tas,female,57,3695
2014,tas,female,58,3612
2014,tas,female,59,3496
2014,tas,female,60,3556
2014,tas,female,61,3487
2014,tas,female,62,3380
2014,tas,female,63,3337
2014,tas,female,64,3311
2014,tas,female,65,3201
2014,tas,female,66,3209
2014,tas,female,67,3351
2014,tas,female,68,2780
2014,tas,female,69,2684
2014,tas,female,70,2521
2014,tas,female,71,2263
2014,tas,female,72,2264
2014,tas,female,73,2129
2014,tas,female,74,1964
2014,tas,female,75,1836
2014,tas,female,76,1790
2014,tas,female,77,1696
2014,tas,female,78,1593
2014,tas,female,79,1437
2014,tas,female,80,1473
2014,tas,female,81,1376
2014,tas,female,82,1284
2014,tas,female,83,1235
2014,tas,female,84,1122
2014,tas,female,85,1049
2014,tas,female,86,950
2014,tas,female,87,852
2014,tas,female,88,811
2014,tas,female,89,716
2014,tas,female,90,601
2014,tas,female,91,505
2014,tas,female,92,447
2014,tas,female,93,319
2014,tas,female,94,245
2014,tas,female,95,164
2014,tas,female,96,103
2014,tas,female,97,89
2014,tas,female,98,67
2014,tas,female,99,33
2014,tas,female,100,68
2014,tas,male,0,3039
2014,tas,male,1,3096
2014,tas,male,2,3160
2014,tas,male,3,3292
2014,tas,male,4,3288
2014,tas,male,5,3370
2014,tas,male,6,3392
2014,tas,male,7,3348
2014,tas,male,8,3313
2014,tas,male,9,3235
2014,tas,male,10,3119
2014,tas,male,11,3067
2014,tas,male,12,3213
2014,tas,male,13,3282
2014,tas,male,14,3352
2014,tas,male,15,3378
2014,tas,male,16,3298
2014,tas,male,17,3372
2014,tas,male,18,3381
2014,tas,male,19,3539
2014,tas,male,20,3471
2014,tas,male,21,3301
2014,tas,male,22,3198
2014,tas,male,23,3141
2014,tas,male,24,3228
2014,tas,male,25,3049
2014,tas,male,26,2989
2014,tas,male,27,3008
2014,tas,male,28,3074
2014,tas,male,29,3014
2014,tas,male,30,2980
2014,tas,male,31,3039
2014,tas,male,32,2932
2014,tas,male,33,2828
2014,tas,male,34,2810
2014,tas,male,35,2836
2014,tas,male,36,2784
2014,tas,male,37,2774
2014,tas,male,38,2926
2014,tas,male,39,2947
2014,tas,male,40,3114
2014,tas,male,41,3144
2014,tas,male,42,3394
2014,tas,male,43,3501
2014,tas,male,44,3446
2014,tas,male,45,3458
2014,tas,male,46,3260
2014,tas,male,47,3156
2014,tas,male,48,3163
2014,tas,male,49,3308
2014,tas,male,50,3649
2014,tas,male,51,3604
2014,tas,male,52,3792
2014,tas,male,53,3790
2014,tas,male,54,3668
2014,tas,male,55,3648
2014,tas,male,56,3694
2014,tas,male,57,3543
2014,tas,male,58,3633
2014,tas,male,59,3404
2014,tas,male,60,3274
2014,tas,male,61,3427
2014,tas,male,62,3436
2014,tas,male,63,3359
2014,tas,male,64,3255
2014,tas,male,65,3136
2014,tas,male,66,3255
2014,tas,male,67,3425
2014,tas,male,68,2726
2014,tas,male,69,2597
2014,tas,male,70,2622
2014,tas,male,71,2297
2014,tas,male,72,2201
2014,tas,male,73,2040
2014,tas,male,74,1933
2014,tas,male,75,1810
2014,tas,male,76,1666
2014,tas,male,77,1504
2014,tas,male,78,1382
2014,tas,male,79,1257
2014,tas,male,80,1240
2014,tas,male,81,1082
2014,tas,male,82,1032
2014,tas,male,83,962
2014,tas,male,84,871
2014,tas,male,85,741
2014,tas,male,86,658
2014,tas,male,87,562
2014,tas,male,88,448
2014,tas,male,89,399
2014,tas,male,90,327
2014,tas,male,91,260
2014,tas,male,92,192
2014,tas,male,93,134
2014,tas,male,94,81
2014,tas,male,95,66
2014,tas,male,96,41
2014,tas,male,97,28
2014,tas,male,98,22
2014,tas,male,99,16
2014,tas,male,100,12
2014,vic,female,0,37393
2014,vic,female,1,37834
2014,vic,female,2,37256
2014,vic,female,3,36120
2014,vic,female,4,36936
2014,vic,female,5,36281
2014,vic,female,6,36057
2014,vic,female,7,35819
2014,vic,female,8,35039
2014,vic,female,9,33541
2014,vic,female,10,33274
2014,vic,female,11,32844
2014,vic,female,12,32703
2014,vic,female,13,32812
2014,vic,female,14,33646
2014,vic,female,15,33557
2014,vic,female,16,33688
2014,vic,female,17,35095
2014,vic,female,18,36635
2014,vic,female,19,38940
2014,vic,female,20,39778
2014,vic,female,21,40333
2014,vic,female,22,41000
2014,vic,female,23,43789
2014,vic,female,24,45424
2014,vic,female,25,45208
2014,vic,female,26,45603
2014,vic,female,27,45205
2014,vic,female,28,46539
2014,vic,female,29,46610
2014,vic,female,30,45938
2014,vic,female,31,45536
2014,vic,female,32,44376
2014,vic,female,33,43372
2014,vic,female,34,41868
2014,vic,female,35,40572
2014,vic,female,36,39691
2014,vic,female,37,39278
2014,vic,female,38,39541
2014,vic,female,39,40184
2014,vic,female,40,41259
2014,vic,female,41,41724
2014,vic,female,42,43846
2014,vic,female,43,45095
2014,vic,female,44,42255
2014,vic,female,45,41929
2014,vic,female,46,40316
2014,vic,female,47,38802
2014,vic,female,48,38837
2014,vic,female,49,38579
2014,vic,female,50,39449
2014,vic,female,51,39587
2014,vic,female,52,39239
2014,vic,female,53,39236
2014,vic,female,54,37977
2014,vic,female,55,37107
2014,vic,female,56,36465
2014,vic,female,57,35521
2014,vic,female,58,35184
2014,vic,female,59,34027
2014,vic,female,60,33074
2014,vic,female,61,32662
2014,vic,female,62,31393
2014,vic,female,63,31302
2014,vic,female,64,30567
2014,vic,female,65,29440
2014,vic,female,66,29842
2014,vic,female,67,30612
2014,vic,female,68,25755
2014,vic,female,69,24347
2014,vic,female,70,23593
2014,vic,female,71,21200
2014,vic,female,72,21060
2014,vic,female,73,19582
2014,vic,female,74,18990
2014,vic,female,75,18163
2014,vic,female,76,17488
2014,vic,female,77,16480
2014,vic,female,78,16014
2014,vic,female,79,14795
2014,vic,female,80,14311
2014,vic,female,81,13669
2014,vic,female,82,12872
2014,vic,female,83,12821
2014,vic,female,84,12330
2014,vic,female,85,11093
2014,vic,female,86,10316
2014,vic,female,87,9575
2014,vic,female,88,8594
2014,vic,female,89,7380
2014,vic,female,90,6465
2014,vic,female,91,5411
2014,vic,female,92,4424
2014,vic,female,93,3643
2014,vic,female,94,2632
2014,vic,female,95,1711
2014,vic,female,96,1333
2014,vic,female,97,1026
2014,vic,female,98,666
2014,vic,female,99,482
2014,vic,female,100,778
2014,vic,male,0,39312
2014,vic,male,1,39896
2014,vic,male,2,39427
2014,vic,male,3,38386
2014,vic,male,4,38798
2014,vic,male,5,38301
2014,vic,male,6,38173
2014,vic,male,7,37850
2014,vic,male,8,36921
2014,vic,male,9,35408
2014,vic,male,10,35274
2014,vic,male,11,34578
2014,vic,male,12,34228
2014,vic,male,13,34739
2014,vic,male,14,34611
2014,vic,male,15,35302
2014,vic,male,16,36010
2014,vic,male,17,36762
2014,vic,male,18,38353
2014,vic,male,19,40949
2014,vic,male,20,41869
2014,vic,male,21,41835
2014,vic,male,22,42930
2014,vic,male,23,45188
2014,vic,male,24,46626
2014,vic,male,25,45764
2014,vic,male,26,46064
2014,vic,male,27,45686
2014,vic,male,28,46007
2014,vic,male,29,45716
2014,vic,male,30,45471
2014,vic,male,31,45543
2014,vic,male,32,44204
2014,vic,male,33,43308
2014,vic,male,34,41609
2014,vic,male,35,40383
2014,vic,male,36,39734
2014,vic,male,37,39260
2014,vic,male,38,39274
2014,vic,male,39,39486
2014,vic,male,40,40460
2014,vic,male,41,40613
2014,vic,male,42,41879
2014,vic,male,43,42359
2014,vic,male,44,40613
2014,vic,male,45,40114
2014,vic,male,46,38838
2014,vic,male,47,37271
2014,vic,male,48,37324
2014,vic,male,49,37048
2014,vic,male,50,37936
2014,vic,male,51,38313
2014,vic,male,52,38126
2014,vic,male,53,37652
2014,vic,male,54,36443
2014,vic,male,55,36077
2014,vic,male,56,34825
2014,vic,male,57,33960
2014,vic,male,58,33970
2014,vic,male,59,32239
2014,vic,male,60,31231
2014,vic,male,61,30967
2014,vic,male,62,30177
2014,vic,male,63,29593
2014,vic,male,64,28953
2014,vic,male,65,28197
2014,vic,male,66,28486
2014,vic,male,67,29603
2014,vic,male,68,25110
2014,vic,male,69,23246
2014,vic,male,70,22092
2014,vic,male,71,20004
2014,vic,male,72,19880
2014,vic,male,73,18438
2014,vic,male,74,17517
2014,vic,male,75,16560
2014,vic,male,76,15422
2014,vic,male,77,14605
2014,vic,male,78,13658
2014,vic,male,79,12330
2014,vic,male,80,11750
2014,vic,male,81,10715
2014,vic,male,82,9845
2014,vic,male,83,9617
2014,vic,male,84,8906
2014,vic,male,85,7855
2014,vic,male,86,6999
2014,vic,male,87,6055
2014,vic,male,88,5203
2014,vic,male,89,4150
2014,vic,male,90,3358
2014,vic,male,91,2649
2014,vic,male,92,2095
2014,vic,male,93,1557
2014,vic,male,94,1140
2014,vic,male,95,668
2014,vic,male,96,478
2014,vic,male,97,303
2014,vic,male,98,241
2014,vic,male,99,130
2014,vic,male,100,199
2014,wa,female,0,16969
2014,wa,female,1,16789
2014,wa,female,2,16619
2014,wa,female,3,16564
2014,wa,female,4,16579
2014,wa,female,5,16181
2014,wa,female,6,16606
2014,wa,female,7,16247
2014,wa,female,8,15933
2014,wa,female,9,15108
2014,wa,female,10,14814
2014,wa,female,11,14808
2014,wa,female,12,14613
2014,wa,female,13,14902
2014,wa,female,14,15048
2014,wa,female,15,15086
2014,wa,female,16,14927
2014,wa,female,17,15053
2014,wa,female,18,15252
2014,wa,female,19,15868
2014,wa,female,20,16064
2014,wa,female,21,16763
2014,wa,female,22,17200
2014,wa,female,23,18333
2014,wa,female,24,19250
2014,wa,female,25,19761
2014,wa,female,26,19919
2014,wa,female,27,20407
2014,wa,female,28,20641
2014,wa,female,29,20263
2014,wa,female,30,20016
2014,wa,female,31,19594
2014,wa,female,32,18965
2014,wa,female,33,18405
2014,wa,female,34,17772
2014,wa,female,35,17492
2014,wa,female,36,16879
2014,wa,female,37,16780
2014,wa,female,38,16940
2014,wa,female,39,17015
2014,wa,female,40,17216
2014,wa,female,41,17568
2014,wa,female,42,18575
2014,wa,female,43,18889
2014,wa,female,44,17787
2014,wa,female,45,17682
2014,wa,female,46,16919
2014,wa,female,47,16669
2014,wa,female,48,16589
2014,wa,female,49,16607
2014,wa,female,50,16784
2014,wa,female,51,16922
2014,wa,female,52,16613
2014,wa,female,53,16599
2014,wa,female,54,16091
2014,wa,female,55,15630
2014,wa,female,56,15146
2014,wa,female,57,14852
2014,wa,female,58,14771
2014,wa,female,59,14247
2014,wa,female,60,13693
2014,wa,female,61,13442
2014,wa,female,62,12902
2014,wa,female,63,12581
2014,wa,female,64,12197
2014,wa,female,65,11862
2014,wa,female,66,11606
2014,wa,female,67,11850
2014,wa,female,68,9484
2014,wa,female,69,9127
2014,wa,female,70,8885
2014,wa,female,71,8015
2014,wa,female,72,7911
2014,wa,female,73,7385
2014,wa,female,74,7070
2014,wa,female,75,6794
2014,wa,female,76,6407
2014,wa,female,77,5972
2014,wa,female,78,5768
2014,wa,female,79,5363
2014,wa,female,80,4932
2014,wa,female,81,4798
2014,wa,female,82,4561
2014,wa,female,83,4357
2014,wa,female,84,4080
2014,wa,female,85,3678
2014,wa,female,86,3519
2014,wa,female,87,3146
2014,wa,female,88,2815
2014,wa,female,89,2466
2014,wa,female,90,2091
2014,wa,female,91,1747
2014,wa,female,92,1474
2014,wa,female,93,1217
2014,wa,female,94,965
2014,wa,female,95,595
2014,wa,female,96,439
2014,wa,female,97,317
2014,wa,female,98,237
2014,wa,female,99,141
2014,wa,female,100,244
2014,wa,male,0,17619
2014,wa,male,1,17697
2014,wa,male,2,17242
2014,wa,male,3,17235
2014,wa,male,4,17355
2014,wa,male,5,17199
2014,wa,male,6,17192
2014,wa,male,7,17067
2014,wa,male,8,16453
2014,wa,male,9,15867
2014,wa,male,10,15709
2014,wa,male,11,15094
2014,wa,male,12,15163
2014,wa,male,13,15542
2014,wa,male,14,15478
2014,wa,male,15,15905
2014,wa,male,16,15685
2014,wa,male,17,15786
2014,wa,male,18,16283
2014,wa,male,19,16913
2014,wa,male,20,17243
2014,wa,male,21,17400
2014,wa,male,22,18110
2014,wa,male,23,19277
2014,wa,male,24,20332
2014,wa,male,25,20638
2014,wa,male,26,21002
2014,wa,male,27,21487
2014,wa,male,28,21820
2014,wa,male,29,21418
2014,wa,male,30,21203
2014,wa,male,31,21085
2014,wa,male,32,20303
2014,wa,male,33,19438
2014,wa,male,34,18603
2014,wa,male,35,17979
2014,wa,male,36,17663
2014,wa,male,37,17277
2014,wa,male,38,17520
2014,wa,male,39,17500
2014,wa,male,40,17608
2014,wa,male,41,18296
2014,wa,male,42,19141
2014,wa,male,43,19186
2014,wa,male,44,18201
2014,wa,male,45,17975
2014,wa,male,46,17278
2014,wa,male,47,16864
2014,wa,male,48,16760
2014,wa,male,49,16739
2014,wa,male,50,17022
2014,wa,male,51,17060
2014,wa,male,52,16780
2014,wa,male,53,16499
2014,wa,male,54,15989
2014,wa,male,55,15566
2014,wa,male,56,15131
2014,wa,male,57,14761
2014,wa,male,58,14705
2014,wa,male,59,13670
2014,wa,male,60,13373
2014,wa,male,61,13132
2014,wa,male,62,12873
2014,wa,male,63,12760
2014,wa,male,64,12106
2014,wa,male,65,11781
2014,wa,male,66,11966
2014,wa,male,67,11993
2014,wa,male,68,9683
2014,wa,male,69,9140
2014,wa,male,70,8864
2014,wa,male,71,7845
2014,wa,male,72,7832
2014,wa,male,73,6957
2014,wa,male,74,6652
2014,wa,male,75,6282
2014,wa,male,76,5852
2014,wa,male,77,5399
2014,wa,male,78,4939
2014,wa,male,79,4585
2014,wa,male,80,3978
2014,wa,male,81,3791
2014,wa,male,82,3441
2014,wa,male,83,3383
2014,wa,male,84,3038
2014,wa,male,85,2639
2014,wa,male,86,2300
2014,wa,male,87,1991
2014,wa,male,88,1711
2014,wa,male,89,1402
2014,wa,male,90,1121
2014,wa,male,91,873
2014,wa,male,92,667
2014,wa,male,93,504
2014,wa,male,94,371
2014,wa,male,95,219
2014,wa,male,96,167
2014,wa,male,97,106
2014,wa,male,98,64
2014,wa,male,99,30
2014,wa,male,100,71
2015,act,female,0,2732
2015,act,female,1,2649
2015,act,female,2,2720
2015,act,female,3,2564
2015,act,female,4,2538
2015,act,female,5,2609
2015,act,female,6,2450
2015,act,female,7,2376
2015,act,female,8,2321
2015,act,female,9,2354
2015,act,female,10,2194
2015,act,female,11,2092
2015,act,female,12,2065
2015,act,female,13,2095
2015,act,female,14,2080
2015,act,female,15,2133
2015,act,female,16,2205
2015,act,female,17,2412
2015,act,female,18,2688
2015,act,female,19,2835
2015,act,female,20,2974
2015,act,female,21,3130
2015,act,female,22,3075
2015,act,female,23,3268
2015,act,female,24,3489
2015,act,female,25,3448
2015,act,female,26,3441
2015,act,female,27,3393
2015,act,female,28,3424
2015,act,female,29,3515
2015,act,female,30,3533
2015,act,female,31,3524
2015,act,female,32,3344
2015,act,female,33,3383
2015,act,female,34,3256
2015,act,female,35,3151
2015,act,female,36,2956
2015,act,female,37,2823
2015,act,female,38,2820
2015,act,female,39,2692
2015,act,female,40,2766
2015,act,female,41,2824
2015,act,female,42,2932
2015,act,female,43,2966
2015,act,female,44,2913
2015,act,female,45,2720
2015,act,female,46,2740
2015,act,female,47,2544
2015,act,female,48,2417
2015,act,female,49,2551
2015,act,female,50,2461
2015,act,female,51,2543
2015,act,female,52,2439
2015,act,female,53,2568
2015,act,female,54,2477
2015,act,female,55,2397
2015,act,female,56,2364
2015,act,female,57,2285
2015,act,female,58,2207
2015,act,female,59,2167
2015,act,female,60,2056
2015,act,female,61,1931
2015,act,female,62,1997
2015,act,female,63,1959
2015,act,female,64,1900
2015,act,female,65,1803
2015,act,female,66,1795
2015,act,female,67,1790
2015,act,female,68,1815
2015,act,female,69,1456
2015,act,female,70,1355
2015,act,female,71,1291
2015,act,female,72,1158
2015,act,female,73,1122
2015,act,female,74,1036
2015,act,female,75,946
2015,act,female,76,909
2015,act,female,77,880
2015,act,female,78,850
2015,act,female,79,744
2015,act,female,80,703
2015,act,female,81,672
2015,act,female,82,607
2015,act,female,83,584
2015,act,female,84,530
2015,act,female,85,506
2015,act,female,86,495
2015,act,female,87,448
2015,act,female,88,395
2015,act,female,89,385
2015,act,female,90,336
2015,act,female,91,284
2015,act,female,92,221
2015,act,female,93,157
2015,act,female,94,115
2015,act,female,95,99
2015,act,female,96,65
2015,act,female,97,53
2015,act,female,98,40
2015,act,female,99,21
2015,act,female,100,35
2015,act,male,0,2920
2015,act,male,1,2877
2015,act,male,2,2798
2015,act,male,3,2830
2015,act,male,4,2756
2015,act,male,5,2756
2015,act,male,6,2634
2015,act,male,7,2567
2015,act,male,8,2484
2015,act,male,9,2486
2015,act,male,10,2286
2015,act,male,11,2249
2015,act,male,12,2236
2015,act,male,13,2119
2015,act,male,14,2167
2015,act,male,15,2176
2015,act,male,16,2274
2015,act,male,17,2446
2015,act,male,18,2743
2015,act,male,19,2905
2015,act,male,20,3124
2015,act,male,21,3240
2015,act,male,22,3325
2015,act,male,23,3285
2015,act,male,24,3478
2015,act,male,25,3452
2015,act,male,26,3385
2015,act,male,27,3433
2015,act,male,28,3286
2015,act,male,29,3447
2015,act,male,30,3356
2015,act,male,31,3503
2015,act,male,32,3395
2015,act,male,33,3353
2015,act,male,34,3266
2015,act,male,35,3069
2015,act,male,36,3077
2015,act,male,37,2890
2015,act,male,38,2861
2015,act,male,39,2831
2015,act,male,40,2886
2015,act,male,41,2825
2015,act,male,42,2775
2015,act,male,43,2855
2015,act,male,44,2913
2015,act,male,45,2724
2015,act,male,46,2557
2015,act,male,47,2520
2015,act,male,48,2403
2015,act,male,49,2383
2015,act,male,50,2331
2015,act,male,51,2395
2015,act,male,52,2435
2015,act,male,53,2440
2015,act,male,54,2390
2015,act,male,55,2290
2015,act,male,56,2164
2015,act,male,57,2145
2015,act,male,58,2041
2015,act,male,59,1998
2015,act,male,60,1863
2015,act,male,61,1896
2015,act,male,62,1862
2015,act,male,63,1776
2015,act,male,64,1721
2015,act,male,65,1743
2015,act,male,66,1658
2015,act,male,67,1655
2015,act,male,68,1745
2015,act,male,69,1445
2015,act,male,70,1208
2015,act,male,71,1156
2015,act,male,72,1041
2015,act,male,73,1044
2015,act,male,74,875
2015,act,male,75,873
2015,act,male,76,818
2015,act,male,77,762
2015,act,male,78,682
2015,act,male,79,644
2015,act,male,80,588
2015,act,male,81,505
2015,act,male,82,453
2015,act,male,83,428
2015,act,male,84,438
2015,act,male,85,386
2015,act,male,86,325
2015,act,male,87,279
2015,act,male,88,217
2015,act,male,89,206
2015,act,male,90,175
2015,act,male,91,156
2015,act,male,92,116
2015,act,male,93,78
2015,act,male,94,71
2015,act,male,95,45
2015,act,male,96,18
2015,act,male,97,21
2015,act,male,98,11
2015,act,male,99,9
2015,act,male,100,10
2015,nsw,female,0,47651
2015,nsw,female,1,47478
2015,nsw,female,2,48656
2015,nsw,female,3,48510
2015,nsw,female,4,48286
2015,nsw,female,5,48743
2015,nsw,female,6,48033
2015,nsw,female,7,48109
2015,nsw,female,8,47372
2015,nsw,female,9,45764
2015,nsw,female,10,44118
2015,nsw,female,11,43382
2015,nsw,female,12,43452
2015,nsw,female,13,43051
2015,nsw,female,14,43626
2015,nsw,female,15,44175
2015,nsw,female,16,44042
2015,nsw,female,17,44559
2015,nsw,female,18,45659
2015,nsw,female,19,47327
2015,nsw,female,20,49120
2015,nsw,female,21,49453
2015,nsw,female,22,49757
2015,nsw,female,23,52452
2015,nsw,female,24,54900
2015,nsw,female,25,56181
2015,nsw,female,26,55554
2015,nsw,female,27,55837
2015,nsw,female,28,55995
2015,nsw,female,29,56571
2015,nsw,female,30,56496
2015,nsw,female,31,56886
2015,nsw,female,32,56982
2015,nsw,female,33,55109
2015,nsw,female,34,54132
2015,nsw,female,35,51878
2015,nsw,female,36,50899
2015,nsw,female,37,50071
2015,nsw,female,38,49647
2015,nsw,female,39,50030
2015,nsw,female,40,50037
2015,nsw,female,41,51781
2015,nsw,female,42,53253
2015,nsw,female,43,55020
2015,nsw,female,44,55570
2015,nsw,female,45,51553
2015,nsw,female,46,51122
2015,nsw,female,47,49389
2015,nsw,female,48,48014
2015,nsw,female,49,48163
2015,nsw,female,50,48613
2015,nsw,female,51,50755
2015,nsw,female,52,51567
2015,nsw,female,53,51084
2015,nsw,female,54,50969
2015,nsw,female,55,49539
2015,nsw,female,56,48178
2015,nsw,female,57,48100
2015,nsw,female,58,46562
2015,nsw,female,59,45340
2015,nsw,female,60,44374
2015,nsw,female,61,43174
2015,nsw,female,62,42546
2015,nsw,female,63,41090
2015,nsw,female,64,40385
2015,nsw,female,65,39580
2015,nsw,female,66,38224
2015,nsw,female,67,38456
2015,nsw,female,68,39490
2015,nsw,female,69,33788
2015,nsw,female,70,32279
2015,nsw,female,71,30856
2015,nsw,female,72,27905
2015,nsw,female,73,27099
2015,nsw,female,74,25714
