year,state,sex,age_band,deaths
2018,qld,female,70-74,1212
2018,qld,female,75-79,1422
2018,qld,female,80-84,1882
2018,qld,female,85-89,2606
2018,qld,female,90-94,2592
2018,qld,female,95-99,1241
2018,qld,female,not_stated,0
2018,qld,male,0-4,150
2018,qld,male,10-14,16
2018,qld,male,100+,67
2018,qld,male,15-19,80
2018,qld,male,20-24,121
2018,qld,male,25-29,150
2018,qld,male,30-34,182
2018,qld,male,35-39,239
2018,qld,male,40-44,271
2018,qld,male,45-49,367
2018,qld,male,5-9,8
2018,qld,male,50-54,516
2018,qld,male,55-59,772
2018,qld,male,60-64,1039
2018,qld,male,65-69,1384
2018,qld,male,70-74,1960
2018,qld,male,75-79,2121
2018,qld,male,80-84,2491
2018,qld,male,85-89,2465
2018,qld,male,90-94,1660
2018,qld,male,95-99,509
2018,qld,male,not_stated,0
2018,sa,female,0-4,26
2018,sa,female,10-14,6
2018,sa,female,100+,106
2018,sa,female,15-19,15
2018,sa,female,20-24,10
2018,sa,female,25-29,20
2018,sa,female,30-34,23
2018,sa,female,35-39,42
2018,sa,female,40-44,43
2018,sa,female,45-49,58
2018,sa,female,5-9,3
2018,sa,female,50-54,133
2018,sa,female,55-59,184
2018,sa,female,60-64,260
2018,sa,female,65-69,369
2018,sa,female,70-74,502
2018,sa,female,75-79,603
2018,sa,female,80-84,922
2018,sa,female,85-89,1279
2018,sa,female,90-94,1342
2018,sa,female,95-99,645
2018,sa,female,not_stated,0
2018,sa,male,0-4,48
2018,sa,male,10-14,7
2018,sa,male,100+,40
2018,sa,male,15-19,20
2018,sa,male,20-24,28
2018,sa,male,25-29,35
2018,sa,male,30-34,48
2018,sa,male,35-39,43
2018,sa,male,40-44,69
2018,sa,male,45-49,156
2018,sa,male,5-9,1
2018,sa,male,50-54,215
2018,sa,male,55-59,320
2018,sa,male,60-64,425
2018,sa,male,65-69,530
2018,sa,male,70-74,716
2018,sa,male,75-79,816
2018,sa,male,80-84,1109
2018,sa,male,85-89,1160
2018,sa,male,90-94,914
2018,sa,male,95-99,277
2018,sa,male,not_stated,0
2018,tas,female,0-4,11
2018,tas,female,10-14,2
2018,tas,female,100+,26
2018,tas,female,15-19,4
2018,tas,female,20-24,2
2018,tas,female,25-29,3
2018,tas,female,30-34,4
2018,tas,female,35-39,15
2018,tas,female,40-44,23
2018,tas,female,45-49,27
2018,tas,female,5-9,4
2018,tas,female,50-54,45
2018,tas,female,55-59,59
2018,tas,female,60-64,93
2018,tas,female,65-69,124
2018,tas,female,70-74,175
2018,tas,female,75-79,253
2018,tas,female,80-84,288
2018,tas,female,85-89,401
2018,tas,female,90-94,344
2018,tas,female,95-99,162
2018,tas,female,not_stated,0
2018,tas,male,0-4,9
2018,tas,male,10-14,2
2018,tas,male,100+,6
2018,tas,male,15-19,1
2018,tas,male,20-24,17
2018,tas,male,25-29,17
2018,tas,male,30-34,14
2018,tas,male,35-39,23
2018,tas,male,40-44,27
2018,tas,male,45-49,47
2018,tas,male,5-9,0
2018,tas,male,50-54,62
2018,tas,male,55-59,101
2018,tas,male,60-64,130
2018,tas,male,65-69,182
2018,tas,male,70-74,271
2018,tas,male,75-79,298
2018,tas,male,80-84,326
2018,tas,male,85-89,404
2018,tas,male,90-94,215
2018,tas,male,95-99,73
2018,tas,male,not_stated,0
2018,vic,female,0-4,119
2018,vic,female,10-14,6
2018,vic,female,100+,383
2018,vic,female,15-19,31
2018,vic,female,20-24,39
2018,vic,female,25-29,46
2018,vic,female,30-34,65
2018,vic,female,35-39,124
2018,vic,female,40-44,160
2018,vic,female,45-49,247
2018,vic,female,5-9,11
2018,vic,female,50-54,369
2018,vic,female,55-59,531
2018,vic,female,60-64,746
2018,vic,female,65-69,991
2018,vic,female,70-74,1356
2018,vic,female,75-79,1768
2018,vic,female,80-84,2552
2018,vic,female,85-89,3683
2018,vic,female,90-94,3891
2018,vic,female,95-99,1805
2018,vic,female,not_stated,0
2018,vic,male,0-4,167
2018,vic,male,10-14,18
2018,vic,male,100+,93
2018,vic,male,15-19,47
2018,vic,male,20-24,90
2018,vic,male,25-29,113
2018,vic,male,30-34,149
2018,vic,male,35-39,202
2018,vic,male,40-44,248
2018,vic,male,45-49,392
2018,vic,male,5-9,9
2018,vic,male,50-54,481
2018,vic,male,55-59,733
2018,vic,male,60-64,1065
2018,vic,male,65-69,1490
2018,vic,male,70-74,2023
2018,vic,male,75-79,2373
2018,vic,male,80-84,2970
2018,vic,male,85-89,3418
2018,vic,male,90-94,2464
2018,vic,male,95-99,763
2018,vic,male,not_stated,0
2018,wa,female,0-4,37
2018,wa,female,10-14,6
2018,wa,female,100+,150
2018,wa,female,15-19,18
2018,wa,female,20-24,20
2018,wa,female,25-29,25
2018,wa,female,30-34,43
2018,wa,female,35-39,63
2018,wa,female,40-44,88
2018,wa,female,45-49,134
2018,wa,female,5-9,7
2018,wa,female,50-54,175
2018,wa,female,55-59,258
2018,wa,female,60-64,315
2018,wa,female,65-69,395
2018,wa,female,70-74,489
2018,wa,female,75-79,733
2018,wa,female,80-84,931
2018,wa,female,85-89,1231
2018,wa,female,90-94,1177
2018,wa,female,95-99,633
2018,wa,female,not_stated,0
2018,wa,male,0-4,70
2018,wa,male,10-14,7
2018,wa,male,100+,31
2018,wa,male,15-19,39
2018,wa,male,20-24,64
2018,wa,male,25-29,83
2018,wa,male,30-34,95
2018,wa,male,35-39,132
2018,wa,male,40-44,122
2018,wa,male,45-49,228
2018,wa,male,5-9,9
2018,wa,male,50-54,246
2018,wa,male,55-59,366
2018,wa,male,60-64,478
2018,wa,male,65-69,654
2018,wa,male,70-74,853
2018,wa,male,75-79,980
2018,wa,male,80-84,1061
2018,wa,male,85-89,1173
2018,wa,male,90-94,794
2018,wa,male,95-99,239
2018,wa,male,not_stated,0
2019,act,female,0-4,3
2019,act,female,10-14,1
2019,act,female,100+,19
2019,act,female,15-19,1
2019,act,female,20-24,3
2019,act,female,25-29,3
2019,act,female,30-34,7
2019,act,female,35-39,11
2019,act,female,40-44,12
2019,act,female,45-49,13
2019,act,female,5-9,4
2019,act,female,50-54,15
2019,act,female,55-59,35
2019,act,female,60-64,50
2019,act,female,65-69,39
2019,act,female,70-74,72
2019,act,female,75-79,95
2019,act,female,80-84,148
2019,act,female,85-89,204
2019,act,female,90-94,212
2019,act,female,95-99,103
2019,act,female,not_stated,0
2019,act,male,0-4,5
2019,act,male,10-14,0
2019,act,male,100+,2
2019,act,male,15-19,8
2019,act,male,20-24,10
2019,act,male,25-29,5
2019,act,male,30-34,7
2019,act,male,35-39,15
2019,act,male,40-44,20
2019,act,male,45-49,25
2019,act,male,5-9,1
2019,act,male,50-54,29
2019,act,male,55-59,43
2019,act,male,60-64,51
2019,act,male,65-69,64
2019,act,male,70-74,113
2019,act,male,75-79,126
2019,act,male,80-84,146
2019,act,male,85-89,142
2019,act,male,90-94,120
2019,act,male,95-99,55
2019,act,male,not_stated,0
2019,nsw,female,0-4,178
2019,nsw,female,10-14,19
2019,nsw,female,100+,506
2019,nsw,female,15-19,44
2019,nsw,female,20-24,74
2019,nsw,female,25-29,78
2019,nsw,female,30-34,95
2019,nsw,female,35-39,153
2019,nsw,female,40-44,229
2019,nsw,female,45-49,339
2019,nsw,female,5-9,21
2019,nsw,female,50-54,426
2019,nsw,female,55-59,761
2019,nsw,female,60-64,1074
2019,nsw,female,65-69,1414
2019,nsw,female,70-74,2177
2019,nsw,female,75-79,2676
2019,nsw,female,80-84,3687
2019,nsw,female,85-89,4980
2019,nsw,female,90-94,5402
2019,nsw,female,95-99,2748
2019,nsw,female,not_stated,0
2019,nsw,male,0-4,219
2019,nsw,male,10-14,33
2019,nsw,male,100+,136
2019,nsw,male,15-19,93
2019,nsw,male,20-24,170
2019,nsw,male,25-29,205
2019,nsw,male,30-34,218
2019,nsw,male,35-39,264
2019,nsw,male,40-44,370
2019,nsw,male,45-49,601
2019,nsw,male,5-9,16
2019,nsw,male,50-54,797
2019,nsw,male,55-59,1230
2019,nsw,male,60-64,1824
2019,nsw,male,65-69,2265
2019,nsw,male,70-74,3055
2019,nsw,male,75-79,3621
2019,nsw,male,80-84,4415
2019,nsw,male,85-89,4680
2019,nsw,male,90-94,3555
2019,nsw,male,95-99,1210
2019,nsw,male,not_stated,0
2019,nt,female,0-4,12
2019,nt,female,10-14,0
2019,nt,female,100+,1
2019,nt,female,15-19,7
2019,nt,female,20-24,9
2019,nt,female,25-29,8
2019,nt,female,30-34,10
2019,nt,female,35-39,18
2019,nt,female,40-44,11
2019,nt,female,45-49,26
2019,nt,female,5-9,0
2019,nt,female,50-54,32
2019,nt,female,55-59,35
2019,nt,female,60-64,41
2019,nt,female,65-69,33
2019,nt,female,70-74,40
2019,nt,female,75-79,29
2019,nt,female,80-84,45
2019,nt,female,85-89,37
2019,nt,female,90-94,37
2019,nt,female,95-99,10
2019,nt,female,not_stated,0
2019,nt,male,0-4,15
2019,nt,male,10-14,1
2019,nt,male,100+,0
2019,nt,male,15-19,9
2019,nt,male,20-24,13
2019,nt,male,25-29,14
2019,nt,male,30-34,20
2019,nt,male,35-39,22
2019,nt,male,40-44,24
2019,nt,male,45-49,43
2019,nt,male,5-9,6
2019,nt,male,50-54,45
2019,nt,male,55-59,53
2019,nt,male,60-64,62
2019,nt,male,65-69,80
2019,nt,male,70-74,85
2019,nt,male,75-79,76
2019,nt,male,80-84,51
2019,nt,male,85-89,50
2019,nt,male,90-94,25
2019,nt,male,95-99,3
2019,nt,male,not_stated,0
2019,qld,female,0-4,134
2019,qld,female,10-14,15
2019,qld,female,100+,274
2019,qld,female,15-19,31
2019,qld,female,20-24,47
2019,qld,female,25-29,59
2019,qld,female,30-34,74
2019,qld,female,35-39,111
2019,qld,female,40-44,138
2019,qld,female,45-49,255
2019,qld,female,5-9,10
2019,qld,female,50-54,316
2019,qld,female,55-59,483
2019,qld,female,60-64,668
2019,qld,female,65-69,899
2019,qld,female,70-74,1336
2019,qld,female,75-79,1573
2019,qld,female,80-84,2048
2019,qld,female,85-89,2641
2019,qld,female,90-94,2740
2019,qld,female,95-99,1364
2019,qld,female,not_stated,0
2019,qld,male,0-4,168
2019,qld,male,10-14,12
2019,qld,male,100+,67
2019,qld,male,15-19,74
2019,qld,male,20-24,137
2019,qld,male,25-29,136
2019,qld,male,30-34,175
2019,qld,male,35-39,186
2019,qld,male,40-44,245
2019,qld,male,45-49,392
2019,qld,male,5-9,14
2019,qld,male,50-54,482
2019,qld,male,55-59,761
2019,qld,male,60-64,1132
2019,qld,male,65-69,1456
2019,qld,male,70-74,2038
2019,qld,male,75-79,2314
2019,qld,male,80-84,2496
2019,qld,male,85-89,2573
2019,qld,male,90-94,1809
2019,qld,male,95-99,590
2019,qld,male,not_stated,0
2019,sa,female,0-4,23
2019,sa,female,10-14,6
2019,sa,female,100+,142
2019,sa,female,15-19,8
2019,sa,female,20-24,14
2019,sa,female,25-29,12
2019,sa,female,30-34,24
2019,sa,female,35-39,43
2019,sa,female,40-44,56
2019,sa,female,45-49,97
2019,sa,female,5-9,1
2019,sa,female,50-54,122
2019,sa,female,55-59,182
2019,sa,female,60-64,267
2019,sa,female,65-69,355
2019,sa,female,70-74,459
2019,sa,female,75-79,634
2019,sa,female,80-84,926
2019,sa,female,85-89,1324
2019,sa,female,90-94,1393
2019,sa,female,95-99,736
2019,sa,female,not_stated,0
2019,sa,male,0-4,35
2019,sa,male,10-14,4
2019,sa,male,100+,36
2019,sa,male,15-19,20
2019,sa,male,20-24,39
2019,sa,male,25-29,39
2019,sa,male,30-34,58
2019,sa,male,35-39,74
2019,sa,male,40-44,94
2019,sa,male,45-49,156
2019,sa,male,5-9,1
2019,sa,male,50-54,201
2019,sa,male,55-59,326
2019,sa,male,60-64,411
2019,sa,male,65-69,531
2019,sa,male,70-74,732
2019,sa,male,75-79,829
2019,sa,male,80-84,1059
2019,sa,male,85-89,1203
2019,sa,male,90-94,908
2019,sa,male,95-99,333
2019,sa,male,not_stated,0
2019,tas,female,0-4,5
2019,tas,female,10-14,2
2019,tas,female,100+,42
2019,tas,female,15-19,1
2019,tas,female,20-24,1
2019,tas,female,25-29,6
2019,tas,female,30-34,5
2019,tas,female,35-39,10
2019,tas,female,40-44,14
2019,tas,female,45-49,33
2019,tas,female,5-9,0
2019,tas,female,50-54,57
2019,tas,female,55-59,77
2019,tas,female,60-64,105
2019,tas,female,65-69,138
2019,tas,female,70-74,192
2019,tas,female,75-79,257
2019,tas,female,80-84,309
2019,tas,female,85-89,385
2019,tas,female,90-94,415
2019,tas,female,95-99,188
2019,tas,female,not_stated,0
2019,tas,male,0-4,18
2019,tas,male,10-14,0
2019,tas,male,100+,5
2019,tas,male,15-19,9
2019,tas,male,20-24,15
2019,tas,male,25-29,15
2019,tas,male,30-34,18
2019,tas,male,35-39,17
2019,tas,male,40-44,30
2019,tas,male,45-49,51
2019,tas,male,5-9,2
2019,tas,male,50-54,79
2019,tas,male,55-59,99
2019,tas,male,60-64,166
2019,tas,male,65-69,217
2019,tas,male,70-74,265
2019,tas,male,75-79,336
2019,tas,male,80-84,373
2019,tas,male,85-89,379
2019,tas,male,90-94,236
2019,tas,male,95-99,87
2019,tas,male,not_stated,0
2019,vic,female,0-4,103
2019,vic,female,10-14,15
2019,vic,female,100+,408
2019,vic,female,15-19,30
2019,vic,female,20-24,59
2019,vic,female,25-29,77
2019,vic,female,30-34,98
2019,vic,female,35-39,123
2019,vic,female,40-44,192
2019,vic,female,45-49,288
2019,vic,female,5-9,7
2019,vic,female,50-54,446
2019,vic,female,55-59,621
2019,vic,female,60-64,785
2019,vic,female,65-69,1108
2019,vic,female,70-74,1544
2019,vic,female,75-79,1960
2019,vic,female,80-84,2962
2019,vic,female,85-89,4069
2019,vic,female,90-94,4078
2019,vic,female,95-99,2092
2019,vic,female,not_stated,0
2019,vic,male,0-4,173
2019,vic,male,10-14,20
2019,vic,male,100+,83
2019,vic,male,15-19,94
2019,vic,male,20-24,155
2019,vic,male,25-29,208
2019,vic,male,30-34,210
2019,vic,male,35-39,318
2019,vic,male,40-44,387
2019,vic,male,45-49,562
2019,vic,male,5-9,24
2019,vic,male,50-54,645
2019,vic,male,55-59,1005
2019,vic,male,60-64,1301
2019,vic,male,65-69,1695
2019,vic,male,70-74,2312
2019,vic,male,75-79,2796
2019,vic,male,80-84,3398
2019,vic,male,85-89,3745
2019,vic,male,90-94,2799
2019,vic,male,95-99,949
2019,vic,male,not_stated,0
2019,wa,female,0-4,54
2019,wa,female,10-14,11
2019,wa,female,100+,140
2019,wa,female,15-19,16
2019,wa,female,20-24,22
2019,wa,female,25-29,40
2019,wa,female,30-34,39
2019,wa,female,35-39,52
2019,wa,female,40-44,101
2019,wa,female,45-49,119
2019,wa,female,5-9,3
2019,wa,female,50-54,129
2019,wa,female,55-59,218
2019,wa,female,60-64,300
2019,wa,female,65-69,364
2019,wa,female,70-74,514
2019,wa,female,75-79,714
2019,wa,female,80-84,930
2019,wa,female,85-89,1287
2019,wa,female,90-94,1327
2019,wa,female,95-99,644
2019,wa,female,not_stated,0
2019,wa,male,0-4,49
2019,wa,male,10-14,6
2019,wa,male,100+,33
2019,wa,male,15-19,35
2019,wa,male,20-24,65
2019,wa,male,25-29,80
2019,wa,male,30-34,89
2019,wa,male,35-39,122
2019,wa,male,40-44,139
2019,wa,male,45-49,227
2019,wa,male,5-9,6
2019,wa,male,50-54,282
2019,wa,male,55-59,402
2019,wa,male,60-64,504
2019,wa,male,65-69,644
2019,wa,male,70-74,833
2019,wa,male,75-79,916
2019,wa,male,80-84,1212
2019,wa,male,85-89,1170
2019,wa,male,90-94,917
2019,wa,male,95-99,286
2019,wa,male,not_stated,1
2020,act,female,0-4,10
2020,act,female,10-14,4
2020,act,female,100+,21
2020,act,female,15-19,4
2020,act,female,20-24,5
2020,act,female,25-29,7
2020,act,female,30-34,8
2020,act,female,35-39,15
2020,act,female,40-44,16
2020,act,female,45-49,14
2020,act,female,5-9,0
2020,act,female,50-54,15
2020,act,female,55-59,22
2020,act,female,60-64,42
2020,act,female,65-69,58
2020,act,female,70-74,92
2020,act,female,75-79,103
2020,act,female,80-84,138
2020,act,female,85-89,177
2020,act,female,90-94,205
2020,act,female,95-99,110
2020,act,female,not_stated,0
2020,act,male,0-4,10
2020,act,male,10-14,0
2020,act,male,100+,7
2020,act,male,15-19,6
2020,act,male,20-24,5
2020,act,male,25-29,12
2020,act,male,30-34,11
2020,act,male,35-39,17
2020,act,male,40-44,17
2020,act,male,45-49,35
2020,act,male,5-9,0
2020,act,male,50-54,34
2020,act,male,55-59,34
2020,act,male,60-64,57
2020,act,male,65-69,76
2020,act,male,70-74,117
2020,act,male,75-79,157
2020,act,male,80-84,164
2020,act,male,85-89,163
2020,act,male,90-94,125
2020,act,male,95-99,53
2020,act,male,not_stated,0
2020,nsw,female,0-4,160
2020,nsw,female,10-14,18
2020,nsw,female,100+,529
2020,nsw,female,15-19,40
2020,nsw,female,20-24,49
2020,nsw,female,25-29,67
2020,nsw,female,30-34,90
2020,nsw,female,35-39,149
2020,nsw,female,40-44,180
2020,nsw,female,45-49,317
2020,nsw,female,5-9,11
2020,nsw,female,50-54,496
2020,nsw,female,55-59,690
2020,nsw,female,60-64,995
2020,nsw,female,65-69,1324
2020,nsw,female,70-74,2000
2020,nsw,female,75-79,2485
2020,nsw,female,80-84,3527
2020,nsw,female,85-89,4570
2020,nsw,female,90-94,4829
2020,nsw,female,95-99,2531
2020,nsw,female,not_stated,1
2020,nsw,male,0-4,180
2020,nsw,male,10-14,29
2020,nsw,male,100+,148
2020,nsw,male,15-19,101
2020,nsw,male,20-24,158
2020,nsw,male,25-29,186
2020,nsw,male,30-34,194
2020,nsw,male,35-39,261
2020,nsw,male,40-44,331
2020,nsw,male,45-49,540
2020,nsw,male,5-9,18
2020,nsw,male,50-54,735
2020,nsw,male,55-59,1219
2020,nsw,male,60-64,1657
2020,nsw,male,65-69,2045
2020,nsw,male,70-74,3041
2020,nsw,male,75-79,3519
2020,nsw,male,80-84,4215
2020,nsw,male,85-89,4356
2020,nsw,male,90-94,3315
2020,nsw,male,95-99,1176
2020,nsw,male,not_stated,3
2020,nt,female,0-4,19
2020,nt,female,10-14,3
2020,nt,female,100+,4
2020,nt,female,15-19,6
2020,nt,female,20-24,10
2020,nt,female,25-29,7
2020,nt,female,30-34,15
2020,nt,female,35-39,12
2020,nt,female,40-44,13
2020,nt,female,45-49,22
2020,nt,female,5-9,1
2020,nt,female,50-54,38
2020,nt,female,55-59,40
2020,nt,female,60-64,43
2020,nt,female,65-69,59
2020,nt,female,70-74,48
2020,nt,female,75-79,47
2020,nt,female,80-84,43
2020,nt,female,85-89,29
2020,nt,female,90-94,20
2020,nt,female,95-99,13
2020,nt,female,not_stated,0
2020,nt,male,0-4,27
2020,nt,male,10-14,3
2020,nt,male,100+,1
2020,nt,male,15-19,5
2020,nt,male,20-24,14
2020,nt,male,25-29,12
2020,nt,male,30-34,19
2020,nt,male,35-39,21
2020,nt,male,40-44,24
2020,nt,male,45-49,28
2020,nt,male,5-9,1
2020,nt,male,50-54,34
2020,nt,male,55-59,34
2020,nt,male,60-64,54
2020,nt,male,65-69,86
2020,nt,male,70-74,94
2020,nt,male,75-79,71
2020,nt,male,80-84,54
2020,nt,male,85-89,35
2020,nt,male,90-94,26
2020,nt,male,95-99,5
2020,nt,male,not_stated,3
2020,qld,female,0-4,125
2020,qld,female,10-14,13
2020,qld,female,100+,292
2020,qld,female,15-19,36
2020,qld,female,20-24,39
2020,qld,female,25-29,48
2020,qld,female,30-34,88
2020,qld,female,35-39,117
2020,qld,female,40-44,154
2020,qld,female,45-49,208
2020,qld,female,5-9,2
2020,qld,female,50-54,330
2020,qld,female,55-59,479
2020,qld,female,60-64,637
2020,qld,female,65-69,802
2020,qld,female,70-74,1239
2020,qld,female,75-79,1565
2020,qld,female,80-84,2046
2020,qld,female,85-89,2422
2020,qld,female,90-94,2550
2020,qld,female,95-99,1280
2020,qld,female,not_stated,0
2020,qld,male,0-4,154
2020,qld,male,10-14,17
2020,qld,male,100+,84
2020,qld,male,15-19,77
2020,qld,male,20-24,129
2020,qld,male,25-29,147
2020,qld,male,30-34,156
2020,qld,male,35-39,222
2020,qld,male,40-44,249
2020,qld,male,45-49,386
2020,qld,male,5-9,11
2020,qld,male,50-54,508
2020,qld,male,55-59,761
2020,qld,male,60-64,1036
2020,qld,male,65-69,1412
2020,qld,male,70-74,1963
2020,qld,male,75-79,2296
2020,qld,male,80-84,2552
2020,qld,male,85-89,2405
2020,qld,male,90-94,1724
2020,qld,male,95-99,604
2020,qld,male,not_stated,0
2020,sa,female,0-4,27
2020,sa,female,10-14,5
2020,sa,female,100+,117
2020,sa,female,15-19,11
2020,sa,female,20-24,16
2020,sa,female,25-29,13
2020,sa,female,30-34,21
2020,sa,female,35-39,37
2020,sa,female,40-44,42
2020,sa,female,45-49,80
2020,sa,female,5-9,4
2020,sa,female,50-54,115
2020,sa,female,55-59,177
2020,sa,female,60-64,255
2020,sa,female,65-69,333
2020,sa,female,70-74,505
2020,sa,female,75-79,646
2020,sa,female,80-84,914
2020,sa,female,85-89,1209
2020,sa,female,90-94,1286
2020,sa,female,95-99,753
2020,sa,female,not_stated,0
2020,sa,male,0-4,27
2020,sa,male,10-14,1
2020,sa,male,100+,43
2020,sa,male,15-19,31
2020,sa,male,20-24,28
2020,sa,male,25-29,47
2020,sa,male,30-34,52
2020,sa,male,35-39,53
2020,sa,male,40-44,91
2020,sa,male,45-49,148
2020,sa,male,5-9,1
2020,sa,male,50-54,215
2020,sa,male,55-59,310
2020,sa,male,60-64,396
2020,sa,male,65-69,495
2020,sa,male,70-74,758
2020,sa,male,75-79,899
2020,sa,male,80-84,1082
2020,sa,male,85-89,1142
2020,sa,male,90-94,918
2020,sa,male,95-99,300
2020,sa,male,not_stated,3
2020,tas,female,0-4,12
2020,tas,female,10-14,4
2020,tas,female,100+,34
2020,tas,female,15-19,4
2020,tas,female,20-24,4
2020,tas,female,25-29,4
2020,tas,female,30-34,6
2020,tas,female,35-39,17
2020,tas,female,40-44,14
2020,tas,female,45-49,22
2020,tas,female,5-9,0
2020,tas,female,50-54,44
2020,tas,female,55-59,59
2020,tas,female,60-64,99
2020,tas,female,65-69,110
2020,tas,female,70-74,191
2020,tas,female,75-79,212
2020,tas,female,80-84,277
2020,tas,female,85-89,381
2020,tas,female,90-94,397
2020,tas,female,95-99,166
2020,tas,female,not_stated,0
2020,tas,male,0-4,11
2020,tas,male,10-14,4
2020,tas,male,100+,7
2020,tas,male,15-19,13
2020,tas,male,20-24,12
2020,tas,male,25-29,14
2020,tas,male,30-34,20
2020,tas,male,35-39,18
2020,tas,male,40-44,26
2020,tas,male,45-49,41
2020,tas,male,5-9,1
2020,tas,male,50-54,71
2020,tas,male,55-59,103
2020,tas,male,60-64,149
2020,tas,male,65-69,204
2020,tas,male,70-74,310
2020,tas,male,75-79,333
2020,tas,male,80-84,368
2020,tas,male,85-89,346
2020,tas,male,90-94,259
2020,tas,male,95-99,75
2020,tas,male,not_stated,0
2020,vic,female,0-4,115
2020,vic,female,10-14,11
2020,vic,female,100+,397
2020,vic,female,15-19,33
2020,vic,female,20-24,36
2020,vic,female,25-29,78
2020,vic,female,30-34,95
2020,vic,female,35-39,113
2020,vic,female,40-44,153
2020,vic,female,45-49,286
2020,vic,female,5-9,7
2020,vic,female,50-54,345
2020,vic,female,55-59,539
2020,vic,female,60-64,761
2020,vic,female,65-69,1006
2020,vic,female,70-74,1467
2020,vic,female,75-79,1872
2020,vic,female,80-84,2867
2020,vic,female,85-89,3745
2020,vic,female,90-94,4000
2020,vic,female,95-99,2026
2020,vic,female,not_stated,0
2020,vic,male,0-4,136
2020,vic,male,10-14,18
2020,vic,male,100+,93
2020,vic,male,15-19,60
2020,vic,male,20-24,130
2020,vic,male,25-29,157
2020,vic,male,30-34,196
2020,vic,male,35-39,232
2020,vic,male,40-44,267
2020,vic,male,45-49,429
2020,vic,male,5-9,12
2020,vic,male,50-54,598
2020,vic,male,55-59,851
2020,vic,male,60-64,1190
2020,vic,male,65-69,1523
2020,vic,male,70-74,2243
2020,vic,male,75-79,2623
2020,vic,male,80-84,3122
2020,vic,male,85-89,3490
2020,vic,male,90-94,2799
2020,vic,male,95-99,972
2020,vic,male,not_stated,0
2020,wa,female,0-4,39
2020,wa,female,10-14,8
2020,wa,female,100+,138
2020,wa,female,15-19,16
2020,wa,female,20-24,24
2020,wa,female,25-29,36
2020,wa,female,30-34,47
2020,wa,female,35-39,60
2020,wa,female,40-44,76
2020,wa,female,45-49,140
2020,wa,female,5-9,3
2020,wa,female,50-54,148
2020,wa,female,55-59,211
2020,wa,female,60-64,325
2020,wa,female,65-69,392
2020,wa,female,70-74,556
2020,wa,female,75-79,687
2020,wa,female,80-84,907
2020,wa,female,85-89,1243
2020,wa,female,90-94,1268
2020,wa,female,95-99,729
2020,wa,female,not_stated,0
2020,wa,male,0-4,52
2020,wa,male,10-14,6
2020,wa,male,100+,35
2020,wa,male,15-19,36
2020,wa,male,20-24,73
2020,wa,male,25-29,85
2020,wa,male,30-34,103
2020,wa,male,35-39,115
2020,wa,male,40-44,159
2020,wa,male,45-49,199
2020,wa,male,5-9,8
2020,wa,male,50-54,249
2020,wa,male,55-59,364
2020,wa,male,60-64,494
2020,wa,male,65-69,677
2020,wa,male,70-74,896
2020,wa,male,75-79,970
2020,wa,male,80-84,1134
2020,wa,male,85-89,1125
2020,wa,male,90-94,899
2020,wa,male,95-99,259
2020,wa,male,not_stated,4
2021,act,female,0-4,8
2021,act,female,10-14,1
2021,act,female,100+,23
2021,act,female,15-19,2
2021,act,female,20-24,6
2021,act,female,25-29,5
2021,act,female,30-34,5
2021,act,female,35-39,9
2021,act,female,40-44,11
2021,act,female,45-49,14
2021,act,female,5-9,2
2021,act,female,50-54,20
2021,act,female,55-59,34
2021,act,female,60-64,47
2021,act,female,65-69,56
2021,act,female,70-74,75
2021,act,female,75-79,129
2021,act,female,80-84,148
2021,act,female,85-89,169
2021,act,female,90-94,186
2021,act,female,95-99,115
2021,act,female,not_stated,0
2021,act,male,0-4,11
2021,act,male,10-14,2
2021,act,male,100+,11
2021,act,male,15-19,5
2021,act,male,20-24,8
2021,act,male,25-29,11
2021,act,male,30-34,11
2021,act,male,35-39,19
2021,act,male,40-44,23
2021,act,male,45-49,35
2021,act,male,5-9,3
2021,act,male,50-54,33
2021,act,male,55-59,45
2021,act,male,60-64,71
2021,act,male,65-69,78
2021,act,male,70-74,115
2021,act,male,75-79,123
2021,act,male,80-84,177
2021,act,male,85-89,175
2021,act,male,90-94,148
2021,act,male,95-99,42
2021,act,male,not_stated,0
2021,nsw,female,0-4,140
2021,nsw,female,10-14,19
2021,nsw,female,100+,660
2021,nsw,female,15-19,46
2021,nsw,female,20-24,58
2021,nsw,female,25-29,63
2021,nsw,female,30-34,91
2021,nsw,female,35-39,149
2021,nsw,female,40-44,202
2021,nsw,female,45-49,340
2021,nsw,female,5-9,18
2021,nsw,female,50-54,490
2021,nsw,female,55-59,720
2021,nsw,female,60-64,1008
2021,nsw,female,65-69,1449
2021,nsw,female,70-74,2147
2021,nsw,female,75-79,2779
2021,nsw,female,80-84,3759
2021,nsw,female,85-89,4837
2021,nsw,female,90-94,5222
2021,nsw,female,95-99,2997
2021,nsw,female,not_stated,4
2021,nsw,male,0-4,221
2021,nsw,male,10-14,27
2021,nsw,male,100+,172
2021,nsw,male,15-19,90
2021,nsw,male,20-24,135
2021,nsw,male,25-29,182
2021,nsw,male,30-34,216
2021,nsw,male,35-39,244
2021,nsw,male,40-44,317
2021,nsw,male,45-49,537
2021,nsw,male,5-9,17
2021,nsw,male,50-54,788
2021,nsw,male,55-59,1172
