year,state,sex,age_band,deaths
2012,vic,female,80-84,2902
2012,vic,female,85-89,4079
2012,vic,female,90-94,3345
2012,vic,female,95-99,1460
2012,vic,female,not_stated,0
2012,vic,male,0-4,148
2012,vic,male,10-14,17
2012,vic,male,100+,62
2012,vic,male,15-19,55
2012,vic,male,20-24,93
2012,vic,male,25-29,141
2012,vic,male,30-34,143
2012,vic,male,35-39,175
2012,vic,male,40-44,270
2012,vic,male,45-49,310
2012,vic,male,5-9,22
2012,vic,male,50-54,486
2012,vic,male,55-59,765
2012,vic,male,60-64,1009
2012,vic,male,65-69,1343
2012,vic,male,70-74,1731
2012,vic,male,75-79,2283
2012,vic,male,80-84,3146
2012,vic,male,85-89,3106
2012,vic,male,90-94,1780
2012,vic,male,95-99,558
2012,vic,male,not_stated,0
2012,wa,female,0-4,53
2012,wa,female,10-14,12
2012,wa,female,100+,103
2012,wa,female,15-19,25
2012,wa,female,20-24,28
2012,wa,female,25-29,31
2012,wa,female,30-34,33
2012,wa,female,35-39,51
2012,wa,female,40-44,79
2012,wa,female,45-49,102
2012,wa,female,5-9,6
2012,wa,female,50-54,182
2012,wa,female,55-59,212
2012,wa,female,60-64,276
2012,wa,female,65-69,328
2012,wa,female,70-74,446
2012,wa,female,75-79,604
2012,wa,female,80-84,971
2012,wa,female,85-89,1266
2012,wa,female,90-94,1085
2012,wa,female,95-99,509
2012,wa,female,not_stated,0
2012,wa,male,0-4,56
2012,wa,male,10-14,3
2012,wa,male,100+,27
2012,wa,male,15-19,38
2012,wa,male,20-24,84
2012,wa,male,25-29,74
2012,wa,male,30-34,113
2012,wa,male,35-39,107
2012,wa,male,40-44,146
2012,wa,male,45-49,179
2012,wa,male,5-9,8
2012,wa,male,50-54,256
2012,wa,male,55-59,342
2012,wa,male,60-64,476
2012,wa,male,65-69,575
2012,wa,male,70-74,663
2012,wa,male,75-79,868
2012,wa,male,80-84,1118
2012,wa,male,85-89,1034
2012,wa,male,90-94,592
2012,wa,male,95-99,177
2012,wa,male,not_stated,0
2013,act,female,0-4,11
2013,act,female,10-14,0
2013,act,female,100+,7
2013,act,female,15-19,3
2013,act,female,20-24,0
2013,act,female,25-29,2
2013,act,female,30-34,5
2013,act,female,35-39,5
2013,act,female,40-44,17
2013,act,female,45-49,16
2013,act,female,5-9,0
2013,act,female,50-54,31
2013,act,female,55-59,27
2013,act,female,60-64,38
2013,act,female,65-69,54
2013,act,female,70-74,61
2013,act,female,75-79,66
2013,act,female,80-84,132
2013,act,female,85-89,191
2013,act,female,90-94,152
2013,act,female,95-99,46
2013,act,female,not_stated,0
2013,act,male,0-4,8
2013,act,male,10-14,0
2013,act,male,100+,3
2013,act,male,15-19,3
2013,act,male,20-24,10
2013,act,male,25-29,6
2013,act,male,30-34,8
2013,act,male,35-39,10
2013,act,male,40-44,17
2013,act,male,45-49,24
2013,act,male,5-9,0
2013,act,male,50-54,29
2013,act,male,55-59,50
2013,act,male,60-64,59
2013,act,male,65-69,67
2013,act,male,70-74,101
2013,act,male,75-79,100
2013,act,male,80-84,101
2013,act,male,85-89,135
2013,act,male,90-94,84
2013,act,male,95-99,22
2013,act,male,not_stated,1
2013,nsw,female,0-4,197
2013,nsw,female,10-14,19
2013,nsw,female,100+,381
2013,nsw,female,15-19,47
2013,nsw,female,20-24,63
2013,nsw,female,25-29,71
2013,nsw,female,30-34,95
2013,nsw,female,35-39,151
2013,nsw,female,40-44,199
2013,nsw,female,45-49,355
2013,nsw,female,5-9,16
2013,nsw,female,50-54,468
2013,nsw,female,55-59,696
2013,nsw,female,60-64,991
2013,nsw,female,65-69,1290
2013,nsw,female,70-74,1645
2013,nsw,female,75-79,2330
2013,nsw,female,80-84,3744
2013,nsw,female,85-89,5336
2013,nsw,female,90-94,4505
2013,nsw,female,95-99,1929
2013,nsw,female,not_stated,2
2013,nsw,male,0-4,243
2013,nsw,male,10-14,16
2013,nsw,male,100+,79
2013,nsw,male,15-19,84
2013,nsw,male,20-24,136
2013,nsw,male,25-29,166
2013,nsw,male,30-34,194
2013,nsw,male,35-39,250
2013,nsw,male,40-44,345
2013,nsw,male,45-49,538
2013,nsw,male,5-9,25
2013,nsw,male,50-54,835
2013,nsw,male,55-59,1198
2013,nsw,male,60-64,1546
2013,nsw,male,65-69,2294
2013,nsw,male,70-74,2581
2013,nsw,male,75-79,3375
2013,nsw,male,80-84,4237
2013,nsw,male,85-89,4449
2013,nsw,male,90-94,2599
2013,nsw,male,95-99,671
2013,nsw,male,not_stated,2
2013,nt,female,0-4,21
2013,nt,female,10-14,1
2013,nt,female,100+,0
2013,nt,female,15-19,7
2013,nt,female,20-24,10
2013,nt,female,25-29,8
2013,nt,female,30-34,8
2013,nt,female,35-39,15
2013,nt,female,40-44,22
2013,nt,female,45-49,35
2013,nt,female,5-9,4
2013,nt,female,50-54,35
2013,nt,female,55-59,25
2013,nt,female,60-64,40
2013,nt,female,65-69,46
2013,nt,female,70-74,43
2013,nt,female,75-79,37
2013,nt,female,80-84,29
2013,nt,female,85-89,43
2013,nt,female,90-94,22
2013,nt,female,95-99,7
2013,nt,female,not_stated,0
2013,nt,male,0-4,17
2013,nt,male,10-14,1
2013,nt,male,100+,0
2013,nt,male,15-19,7
2013,nt,male,20-24,9
2013,nt,male,25-29,10
2013,nt,male,30-34,18
2013,nt,male,35-39,29
2013,nt,male,40-44,28
2013,nt,male,45-49,40
2013,nt,male,5-9,4
2013,nt,male,50-54,61
2013,nt,male,55-59,53
2013,nt,male,60-64,58
2013,nt,male,65-69,60
2013,nt,male,70-74,85
2013,nt,male,75-79,62
2013,nt,male,80-84,49
2013,nt,male,85-89,34
2013,nt,male,90-94,12
2013,nt,male,95-99,1
2013,nt,male,not_stated,0
2013,qld,female,0-4,155
2013,qld,female,10-14,10
2013,qld,female,100+,195
2013,qld,female,15-19,38
2013,qld,female,20-24,41
2013,qld,female,25-29,48
2013,qld,female,30-34,71
2013,qld,female,35-39,104
2013,qld,female,40-44,170
2013,qld,female,45-49,223
2013,qld,female,5-9,15
2013,qld,female,50-54,374
2013,qld,female,55-59,465
2013,qld,female,60-64,578
2013,qld,female,65-69,772
2013,qld,female,70-74,934
2013,qld,female,75-79,1267
2013,qld,female,80-84,1952
2013,qld,female,85-89,2594
2013,qld,female,90-94,2191
2013,qld,female,95-99,940
2013,qld,female,not_stated,0
2013,qld,male,0-4,180
2013,qld,male,10-14,23
2013,qld,male,100+,44
2013,qld,male,15-19,78
2013,qld,male,20-24,115
2013,qld,male,25-29,125
2013,qld,male,30-34,125
2013,qld,male,35-39,193
2013,qld,male,40-44,278
2013,qld,male,45-49,354
2013,qld,male,5-9,21
2013,qld,male,50-54,517
2013,qld,male,55-59,702
2013,qld,male,60-64,978
2013,qld,male,65-69,1425
2013,qld,male,70-74,1620
2013,qld,male,75-79,1772
2013,qld,male,80-84,2272
2013,qld,male,85-89,2258
2013,qld,male,90-94,1313
2013,qld,male,95-99,368
2013,qld,male,not_stated,3
2013,sa,female,0-4,33
2013,sa,female,10-14,5
2013,sa,female,100+,108
2013,sa,female,15-19,7
2013,sa,female,20-24,13
2013,sa,female,25-29,13
2013,sa,female,30-34,29
2013,sa,female,35-39,35
2013,sa,female,40-44,69
2013,sa,female,45-49,69
2013,sa,female,5-9,4
2013,sa,female,50-54,119
2013,sa,female,55-59,190
2013,sa,female,60-64,233
2013,sa,female,65-69,336
2013,sa,female,70-74,412
2013,sa,female,75-79,587
2013,sa,female,80-84,940
2013,sa,female,85-89,1436
2013,sa,female,90-94,1202
2013,sa,female,95-99,528
2013,sa,female,not_stated,0
2013,sa,male,0-4,52
2013,sa,male,10-14,5
2013,sa,male,100+,35
2013,sa,male,15-19,16
2013,sa,male,20-24,34
2013,sa,male,25-29,43
2013,sa,male,30-34,58
2013,sa,male,35-39,56
2013,sa,male,40-44,103
2013,sa,male,45-49,166
2013,sa,male,5-9,4
2013,sa,male,50-54,201
2013,sa,male,55-59,249
2013,sa,male,60-64,368
2013,sa,male,65-69,533
2013,sa,male,70-74,595
2013,sa,male,75-79,785
2013,sa,male,80-84,1087
2013,sa,male,85-89,1162
2013,sa,male,90-94,683
2013,sa,male,95-99,200
2013,sa,male,not_stated,1
2013,tas,female,0-4,9
2013,tas,female,10-14,4
2013,tas,female,100+,36
2013,tas,female,15-19,4
2013,tas,female,20-24,5
2013,tas,female,25-29,7
2013,tas,female,30-34,10
2013,tas,female,35-39,8
2013,tas,female,40-44,25
2013,tas,female,45-49,27
2013,tas,female,5-9,1
2013,tas,female,50-54,51
2013,tas,female,55-59,73
2013,tas,female,60-64,88
2013,tas,female,65-69,128
2013,tas,female,70-74,175
2013,tas,female,75-79,229
2013,tas,female,80-84,342
2013,tas,female,85-89,454
2013,tas,female,90-94,350
2013,tas,female,95-99,158
2013,tas,female,not_stated,3
2013,tas,male,0-4,16
2013,tas,male,10-14,2
2013,tas,male,100+,5
2013,tas,male,15-19,11
2013,tas,male,20-24,10
2013,tas,male,25-29,14
2013,tas,male,30-34,15
2013,tas,male,35-39,22
2013,tas,male,40-44,42
2013,tas,male,45-49,43
2013,tas,male,5-9,2
2013,tas,male,50-54,80
2013,tas,male,55-59,115
2013,tas,male,60-64,155
2013,tas,male,65-69,201
2013,tas,male,70-74,236
2013,tas,male,75-79,306
2013,tas,male,80-84,363
2013,tas,male,85-89,360
2013,tas,male,90-94,196
2013,tas,male,95-99,60
2013,tas,male,not_stated,1
2013,vic,female,0-4,123
2013,vic,female,10-14,11
2013,vic,female,100+,304
2013,vic,female,15-19,23
2013,vic,female,20-24,45
2013,vic,female,25-29,51
2013,vic,female,30-34,73
2013,vic,female,35-39,89
2013,vic,female,40-44,162
2013,vic,female,45-49,240
2013,vic,female,5-9,14
2013,vic,female,50-54,348
2013,vic,female,55-59,462
2013,vic,female,60-64,680
2013,vic,female,65-69,898
2013,vic,female,70-74,1127
2013,vic,female,75-79,1682
2013,vic,female,80-84,2837
2013,vic,female,85-89,3999
2013,vic,female,90-94,3438
2013,vic,female,95-99,1424
2013,vic,female,not_stated,0
2013,vic,male,0-4,130
2013,vic,male,10-14,14
2013,vic,male,100+,62
2013,vic,male,15-19,61
2013,vic,male,20-24,104
2013,vic,male,25-29,134
2013,vic,male,30-34,140
2013,vic,male,35-39,155
2013,vic,male,40-44,233
2013,vic,male,45-49,377
2013,vic,male,5-9,18
2013,vic,male,50-54,545
2013,vic,male,55-59,714
2013,vic,male,60-64,1035
2013,vic,male,65-69,1463
2013,vic,male,70-74,1753
2013,vic,male,75-79,2244
2013,vic,male,80-84,3108
2013,vic,male,85-89,3217
2013,vic,male,90-94,1876
2013,vic,male,95-99,503
2013,vic,male,not_stated,0
2013,wa,female,0-4,52
2013,wa,female,10-14,5
2013,wa,female,100+,99
2013,wa,female,15-19,24
2013,wa,female,20-24,21
2013,wa,female,25-29,25
2013,wa,female,30-34,42
2013,wa,female,35-39,45
2013,wa,female,40-44,81
2013,wa,female,45-49,111
2013,wa,female,5-9,7
2013,wa,female,50-54,162
2013,wa,female,55-59,223
2013,wa,female,60-64,304
2013,wa,female,65-69,369
2013,wa,female,70-74,392
2013,wa,female,75-79,617
2013,wa,female,80-84,946
2013,wa,female,85-89,1192
2013,wa,female,90-94,1083
2013,wa,female,95-99,519
2013,wa,female,not_stated,4
2013,wa,male,0-4,63
2013,wa,male,10-14,16
2013,wa,male,100+,28
2013,wa,male,15-19,51
2013,wa,male,20-24,60
2013,wa,male,25-29,77
2013,wa,male,30-34,95
2013,wa,male,35-39,109
2013,wa,male,40-44,163
2013,wa,male,45-49,191
2013,wa,male,5-9,5
2013,wa,male,50-54,245
2013,wa,male,55-59,344
2013,wa,male,60-64,457
2013,wa,male,65-69,638
2013,wa,male,70-74,693
2013,wa,male,75-79,876
2013,wa,male,80-84,1075
2013,wa,male,85-89,1074
2013,wa,male,90-94,658
2013,wa,male,95-99,176
2013,wa,male,not_stated,0
2014,act,female,0-4,6
2014,act,female,10-14,1
2014,act,female,100+,14
2014,act,female,15-19,1
2014,act,female,20-24,1
2014,act,female,25-29,4
2014,act,female,30-34,3
2014,act,female,35-39,7
2014,act,female,40-44,19
2014,act,female,45-49,17
2014,act,female,5-9,0
2014,act,female,50-54,24
2014,act,female,55-59,31
2014,act,female,60-64,36
2014,act,female,65-69,46
2014,act,female,70-74,66
2014,act,female,75-79,70
2014,act,female,80-84,109
2014,act,female,85-89,174
2014,act,female,90-94,182
2014,act,female,95-99,72
2014,act,female,not_stated,0
2014,act,male,0-4,10
2014,act,male,10-14,0
2014,act,male,100+,1
2014,act,male,15-19,2
2014,act,male,20-24,7
2014,act,male,25-29,14
2014,act,male,30-34,10
2014,act,male,35-39,14
2014,act,male,40-44,12
2014,act,male,45-49,17
2014,act,male,5-9,0
2014,act,male,50-54,31
2014,act,male,55-59,53
2014,act,male,60-64,60
2014,act,male,65-69,69
2014,act,male,70-74,82
2014,act,male,75-79,117
2014,act,male,80-84,139
2014,act,male,85-89,178
2014,act,male,90-94,84
2014,act,male,95-99,26
2014,act,male,not_stated,0
2014,nsw,female,0-4,169
2014,nsw,female,10-14,21
2014,nsw,female,100+,469
2014,nsw,female,15-19,43
2014,nsw,female,20-24,57
2014,nsw,female,25-29,72
2014,nsw,female,30-34,97
2014,nsw,female,35-39,133
2014,nsw,female,40-44,203
2014,nsw,female,45-49,342
2014,nsw,female,5-9,22
2014,nsw,female,50-54,531
2014,nsw,female,55-59,751
2014,nsw,female,60-64,962
2014,nsw,female,65-69,1431
2014,nsw,female,70-74,1750
2014,nsw,female,75-79,2514
2014,nsw,female,80-84,3749
2014,nsw,female,85-89,5453
2014,nsw,female,90-94,5010
2014,nsw,female,95-99,2162
2014,nsw,female,not_stated,1
2014,nsw,male,0-4,203
2014,nsw,male,10-14,19
2014,nsw,male,100+,102
2014,nsw,male,15-19,77
2014,nsw,male,20-24,150
2014,nsw,male,25-29,154
2014,nsw,male,30-34,194
2014,nsw,male,35-39,278
2014,nsw,male,40-44,427
2014,nsw,male,45-49,575
2014,nsw,male,5-9,19
2014,nsw,male,50-54,858
2014,nsw,male,55-59,1189
2014,nsw,male,60-64,1665
2014,nsw,male,65-69,2246
2014,nsw,male,70-74,2647
2014,nsw,male,75-79,3343
2014,nsw,male,80-84,4252
2014,nsw,male,85-89,4403
2014,nsw,male,90-94,2859
2014,nsw,male,95-99,712
2014,nsw,male,not_stated,4
2014,nt,female,0-4,15
2014,nt,female,10-14,5
2014,nt,female,100+,4
2014,nt,female,15-19,7
2014,nt,female,20-24,9
2014,nt,female,25-29,13
2014,nt,female,30-34,12
2014,nt,female,35-39,13
2014,nt,female,40-44,22
2014,nt,female,45-49,25
2014,nt,female,5-9,2
2014,nt,female,50-54,45
2014,nt,female,55-59,36
2014,nt,female,60-64,51
2014,nt,female,65-69,51
2014,nt,female,70-74,36
2014,nt,female,75-79,41
2014,nt,female,80-84,45
2014,nt,female,85-89,31
2014,nt,female,90-94,18
2014,nt,female,95-99,5
2014,nt,female,not_stated,10
2014,nt,male,0-4,13
2014,nt,male,10-14,6
2014,nt,male,100+,0
2014,nt,male,15-19,5
2014,nt,male,20-24,17
2014,nt,male,25-29,21
2014,nt,male,30-34,16
2014,nt,male,35-39,25
2014,nt,male,40-44,28
2014,nt,male,45-49,40
2014,nt,male,5-9,4
2014,nt,male,50-54,57
2014,nt,male,55-59,61
2014,nt,male,60-64,72
2014,nt,male,65-69,77
2014,nt,male,70-74,74
2014,nt,male,75-79,64
2014,nt,male,80-84,37
2014,nt,male,85-89,41
2014,nt,male,90-94,8
2014,nt,male,95-99,2
2014,nt,male,not_stated,9
2014,qld,female,0-4,150
2014,qld,female,10-14,10
2014,qld,female,100+,211
2014,qld,female,15-19,35
2014,qld,female,20-24,41
2014,qld,female,25-29,66
2014,qld,female,30-34,80
2014,qld,female,35-39,101
2014,qld,female,40-44,140
2014,qld,female,45-49,206
2014,qld,female,5-9,16
2014,qld,female,50-54,310
2014,qld,female,55-59,433
2014,qld,female,60-64,585
2014,qld,female,65-69,778
2014,qld,female,70-74,1057
2014,qld,female,75-79,1311
2014,qld,female,80-84,1940
2014,qld,female,85-89,2675
2014,qld,female,90-94,2424
2014,qld,female,95-99,1047
2014,qld,female,not_stated,4
2014,qld,male,0-4,168
2014,qld,male,10-14,11
2014,qld,male,100+,46
2014,qld,male,15-19,49
2014,qld,male,20-24,112
2014,qld,male,25-29,118
2014,qld,male,30-34,155
2014,qld,male,35-39,173
2014,qld,male,40-44,269
2014,qld,male,45-49,302
2014,qld,male,5-9,12
2014,qld,male,50-54,578
2014,qld,male,55-59,733
2014,qld,male,60-64,1038
2014,qld,male,65-69,1331
2014,qld,male,70-74,1596
2014,qld,male,75-79,1883
2014,qld,male,80-84,2303
2014,qld,male,85-89,2360
2014,qld,male,90-94,1456
2014,qld,male,95-99,392
2014,qld,male,not_stated,1
2014,sa,female,0-4,31
2014,sa,female,10-14,2
2014,sa,female,100+,145
2014,sa,female,15-19,1
2014,sa,female,20-24,11
2014,sa,female,25-29,24
2014,sa,female,30-34,29
2014,sa,female,35-39,35
2014,sa,female,40-44,72
2014,sa,female,45-49,96
2014,sa,female,5-9,5
2014,sa,female,50-54,129
2014,sa,female,55-59,164
2014,sa,female,60-64,257
2014,sa,female,65-69,311
2014,sa,female,70-74,428
2014,sa,female,75-79,654
2014,sa,female,80-84,933
2014,sa,female,85-89,1480
2014,sa,female,90-94,1365
2014,sa,female,95-99,535
2014,sa,female,not_stated,0
2014,sa,male,0-4,32
2014,sa,male,10-14,2
2014,sa,male,100+,22
2014,sa,male,15-19,20
2014,sa,male,20-24,31
2014,sa,male,25-29,27
2014,sa,male,30-34,44
2014,sa,male,35-39,73
2014,sa,male,40-44,101
2014,sa,male,45-49,132
2014,sa,male,5-9,6
2014,sa,male,50-54,208
2014,sa,male,55-59,287
2014,sa,male,60-64,391
2014,sa,male,65-69,511
2014,sa,male,70-74,590
2014,sa,male,75-79,802
2014,sa,male,80-84,1048
2014,sa,male,85-89,1258
2014,sa,male,90-94,764
2014,sa,male,95-99,197
2014,sa,male,not_stated,4
2014,tas,female,0-4,13
2014,tas,female,10-14,1
2014,tas,female,100+,27
2014,tas,female,15-19,1
2014,tas,female,20-24,4
2014,tas,female,25-29,5
2014,tas,female,30-34,9
2014,tas,female,35-39,14
2014,tas,female,40-44,16
2014,tas,female,45-49,30
2014,tas,female,5-9,4
2014,tas,female,50-54,66
2014,tas,female,55-59,85
2014,tas,female,60-64,100
2014,tas,female,65-69,156
2014,tas,female,70-74,158
2014,tas,female,75-79,228
2014,tas,female,80-84,359
2014,tas,female,85-89,416
2014,tas,female,90-94,379
2014,tas,female,95-99,144
2014,tas,female,not_stated,1
2014,tas,male,0-4,24
2014,tas,male,10-14,3
2014,tas,male,100+,10
2014,tas,male,15-19,6
2014,tas,male,20-24,11
2014,tas,male,25-29,16
2014,tas,male,30-34,18
2014,tas,male,35-39,22
2014,tas,male,40-44,31
2014,tas,male,45-49,46
2014,tas,male,5-9,1
2014,tas,male,50-54,63
2014,tas,male,55-59,111
2014,tas,male,60-64,136
2014,tas,male,65-69,207
2014,tas,male,70-74,244
2014,tas,male,75-79,311
2014,tas,male,80-84,353
2014,tas,male,85-89,398
2014,tas,male,90-94,191
2014,tas,male,95-99,57
2014,tas,male,not_stated,0
2014,vic,female,0-4,123
2014,vic,female,10-14,9
2014,vic,female,100+,358
2014,vic,female,15-19,32
2014,vic,female,20-24,41
2014,vic,female,25-29,60
2014,vic,female,30-34,101
2014,vic,female,35-39,114
2014,vic,female,40-44,170
2014,vic,female,45-49,249
2014,vic,female,5-9,14
2014,vic,female,50-54,391
2014,vic,female,55-59,519
2014,vic,female,60-64,718
2014,vic,female,65-69,976
2014,vic,female,70-74,1230
2014,vic,female,75-79,1768
2014,vic,female,80-84,2779
2014,vic,female,85-89,4038
2014,vic,female,90-94,3709
2014,vic,female,95-99,1453
2014,vic,female,not_stated,0
2014,vic,male,0-4,124
2014,vic,male,10-14,14
2014,vic,male,100+,88
2014,vic,male,15-19,54
2014,vic,male,20-24,105
2014,vic,male,25-29,148
2014,vic,male,30-34,187
2014,vic,male,35-39,213
2014,vic,male,40-44,311
2014,vic,male,45-49,379
2014,vic,male,5-9,18
2014,vic,male,50-54,620
2014,vic,male,55-59,826
2014,vic,male,60-64,1116
2014,vic,male,65-69,1597
2014,vic,male,70-74,1844
2014,vic,male,75-79,2341
2014,vic,male,80-84,3187
2014,vic,male,85-89,3367
2014,vic,male,90-94,2079
2014,vic,male,95-99,572
2014,vic,male,not_stated,0
2014,wa,female,0-4,48
2014,wa,female,10-14,6
2014,wa,female,100+,134
2014,wa,female,15-19,13
2014,wa,female,20-24,30
2014,wa,female,25-29,32
2014,wa,female,30-34,38
2014,wa,female,35-39,54
2014,wa,female,40-44,97
2014,wa,female,45-49,128
2014,wa,female,5-9,7
2014,wa,female,50-54,156
2014,wa,female,55-59,211
2014,wa,female,60-64,292
2014,wa,female,65-69,374
2014,wa,female,70-74,452
2014,wa,female,75-79,630
2014,wa,female,80-84,911
2014,wa,female,85-89,1233
2014,wa,female,90-94,1189
2014,wa,female,95-99,481
2014,wa,female,not_stated,0
2014,wa,male,0-4,62
2014,wa,male,10-14,11
2014,wa,male,100+,36
2014,wa,male,15-19,41
2014,wa,male,20-24,64
2014,wa,male,25-29,74
2014,wa,male,30-34,106
2014,wa,male,35-39,113
2014,wa,male,40-44,174
2014,wa,male,45-49,201
2014,wa,male,5-9,10
2014,wa,male,50-54,235
2014,wa,male,55-59,341
2014,wa,male,60-64,476
2014,wa,male,65-69,663
2014,wa,male,70-74,736
2014,wa,male,75-79,911
2014,wa,male,80-84,1064
2014,wa,male,85-89,1124
2014,wa,male,90-94,662
2014,wa,male,95-99,167
2014,wa,male,not_stated,0
2015,act,female,0-4,8
2015,act,female,10-14,0
2015,act,female,100+,15
2015,act,female,15-19,3
2015,act,female,20-24,4
2015,act,female,25-29,1
2015,act,female,30-34,4
2015,act,female,35-39,8
2015,act,female,40-44,10
2015,act,female,45-49,19
2015,act,female,5-9,1
2015,act,female,50-54,14
2015,act,female,55-59,37
2015,act,female,60-64,40
2015,act,female,65-69,56
2015,act,female,70-74,65
2015,act,female,75-79,82
2015,act,female,80-84,118
2015,act,female,85-89,175
2015,act,female,90-94,183
2015,act,female,95-99,65
2015,act,female,not_stated,0
2015,act,male,0-4,15
2015,act,male,10-14,4
2015,act,male,100+,2
2015,act,male,15-19,1
2015,act,male,20-24,9
2015,act,male,25-29,6
2015,act,male,30-34,12
2015,act,male,35-39,18
2015,act,male,40-44,11
2015,act,male,45-49,17
2015,act,male,5-9,1
2015,act,male,50-54,28
2015,act,male,55-59,61
2015,act,male,60-64,60
2015,act,male,65-69,86
2015,act,male,70-74,85
2015,act,male,75-79,131
2015,act,male,80-84,110
2015,act,male,85-89,166
2015,act,male,90-94,103
2015,act,male,95-99,27
2015,act,male,not_stated,0
2015,nsw,female,0-4,173
2015,nsw,female,10-14,15
2015,nsw,female,100+,485
2015,nsw,female,15-19,53
2015,nsw,female,20-24,45
2015,nsw,female,25-29,79
2015,nsw,female,30-34,93
2015,nsw,female,35-39,152
2015,nsw,female,40-44,241
2015,nsw,female,45-49,335
2015,nsw,female,5-9,21
2015,nsw,female,50-54,542
2015,nsw,female,55-59,680
2015,nsw,female,60-64,992
2015,nsw,female,65-69,1352
2015,nsw,female,70-74,1838
2015,nsw,female,75-79,2550
2015,nsw,female,80-84,3779
2015,nsw,female,85-89,5349
2015,nsw,female,90-94,5301
2015,nsw,female,95-99,2303
2015,nsw,female,not_stated,1
2015,nsw,male,0-4,217
2015,nsw,male,10-14,18
2015,nsw,male,100+,128
2015,nsw,male,15-19,94
2015,nsw,male,20-24,122
2015,nsw,male,25-29,160
2015,nsw,male,30-34,217
2015,nsw,male,35-39,248
2015,nsw,male,40-44,411
2015,nsw,male,45-49,578
2015,nsw,male,5-9,29
2015,nsw,male,50-54,900
2015,nsw,male,55-59,1274
2015,nsw,male,60-64,1639
2015,nsw,male,65-69,2226
2015,nsw,male,70-74,2831
2015,nsw,male,75-79,3352
2015,nsw,male,80-84,4218
2015,nsw,male,85-89,4803
2015,nsw,male,90-94,2933
2015,nsw,male,95-99,823
2015,nsw,male,not_stated,0
2015,nt,female,0-4,13
2015,nt,female,10-14,3
2015,nt,female,100+,2
2015,nt,female,15-19,6
2015,nt,female,20-24,9
2015,nt,female,25-29,9
2015,nt,female,30-34,12
2015,nt,female,35-39,15
2015,nt,female,40-44,25
2015,nt,female,45-49,35
2015,nt,female,5-9,0
2015,nt,female,50-54,34
2015,nt,female,55-59,36
2015,nt,female,60-64,53
2015,nt,female,65-69,39
2015,nt,female,70-74,33
2015,nt,female,75-79,43
2015,nt,female,80-84,31
2015,nt,female,85-89,39
2015,nt,female,90-94,28
2015,nt,female,95-99,3
2015,nt,female,not_stated,0
2015,nt,male,0-4,20
2015,nt,male,10-14,5
2015,nt,male,100+,1
2015,nt,male,15-19,5
2015,nt,male,20-24,18
2015,nt,male,25-29,21
2015,nt,male,30-34,16
2015,nt,male,35-39,28
2015,nt,male,40-44,38
2015,nt,male,45-49,31
2015,nt,male,5-9,4
2015,nt,male,50-54,62
2015,nt,male,55-59,59
2015,nt,male,60-64,74
2015,nt,male,65-69,71
2015,nt,male,70-74,70
2015,nt,male,75-79,78
2015,nt,male,80-84,53
2015,nt,male,85-89,36
2015,nt,male,90-94,13
2015,nt,male,95-99,2
2015,nt,male,not_stated,0
2015,qld,female,0-4,140
2015,qld,female,10-14,18
2015,qld,female,100+,244
2015,qld,female,15-19,36
2015,qld,female,20-24,43
2015,qld,female,25-29,45
2015,qld,female,30-34,88
2015,qld,female,35-39,103
2015,qld,female,40-44,166
2015,qld,female,45-49,228
2015,qld,female,5-9,17
2015,qld,female,50-54,352
2015,qld,female,55-59,458
2015,qld,female,60-64,583
2015,qld,female,65-69,870
2015,qld,female,70-74,1059
2015,qld,female,75-79,1432
2015,qld,female,80-84,1898
2015,qld,female,85-89,2777
2015,qld,female,90-94,2569
2015,qld,female,95-99,1105
2015,qld,female,not_stated,0
2015,qld,male,0-4,174
2015,qld,male,10-14,20
2015,qld,male,100+,54
2015,qld,male,15-19,63
2015,qld,male,20-24,140
2015,qld,male,25-29,130
2015,qld,male,30-34,178
2015,qld,male,35-39,216
2015,qld,male,40-44,293
2015,qld,male,45-49,352
2015,qld,male,5-9,19
2015,qld,male,50-54,535
2015,qld,male,55-59,765
2015,qld,male,60-64,948
2015,qld,male,65-69,1419
2015,qld,male,70-74,1623
2015,qld,male,75-79,1994
2015,qld,male,80-84,2306
2015,qld,male,85-89,2377
2015,qld,male,90-94,1515
2015,qld,male,95-99,430
2015,qld,male,not_stated,0
2015,sa,female,0-4,34
2015,sa,female,10-14,1
2015,sa,female,100+,137
2015,sa,female,15-19,12
2015,sa,female,20-24,11
2015,sa,female,25-29,26
2015,sa,female,30-34,26
2015,sa,female,35-39,32
2015,sa,female,40-44,55
2015,sa,female,45-49,93
2015,sa,female,5-9,2
2015,sa,female,50-54,140
2015,sa,female,55-59,171
2015,sa,female,60-64,250
2015,sa,female,65-69,332
2015,sa,female,70-74,438
2015,sa,female,75-79,648
2015,sa,female,80-84,953
2015,sa,female,85-89,1468
2015,sa,female,90-94,1398
2015,sa,female,95-99,595
2015,sa,female,not_stated,0
2015,sa,male,0-4,44
2015,sa,male,10-14,6
2015,sa,male,100+,29
2015,sa,male,15-19,16
2015,sa,male,20-24,37
2015,sa,male,25-29,45
2015,sa,male,30-34,42
2015,sa,male,35-39,51
2015,sa,male,40-44,109
2015,sa,male,45-49,137
2015,sa,male,5-9,1
2015,sa,male,50-54,229
2015,sa,male,55-59,275
2015,sa,male,60-64,444
2015,sa,male,65-69,536
2015,sa,male,70-74,632
