period_start,period_end,state,sex,age,qx
2019,2021,act,male,91,0.1588
2019,2021,act,male,92,0.17882
2019,2021,act,male,93,0.19948
2019,2021,act,male,94,0.22008
2019,2021,act,male,95,0.23806
2019,2021,act,male,96,0.25464
2019,2021,act,male,97,0.28157
2019,2021,act,male,98,0.30302
2019,2021,act,male,99,0.32779
2019,2021,act,male,100,0.35724
2019,2021,nsw,female,0,0.00299
2019,2021,nsw,female,1,0.00019
2019,2021,nsw,female,2,0.00008
2019,2021,nsw,female,3,0.00008
2019,2021,nsw,female,4,0.00007
2019,2021,nsw,female,5,0.00007
2019,2021,nsw,female,6,0.00006
2019,2021,nsw,female,7,0.00006
2019,2021,nsw,female,8,0.00006
2019,2021,nsw,female,9,0.00006
2019,2021,nsw,female,10,0.00006
2019,2021,nsw,female,11,0.00007
2019,2021,nsw,female,12,0.00008
2019,2021,nsw,female,13,0.0001
2019,2021,nsw,female,14,0.00012
2019,2021,nsw,female,15,0.00015
2019,2021,nsw,female,16,0.00017
2019,2021,nsw,female,17,0.00019
2019,2021,nsw,female,18,0.00021
2019,2021,nsw,female,19,0.00022
2019,2021,nsw,female,20,0.00023
2019,2021,nsw,female,21,0.00023
2019,2021,nsw,female,22,0.00023
2019,2021,nsw,female,23,0.00024
2019,2021,nsw,female,24,0.00024
2019,2021,nsw,female,25,0.00024
2019,2021,nsw,female,26,0.00025
2019,2021,nsw,female,27,0.00025
2019,2021,nsw,female,28,0.00025
2019,2021,nsw,female,29,0.00026
2019,2021,nsw,female,30,0.00027
2019,2021,nsw,female,31,0.0003
2019,2021,nsw,female,32,0.00032
2019,2021,nsw,female,33,0.00035
2019,2021,nsw,female,34,0.00039
2019,2021,nsw,female,35,0.00043
2019,2021,nsw,female,36,0.00047
2019,2021,nsw,female,37,0.00051
2019,2021,nsw,female,38,0.00055
2019,2021,nsw,female,39,0.00059
2019,2021,nsw,female,40,0.00063
2019,2021,nsw,female,41,0.0007
2019,2021,nsw,female,42,0.00079
2019,2021,nsw,female,43,0.00088
2019,2021,nsw,female,44,0.00099
2019,2021,nsw,female,45,0.00108
2019,2021,nsw,female,46,0.00117
2019,2021,nsw,female,47,0.00128
2019,2021,nsw,female,48,0.0014
2019,2021,nsw,female,49,0.00152
2019,2021,nsw,female,50,0.00165
2019,2021,nsw,female,51,0.00177
2019,2021,nsw,female,52,0.00191
2019,2021,nsw,female,53,0.00208
2019,2021,nsw,female,54,0.00228
2019,2021,nsw,female,55,0.00248
2019,2021,nsw,female,56,0.00269
2019,2021,nsw,female,57,0.00292
2019,2021,nsw,female,58,0.00317
2019,2021,nsw,female,59,0.00345
2019,2021,nsw,female,60,0.00377
2019,2021,nsw,female,61,0.00411
2019,2021,nsw,female,62,0.00445
2019,2021,nsw,female,63,0.00482
2019,2021,nsw,female,64,0.00523
2019,2021,nsw,female,65,0.0057
2019,2021,nsw,female,66,0.00622
2019,2021,nsw,female,67,0.00684
2019,2021,nsw,female,68,0.00754
2019,2021,nsw,female,69,0.00839
2019,2021,nsw,female,70,0.00936
2019,2021,nsw,female,71,0.01042
2019,2021,nsw,female,72,0.01163
2019,2021,nsw,female,73,0.01298
2019,2021,nsw,female,74,0.01449
2019,2021,nsw,female,75,0.01616
2019,2021,nsw,female,76,0.01795
2019,2021,nsw,female,77,0.02001
2019,2021,nsw,female,78,0.02247
2019,2021,nsw,female,79,0.02547
2019,2021,nsw,female,80,0.02897
2019,2021,nsw,female,81,0.03308
2019,2021,nsw,female,82,0.03776
2019,2021,nsw,female,83,0.04312
2019,2021,nsw,female,84,0.04923
2019,2021,nsw,female,85,0.05623
2019,2021,nsw,female,86,0.06439
2019,2021,nsw,female,87,0.07373
2019,2021,nsw,female,88,0.08438
2019,2021,nsw,female,89,0.09674
2019,2021,nsw,female,90,0.11091
2019,2021,nsw,female,91,0.127
2019,2021,nsw,female,92,0.14461
2019,2021,nsw,female,93,0.16416
2019,2021,nsw,female,94,0.18603
2019,2021,nsw,female,95,0.20632
2019,2021,nsw,female,96,0.22454
2019,2021,nsw,female,97,0.24979
2019,2021,nsw,female,98,0.27006
2019,2021,nsw,female,99,0.29026
2019,2021,nsw,female,100,0.30855
2019,2021,nsw,male,0,0.00361
2019,2021,nsw,male,1,0.0002
2019,2021,nsw,male,2,0.00012
2019,2021,nsw,male,3,0.0001
2019,2021,nsw,male,4,0.00008
2019,2021,nsw,male,5,0.00007
2019,2021,nsw,male,6,0.00007
2019,2021,nsw,male,7,0.00006
2019,2021,nsw,male,8,0.00006
2019,2021,nsw,male,9,0.00006
2019,2021,nsw,male,10,0.00006
2019,2021,nsw,male,11,0.00007
2019,2021,nsw,male,12,0.00009
2019,2021,nsw,male,13,0.00013
2019,2021,nsw,male,14,0.00018
2019,2021,nsw,male,15,0.00024
2019,2021,nsw,male,16,0.00032
2019,2021,nsw,male,17,0.00041
2019,2021,nsw,male,18,0.00047
2019,2021,nsw,male,19,0.00052
2019,2021,nsw,male,20,0.00055
2019,2021,nsw,male,21,0.00056
2019,2021,nsw,male,22,0.00057
2019,2021,nsw,male,23,0.00058
2019,2021,nsw,male,24,0.0006
2019,2021,nsw,male,25,0.00061
2019,2021,nsw,male,26,0.00062
2019,2021,nsw,male,27,0.00063
2019,2021,nsw,male,28,0.00064
2019,2021,nsw,male,29,0.00066
2019,2021,nsw,male,30,0.00067
2019,2021,nsw,male,31,0.00069
2019,2021,nsw,male,32,0.00071
2019,2021,nsw,male,33,0.00074
2019,2021,nsw,male,34,0.00078
2019,2021,nsw,male,35,0.00082
2019,2021,nsw,male,36,0.00087
2019,2021,nsw,male,37,0.00093
2019,2021,nsw,male,38,0.00099
2019,2021,nsw,male,39,0.00107
2019,2021,nsw,male,40,0.00116
2019,2021,nsw,male,41,0.00126
2019,2021,nsw,male,42,0.00136
2019,2021,nsw,male,43,0.00149
2019,2021,nsw,male,44,0.00163
2019,2021,nsw,male,45,0.0018
2019,2021,nsw,male,46,0.00197
2019,2021,nsw,male,47,0.00215
2019,2021,nsw,male,48,0.00234
2019,2021,nsw,male,49,0.00255
2019,2021,nsw,male,50,0.00277
2019,2021,nsw,male,51,0.00301
2019,2021,nsw,male,52,0.00327
2019,2021,nsw,male,53,0.00355
2019,2021,nsw,male,54,0.00386
2019,2021,nsw,male,55,0.00421
2019,2021,nsw,male,56,0.0046
2019,2021,nsw,male,57,0.00503
2019,2021,nsw,male,58,0.00549
2019,2021,nsw,male,59,0.00597
2019,2021,nsw,male,60,0.00647
2019,2021,nsw,male,61,0.00701
2019,2021,nsw,male,62,0.00762
2019,2021,nsw,male,63,0.00829
2019,2021,nsw,male,64,0.00898
2019,2021,nsw,male,65,0.00969
2019,2021,nsw,male,66,0.01047
2019,2021,nsw,male,67,0.01135
2019,2021,nsw,male,68,0.01236
2019,2021,nsw,male,69,0.01351
2019,2021,nsw,male,70,0.01482
2019,2021,nsw,male,71,0.01629
2019,2021,nsw,male,72,0.01797
2019,2021,nsw,male,73,0.01986
2019,2021,nsw,male,74,0.02202
2019,2021,nsw,male,75,0.02451
2019,2021,nsw,male,76,0.02738
2019,2021,nsw,male,77,0.03063
2019,2021,nsw,male,78,0.03437
2019,2021,nsw,male,79,0.03866
2019,2021,nsw,male,80,0.04349
2019,2021,nsw,male,81,0.04887
2019,2021,nsw,male,82,0.05484
2019,2021,nsw,male,83,0.06156
2019,2021,nsw,male,84,0.06917
2019,2021,nsw,male,85,0.07778
2019,2021,nsw,male,86,0.08749
2019,2021,nsw,male,87,0.09849
2019,2021,nsw,male,88,0.11104
2019,2021,nsw,male,89,0.12541
2019,2021,nsw,male,90,0.14154
2019,2021,nsw,male,91,0.15941
2019,2021,nsw,male,92,0.17874
2019,2021,nsw,male,93,0.19903
2019,2021,nsw,male,94,0.21969
2019,2021,nsw,male,95,0.23821
2019,2021,nsw,male,96,0.25575
2019,2021,nsw,male,97,0.27398
2019,2021,nsw,male,98,0.29467
2019,2021,nsw,male,99,0.32259
2019,2021,nsw,male,100,0.35157
2019,2021,nt,female,0,0.00494
2019,2021,nt,female,1,0.0003
2019,2021,nt,female,2,0.00025
2019,2021,nt,female,3,0.00021
2019,2021,nt,female,4,0.00021
2019,2021,nt,female,5,0.00019
2019,2021,nt,female,6,0.00017
2019,2021,nt,female,7,0.00019
2019,2021,nt,female,8,0.00022
2019,2021,nt,female,9,0.00025
2019,2021,nt,female,10,0.00027
2019,2021,nt,female,11,0.00031
2019,2021,nt,female,12,0.00036
2019,2021,nt,female,13,0.00041
2019,2021,nt,female,14,0.00047
2019,2021,nt,female,15,0.00052
2019,2021,nt,female,16,0.00058
2019,2021,nt,female,17,0.00063
2019,2021,nt,female,18,0.00067
2019,2021,nt,female,19,0.0007
2019,2021,nt,female,20,0.00072
2019,2021,nt,female,21,0.00073
2019,2021,nt,female,22,0.00074
2019,2021,nt,female,23,0.00075
2019,2021,nt,female,24,0.00075
2019,2021,nt,female,25,0.00075
2019,2021,nt,female,26,0.00075
2019,2021,nt,female,27,0.00076
2019,2021,nt,female,28,0.00077
2019,2021,nt,female,29,0.00079
2019,2021,nt,female,30,0.00082
2019,2021,nt,female,31,0.00085
2019,2021,nt,female,32,0.00089
2019,2021,nt,female,33,0.00094
2019,2021,nt,female,34,0.001
2019,2021,nt,female,35,0.00107
2019,2021,nt,female,36,0.00114
2019,2021,nt,female,37,0.00122
2019,2021,nt,female,38,0.0013
2019,2021,nt,female,39,0.00139
2019,2021,nt,female,40,0.00149
2019,2021,nt,female,41,0.00161
2019,2021,nt,female,42,0.00176
2019,2021,nt,female,43,0.00193
2019,2021,nt,female,44,0.00211
2019,2021,nt,female,45,0.00229
2019,2021,nt,female,46,0.00247
2019,2021,nt,female,47,0.00266
2019,2021,nt,female,48,0.00287
2019,2021,nt,female,49,0.00308
2019,2021,nt,female,50,0.00331
2019,2021,nt,female,51,0.00354
2019,2021,nt,female,52,0.00379
2019,2021,nt,female,53,0.00409
2019,2021,nt,female,54,0.00441
2019,2021,nt,female,55,0.00476
2019,2021,nt,female,56,0.00513
2019,2021,nt,female,57,0.00554
2019,2021,nt,female,58,0.00598
2019,2021,nt,female,59,0.00648
2019,2021,nt,female,60,0.00704
2019,2021,nt,female,61,0.00764
2019,2021,nt,female,62,0.00826
2019,2021,nt,female,63,0.00892
2019,2021,nt,female,64,0.00965
2019,2021,nt,female,65,0.01044
2019,2021,nt,female,66,0.01128
2019,2021,nt,female,67,0.01222
2019,2021,nt,female,68,0.01324
2019,2021,nt,female,69,0.01441
2019,2021,nt,female,70,0.0157
2019,2021,nt,female,71,0.01707
2019,2021,nt,female,72,0.01857
2019,2021,nt,female,73,0.0202
2019,2021,nt,female,74,0.02196
2019,2021,nt,female,75,0.02382
2019,2021,nt,female,76,0.02576
2019,2021,nt,female,77,0.02789
2019,2021,nt,female,78,0.03033
2019,2021,nt,female,79,0.03322
2019,2021,nt,female,80,0.03649
2019,2021,nt,female,81,0.04028
2019,2021,nt,female,82,0.04452
2019,2021,nt,female,83,0.04933
2019,2021,nt,female,84,0.05478
2019,2021,nt,female,85,0.06103
2019,2021,nt,female,86,0.06832
2019,2021,nt,female,87,0.0767
2019,2021,nt,female,88,0.0863
2019,2021,nt,female,89,0.10733
2019,2021,nt,female,90,0.12836
2019,2021,nt,female,91,0.14938
2019,2021,nt,female,92,0.17041
2019,2021,nt,female,93,0.19143
2019,2021,nt,female,94,0.21246
2019,2021,nt,female,95,0.23348
2019,2021,nt,female,96,0.25451
2019,2021,nt,female,97,0.27553
2019,2021,nt,female,98,0.29656
2019,2021,nt,female,99,0.30798
2019,2021,nt,female,100,0.32738
2019,2021,nt,male,0,0.00989
2019,2021,nt,male,1,0.00038
2019,2021,nt,male,2,0.0003
2019,2021,nt,male,3,0.00029
2019,2021,nt,male,4,0.00027
2019,2021,nt,male,5,0.00027
2019,2021,nt,male,6,0.00027
2019,2021,nt,male,7,0.00027
2019,2021,nt,male,8,0.00028
2019,2021,nt,male,9,0.00029
2019,2021,nt,male,10,0.00031
2019,2021,nt,male,11,0.00033
2019,2021,nt,male,12,0.00037
2019,2021,nt,male,13,0.00042
2019,2021,nt,male,14,0.0005
2019,2021,nt,male,15,0.00059
2019,2021,nt,male,16,0.0007
2019,2021,nt,male,17,0.00082
2019,2021,nt,male,18,0.00091
2019,2021,nt,male,19,0.00099
2019,2021,nt,male,20,0.00104
2019,2021,nt,male,21,0.00108
2019,2021,nt,male,22,0.00111
2019,2021,nt,male,23,0.00114
2019,2021,nt,male,24,0.00117
2019,2021,nt,male,25,0.00119
2019,2021,nt,male,26,0.00122
2019,2021,nt,male,27,0.00124
2019,2021,nt,male,28,0.00127
2019,2021,nt,male,29,0.00131
2019,2021,nt,male,30,0.00134
2019,2021,nt,male,31,0.00138
2019,2021,nt,male,32,0.00142
2019,2021,nt,male,33,0.00147
2019,2021,nt,male,34,0.00153
2019,2021,nt,male,35,0.00159
2019,2021,nt,male,36,0.00165
2019,2021,nt,male,37,0.00173
2019,2021,nt,male,38,0.00182
2019,2021,nt,male,39,0.00192
2019,2021,nt,male,40,0.00204
2019,2021,nt,male,41,0.00217
2019,2021,nt,male,42,0.0023
2019,2021,nt,male,43,0.00246
2019,2021,nt,male,44,0.00263
2019,2021,nt,male,45,0.00282
2019,2021,nt,male,46,0.00302
2019,2021,nt,male,47,0.00323
2019,2021,nt,male,48,0.00346
2019,2021,nt,male,49,0.0037
2019,2021,nt,male,50,0.00395
2019,2021,nt,male,51,0.00422
2019,2021,nt,male,52,0.00452
2019,2021,nt,male,53,0.00486
2019,2021,nt,male,54,0.00524
2019,2021,nt,male,55,0.00569
2019,2021,nt,male,56,0.0062
2019,2021,nt,male,57,0.00679
2019,2021,nt,male,58,0.00745
2019,2021,nt,male,59,0.00819
2019,2021,nt,male,60,0.00901
2019,2021,nt,male,61,0.00993
2019,2021,nt,male,62,0.01099
2019,2021,nt,male,63,0.01219
2019,2021,nt,male,64,0.01352
2019,2021,nt,male,65,0.01499
2019,2021,nt,male,66,0.01663
2019,2021,nt,male,67,0.01846
2019,2021,nt,male,68,0.02052
2019,2021,nt,male,69,0.02282
2019,2021,nt,male,70,0.02537
2019,2021,nt,male,71,0.02817
2019,2021,nt,male,72,0.03123
2019,2021,nt,male,73,0.03455
2019,2021,nt,male,74,0.03814
2019,2021,nt,male,75,0.04206
2019,2021,nt,male,76,0.04633
2019,2021,nt,male,77,0.05095
2019,2021,nt,male,78,0.05596
2019,2021,nt,male,79,0.06133
2019,2021,nt,male,80,0.06703
2019,2021,nt,male,81,0.07298
2019,2021,nt,male,82,0.07913
2019,2021,nt,male,83,0.0855
2019,2021,nt,male,84,0.09207
2019,2021,nt,male,85,0.09883
2019,2021,nt,male,86,0.10579
2019,2021,nt,male,87,0.11301
2019,2021,nt,male,88,0.12064
2019,2021,nt,male,89,0.14179
2019,2021,nt,male,90,0.1605
2019,2021,nt,male,91,0.17922
2019,2021,nt,male,92,0.19794
2019,2021,nt,male,93,0.21666
2019,2021,nt,male,94,0.23538
2019,2021,nt,male,95,0.25409
2019,2021,nt,male,96,0.27281
2019,2021,nt,male,97,0.29153
2019,2021,nt,male,98,0.31025
2019,2021,nt,male,99,0.32897
2019,2021,nt,male,100,0.35852
2019,2021,qld,female,0,0.00401
2019,2021,qld,female,1,0.00026
2019,2021,qld,female,2,0.00013
2019,2021,qld,female,3,0.00012
2019,2021,qld,female,4,0.0001
2019,2021,qld,female,5,0.00009
2019,2021,qld,female,6,0.00008
2019,2021,qld,female,7,0.00007
2019,2021,qld,female,8,0.00006
2019,2021,qld,female,9,0.00006
2019,2021,qld,female,10,0.00007
2019,2021,qld,female,11,0.00008
2019,2021,qld,female,12,0.00009
2019,2021,qld,female,13,0.00011
2019,2021,qld,female,14,0.00013
2019,2021,qld,female,15,0.00016
2019,2021,qld,female,16,0.00018
2019,2021,qld,female,17,0.0002
2019,2021,qld,female,18,0.00022
2019,2021,qld,female,19,0.00024
2019,2021,qld,female,20,0.00025
2019,2021,qld,female,21,0.00025
2019,2021,qld,female,22,0.00026
2019,2021,qld,female,23,0.00026
2019,2021,qld,female,24,0.00026
2019,2021,qld,female,25,0.00027
2019,2021,qld,female,26,0.00027
2019,2021,qld,female,27,0.00029
2019,2021,qld,female,28,0.00031
2019,2021,qld,female,29,0.00033
2019,2021,qld,female,30,0.00035
2019,2021,qld,female,31,0.00038
2019,2021,qld,female,32,0.00041
2019,2021,qld,female,33,0.00045
2019,2021,qld,female,34,0.00049
2019,2021,qld,female,35,0.00053
2019,2021,qld,female,36,0.00058
2019,2021,qld,female,37,0.00062
2019,2021,qld,female,38,0.00066
2019,2021,qld,female,39,0.0007
2019,2021,qld,female,40,0.00075
2019,2021,qld,female,41,0.00081
2019,2021,qld,female,42,0.0009
2019,2021,qld,female,43,0.00099
2019,2021,qld,female,44,0.00108
2019,2021,qld,female,45,0.00117
2019,2021,qld,female,46,0.00125
2019,2021,qld,female,47,0.00135
2019,2021,qld,female,48,0.00145
2019,2021,qld,female,49,0.00157
2019,2021,qld,female,50,0.0017
2019,2021,qld,female,51,0.00182
2019,2021,qld,female,52,0.00197
2019,2021,qld,female,53,0.00215
2019,2021,qld,female,54,0.00235
2019,2021,qld,female,55,0.00255
2019,2021,qld,female,56,0.00277
2019,2021,qld,female,57,0.003
2019,2021,qld,female,58,0.00324
2019,2021,qld,female,59,0.00353
2019,2021,qld,female,60,0.00384
2019,2021,qld,female,61,0.00417
2019,2021,qld,female,62,0.0045
2019,2021,qld,female,63,0.00485
2019,2021,qld,female,64,0.00523
2019,2021,qld,female,65,0.00567
2019,2021,qld,female,66,0.00615
2019,2021,qld,female,67,0.00673
2019,2021,qld,female,68,0.00739
2019,2021,qld,female,69,0.00821
2019,2021,qld,female,70,0.00916
2019,2021,qld,female,71,0.01021
2019,2021,qld,female,72,0.01144
2019,2021,qld,female,73,0.01283
2019,2021,qld,female,74,0.01442
2019,2021,qld,female,75,0.01618
2019,2021,qld,female,76,0.01812
2019,2021,qld,female,77,0.02036
2019,2021,qld,female,78,0.02302
2019,2021,qld,female,79,0.02624
2019,2021,qld,female,80,0.02996
2019,2021,qld,female,81,0.03428
2019,2021,qld,female,82,0.03917
2019,2021,qld,female,83,0.04472
2019,2021,qld,female,84,0.05101
2019,2021,qld,female,85,0.05818
2019,2021,qld,female,86,0.06647
2019,2021,qld,female,87,0.0759
2019,2021,qld,female,88,0.08657
2019,2021,qld,female,89,0.09885
2019,2021,qld,female,90,0.1128
2019,2021,qld,female,91,0.12851
2019,2021,qld,female,92,0.14559
2019,2021,qld,female,93,0.16439
2019,2021,qld,female,94,0.18535
2019,2021,qld,female,95,0.20455
2019,2021,qld,female,96,0.22155
2019,2021,qld,female,97,0.24551
2019,2021,qld,female,98,0.26445
2019,2021,qld,female,99,0.28333
2019,2021,qld,female,100,0.30119
2019,2021,qld,male,0,0.00413
2019,2021,qld,male,1,0.00028
2019,2021,qld,male,2,0.00018
2019,2021,qld,male,3,0.00015
2019,2021,qld,male,4,0.00012
2019,2021,qld,male,5,0.0001
2019,2021,qld,male,6,0.00009
2019,2021,qld,male,7,0.00008
2019,2021,qld,male,8,0.00007
2019,2021,qld,male,9,0.00006
2019,2021,qld,male,10,0.00007
2019,2021,qld,male,11,0.00009
2019,2021,qld,male,12,0.00011
2019,2021,qld,male,13,0.00015
2019,2021,qld,male,14,0.00021
2019,2021,qld,male,15,0.0003
2019,2021,qld,male,16,0.00039
2019,2021,qld,male,17,0.0005
2019,2021,qld,male,18,0.00058
2019,2021,qld,male,19,0.00064
2019,2021,qld,male,20,0.00068
2019,2021,qld,male,21,0.00071
2019,2021,qld,male,22,0.00073
2019,2021,qld,male,23,0.00075
2019,2021,qld,male,24,0.00077
2019,2021,qld,male,25,0.00079
2019,2021,qld,male,26,0.0008
2019,2021,qld,male,27,0.00082
2019,2021,qld,male,28,0.00084
2019,2021,qld,male,29,0.00086
2019,2021,qld,male,30,0.00088
2019,2021,qld,male,31,0.0009
2019,2021,qld,male,32,0.00093
2019,2021,qld,male,33,0.00097
2019,2021,qld,male,34,0.00101
2019,2021,qld,male,35,0.00106
2019,2021,qld,male,36,0.00111
2019,2021,qld,male,37,0.00117
2019,2021,qld,male,38,0.00123
2019,2021,qld,male,39,0.00131
2019,2021,qld,male,40,0.00139
2019,2021,qld,male,41,0.00148
2019,2021,qld,male,42,0.00158
2019,2021,qld,male,43,0.00169
2019,2021,qld,male,44,0.00181
2019,2021,qld,male,45,0.00194
2019,2021,qld,male,46,0.00209
2019,2021,qld,male,47,0.00225
2019,2021,qld,male,48,0.00242
2019,2021,qld,male,49,0.00261
2019,2021,qld,male,50,0.00281
2019,2021,qld,male,51,0.00303
2019,2021,qld,male,52,0.00328
2019,2021,qld,male,53,0.00355
2019,2021,qld,male,54,0.00386
2019,2021,qld,male,55,0.0042
2019,2021,qld,male,56,0.00459
2019,2021,qld,male,57,0.00502
2019,2021,qld,male,58,0.00549
2019,2021,qld,male,59,0.00598
2019,2021,qld,male,60,0.00649
2019,2021,qld,male,61,0.00704
2019,2021,qld,male,62,0.00766
2019,2021,qld,male,63,0.00833
2019,2021,qld,male,64,0.00903
2019,2021,qld,male,65,0.00976
2019,2021,qld,male,66,0.01058
2019,2021,qld,male,67,0.01149
2019,2021,qld,male,68,0.01255
2019,2021,qld,male,69,0.01377
2019,2021,qld,male,70,0.01515
2019,2021,qld,male,71,0.0167
2019,2021,qld,male,72,0.01845
2019,2021,qld,male,73,0.0204
2019,2021,qld,male,74,0.02261
2019,2021,qld,male,75,0.02513
2019,2021,qld,male,76,0.02802
2019,2021,qld,male,77,0.03131
2019,2021,qld,male,78,0.0351
2019,2021,qld,male,79,0.03941
2019,2021,qld,male,80,0.04428
2019,2021,qld,male,81,0.04971
2019,2021,qld,male,82,0.05577
2019,2021,qld,male,83,0.06259
2019,2021,qld,male,84,0.0703
2019,2021,qld,male,85,0.07902
2019,2021,qld,male,86,0.08884
2019,2021,qld,male,87,0.09996
2019,2021,qld,male,88,0.11264
2019,2021,qld,male,89,0.12715
2019,2021,qld,male,90,0.14344
2019,2021,qld,male,91,0.16141
2019,2021,qld,male,92,0.18075
2019,2021,qld,male,93,0.20093
2019,2021,qld,male,94,0.22134
2019,2021,qld,male,95,0.2394
2019,2021,qld,male,96,0.25626
2019,2021,qld,male,97,0.27361
2019,2021,qld,male,98,0.29352
2019,2021,qld,male,99,0.32077
2019,2021,qld,male,100,0.34959
2019,2021,sa,female,0,0.00217
2019,2021,sa,female,1,0.00027
2019,2021,sa,female,2,0.00013
2019,2021,sa,female,3,0.0001
2019,2021,sa,female,4,0.00008
2019,2021,sa,female,5,0.00006
2019,2021,sa,female,6,0.00005
2019,2021,sa,female,7,0.00005
2019,2021,sa,female,8,0.00005
2019,2021,sa,female,9,0.00005
2019,2021,sa,female,10,0.00006
2019,2021,sa,female,11,0.00007
2019,2021,sa,female,12,0.00009
2019,2021,sa,female,13,0.00011
2019,2021,sa,female,14,0.00014
2019,2021,sa,female,15,0.00017
2019,2021,sa,female,16,0.0002
2019,2021,sa,female,17,0.00023
2019,2021,sa,female,18,0.00025
2019,2021,sa,female,19,0.00026
2019,2021,sa,female,20,0.00026
2019,2021,sa,female,21,0.00026
2019,2021,sa,female,22,0.00027
2019,2021,sa,female,23,0.00027
2019,2021,sa,female,24,0.00027
2019,2021,sa,female,25,0.00028
2019,2021,sa,female,26,0.00028
2019,2021,sa,female,27,0.00028
2019,2021,sa,female,28,0.00029
2019,2021,sa,female,29,0.00029
2019,2021,sa,female,30,0.00029
2019,2021,sa,female,31,0.00033
2019,2021,sa,female,32,0.00038
2019,2021,sa,female,33,0.00042
2019,2021,sa,female,34,0.00048
2019,2021,sa,female,35,0.00055
2019,2021,sa,female,36,0.00062
2019,2021,sa,female,37,0.00068
2019,2021,sa,female,38,0.00074
2019,2021,sa,female,39,0.00078
2019,2021,sa,female,40,0.00083
2019,2021,sa,female,41,0.00089
2019,2021,sa,female,42,0.00098
2019,2021,sa,female,43,0.00108
2019,2021,sa,female,44,0.00119
2019,2021,sa,female,45,0.00129
2019,2021,sa,female,46,0.0014
2019,2021,sa,female,47,0.0015
2019,2021,sa,female,48,0.00162
2019,2021,sa,female,49,0.00173
2019,2021,sa,female,50,0.00185
2019,2021,sa,female,51,0.00196
2019,2021,sa,female,52,0.00208
2019,2021,sa,female,53,0.00224
2019,2021,sa,female,54,0.00242
2019,2021,sa,female,55,0.00261
2019,2021,sa,female,56,0.0028
2019,2021,sa,female,57,0.00303
2019,2021,sa,female,58,0.00328
2019,2021,sa,female,59,0.00358
2019,2021,sa,female,60,0.00391
2019,2021,sa,female,61,0.00427
2019,2021,sa,female,62,0.00461
2019,2021,sa,female,63,0.00497
2019,2021,sa,female,64,0.00536
2019,2021,sa,female,65,0.00577
2019,2021,sa,female,66,0.00618
2019,2021,sa,female,67,0.00667
2019,2021,sa,female,68,0.00723
2019,2021,sa,female,69,0.00794
2019,2021,sa,female,70,0.00877
2019,2021,sa,female,71,0.00972
2019,2021,sa,female,72,0.01088
2019,2021,sa,female,73,0.01223
2019,2021,sa,female,74,0.01379
2019,2021,sa,female,75,0.01552
2019,2021,sa,female,76,0.01739
2019,2021,sa,female,77,0.0195
2019,2021,sa,female,78,0.02203
2019,2021,sa,female,79,0.02512
2019,2021,sa,female,80,0.02874
2019,2021,sa,female,81,0.03301
2019,2021,sa,female,82,0.03789
2019,2021,sa,female,83,0.04351
2019,2021,sa,female,84,0.04994
2019,2021,sa,female,85,0.05731
2019,2021,sa,female,86,0.06591
2019,2021,sa,female,87,0.07569
2019,2021,sa,female,88,0.08672
2019,2021,sa,female,89,0.09928
2019,2021,sa,female,90,0.11343
2019,2021,sa,female,91,0.12941
2019,2021,sa,female,92,0.14689
2019,2021,sa,female,93,0.16623
2019,2021,sa,female,94,0.18779
2019,2021,sa,female,95,0.20751
2019,2021,sa,female,96,0.22471
2019,2021,sa,female,97,0.24835
2019,2021,sa,female,98,0.26657
2019,2021,sa,female,99,0.28452
2019,2021,sa,female,100,0.30244
2019,2021,sa,male,0,0.00263
2019,2021,sa,male,1,0.00027
2019,2021,sa,male,2,0.00014
2019,2021,sa,male,3,0.00011
2019,2021,sa,male,4,0.00009
2019,2021,sa,male,5,0.00008
2019,2021,sa,male,6,0.00007
2019,2021,sa,male,7,0.00006
2019,2021,sa,male,8,0.00006
2019,2021,sa,male,9,0.00006
2019,2021,sa,male,10,0.00007
2019,2021,sa,male,11,0.00008
2019,2021,sa,male,12,0.0001
2019,2021,sa,male,13,0.00014
2019,2021,sa,male,14,0.0002
2019,2021,sa,male,15,0.00027
2019,2021,sa,male,16,0.00036
2019,2021,sa,male,17,0.00045
2019,2021,sa,male,18,0.00052
2019,2021,sa,male,19,0.00056
2019,2021,sa,male,20,0.00059
2019,2021,sa,male,21,0.00061
2019,2021,sa,male,22,0.00062
2019,2021,sa,male,23,0.00063
2019,2021,sa,male,24,0.00065
2019,2021,sa,male,25,0.00067
2019,2021,sa,male,26,0.00069
2019,2021,sa,male,27,0.00071
2019,2021,sa,male,28,0.00073
2019,2021,sa,male,29,0.00076
2019,2021,sa,male,30,0.00079
2019,2021,sa,male,31,0.00082
2019,2021,sa,male,32,0.00085
2019,2021,sa,male,33,0.00089
2019,2021,sa,male,34,0.00094
2019,2021,sa,male,35,0.00099
2019,2021,sa,male,36,0.00106
2019,2021,sa,male,37,0.00113
2019,2021,sa,male,38,0.00121
2019,2021,sa,male,39,0.00131
2019,2021,sa,male,40,0.00142
2019,2021,sa,male,41,0.00154
2019,2021,sa,male,42,0.00168
2019,2021,sa,male,43,0.00183
2019,2021,sa,male,44,0.002
2019,2021,sa,male,45,0.00219
2019,2021,sa,male,46,0.00239
2019,2021,sa,male,47,0.0026
2019,2021,sa,male,48,0.00283
