year,state,sex,age_band,rate_per_1000,status
2012,nt,female,75-79,32.4,published
2012,nt,female,80-84,46.8,published
2012,nt,female,85-89,78.9,published
2012,nt,female,90-94,180.2,published
2012,nt,female,95-99,120.0,published
2012,nt,male,0-4,2.3,published
2012,nt,male,10-14,0.1,published
2012,nt,male,100+,0.0,published
2012,nt,male,15-19,1.9,published
2012,nt,male,20-24,1.9,published
2012,nt,male,25-29,2.3,published
2012,nt,male,30-34,1.6,published
2012,nt,male,35-39,2.6,published
2012,nt,male,40-44,4.7,published
2012,nt,male,45-49,5.4,published
2012,nt,male,5-9,0.2,published
2012,nt,male,50-54,7.2,published
2012,nt,male,55-59,9.4,published
2012,nt,male,60-64,10.8,published
2012,nt,male,65-69,15.1,published
2012,nt,male,70-74,25.7,published
2012,nt,male,75-79,57.7,published
2012,nt,male,80-84,91.9,published
2012,nt,male,85-89,119.4,published
2012,nt,male,90-94,145.5,published
2012,nt,male,95-99,0.0,published
2012,qld,female,0-4,1.0,published
2012,qld,female,10-14,0.1,published
2012,qld,female,100+,448.3,published
2012,qld,female,15-19,0.3,published
2012,qld,female,20-24,0.3,published
2012,qld,female,25-29,0.4,published
2012,qld,female,30-34,0.5,published
2012,qld,female,35-39,0.6,published
2012,qld,female,40-44,0.9,published
2012,qld,female,45-49,1.5,published
2012,qld,female,5-9,0.1,published
2012,qld,female,50-54,2.1,published
2012,qld,female,55-59,3.0,published
2012,qld,female,60-64,5.1,published
2012,qld,female,65-69,7.4,published
2012,qld,female,70-74,12.9,published
2012,qld,female,75-79,23.7,published
2012,qld,female,80-84,46.0,published
2012,qld,female,85-89,90.5,published
2012,qld,female,90-94,174.2,published
2012,qld,female,95-99,286.7,published
2012,qld,male,0-4,1.1,published
2012,qld,male,10-14,0.2,published
2012,qld,male,100+,396.2,published
2012,qld,male,15-19,0.5,published
2012,qld,male,20-24,0.7,published
2012,qld,male,25-29,0.9,published
2012,qld,male,30-34,0.8,published
2012,qld,male,35-39,1.2,published
2012,qld,male,40-44,1.6,published
2012,qld,male,45-49,2.3,published
2012,qld,male,5-9,0.1,published
2012,qld,male,50-54,3.3,published
2012,qld,male,55-59,5.4,published
2012,qld,male,60-64,8.2,published
2012,qld,male,65-69,13.0,published
2012,qld,male,70-74,21.4,published
2012,qld,male,75-79,39.3,published
2012,qld,male,80-84,67.8,published
2012,qld,male,85-89,119.8,published
2012,qld,male,90-94,201.5,published
2012,qld,male,95-99,369.7,published
2012,sa,female,0-4,0.8,published
2012,sa,female,10-14,0.1,published
2012,sa,female,100+,447.6,published
2012,sa,female,15-19,0.2,published
2012,sa,female,20-24,0.3,published
2012,sa,female,25-29,0.3,published
2012,sa,female,30-34,0.4,published
2012,sa,female,35-39,0.8,published
2012,sa,female,40-44,1.0,published
2012,sa,female,45-49,1.4,published
2012,sa,female,5-9,0.0,published
2012,sa,female,50-54,2.1,published
2012,sa,female,55-59,3.3,published
2012,sa,female,60-64,4.8,published
2012,sa,female,65-69,7.5,published
2012,sa,female,70-74,12.1,published
2012,sa,female,75-79,24.7,published
2012,sa,female,80-84,45.0,published
2012,sa,female,85-89,90.4,published
2012,sa,female,90-94,176.3,published
2012,sa,female,95-99,313.2,published
2012,sa,male,0-4,0.8,published
2012,sa,male,10-14,0.1,published
2012,sa,male,100+,323.1,published
2012,sa,male,15-19,0.5,published
2012,sa,male,20-24,0.5,published
2012,sa,male,25-29,0.8,published
2012,sa,male,30-34,0.9,published
2012,sa,male,35-39,1.3,published
2012,sa,male,40-44,1.9,published
2012,sa,male,45-49,2.8,published
2012,sa,male,5-9,0.1,published
2012,sa,male,50-54,4.3,published
2012,sa,male,55-59,5.4,published
2012,sa,male,60-64,8.3,published
2012,sa,male,65-69,11.6,published
2012,sa,male,70-74,19.2,published
2012,sa,male,75-79,34.3,published
2012,sa,male,80-84,66.2,published
2012,sa,male,85-89,126.5,published
2012,sa,male,90-94,212.9,published
2012,sa,male,95-99,358.4,published
2012,tas,female,0-4,0.7,published
2012,tas,female,10-14,0.2,published
2012,tas,female,100+,348.5,published
2012,tas,female,15-19,0.1,published
2012,tas,female,20-24,0.5,published
2012,tas,female,25-29,0.1,published
2012,tas,female,30-34,0.4,published
2012,tas,female,35-39,0.7,published
2012,tas,female,40-44,1.3,published
2012,tas,female,45-49,2.0,published
2012,tas,female,5-9,0.2,published
2012,tas,female,50-54,2.6,published
2012,tas,female,55-59,3.8,published
2012,tas,female,60-64,5.3,published
2012,tas,female,65-69,10.0,published
2012,tas,female,70-74,15.8,published
2012,tas,female,75-79,28.9,published
2012,tas,female,80-84,60.3,published
2012,tas,female,85-89,103.3,published
2012,tas,female,90-94,202.3,published
2012,tas,female,95-99,303.3,published
2012,tas,male,0-4,1.0,published
2012,tas,male,10-14,0.1,published
2012,tas,male,100+,500.7,published
2012,tas,male,15-19,0.3,published
2012,tas,male,20-24,0.9,published
2012,tas,male,25-29,0.9,published
2012,tas,male,30-34,0.7,published
2012,tas,male,35-39,1.8,published
2012,tas,male,40-44,2.0,published
2012,tas,male,45-49,2.5,published
2012,tas,male,5-9,0.0,published
2012,tas,male,50-54,3.6,published
2012,tas,male,55-59,5.4,published
2012,tas,male,60-64,8.8,published
2012,tas,male,65-69,14.9,published
2012,tas,male,70-74,22.8,published
2012,tas,male,75-79,42.4,published
2012,tas,male,80-84,71.0,published
2012,tas,male,85-89,142.2,published
2012,tas,male,90-94,250.9,published
2012,tas,male,95-99,362.3,published
2012,vic,female,0-4,0.6,published
2012,vic,female,10-14,0.1,published
2012,vic,female,100+,434.3,published
2012,vic,female,15-19,0.3,published
2012,vic,female,20-24,0.2,published
2012,vic,female,25-29,0.2,published
2012,vic,female,30-34,0.3,published
2012,vic,female,35-39,0.5,published
2012,vic,female,40-44,0.8,published
2012,vic,female,45-49,1.2,published
2012,vic,female,5-9,0.0,published
2012,vic,female,50-54,1.9,published
2012,vic,female,55-59,2.9,published
2012,vic,female,60-64,4.2,published
2012,vic,female,65-69,7.0,published
2012,vic,female,70-74,11.4,published
2012,vic,female,75-79,21.7,published
2012,vic,female,80-84,44.2,published
2012,vic,female,85-89,89.5,published
2012,vic,female,90-94,168.9,published
2012,vic,female,95-99,292.4,published
2012,vic,male,0-4,0.8,published
2012,vic,male,10-14,0.1,published
2012,vic,male,100+,405.2,published
2012,vic,male,15-19,0.3,published
2012,vic,male,20-24,0.4,published
2012,vic,male,25-29,0.6,published
2012,vic,male,30-34,0.7,published
2012,vic,male,35-39,0.9,published
2012,vic,male,40-44,1.3,published
2012,vic,male,45-49,1.7,published
2012,vic,male,5-9,0.1,published
2012,vic,male,50-54,2.7,published
2012,vic,male,55-59,4.7,published
2012,vic,male,60-64,6.9,published
2012,vic,male,65-69,11.0,published
2012,vic,male,70-74,18.9,published
2012,vic,male,75-79,33.7,published
2012,vic,male,80-84,63.3,published
2012,vic,male,85-89,113.2,published
2012,vic,male,90-94,196.8,published
2012,vic,male,95-99,349.2,published
2012,wa,female,0-4,0.7,published
2012,wa,female,10-14,0.2,published
2012,wa,female,100+,453.7,published
2012,wa,female,15-19,0.3,published
2012,wa,female,20-24,0.3,published
2012,wa,female,25-29,0.3,published
2012,wa,female,30-34,0.4,published
2012,wa,female,35-39,0.6,published
2012,wa,female,40-44,0.9,published
2012,wa,female,45-49,1.2,published
2012,wa,female,5-9,0.1,published
2012,wa,female,50-54,2.3,published
2012,wa,female,55-59,2.9,published
2012,wa,female,60-64,4.4,published
2012,wa,female,65-69,6.7,published
2012,wa,female,70-74,12.2,published
2012,wa,female,75-79,21.3,published
2012,wa,female,80-84,43.0,published
2012,wa,female,85-89,85.1,published
2012,wa,female,90-94,163.7,published
2012,wa,female,95-99,284.2,published
2012,wa,male,0-4,0.7,published
2012,wa,male,10-14,0.0,published
2012,wa,male,100+,360.0,published
2012,wa,male,15-19,0.5,published
2012,wa,male,20-24,0.9,published
2012,wa,male,25-29,0.7,published
2012,wa,male,30-34,1.2,published
2012,wa,male,35-39,1.2,published
2012,wa,male,40-44,1.6,published
2012,wa,male,45-49,2.1,published
2012,wa,male,5-9,0.1,published
2012,wa,male,50-54,3.2,published
2012,wa,male,55-59,4.8,published
2012,wa,male,60-64,7.6,published
2012,wa,male,65-69,11.6,published
2012,wa,male,70-74,18.7,published
2012,wa,male,75-79,35.2,published
2012,wa,male,80-84,65.1,published
2012,wa,male,85-89,112.8,published
2012,wa,male,90-94,201.0,published
2012,wa,male,95-99,332.7,published
2013,act,female,0-4,0.9,published
2013,act,female,10-14,0.0,published
2013,act,female,100+,241.4,published
2013,act,female,15-19,0.3,published
2013,act,female,20-24,0.0,published
2013,act,female,25-29,0.1,published
2013,act,female,30-34,0.3,published
2013,act,female,35-39,0.4,published
2013,act,female,40-44,1.2,published
2013,act,female,45-49,1.3,published
2013,act,female,5-9,0.0,published
2013,act,female,50-54,2.5,published
2013,act,female,55-59,2.5,published
2013,act,female,60-64,3.9,published
2013,act,female,65-69,6.9,published
2013,act,female,70-74,11.6,published
2013,act,female,75-79,16.6,published
2013,act,female,80-84,44.4,published
2013,act,female,85-89,87.1,published
2013,act,female,90-94,157.0,published
2013,act,female,95-99,199.1,published
2013,act,male,0-4,0.6,published
2013,act,male,10-14,0.0,published
2013,act,male,100+,1001.2,published
2013,act,male,15-19,0.2,published
2013,act,male,20-24,0.6,published
2013,act,male,25-29,0.3,published
2013,act,male,30-34,0.5,published
2013,act,male,35-39,0.7,published
2013,act,male,40-44,1.2,published
2013,act,male,45-49,2.0,published
2013,act,male,5-9,0.0,published
2013,act,male,50-54,2.4,published
2013,act,male,55-59,4.8,published
2013,act,male,60-64,6.5,published
2013,act,male,65-69,9.0,published
2013,act,male,70-74,20.8,published
2013,act,male,75-79,29.5,published
2013,act,male,80-84,44.4,published
2013,act,male,85-89,101.2,published
2013,act,male,90-94,185.7,published
2013,act,male,95-99,250.3,published
2013,nsw,female,0-4,0.8,published
2013,nsw,female,10-14,0.1,published
2013,nsw,female,100+,406.7,published
2013,nsw,female,15-19,0.2,published
2013,nsw,female,20-24,0.3,published
2013,nsw,female,25-29,0.3,published
2013,nsw,female,30-34,0.4,published
2013,nsw,female,35-39,0.6,published
2013,nsw,female,40-44,0.7,published
2013,nsw,female,45-49,1.5,published
2013,nsw,female,5-9,0.1,published
2013,nsw,female,50-54,1.9,published
2013,nsw,female,55-59,3.0,published
2013,nsw,female,60-64,4.9,published
2013,nsw,female,65-69,7.2,published
2013,nsw,female,70-74,12.4,published
2013,nsw,female,75-79,22.0,published
2013,nsw,female,80-84,43.2,published
2013,nsw,female,85-89,86.4,published
2013,nsw,female,90-94,156.1,published
2013,nsw,female,95-99,273.3,published
2013,nsw,male,0-4,1.0,published
2013,nsw,male,10-14,0.1,published
2013,nsw,male,100+,345.0,published
2013,nsw,male,15-19,0.4,published
2013,nsw,male,20-24,0.5,published
2013,nsw,male,25-29,0.6,published
2013,nsw,male,30-34,0.7,published
2013,nsw,male,35-39,1.0,published
2013,nsw,male,40-44,1.3,published
2013,nsw,male,45-49,2.3,published
2013,nsw,male,5-9,0.1,published
2013,nsw,male,50-54,3.4,published
2013,nsw,male,55-59,5.4,published
2013,nsw,male,60-64,7.8,published
2013,nsw,male,65-69,13.0,published
2013,nsw,male,70-74,20.4,published
2013,nsw,male,75-79,36.1,published
2013,nsw,male,80-84,63.5,published
2013,nsw,male,85-89,116.8,published
2013,nsw,male,90-94,198.0,published
2013,nsw,male,95-99,309.1,published
2013,nt,female,0-4,2.2,published
2013,nt,female,10-14,0.1,published
2013,nt,female,100+,0.0,published
2013,nt,female,15-19,0.9,published
2013,nt,female,20-24,1.1,published
2013,nt,female,25-29,0.7,published
2013,nt,female,30-34,0.8,published
2013,nt,female,35-39,1.7,published
2013,nt,female,40-44,2.5,published
2013,nt,female,45-49,4.5,published
2013,nt,female,5-9,0.5,published
2013,nt,female,50-54,4.7,published
2013,nt,female,55-59,4.0,published
2013,nt,female,60-64,8.7,published
2013,nt,female,65-69,15.5,published
2013,nt,female,70-74,24.8,published
2013,nt,female,75-79,37.3,published
2013,nt,female,80-84,47.7,published
2013,nt,female,85-89,144.3,published
2013,nt,female,90-94,178.9,published
2013,nt,female,95-99,259.3,published
2013,nt,male,0-4,1.7,published
2013,nt,male,10-14,0.1,published
2013,nt,male,100+,0.0,published
2013,nt,male,15-19,0.8,published
2013,nt,male,20-24,0.8,published
2013,nt,male,25-29,0.8,published
2013,nt,male,30-34,1.6,published
2013,nt,male,35-39,3.0,published
2013,nt,male,40-44,2.9,published
2013,nt,male,45-49,4.7,published
2013,nt,male,5-9,0.4,published
2013,nt,male,50-54,7.5,published
2013,nt,male,55-59,7.7,published
2013,nt,male,60-64,10.4,published
2013,nt,male,65-69,15.8,published
2013,nt,male,70-74,39.0,published
2013,nt,male,75-79,57.5,published
2013,nt,male,80-84,84.0,published
2013,nt,male,85-89,144.7,published
2013,nt,male,90-94,176.5,published
2013,nt,male,95-99,333.3,published
2013,qld,female,0-4,1.0,published
2013,qld,female,10-14,0.1,published
2013,qld,female,100+,430.5,published
2013,qld,female,15-19,0.3,published
2013,qld,female,20-24,0.2,published
2013,qld,female,25-29,0.3,published
2013,qld,female,30-34,0.4,published
2013,qld,female,35-39,0.7,published
2013,qld,female,40-44,1.0,published
2013,qld,female,45-49,1.4,published
2013,qld,female,5-9,0.1,published
2013,qld,female,50-54,2.4,published
2013,qld,female,55-59,3.3,published
2013,qld,female,60-64,4.6,published
2013,qld,female,65-69,7.2,published
2013,qld,female,70-74,12.1,published
2013,qld,female,75-79,22.5,published
2013,qld,female,80-84,44.1,published
2013,qld,female,85-89,84.7,published
2013,qld,female,90-94,156.3,published
2013,qld,female,95-99,266.8,published
2013,qld,male,0-4,1.1,published
2013,qld,male,10-14,0.2,published
2013,qld,male,100+,366.7,published
2013,qld,male,15-19,0.5,published
2013,qld,male,20-24,0.7,published
2013,qld,male,25-29,0.7,published
2013,qld,male,30-34,0.8,published
2013,qld,male,35-39,1.3,published
2013,qld,male,40-44,1.7,published
2013,qld,male,45-49,2.3,published
2013,qld,male,5-9,0.1,published
2013,qld,male,50-54,3.4,published
2013,qld,male,55-59,5.2,published
2013,qld,male,60-64,7.8,published
2013,qld,male,65-69,13.1,published
2013,qld,male,70-74,21.3,published
2013,qld,male,75-79,34.1,published
2013,qld,male,80-84,64.9,published
2013,qld,male,85-89,117.2,published
2013,qld,male,90-94,195.2,published
2013,qld,male,95-99,317.6,published
2013,sa,female,0-4,0.7,published
2013,sa,female,10-14,0.1,published
2013,sa,female,100+,400.0,published
2013,sa,female,15-19,0.1,published
2013,sa,female,20-24,0.2,published
2013,sa,female,25-29,0.2,published
2013,sa,female,30-34,0.5,published
2013,sa,female,35-39,0.7,published
2013,sa,female,40-44,1.2,published
2013,sa,female,45-49,1.2,published
2013,sa,female,5-9,0.1,published
2013,sa,female,50-54,2.0,published
2013,sa,female,55-59,3.5,published
2013,sa,female,60-64,4.6,published
2013,sa,female,65-69,7.6,published
2013,sa,female,70-74,12.5,published
2013,sa,female,75-79,22.2,published
2013,sa,female,80-84,42.5,published
2013,sa,female,85-89,86.5,published
2013,sa,female,90-94,155.0,published
2013,sa,female,95-99,281.2,published
2013,sa,male,0-4,1.0,published
2013,sa,male,10-14,0.1,published
2013,sa,male,100+,573.9,published
2013,sa,male,15-19,0.3,published
2013,sa,male,20-24,0.6,published
2013,sa,male,25-29,0.7,published
2013,sa,male,30-34,1.1,published
2013,sa,male,35-39,1.1,published
2013,sa,male,40-44,1.8,published
2013,sa,male,45-49,3.0,published
2013,sa,male,5-9,0.1,published
2013,sa,male,50-54,3.5,published
2013,sa,male,55-59,4.8,published
2013,sa,male,60-64,7.6,published
2013,sa,male,65-69,12.6,published
2013,sa,male,70-74,19.6,published
2013,sa,male,75-79,34.3,published
2013,sa,male,80-84,64.4,published
2013,sa,male,85-89,114.3,published
2013,sa,male,90-94,197.1,published
2013,sa,male,95-99,325.8,published
2013,tas,female,0-4,0.6,published
2013,tas,female,10-14,0.3,published
2013,tas,female,100+,591.0,published
2013,tas,female,15-19,0.3,published
2013,tas,female,20-24,0.3,published
2013,tas,female,25-29,0.5,published
2013,tas,female,30-34,0.7,published
2013,tas,female,35-39,0.5,published
2013,tas,female,40-44,1.4,published
2013,tas,female,45-49,1.6,published
2013,tas,female,5-9,0.1,published
2013,tas,female,50-54,2.7,published
2013,tas,female,55-59,4.1,published
2013,tas,female,60-64,5.3,published
2013,tas,female,65-69,8.8,published
2013,tas,female,70-74,16.5,published
2013,tas,female,75-79,27.9,published
2013,tas,female,80-84,53.3,published
2013,tas,female,85-89,104.5,published
2013,tas,female,90-94,173.2,published
2013,tas,female,95-99,354.0,published
2013,tas,male,0-4,1.0,published
2013,tas,male,10-14,0.1,published
2013,tas,male,100+,384.8,published
2013,tas,male,15-19,0.6,published
2013,tas,male,20-24,0.6,published
2013,tas,male,25-29,0.9,published
2013,tas,male,30-34,1.0,published
2013,tas,male,35-39,1.5,published
2013,tas,male,40-44,2.5,published
2013,tas,male,45-49,2.6,published
2013,tas,male,5-9,0.1,published
2013,tas,male,50-54,4.3,published
2013,tas,male,55-59,6.5,published
2013,tas,male,60-64,9.3,published
2013,tas,male,65-69,13.6,published
2013,tas,male,70-74,22.3,published
2013,tas,male,75-79,41.6,published
2013,tas,male,80-84,71.6,published
2013,tas,male,85-89,130.4,published
2013,tas,male,90-94,216.9,published
2013,tas,male,95-99,377.5,published
2013,vic,female,0-4,0.7,published
2013,vic,female,10-14,0.1,published
2013,vic,female,100+,422.8,published
2013,vic,female,15-19,0.1,published
2013,vic,female,20-24,0.2,published
2013,vic,female,25-29,0.2,published
2013,vic,female,30-34,0.3,published
2013,vic,female,35-39,0.4,published
2013,vic,female,40-44,0.8,published
2013,vic,female,45-49,1.2,published
2013,vic,female,5-9,0.1,published
2013,vic,female,50-54,1.8,published
2013,vic,female,55-59,2.7,published
2013,vic,female,60-64,4.4,published
2013,vic,female,65-69,6.7,published
2013,vic,female,70-74,11.3,published
2013,vic,female,75-79,20.8,published
2013,vic,female,80-84,43.2,published
2013,vic,female,85-89,86.1,published
2013,vic,female,90-94,163.5,published
2013,vic,female,95-99,277.1,published
2013,vic,male,0-4,0.7,published
2013,vic,male,10-14,0.1,published
2013,vic,male,100+,356.3,published
2013,vic,male,15-19,0.3,published
2013,vic,male,20-24,0.5,published
2013,vic,male,25-29,0.6,published
2013,vic,male,30-34,0.7,published
2013,vic,male,35-39,0.8,published
2013,vic,male,40-44,1.1,published
2013,vic,male,45-49,2.0,published
2013,vic,male,5-9,0.1,published
2013,vic,male,50-54,2.9,published
2013,vic,male,55-59,4.3,published
2013,vic,male,60-64,7.0,published
2013,vic,male,65-69,11.3,published
2013,vic,male,70-74,18.6,published
2013,vic,male,75-79,32.0,published
2013,vic,male,80-84,62.0,published
2013,vic,male,85-89,110.9,published
2013,vic,male,90-94,189.5,published
2013,vic,male,95-99,297.1,published
2013,wa,female,0-4,0.6,published
2013,wa,female,10-14,0.1,published
2013,wa,female,100+,384.0,published
2013,wa,female,15-19,0.3,published
2013,wa,female,20-24,0.2,published
2013,wa,female,25-29,0.3,published
2013,wa,female,30-34,0.5,published
2013,wa,female,35-39,0.5,published
2013,wa,female,40-44,0.9,published
2013,wa,female,45-49,1.3,published
2013,wa,female,5-9,0.1,published
2013,wa,female,50-54,2.0,published
2013,wa,female,55-59,3.0,published
2013,wa,female,60-64,4.8,published
2013,wa,female,65-69,7.1,published
2013,wa,female,70-74,10.4,published
2013,wa,female,75-79,21.1,published
2013,wa,female,80-84,41.8,published
2013,wa,female,85-89,77.9,published
2013,wa,female,90-94,152.7,published
2013,wa,female,95-99,303.7,published
2013,wa,male,0-4,0.7,published
2013,wa,male,10-14,0.2,published
2013,wa,male,100+,388.9,published
2013,wa,male,15-19,0.6,published
2013,wa,male,20-24,0.6,published
2013,wa,male,25-29,0.7,published
2013,wa,male,30-34,1.0,published
2013,wa,male,35-39,1.2,published
2013,wa,male,40-44,1.8,published
2013,wa,male,45-49,2.2,published
2013,wa,male,5-9,0.1,published
2013,wa,male,50-54,3.0,published
2013,wa,male,55-59,4.7,published
2013,wa,male,60-64,7.2,published
2013,wa,male,65-69,12.1,published
2013,wa,male,70-74,19.0,published
2013,wa,male,75-79,34.0,published
2013,wa,male,80-84,61.8,published
2013,wa,male,85-89,111.5,published
2013,wa,male,90-94,202.2,published
2013,wa,male,95-99,316.0,published
2014,act,female,0-4,0.5,published
2014,act,female,10-14,0.1,published
2014,act,female,100+,388.9,published
2014,act,female,15-19,0.1,published
2014,act,female,20-24,0.1,published
2014,act,female,25-29,0.2,published
2014,act,female,30-34,0.2,published
2014,act,female,35-39,0.5,published
2014,act,female,40-44,1.3,published
2014,act,female,45-49,1.3,published
2014,act,female,5-9,0.0,published
2014,act,female,50-54,1.9,published
2014,act,female,55-59,2.8,published
2014,act,female,60-64,3.7,published
2014,act,female,65-69,5.6,published
2014,act,female,70-74,11.7,published
2014,act,female,75-79,16.9,published
2014,act,female,80-84,36.0,published
2014,act,female,85-89,78.7,published
2014,act,female,90-94,173.0,published
2014,act,female,95-99,281.3,published
2014,act,male,0-4,0.7,published
2014,act,male,10-14,0.0,published
2014,act,male,100+,333.3,published
2014,act,male,15-19,0.2,published
2014,act,male,20-24,0.4,published
2014,act,male,25-29,0.8,published
2014,act,male,30-34,0.6,published
2014,act,male,35-39,1.0,published
2014,act,male,40-44,0.9,published
2014,act,male,45-49,1.4,published
2014,act,male,5-9,0.0,published
2014,act,male,50-54,2.6,published
2014,act,male,55-59,5.1,published
2014,act,male,60-64,6.6,published
2014,act,male,65-69,8.8,published
2014,act,male,70-74,16.1,published
2014,act,male,75-79,32.4,published
2014,act,male,80-84,59.7,published
2014,act,male,85-89,130.2,published
2014,act,male,90-94,154.4,published
2014,act,male,95-99,302.3,published
2014,nsw,female,0-4,0.7,published
2014,nsw,female,10-14,0.1,published
2014,nsw,female,100+,478.6,published
2014,nsw,female,15-19,0.2,published
2014,nsw,female,20-24,0.2,published
2014,nsw,female,25-29,0.3,published
2014,nsw,female,30-34,0.4,published
2014,nsw,female,35-39,0.5,published
2014,nsw,female,40-44,0.8,published
2014,nsw,female,45-49,1.4,published
2014,nsw,female,5-9,0.1,published
2014,nsw,female,50-54,2.1,published
2014,nsw,female,55-59,3.2,published
2014,nsw,female,60-64,4.6,published
2014,nsw,female,65-69,7.8,published
2014,nsw,female,70-74,12.7,published
2014,nsw,female,75-79,23.0,published
2014,nsw,female,80-84,43.7,published
2014,nsw,female,85-89,87.5,published
2014,nsw,female,90-94,163.5,published
2014,nsw,female,95-99,298.3,published
2014,nsw,male,0-4,0.8,published
2014,nsw,male,10-14,0.1,published
2014,nsw,male,100+,421.6,published
2014,nsw,male,15-19,0.3,published
2014,nsw,male,20-24,0.6,published
2014,nsw,male,25-29,0.6,published
2014,nsw,male,30-34,0.7,published
2014,nsw,male,35-39,1.1,published
2014,nsw,male,40-44,1.6,published
2014,nsw,male,45-49,2.4,published
2014,nsw,male,5-9,0.1,published
2014,nsw,male,50-54,3.5,published
2014,nsw,male,55-59,5.3,published
2014,nsw,male,60-64,8.3,published
2014,nsw,male,65-69,12.4,published
2014,nsw,male,70-74,20.0,published
2014,nsw,male,75-79,34.7,published
2014,nsw,male,80-84,63.3,published
2014,nsw,male,85-89,111.0,published
2014,nsw,male,90-94,201.4,published
2014,nsw,male,95-99,301.9,published
2014,nt,female,0-4,1.6,published
2014,nt,female,10-14,0.6,published
2014,nt,female,100+,4082.6,published
2014,nt,female,15-19,1.0,published
2014,nt,female,20-24,1.0,published
2014,nt,female,25-29,1.2,published
2014,nt,female,30-34,1.2,published
2014,nt,female,35-39,1.5,published
2014,nt,female,40-44,2.6,published
2014,nt,female,45-49,3.2,published
2014,nt,female,5-9,0.2,published
2014,nt,female,50-54,6.1,published
2014,nt,female,55-59,5.8,published
2014,nt,female,60-64,10.8,published
2014,nt,female,65-69,16.8,published
2014,nt,female,70-74,19.4,published
2014,nt,female,75-79,41.2,published
2014,nt,female,80-84,73.0,published
2014,nt,female,85-89,94.2,published
2014,nt,female,90-94,137.1,published
2014,nt,female,95-99,232.0,published
2014,nt,male,0-4,1.3,published
2014,nt,male,10-14,0.7,published
2014,nt,male,100+,0.0,published
2014,nt,male,15-19,0.6,published
2014,nt,male,20-24,1.6,published
2014,nt,male,25-29,1.7,published
2014,nt,male,30-34,1.4,published
2014,nt,male,35-39,2.6,published
2014,nt,male,40-44,3.0,published
2014,nt,male,45-49,4.8,published
2014,nt,male,5-9,0.4,published
2014,nt,male,50-54,7.1,published
2014,nt,male,55-59,9.0,published
2014,nt,male,60-64,13.1,published
2014,nt,male,65-69,19.5,published
2014,nt,male,70-74,32.4,published
2014,nt,male,75-79,57.4,published
2014,nt,male,80-84,65.3,published
2014,nt,male,85-89,166.9,published
2014,nt,male,90-94,109.6,published
2014,nt,male,95-99,337.8,published
2014,qld,female,0-4,1.0,published
2014,qld,female,10-14,0.1,published
2014,qld,female,100+,427.3,published
2014,qld,female,15-19,0.2,published
2014,qld,female,20-24,0.2,published
2014,qld,female,25-29,0.4,published
2014,qld,female,30-34,0.5,published
2014,qld,female,35-39,0.6,published
2014,qld,female,40-44,0.8,published
2014,qld,female,45-49,1.3,published
2014,qld,female,5-9,0.1,published
2014,qld,female,50-54,1.9,published
2014,qld,female,55-59,3.0,published
2014,qld,female,60-64,4.6,published
2014,qld,female,65-69,6.9,published
2014,qld,female,70-74,13.0,published
2014,qld,female,75-79,22.2,published
2014,qld,female,80-84,43.8,published
2014,qld,female,85-89,85.6,published
2014,qld,female,90-94,162.2,published
2014,qld,female,95-99,290.0,published
2014,qld,male,0-4,1.0,published
2014,qld,male,10-14,0.1,published
2014,qld,male,100+,335.8,published
2014,qld,male,15-19,0.3,published
2014,qld,male,20-24,0.7,published
2014,qld,male,25-29,0.7,published
2014,qld,male,30-34,0.9,published
2014,qld,male,35-39,1.1,published
2014,qld,male,40-44,1.6,published
2014,qld,male,45-49,2.0,published
2014,qld,male,5-9,0.1,published
2014,qld,male,50-54,3.7,published
2014,qld,male,55-59,5.3,published
2014,qld,male,60-64,8.3,published
2014,qld,male,65-69,11.7,published
2014,qld,male,70-74,19.9,published
2014,qld,male,75-79,34.4,published
2014,qld,male,80-84,64.8,published
2014,qld,male,85-89,117.7,published
2014,qld,male,90-94,200.0,published
2014,qld,male,95-99,312.1,published
2014,sa,female,0-4,0.6,published
2014,sa,female,10-14,0.0,published
2014,sa,female,100+,535.1,published
2014,sa,female,15-19,0.0,published
2014,sa,female,20-24,0.2,published
2014,sa,female,25-29,0.4,published
2014,sa,female,30-34,0.5,published
2014,sa,female,35-39,0.7,published
2014,sa,female,40-44,1.3,published
2014,sa,female,45-49,1.7,published
2014,sa,female,5-9,0.1,published
2014,sa,female,50-54,2.2,published
2014,sa,female,55-59,3.0,published
2014,sa,female,60-64,5.0,published
2014,sa,female,65-69,6.8,published
2014,sa,female,70-74,12.6,published
2014,sa,female,75-79,24.1,published
2014,sa,female,80-84,42.7,published
2014,sa,female,85-89,88.9,published
2014,sa,female,90-94,166.4,published
2014,sa,female,95-99,276.5,published
2014,sa,male,0-4,0.6,published
2014,sa,male,10-14,0.0,published
2014,sa,male,100+,349.4,published
2014,sa,male,15-19,0.4,published
2014,sa,male,20-24,0.5,published
2014,sa,male,25-29,0.5,published
2014,sa,male,30-34,0.8,published
2014,sa,male,35-39,1.4,published
2014,sa,male,40-44,1.8,published
2014,sa,male,45-49,2.4,published
2014,sa,male,5-9,0.1,published
2014,sa,male,50-54,3.6,published
2014,sa,male,55-59,5.4,published
2014,sa,male,60-64,8.1,published
2014,sa,male,65-69,11.6,published
2014,sa,male,70-74,18.8,published
2014,sa,male,75-79,34.1,published
