year,state,sex,age_band,rate_per_1000,status
2014,sa,male,80-84,61.8,published
2014,sa,male,85-89,119.8,published
2014,sa,male,90-94,203.8,published
2014,sa,male,95-99,290.3,published
2014,tas,female,0-4,0.9,published
2014,tas,female,10-14,0.1,published
2014,tas,female,100+,397.2,published
2014,tas,female,15-19,0.1,published
2014,tas,female,20-24,0.3,published
2014,tas,female,25-29,0.3,published
2014,tas,female,30-34,0.6,published
2014,tas,female,35-39,1.0,published
2014,tas,female,40-44,0.9,published
2014,tas,female,45-49,1.7,published
2014,tas,female,5-9,0.3,published
2014,tas,female,50-54,3.4,published
2014,tas,female,55-59,4.7,published
2014,tas,female,60-64,5.9,published
2014,tas,female,65-69,10.3,published
2014,tas,female,70-74,14.2,published
2014,tas,female,75-79,27.3,published
2014,tas,female,80-84,55.3,published
2014,tas,female,85-89,95.1,published
2014,tas,female,90-94,179.1,published
2014,tas,female,95-99,315.9,published
2014,tas,male,0-4,1.5,published
2014,tas,male,10-14,0.2,published
2014,tas,male,100+,833.3,published
2014,tas,male,15-19,0.4,published
2014,tas,male,20-24,0.7,published
2014,tas,male,25-29,1.1,published
2014,tas,male,30-34,1.2,published
2014,tas,male,35-39,1.5,published
2014,tas,male,40-44,1.9,published
2014,tas,male,45-49,2.8,published
2014,tas,male,5-9,0.1,published
2014,tas,male,50-54,3.4,published
2014,tas,male,55-59,6.2,published
2014,tas,male,60-64,8.1,published
2014,tas,male,65-69,13.7,published
2014,tas,male,70-74,22.0,published
2014,tas,male,75-79,40.8,published
2014,tas,male,80-84,68.1,published
2014,tas,male,85-89,141.7,published
2014,tas,male,90-94,192.2,published
2014,tas,male,95-99,329.5,published
2014,vic,female,0-4,0.7,published
2014,vic,female,10-14,0.1,published
2014,vic,female,100+,460.2,published
2014,vic,female,15-19,0.2,published
2014,vic,female,20-24,0.2,published
2014,vic,female,25-29,0.3,published
2014,vic,female,30-34,0.5,published
2014,vic,female,35-39,0.6,published
2014,vic,female,40-44,0.8,published
2014,vic,female,45-49,1.3,published
2014,vic,female,5-9,0.1,published
2014,vic,female,50-54,2.0,published
2014,vic,female,55-59,2.9,published
2014,vic,female,60-64,4.5,published
2014,vic,female,65-69,7.0,published
2014,vic,female,70-74,11.8,published
2014,vic,female,75-79,21.3,published
2014,vic,female,80-84,42.1,published
2014,vic,female,85-89,86.0,published
2014,vic,female,90-94,164.3,published
2014,vic,female,95-99,278.5,published
2014,vic,male,0-4,0.6,published
2014,vic,male,10-14,0.1,published
2014,vic,male,100+,442.2,published
2014,vic,male,15-19,0.3,published
2014,vic,male,20-24,0.5,published
2014,vic,male,25-29,0.6,published
2014,vic,male,30-34,0.8,published
2014,vic,male,35-39,1.1,published
2014,vic,male,40-44,1.5,published
2014,vic,male,45-49,2.0,published
2014,vic,male,5-9,0.1,published
2014,vic,male,50-54,3.3,published
2014,vic,male,55-59,4.8,published
2014,vic,male,60-64,7.4,published
2014,vic,male,65-69,11.9,published
2014,vic,male,70-74,18.8,published
2014,vic,male,75-79,32.3,published
2014,vic,male,80-84,62.7,published
2014,vic,male,85-89,111.3,published
2014,vic,male,90-94,192.5,published
2014,vic,male,95-99,314.3,published
2014,wa,female,0-4,0.6,published
2014,wa,female,10-14,0.1,published
2014,wa,female,100+,549.2,published
2014,wa,female,15-19,0.2,published
2014,wa,female,20-24,0.3,published
2014,wa,female,25-29,0.3,published
2014,wa,female,30-34,0.4,published
2014,wa,female,35-39,0.6,published
2014,wa,female,40-44,1.1,published
2014,wa,female,45-49,1.5,published
2014,wa,female,5-9,0.1,published
2014,wa,female,50-54,1.9,published
2014,wa,female,55-59,2.8,published
2014,wa,female,60-64,4.5,published
2014,wa,female,65-69,6.9,published
2014,wa,female,70-74,11.5,published
2014,wa,female,75-79,20.8,published
2014,wa,female,80-84,40.1,published
2014,wa,female,85-89,78.9,published
2014,wa,female,90-94,158.7,published
2014,wa,female,95-99,278.2,published
2014,wa,male,0-4,0.7,published
2014,wa,male,10-14,0.1,published
2014,wa,male,100+,507.0,published
2014,wa,male,15-19,0.5,published
2014,wa,male,20-24,0.7,published
2014,wa,male,25-29,0.7,published
2014,wa,male,30-34,1.1,published
2014,wa,male,35-39,1.3,published
2014,wa,male,40-44,1.9,published
2014,wa,male,45-49,2.3,published
2014,wa,male,5-9,0.1,published
2014,wa,male,50-54,2.8,published
2014,wa,male,55-59,4.6,published
2014,wa,male,60-64,7.4,published
2014,wa,male,65-69,12.2,published
2014,wa,male,70-74,19.3,published
2014,wa,male,75-79,33.7,published
2014,wa,male,80-84,60.3,published
2014,wa,male,85-89,111.9,published
2014,wa,male,90-94,187.2,published
2014,wa,male,95-99,285.0,published
2015,act,female,0-4,0.6,published
2015,act,female,10-14,0.0,published
2015,act,female,100+,428.6,published
2015,act,female,15-19,0.2,published
2015,act,female,20-24,0.3,published
2015,act,female,25-29,0.1,published
2015,act,female,30-34,0.2,published
2015,act,female,35-39,0.6,published
2015,act,female,40-44,0.7,published
2015,act,female,45-49,1.5,published
2015,act,female,5-9,0.1,published
2015,act,female,50-54,1.1,published
2015,act,female,55-59,3.2,published
2015,act,female,60-64,4.1,published
2015,act,female,65-69,6.5,published
2015,act,female,70-74,10.9,published
2015,act,female,75-79,18.9,published
2015,act,female,80-84,38.1,published
2015,act,female,85-89,78.5,published
2015,act,female,90-94,164.4,published
2015,act,female,95-99,233.8,published
2015,act,male,0-4,1.1,published
2015,act,male,10-14,0.4,published
2015,act,male,100+,200.0,published
2015,act,male,15-19,0.1,published
2015,act,male,20-24,0.5,published
2015,act,male,25-29,0.4,published
2015,act,male,30-34,0.7,published
2015,act,male,35-39,1.2,published
2015,act,male,40-44,0.8,published
2015,act,male,45-49,1.4,published
2015,act,male,5-9,0.1,published
2015,act,male,50-54,2.3,published
2015,act,male,55-59,5.7,published
2015,act,male,60-64,6.6,published
2015,act,male,65-69,10.4,published
2015,act,male,70-74,16.0,published
2015,act,male,75-79,34.7,published
2015,act,male,80-84,45.6,published
2015,act,male,85-89,117.5,published
2015,act,male,90-94,172.8,published
2015,act,male,95-99,259.6,published
2015,nsw,female,0-4,0.7,published
2015,nsw,female,10-14,0.1,published
2015,nsw,female,100+,505.8,published
2015,nsw,female,15-19,0.2,published
2015,nsw,female,20-24,0.2,published
2015,nsw,female,25-29,0.3,published
2015,nsw,female,30-34,0.3,published
2015,nsw,female,35-39,0.6,published
2015,nsw,female,40-44,0.9,published
2015,nsw,female,45-49,1.3,published
2015,nsw,female,5-9,0.1,published
2015,nsw,female,50-54,2.1,published
2015,nsw,female,55-59,2.9,published
2015,nsw,female,60-64,4.7,published
2015,nsw,female,65-69,7.1,published
2015,nsw,female,70-74,12.8,published
2015,nsw,female,75-79,22.8,published
2015,nsw,female,80-84,44.4,published
2015,nsw,female,85-89,85.5,published
2015,nsw,female,90-94,166.7,published
2015,nsw,female,95-99,300.2,published
2015,nsw,male,0-4,0.9,published
2015,nsw,male,10-14,0.1,published
2015,nsw,male,100+,542.4,published
2015,nsw,male,15-19,0.4,published
2015,nsw,male,20-24,0.5,published
2015,nsw,male,25-29,0.6,published
2015,nsw,male,30-34,0.8,published
2015,nsw,male,35-39,1.0,published
2015,nsw,male,40-44,1.6,published
2015,nsw,male,45-49,2.4,published
2015,nsw,male,5-9,0.1,published
2015,nsw,male,50-54,3.7,published
2015,nsw,male,55-59,5.6,published
2015,nsw,male,60-64,8.1,published
2015,nsw,male,65-69,11.9,published
2015,nsw,male,70-74,20.5,published
2015,nsw,male,75-79,33.6,published
2015,nsw,male,80-84,62.6,published
2015,nsw,male,85-89,117.0,published
2015,nsw,male,90-94,194.4,published
2015,nsw,male,95-99,301.6,published
2015,nt,female,0-4,1.4,published
2015,nt,female,10-14,0.4,published
2015,nt,female,100+,1000.0,published
2015,nt,female,15-19,0.9,published
2015,nt,female,20-24,1.0,published
2015,nt,female,25-29,0.8,published
2015,nt,female,30-34,1.1,published
2015,nt,female,35-39,1.6,published
2015,nt,female,40-44,2.9,published
2015,nt,female,45-49,4.3,published
2015,nt,female,5-9,0.0,published
2015,nt,female,50-54,4.6,published
2015,nt,female,55-59,5.6,published
2015,nt,female,60-64,10.7,published
2015,nt,female,65-69,12.0,published
2015,nt,female,70-74,16.6,published
2015,nt,female,75-79,38.5,published
2015,nt,female,80-84,46.3,published
2015,nt,female,85-89,110.2,published
2015,nt,female,90-94,205.9,published
2015,nt,female,95-99,107.1,published
2015,nt,male,0-4,2.0,published
2015,nt,male,10-14,0.6,published
2015,nt,male,100+,333.3,published
2015,nt,male,15-19,0.6,published
2015,nt,male,20-24,1.7,published
2015,nt,male,25-29,1.6,published
2015,nt,male,30-34,1.4,published
2015,nt,male,35-39,2.9,published
2015,nt,male,40-44,4.0,published
2015,nt,male,45-49,3.6,published
2015,nt,male,5-9,0.4,published
2015,nt,male,50-54,7.6,published
2015,nt,male,55-59,8.5,published
2015,nt,male,60-64,13.2,published
2015,nt,male,65-69,17.2,published
2015,nt,male,70-74,29.2,published
2015,nt,male,75-79,62.7,published
2015,nt,male,80-84,94.3,published
2015,nt,male,85-89,127.7,published
2015,nt,male,90-94,171.1,published
2015,nt,male,95-99,222.2,published
2015,qld,female,0-4,0.9,published
2015,qld,female,10-14,0.1,published
2015,qld,female,100+,446.9,published
2015,qld,female,15-19,0.2,published
2015,qld,female,20-24,0.3,published
2015,qld,female,25-29,0.3,published
2015,qld,female,30-34,0.5,published
2015,qld,female,35-39,0.7,published
2015,qld,female,40-44,1.0,published
2015,qld,female,45-49,1.4,published
2015,qld,female,5-9,0.1,published
2015,qld,female,50-54,2.2,published
2015,qld,female,55-59,3.1,published
2015,qld,female,60-64,4.5,published
2015,qld,female,65-69,7.5,published
2015,qld,female,70-74,12.3,published
2015,qld,female,75-79,23.3,published
2015,qld,female,80-84,42.5,published
2015,qld,female,85-89,87.3,published
2015,qld,female,90-94,164.7,published
2015,qld,female,95-99,290.1,published
2015,qld,male,0-4,1.1,published
2015,qld,male,10-14,0.1,published
2015,qld,male,100+,355.3,published
2015,qld,male,15-19,0.4,published
2015,qld,male,20-24,0.8,published
2015,qld,male,25-29,0.8,published
2015,qld,male,30-34,1.1,published
2015,qld,male,35-39,1.4,published
2015,qld,male,40-44,1.8,published
2015,qld,male,45-49,2.3,published
2015,qld,male,5-9,0.1,published
2015,qld,male,50-54,3.5,published
2015,qld,male,55-59,5.4,published
2015,qld,male,60-64,7.5,published
2015,qld,male,65-69,12.1,published
2015,qld,male,70-74,19.2,published
2015,qld,male,75-79,34.6,published
2015,qld,male,80-84,63.9,published
2015,qld,male,85-89,113.8,published
2015,qld,male,90-94,198.0,published
2015,qld,male,95-99,293.9,published
2015,sa,female,0-4,0.7,published
2015,sa,female,10-14,0.0,published
2015,sa,female,100+,494.6,published
2015,sa,female,15-19,0.2,published
2015,sa,female,20-24,0.2,published
2015,sa,female,25-29,0.5,published
2015,sa,female,30-34,0.5,published
2015,sa,female,35-39,0.6,published
2015,sa,female,40-44,1.0,published
2015,sa,female,45-49,1.6,published
2015,sa,female,5-9,0.0,published
2015,sa,female,50-54,2.4,published
2015,sa,female,55-59,3.0,published
2015,sa,female,60-64,4.9,published
2015,sa,female,65-69,7.0,published
2015,sa,female,70-74,12.3,published
2015,sa,female,75-79,23.3,published
2015,sa,female,80-84,44.1,published
2015,sa,female,85-89,89.2,published
2015,sa,female,90-94,163.1,published
2015,sa,female,95-99,288.4,published
2015,sa,male,0-4,0.8,published
2015,sa,male,10-14,0.1,published
2015,sa,male,100+,376.7,published
2015,sa,male,15-19,0.3,published
2015,sa,male,20-24,0.6,published
2015,sa,male,25-29,0.8,published
2015,sa,male,30-34,0.7,published
2015,sa,male,35-39,1.0,published
2015,sa,male,40-44,2.0,published
2015,sa,male,45-49,2.4,published
2015,sa,male,5-9,0.0,published
2015,sa,male,50-54,4.0,published
2015,sa,male,55-59,5.1,published
2015,sa,male,60-64,9.1,published
2015,sa,male,65-69,11.8,published
2015,sa,male,70-74,19.2,published
2015,sa,male,75-79,35.1,published
2015,sa,male,80-84,63.2,published
2015,sa,male,85-89,114.5,published
2015,sa,male,90-94,197.6,published
2015,sa,male,95-99,316.1,published
2015,tas,female,0-4,0.7,published
2015,tas,female,10-14,0.2,published
2015,tas,female,100+,672.7,published
2015,tas,female,15-19,0.3,published
2015,tas,female,20-24,0.1,published
2015,tas,female,25-29,0.4,published
2015,tas,female,30-34,0.5,published
2015,tas,female,35-39,0.9,published
2015,tas,female,40-44,0.6,published
2015,tas,female,45-49,1.9,published
2015,tas,female,5-9,0.3,published
2015,tas,female,50-54,2.2,published
2015,tas,female,55-59,4.4,published
2015,tas,female,60-64,6.0,published
2015,tas,female,65-69,9.2,published
2015,tas,female,70-74,14.3,published
2015,tas,female,75-79,26.8,published
2015,tas,female,80-84,54.7,published
2015,tas,female,85-89,100.1,published
2015,tas,female,90-94,181.3,published
2015,tas,female,95-99,342.0,published
2015,tas,male,0-4,0.8,published
2015,tas,male,10-14,0.1,published
2015,tas,male,100+,642.9,published
2015,tas,male,15-19,0.8,published
2015,tas,male,20-24,1.2,published
2015,tas,male,25-29,0.7,published
2015,tas,male,30-34,1.2,published
2015,tas,male,35-39,1.3,published
2015,tas,male,40-44,1.6,published
2015,tas,male,45-49,2.3,published
2015,tas,male,5-9,0.2,published
2015,tas,male,50-54,4.5,published
2015,tas,male,55-59,5.7,published
2015,tas,male,60-64,8.5,published
2015,tas,male,65-69,13.9,published
2015,tas,male,70-74,24.3,published
2015,tas,male,75-79,39.4,published
2015,tas,male,80-84,71.4,published
2015,tas,male,85-89,138.8,published
2015,tas,male,90-94,217.6,published
2015,tas,male,95-99,297.8,published
2015,vic,female,0-4,0.6,published
2015,vic,female,10-14,0.1,published
2015,vic,female,100+,427.4,published
2015,vic,female,15-19,0.2,published
2015,vic,female,20-24,0.1,published
2015,vic,female,25-29,0.2,published
2015,vic,female,30-34,0.3,published
2015,vic,female,35-39,0.6,published
2015,vic,female,40-44,0.8,published
2015,vic,female,45-49,1.3,published
2015,vic,female,5-9,0.0,published
2015,vic,female,50-54,1.9,published
2015,vic,female,55-59,3.0,published
2015,vic,female,60-64,4.1,published
2015,vic,female,65-69,7.1,published
2015,vic,female,70-74,11.6,published
2015,vic,female,75-79,22.0,published
2015,vic,female,80-84,43.9,published
2015,vic,female,85-89,89.1,published
2015,vic,female,90-94,174.0,published
2015,vic,female,95-99,292.7,published
2015,vic,male,0-4,0.6,published
2015,vic,male,10-14,0.1,published
2015,vic,male,100+,411.5,published
2015,vic,male,15-19,0.4,published
2015,vic,male,20-24,0.4,published
2015,vic,male,25-29,0.6,published
2015,vic,male,30-34,0.8,published
2015,vic,male,35-39,1.1,published
2015,vic,male,40-44,1.5,published
2015,vic,male,45-49,2.2,published
2015,vic,male,5-9,0.1,published
2015,vic,male,50-54,3.2,published
2015,vic,male,55-59,4.7,published
2015,vic,male,60-64,7.3,published
2015,vic,male,65-69,11.7,published
2015,vic,male,70-74,18.5,published
2015,vic,male,75-79,33.0,published
2015,vic,male,80-84,61.3,published
2015,vic,male,85-89,117.3,published
2015,vic,male,90-94,199.4,published
2015,vic,male,95-99,326.2,published
2015,wa,female,0-4,0.6,published
2015,wa,female,10-14,0.1,published
2015,wa,female,100+,540.5,published
2015,wa,female,15-19,0.2,published
2015,wa,female,20-24,0.3,published
2015,wa,female,25-29,0.3,published
2015,wa,female,30-34,0.4,published
2015,wa,female,35-39,0.8,published
2015,wa,female,40-44,1.0,published
2015,wa,female,45-49,1.4,published
2015,wa,female,5-9,0.0,published
2015,wa,female,50-54,2.4,published
2015,wa,female,55-59,3.3,published
2015,wa,female,60-64,4.6,published
2015,wa,female,65-69,6.6,published
2015,wa,female,70-74,11.3,published
2015,wa,female,75-79,19.4,published
2015,wa,female,80-84,41.1,published
2015,wa,female,85-89,86.8,published
2015,wa,female,90-94,151.2,published
2015,wa,female,95-99,264.6,published
2015,wa,male,0-4,0.6,published
2015,wa,male,10-14,0.2,published
2015,wa,male,100+,645.8,published
2015,wa,male,15-19,0.6,published
2015,wa,male,20-24,0.7,published
2015,wa,male,25-29,1.0,published
2015,wa,male,30-34,1.0,published
2015,wa,male,35-39,1.2,published
2015,wa,male,40-44,1.8,published
2015,wa,male,45-49,2.7,published
2015,wa,male,5-9,0.1,published
2015,wa,male,50-54,3.1,published
2015,wa,male,55-59,4.7,published
2015,wa,male,60-64,7.7,published
2015,wa,male,65-69,11.5,published
2015,wa,male,70-74,18.9,published
2015,wa,male,75-79,33.1,published
2015,wa,male,80-84,63.0,published
2015,wa,male,85-89,111.1,published
2015,wa,male,90-94,206.8,published
2015,wa,male,95-99,320.4,published
2016,act,female,0-4,0.7,published
2016,act,female,10-14,0.2,published
2016,act,female,100+,368.4,published
2016,act,female,15-19,0.3,published
2016,act,female,20-24,0.1,published
2016,act,female,25-29,0.2,published
2016,act,female,30-34,0.2,published
2016,act,female,35-39,0.6,published
2016,act,female,40-44,0.8,published
2016,act,female,45-49,1.1,published
2016,act,female,5-9,0.0,published
2016,act,female,50-54,2.1,published
2016,act,female,55-59,2.4,published
2016,act,female,60-64,3.7,published
2016,act,female,65-69,5.0,published
2016,act,female,70-74,9.5,published
2016,act,female,75-79,19.7,published
2016,act,female,80-84,40.6,published
2016,act,female,85-89,84.1,published
2016,act,female,90-94,136.2,published
2016,act,female,95-99,264.1,published
2016,act,male,0-4,0.6,published
2016,act,male,10-14,0.0,published
2016,act,male,100+,416.7,published
2016,act,male,15-19,0.2,published
2016,act,male,20-24,0.5,published
2016,act,male,25-29,0.4,published
2016,act,male,30-34,0.4,published
2016,act,male,35-39,0.5,published
2016,act,male,40-44,1.4,published
2016,act,male,45-49,1.8,published
2016,act,male,5-9,0.2,published
2016,act,male,50-54,2.8,published
2016,act,male,55-59,4.9,published
2016,act,male,60-64,4.7,published
2016,act,male,65-69,9.6,published
2016,act,male,70-74,15.1,published
2016,act,male,75-79,34.1,published
2016,act,male,80-84,49.4,published
2016,act,male,85-89,96.8,published
2016,act,male,90-94,179.3,published
2016,act,male,95-99,226.6,published
2016,nsw,female,0-4,0.6,published
2016,nsw,female,10-14,0.0,published
2016,nsw,female,100+,589.4,published
2016,nsw,female,15-19,0.2,published
2016,nsw,female,20-24,0.2,published
2016,nsw,female,25-29,0.3,published
2016,nsw,female,30-34,0.4,published
2016,nsw,female,35-39,0.5,published
2016,nsw,female,40-44,0.8,published
2016,nsw,female,45-49,1.3,published
2016,nsw,female,5-9,0.1,published
2016,nsw,female,50-54,2.1,published
2016,nsw,female,55-59,3.2,published
2016,nsw,female,60-64,4.3,published
2016,nsw,female,65-69,7.3,published
2016,nsw,female,70-74,12.1,published
2016,nsw,female,75-79,22.1,published
2016,nsw,female,80-84,42.7,published
2016,nsw,female,85-89,85.1,published
2016,nsw,female,90-94,161.5,published
2016,nsw,female,95-99,277.8,published
2016,nsw,male,0-4,0.7,published
2016,nsw,male,10-14,0.1,published
2016,nsw,male,100+,729.2,published
2016,nsw,male,15-19,0.4,published
2016,nsw,male,20-24,0.6,published
2016,nsw,male,25-29,0.6,published
2016,nsw,male,30-34,0.7,published
2016,nsw,male,35-39,0.9,published
2016,nsw,male,40-44,1.4,published
2016,nsw,male,45-49,2.2,published
2016,nsw,male,5-9,0.1,published
2016,nsw,male,50-54,3.5,published
2016,nsw,male,55-59,5.5,published
2016,nsw,male,60-64,8.0,published
2016,nsw,male,65-69,11.7,published
2016,nsw,male,70-74,19.8,published
2016,nsw,male,75-79,33.7,published
2016,nsw,male,80-84,63.4,published
2016,nsw,male,85-89,114.1,published
2016,nsw,male,90-94,187.8,published
2016,nsw,male,95-99,291.4,published
2016,nt,female,0-4,1.9,published
2016,nt,female,10-14,0.3,published
2016,nt,female,100+,1500.0,published
2016,nt,female,15-19,0.4,published
2016,nt,female,20-24,0.5,published
2016,nt,female,25-29,0.6,published
2016,nt,female,30-34,0.9,published
2016,nt,female,35-39,1.2,published
2016,nt,female,40-44,2.1,published
2016,nt,female,45-49,3.1,published
2016,nt,female,5-9,0.5,published
2016,nt,female,50-54,4.0,published
2016,nt,female,55-59,4.0,published
2016,nt,female,60-64,6.9,published
2016,nt,female,65-69,13.9,published
2016,nt,female,70-74,24.3,published
2016,nt,female,75-79,35.3,published
2016,nt,female,80-84,68.2,published
2016,nt,female,85-89,74.5,published
2016,nt,female,90-94,152.8,published
2016,nt,female,95-99,258.1,published
2016,nt,male,0-4,1.5,published
2016,nt,male,10-14,0.0,published
2016,nt,male,100+,0.0,published
2016,nt,male,15-19,0.8,published
2016,nt,male,20-24,1.1,published
2016,nt,male,25-29,1.1,published
2016,nt,male,30-34,1.5,published
2016,nt,male,35-39,1.5,published
2016,nt,male,40-44,3.0,published
2016,nt,male,45-49,4.2,published
2016,nt,male,5-9,0.4,published
2016,nt,male,50-54,4.9,published
2016,nt,male,55-59,8.2,published
2016,nt,male,60-64,11.2,published
2016,nt,male,65-69,16.5,published
2016,nt,male,70-74,31.5,published
2016,nt,male,75-79,39.7,published
2016,nt,male,80-84,92.3,published
2016,nt,male,85-89,103.7,published
2016,nt,male,90-94,182.4,published
2016,nt,male,95-99,236.1,published
2016,qld,female,0-4,0.8,published
2016,qld,female,10-14,0.1,published
2016,qld,female,100+,436.5,published
2016,qld,female,15-19,0.2,published
2016,qld,female,20-24,0.3,published
2016,qld,female,25-29,0.3,published
2016,qld,female,30-34,0.5,published
2016,qld,female,35-39,0.6,published
2016,qld,female,40-44,1.0,published
2016,qld,female,45-49,1.4,published
2016,qld,female,5-9,0.1,published
2016,qld,female,50-54,2.0,published
2016,qld,female,55-59,3.1,published
2016,qld,female,60-64,4.7,published
2016,qld,female,65-69,7.0,published
2016,qld,female,70-74,11.7,published
2016,qld,female,75-79,21.0,published
2016,qld,female,80-84,41.2,published
2016,qld,female,85-89,80.2,published
2016,qld,female,90-94,155.1,published
2016,qld,female,95-99,262.8,published
2016,qld,male,0-4,1.1,published
2016,qld,male,10-14,0.1,published
2016,qld,male,100+,415.1,published
2016,qld,male,15-19,0.4,published
2016,qld,male,20-24,0.7,published
2016,qld,male,25-29,0.7,published
2016,qld,male,30-34,1.0,published
2016,qld,male,35-39,1.3,published
2016,qld,male,40-44,1.9,published
2016,qld,male,45-49,2.3,published
2016,qld,male,5-9,0.1,published
2016,qld,male,50-54,3.4,published
2016,qld,male,55-59,5.2,published
2016,qld,male,60-64,7.3,published
2016,qld,male,65-69,12.3,published
2016,qld,male,70-74,19.3,published
2016,qld,male,75-79,33.6,published
2016,qld,male,80-84,60.2,published
2016,qld,male,85-89,115.9,published
2016,qld,male,90-94,192.2,published
2016,qld,male,95-99,277.4,published
2016,sa,female,0-4,0.6,published
2016,sa,female,10-14,0.1,published
2016,sa,female,100+,543.4,published
2016,sa,female,15-19,0.1,published
2016,sa,female,20-24,0.2,published
2016,sa,female,25-29,0.2,published
2016,sa,female,30-34,0.6,published
2016,sa,female,35-39,0.7,published
2016,sa,female,40-44,1.2,published
2016,sa,female,45-49,1.5,published
2016,sa,female,5-9,0.0,published
2016,sa,female,50-54,2.4,published
2016,sa,female,55-59,3.4,published
2016,sa,female,60-64,4.3,published
2016,sa,female,65-69,6.7,published
2016,sa,female,70-74,10.5,published
2016,sa,female,75-79,20.4,published
2016,sa,female,80-84,42.3,published
2016,sa,female,85-89,83.2,published
2016,sa,female,90-94,155.7,published
2016,sa,female,95-99,269.4,published
2016,sa,male,0-4,0.9,published
2016,sa,male,10-14,0.1,published
2016,sa,male,100+,376.3,published
2016,sa,male,15-19,0.3,published
2016,sa,male,20-24,0.5,published
2016,sa,male,25-29,0.7,published
2016,sa,male,30-34,1.0,published
2016,sa,male,35-39,1.2,published
2016,sa,male,40-44,1.5,published
2016,sa,male,45-49,2.3,published
2016,sa,male,5-9,0.1,published
2016,sa,male,50-54,3.7,published
2016,sa,male,55-59,5.2,published
2016,sa,male,60-64,8.6,published
2016,sa,male,65-69,11.5,published
2016,sa,male,70-74,20.1,published
2016,sa,male,75-79,30.1,published
2016,sa,male,80-84,61.2,published
2016,sa,male,85-89,116.7,published
2016,sa,male,90-94,190.9,published
2016,sa,male,95-99,294.3,published
2016,tas,female,0-4,1.1,published
2016,tas,female,10-14,0.3,published
2016,tas,female,100+,646.1,published
2016,tas,female,15-19,0.3,published
2016,tas,female,20-24,0.2,published
2016,tas,female,25-29,0.1,published
2016,tas,female,30-34,0.6,published
2016,tas,female,35-39,1.2,published
2016,tas,female,40-44,0.8,published
2016,tas,female,45-49,1.8,published
2016,tas,female,5-9,0.2,published
2016,tas,female,50-54,3.1,published
2016,tas,female,55-59,3.6,published
2016,tas,female,60-64,6.0,published
2016,tas,female,65-69,9.5,published
2016,tas,female,70-74,14.4,published
2016,tas,female,75-79,23.1,published
2016,tas,female,80-84,54.8,published
2016,tas,female,85-89,93.7,published
2016,tas,female,90-94,173.6,published
2016,tas,female,95-99,309.8,published
2016,tas,male,0-4,0.9,published
2016,tas,male,10-14,0.0,published
2016,tas,male,100+,500.0,published
2016,tas,male,15-19,0.5,published
2016,tas,male,20-24,0.7,published
2016,tas,male,25-29,0.8,published
2016,tas,male,30-34,1.3,published
2016,tas,male,35-39,1.8,published
2016,tas,male,40-44,2.2,published
2016,tas,male,45-49,3.3,published
2016,tas,male,5-9,0.1,published
2016,tas,male,50-54,3.8,published
2016,tas,male,55-59,6.0,published
2016,tas,male,60-64,10.1,published
2016,tas,male,65-69,13.3,published
2016,tas,male,70-74,24.7,published
2016,tas,male,75-79,39.2,published
2016,tas,male,80-84,67.6,published
2016,tas,male,85-89,123.7,published
2016,tas,male,90-94,193.6,published
2016,tas,male,95-99,285.0,published
2016,vic,female,0-4,0.6,published
2016,vic,female,10-14,0.0,published
2016,vic,female,100+,427.6,published
2016,vic,female,15-19,0.2,published
2016,vic,female,20-24,0.2,published
2016,vic,female,25-29,0.2,published
2016,vic,female,30-34,0.4,published
2016,vic,female,35-39,0.5,published
2016,vic,female,40-44,0.9,published
2016,vic,female,45-49,1.3,published
2016,vic,female,5-9,0.0,published
2016,vic,female,50-54,1.9,published
2016,vic,female,55-59,2.8,published
2016,vic,female,60-64,4.3,published
2016,vic,female,65-69,6.7,published
2016,vic,female,70-74,11.7,published
2016,vic,female,75-79,21.2,published
2016,vic,female,80-84,41.2,published
2016,vic,female,85-89,83.2,published
2016,vic,female,90-94,162.7,published
2016,vic,female,95-99,257.7,published
2016,vic,male,0-4,0.7,published
2016,vic,male,10-14,0.1,published
2016,vic,male,100+,435.6,published
2016,vic,male,15-19,0.4,published
2016,vic,male,20-24,0.5,published
2016,vic,male,25-29,0.6,published
2016,vic,male,30-34,0.7,published
2016,vic,male,35-39,1.1,published
2016,vic,male,40-44,1.4,published
2016,vic,male,45-49,2.0,published
2016,vic,male,5-9,0.1,published
2016,vic,male,50-54,3.0,published
2016,vic,male,55-59,4.2,published
2016,vic,male,60-64,7.1,published
2016,vic,male,65-69,10.5,published
2016,vic,male,70-74,17.7,published
2016,vic,male,75-79,32.8,published
2016,vic,male,80-84,61.7,published
2016,vic,male,85-89,108.2,published
2016,vic,male,90-94,191.7,published
2016,vic,male,95-99,296.6,published
2016,wa,female,0-4,0.5,published
2016,wa,female,10-14,0.1,published
2016,wa,female,100+,734.5,published
2016,wa,female,15-19,0.2,published
2016,wa,female,20-24,0.4,published
2016,wa,female,25-29,0.4,published
2016,wa,female,30-34,0.6,published
2016,wa,female,35-39,0.7,published
2016,wa,female,40-44,1.1,published
2016,wa,female,45-49,1.4,published
2016,wa,female,5-9,0.1,published
2016,wa,female,50-54,1.6,published
2016,wa,female,55-59,2.8,published
2016,wa,female,60-64,4.4,published
2016,wa,female,65-69,6.0,published
2016,wa,female,70-74,11.4,published
2016,wa,female,75-79,21.3,published
2016,wa,female,80-84,41.0,published
