name,value
final_population,739112
maximum_invalid_age_count,0
births_total,96163
deaths_total,88524
overseas_arrivals_total,17298
overseas_departures_total,31847
internal_arrivals_total,8477
internal_departures_total,62455
minimum_vacant_birth_slots,116987
final_max_generation,3
locked_out_total,121938
