name,value
final_population,7358239
maximum_invalid_age_count,0
births_total,1284991
deaths_total,1248549
overseas_arrivals_total,231667
overseas_departures_total,375290
internal_arrivals_total,86544
internal_departures_total,621124
minimum_vacant_birth_slots,1161107
final_max_generation,4
locked_out_total,1603202
