name,value
final_population,7402098
maximum_invalid_age_count,0
births_total,774414
deaths_total,941982
overseas_arrivals_total,228540
overseas_departures_total,349422
internal_arrivals_total,73575
internal_departures_total,383027
minimum_vacant_birth_slots,1175912
final_max_generation,3
locked_out_total,1076529
