name,value
final_population,7622521
maximum_invalid_age_count,0
births_total,788530
deaths_total,736722
overseas_arrivals_total,216013
overseas_departures_total,396921
internal_arrivals_total,105729
internal_departures_total,354108
minimum_vacant_birth_slots,1173819
final_max_generation,3
locked_out_total,1110272
